osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,access
"[40151771, 527147588]",2,Avenue Delleur - Delleurlaan,primary,50,False,False,311.26899999999995,"LINESTRING (4.4139865 50.7957607, 4.414074 50.7957878, 4.4141158 50.795801, 4.4141539 50.7958118, 4.4146271 50.7959713, 4.4150888 50.7961481, 4.4155493 50.7963578, 4.4159385 50.7965707, 4.4162518 50.7967595, 4.417091 50.7973329, 4.4172531 50.7974415, 4.4173841 50.7975191)",,
40151771,2,Avenue Delleur - Delleurlaan,primary,50,False,True,29.771,"LINESTRING (4.4139865 50.7957607, 4.4137315 50.795691, 4.4135953 50.7956582)",,
"[224723619, 1136509151]",,Rue Willy Coppens - Willy Coppensstraat,residential,30,False,True,48.887,"LINESTRING (4.4139865 50.7957607, 4.4137346 50.7957864, 4.4136671 50.7958025, 4.4136104 50.7958174, 4.4135479 50.7958355, 4.4135041 50.7958517, 4.4134349 50.7958774, 4.4133425 50.7959116)",,
34829793,1,Avenue Alfred Solvay - Alfred Solvaylaan,secondary,30,True,False,62.653999999999996,"LINESTRING (4.4167763 50.7943656, 4.4165531 50.7944414, 4.416426 50.7944923, 4.4162595 50.7945694, 4.4162199 50.794595, 4.4160628 50.7946964)",,
1052236014,2,Chaussée de La Hulpe - Terhulpsesteenweg,secondary,30,False,True,43.672,"LINESTRING (4.4167763 50.7943656, 4.4170744 50.7942639, 4.4173129 50.7941681)",,
22742611,,Rue Willy Coppens - Willy Coppensstraat,residential,30,False,False,94.74400000000001,"LINESTRING (4.4121417 50.7969793, 4.4121831 50.7969314, 4.4124933 50.796588, 4.4127793 50.7963191, 4.4128608 50.7962605)",,
32947883,,Drève du Duc - Hertogendreef,residential,30,False,True,46.004,"LINESTRING (4.4121417 50.7969793, 4.4122205 50.7969991, 4.4127157 50.7971772)",,
32947883,,Drève du Duc - Hertogendreef,residential,30,False,False,46.004,"LINESTRING (4.4127157 50.7971772, 4.4122205 50.7969991, 4.4121417 50.7969793)",,
151342085,,Rue du Pinson - Vinkstraat,residential,30,False,False,50.397999999999996,"LINESTRING (4.4127157 50.7971772, 4.4126822 50.7972163, 4.4126071 50.7972454, 4.4120828 50.7973673)",,
482247653,,Drève du Duc - Hertogendreef,residential,30,False,True,97.37599999999999,"LINESTRING (4.4127157 50.7971772, 4.4128122 50.7972119, 4.4139215 50.7976085)",,
1226014473,,Drève du Duc - Hertogendreef,residential,30,False,True,85.094,"LINESTRING (4.4140863 50.7976841, 4.4151356 50.7980659)",,
482247653,,Drève du Duc - Hertogendreef,residential,30,False,False,14.349,"LINESTRING (4.4140863 50.7976841, 4.4139884 50.7976336, 4.4139215 50.7976085)",,
1226014473,,Drève du Duc - Hertogendreef,residential,30,False,False,44.744,"LINESTRING (4.4156884 50.7982655, 4.4151356 50.7980659)",,
14793075,,Drève du Duc - Hertogendreef,residential,30,True,False,66.581,"LINESTRING (4.4156884 50.7982655, 4.4158426 50.7982419, 4.4161945 50.7981998, 4.4166133 50.7981367)",,
40800253,2,Drève du Duc - Hertogendreef,residential,30,False,True,43.474,"LINESTRING (4.4156884 50.7982655, 4.4158031 50.7983576, 4.4159916 50.7985176, 4.4160656 50.7985753)",,
151342085,,Rue du Pinson - Vinkstraat,residential,30,False,True,50.398,"LINESTRING (4.4120828 50.7973673, 4.4126071 50.7972454, 4.4126822 50.7972163, 4.4127157 50.7971772)",,
"[1206593923, 23634150]",,Drève de La Brise - La Brisedreef,residential,30,False,False,213.473,"LINESTRING (4.4120828 50.7973673, 4.4121131 50.7973992, 4.412802 50.7978955, 4.4130423 50.798042, 4.4133818 50.7982587, 4.4139396 50.798725, 4.4140142 50.7988373)",,
40800182,,Avenue de l'Arbalète - Kruisbooglaan,tertiary,30,False,False,10.973,"LINESTRING (4.4126724 50.8025467, 4.4128073 50.8025964)",,
23634104,,Avenue Georges Benoidt - Georges Benoidtlaan,residential,30,True,False,32.929,"LINESTRING (4.4126724 50.8025467, 4.4127123 50.8025197, 4.4130659 50.8023884)",,
413389236,1,Avenue Alfred Solvay - Alfred Solvaylaan,secondary,30,True,False,22.121000000000002,"LINESTRING (4.4160628 50.7946964, 4.4159639 50.7947448, 4.4157911 50.7947942)",,
