osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,maxspeed
80629228,442,Budišovská,secondary,False,False,177.72,"LINESTRING (17.7481315 49.7763479, 17.7486309 49.7761859, 17.7489537 49.7760786, 17.7494487 49.7760142, 17.749816 49.7760033, 17.7504731 49.7758893)",,
"[627774731, 80629228]",442,Budišovská,secondary,False,True,104.123,"LINESTRING (17.7481315 49.7763479, 17.7473131 49.7767124, 17.7469262 49.7768681)",,
"[103629523, 80629596, 103629486]",,Budišovská,residential,False,False,182.32100000000003,"LINESTRING (17.7481315 49.7763479, 17.7478039 49.7763776, 17.7473692 49.7764056, 17.7472094 49.7763813, 17.7470179 49.7762656, 17.7469484 49.776226, 17.7466249 49.7760209, 17.7464756 49.7759364, 17.7463031 49.7758389, 17.7460556 49.7756603)",yes,
9624823,462,náměstí Jana Zajíce,secondary,False,False,66.169,"LINESTRING (17.7519319 49.7755019, 17.7520677 49.7756613, 17.7523983 49.776015)",,
35043205,,Lidická,residential,False,True,65.864,"LINESTRING (17.7519319 49.7755019, 17.7520355 49.7754844, 17.7520862 49.7754676, 17.752277 49.7753659, 17.7526957 49.7751827)",,
177701077,442,Oderská,secondary,False,True,79.14,"LINESTRING (17.7519319 49.7755019, 17.7518678 49.7754164, 17.7518512 49.7753981, 17.7513805 49.774886)",,
675832995,442,náměstí Jana Zajíce,secondary,False,True,47.914,"LINESTRING (17.7519319 49.7755019, 17.7517557 49.7755597, 17.7513306 49.7756886)",,
177701077,442,Oderská,secondary,False,False,10.02,"LINESTRING (17.7511463 49.7743987, 17.7511481 49.7744888)",,
188345605,442,Oderská,secondary,False,True,65.334,"LINESTRING (17.7511463 49.7743987, 17.7512477 49.7738148)",,
30117402,4429,Švermova,tertiary,False,False,124.302,"LINESTRING (17.7511463 49.7743987, 17.7509013 49.7743828, 17.7501022 49.7744497, 17.7498025 49.7744667, 17.749631 49.7744629, 17.7494325 49.7744261)",,
188345605,442,Oderská,secondary,False,False,65.334,"LINESTRING (17.7512477 49.7738148, 17.7511463 49.7743987)",,
188345607,442,Oderská,secondary,False,True,80.949,"LINESTRING (17.7512477 49.7738148, 17.7514068 49.7730941)",,
188345611,,Stará,residential,False,True,19.369,"LINESTRING (17.7512477 49.7738148, 17.750981 49.7737888)",,
35042486,,Dělnická,residential,False,True,20.748,"LINESTRING (17.7553192 49.7771038, 17.7552983 49.7769177)",,
30100679,4623,Komenského,tertiary,False,False,79.394,"LINESTRING (17.7553192 49.7771038, 17.7554251 49.7771181, 17.7555625 49.7771142, 17.7564194 49.7770675)",,
30100679,4623,Komenského,tertiary,False,True,83.759,"LINESTRING (17.7553192 49.7771038, 17.7551261 49.7770275, 17.7550167 49.776999, 17.7549429 49.776986, 17.7548917 49.7769839, 17.7543292 49.7770634, 17.7542137 49.7770805)",,
35042486,,Dělnická,residential,False,False,52.934000000000005,"LINESTRING (17.7553192 49.7771038, 17.7553871 49.7772617, 17.7555197 49.7775619)",,
394702295,462,Opavská,secondary,False,True,15.118,"LINESTRING (17.7533735 49.7772072, 17.7532763 49.7770866)",,
30100679,4623,Komenského,tertiary,False,False,62.001999999999995,"LINESTRING (17.7533735 49.7772072, 17.7535113 49.7771936, 17.7539328 49.7771307, 17.7542137 49.7770805)",,
394702295,462,Opavská,secondary,False,False,99.23,"LINESTRING (17.7533735 49.7772072, 17.7534169 49.7772793, 17.7534998 49.7774043, 17.7536233 49.7775713, 17.7537243 49.7776885, 17.7538384 49.7777904, 17.753968 49.7778844, 17.7540841 49.7779625)",,
627774734,442,Budišovská,secondary,False,True,37.727,"LINESTRING (17.7459912 49.7772292, 17.7455974 49.7774538)",,
"[30100680, 447697025]",4428,Wolkerova,tertiary,False,False,535.901,"LINESTRING (17.7459912 49.7772292, 17.745841 49.7776768, 17.7458305 49.7777849, 17.7458549 49.7778308, 17.7458951 49.7778723, 17.7459555 49.7779014, 17.746025 49.7779274, 17.746407 49.7779573, 17.7479858 49.7781765, 17.748965 49.7782809, 17.7492151 49.7782894, 17.7494468 49.778276, 17.7497557 49.7782395, 17.7503878 49.7781649, 17.7508209 49.7780668, 17.7511148 49.7779776, 17.751701 49.7777659, 17.7520437 49.7776422)",,
627774731,442,Budišovská,secondary,False,False,66.48,"LINESTRING (17.7459912 49.7772292, 17.7463749 49.7770388, 17.746776 49.776919)",,
103629460,4621,Těchanovická,tertiary,False,False,124.13600000000001,"LINESTRING (17.7520437 49.7776422, 17.7522482 49.7777793, 17.7526015 49.7782444, 17.7526996 49.7784754, 17.7526749 49.7785777, 17.7526414 49.7786389)",,
447696923,4428,Wolkerova,tertiary,False,False,110.31599999999999,"LINESTRING (17.7520437 49.7776422, 17.7523688 49.7773887, 17.7525701 49.7772899, 17.7526891 49.7772507, 17.7530601 49.7771419, 17.7531511 49.7771217, 17.7532763 49.7770866)",,
"[30100680, 447697025]",4428,Wolkerova,tertiary,False,True,535.9010000000001,"LINESTRING (17.7520437 49.7776422, 17.751701 49.7777659, 17.7511148 49.7779776, 17.7508209 49.7780668, 17.7503878 49.7781649, 17.7497557 49.7782395, 17.7494468 49.778276, 17.7492151 49.7782894, 17.748965 49.7782809, 17.7479858 49.7781765, 17.746407 49.7779573, 17.746025 49.7779274, 17.7459555 49.7779014, 17.7458951 49.7778723, 17.7458549 49.7778308, 17.7458305 49.7777849, 17.745841 49.7776768, 17.7459912 49.7772292)",,
505085367,,Pivovarská,residential,False,True,107.88699999999999,"LINESTRING (17.7520437 49.7776422, 17.7519261 49.7775667, 17.7518227 49.7774846, 17.7516749 49.7773285, 17.7515667 49.7771537, 17.7515332 49.7770758, 17.7515243 49.7770483, 17.7515023 49.7768925, 17.7515074 49.7767718)",,50
103629460,4621,Těchanovická,tertiary,False,False,29.929,"LINESTRING (17.7504704 49.7794872, 17.7504621 49.7797563)",,
35042508,,Zahradní,residential,False,False,68.701,"LINESTRING (17.7504704 49.7794872, 17.7508387 49.7795002, 17.7514266 49.779506)",,
103629460,4621,Těchanovická,tertiary,False,True,110.94500000000002,"LINESTRING (17.7504704 49.7794872, 17.7504502 49.7791649, 17.7505599 49.7790277, 17.7507284 49.7789754, 17.7513409 49.7789153)",,
80629612,,Potoční,residential,False,False,64.361,"LINESTRING (17.7494325 49.7744261, 17.7491823 49.7749819)",,
30117402,4429,Švermova,tertiary,False,False,101.339,"LINESTRING (17.7494325 49.7744261, 17.7481771 49.7741412, 17.7481596 49.7741237, 17.7481383 49.7740957)",,
30117402,4429,Švermova,tertiary,False,True,124.302,"LINESTRING (17.7494325 49.7744261, 17.749631 49.7744629, 17.7498025 49.7744667, 17.7501022 49.7744497, 17.7509013 49.7743828, 17.7511463 49.7743987)",,
80629598,,Křížová,residential,False,True,71.761,"LINESTRING (17.7494325 49.7744261, 17.7494945 49.7741276, 17.7494574 49.7739379, 17.7494335 49.7737857)",,
30117402,4429,Švermova,tertiary,False,True,101.339,"LINESTRING (17.7481383 49.7740957, 17.7481596 49.7741237, 17.7481771 49.7741412, 17.7494325 49.7744261)",,
35043219,4429,Klokočovská,tertiary,False,False,70.27600000000001,"LINESTRING (17.7481383 49.7740957, 17.7481811 49.7740301, 17.7485097 49.7737244, 17.7486387 49.7735551)",,
"[80629602, 1251572957]",,Švermova,residential,False,False,140.177,"LINESTRING (17.7481383 49.7740957, 17.7478768 49.7743873, 17.7477029 49.7746096, 17.747706 49.7747819, 17.7477649 49.7749504, 17.7477613 49.7750201, 17.7477264 49.7751136, 17.747705 49.7751491, 17.7475816 49.7752461)",,
35043222,,Boženy Němcové,residential,False,False,235.635,"LINESTRING (17.7486245 49.7727437, 17.7485295 49.7727951, 17.7476832 49.773706, 17.74726 49.7741369, 17.7467416 49.7744618)",,
177701076,4429,Klokočovská,tertiary,False,True,32.300999999999995,"LINESTRING (17.7486245 49.7727437, 17.7486854 49.7728272, 17.7487252 49.7728771, 17.7487453 49.7729085, 17.7487536 49.7729502, 17.7487405 49.7730157)",,
103629460,4621,Těchanovická,tertiary,False,False,99.4,"LINESTRING (17.7526414 49.7786389, 17.7525307 49.7787011, 17.7522319 49.7787775, 17.7519322 49.7788265, 17.7513409 49.7789153)",,
103629460,4621,Těchanovická,tertiary,False,True,124.136,"LINESTRING (17.7526414 49.7786389, 17.7526749 49.7785777, 17.7526996 49.7784754, 17.7526015 49.7782444, 17.7522482 49.7777793, 17.7520437 49.7776422)",,
627774731,442,Budišovská,secondary,False,False,12.18,"LINESTRING (17.746776 49.776919, 17.7469262 49.7768681)",,
"[103629530, 103629491, 103629532]",,,residential,False,False,54.422,"LINESTRING (17.746776 49.776919, 17.7464568 49.7768834, 17.7463902 49.7768702, 17.7460354 49.7768168)",yes,
627774731,442,Budišovská,secondary,False,True,66.48,"LINESTRING (17.746776 49.776919, 17.7463749 49.7770388, 17.7459912 49.7772292)",,
80629228,442,Budišovská,secondary,False,False,65.51400000000001,"LINESTRING (17.7504731 49.7758893, 17.751132 49.7757414, 17.7512056 49.7757212, 17.7513306 49.7756886)",,
80629228,442,Budišovská,secondary,False,True,177.72,"LINESTRING (17.7504731 49.7758893, 17.749816 49.7760033, 17.7494487 49.7760142, 17.7489537 49.7760786, 17.7486309 49.7761859, 17.7481315 49.7763479)",,
103629471,,,residential,False,False,34.809,"LINESTRING (17.7504731 49.7758893, 17.7504898 49.7759222, 17.7506244 49.7761867)",,
"[394702295, 9624823]",462,"['náměstí Jana Zajíce', 'Opavská']",secondary,False,False,134.843,"LINESTRING (17.7523983 49.776015, 17.7524814 49.7761029, 17.7524983 49.7761234, 17.7527215 49.7763929, 17.7530239 49.776759, 17.7532097 49.7770001, 17.7532763 49.7770866)",,
9624823,462,náměstí Jana Zajíce,secondary,False,True,66.169,"LINESTRING (17.7523983 49.776015, 17.7520677 49.7756613, 17.7519319 49.7755019)",,
35042489,,Husova,residential,False,False,54.173,"LINESTRING (17.7523983 49.776015, 17.7524905 49.7759952, 17.7531324 49.775904)",,
188345607,442,Oderská,secondary,False,False,80.949,"LINESTRING (17.7514068 49.7730941, 17.7512477 49.7738148)",,
"[35043216, 103613228, 103612486]",,,residential,False,False,15.363,"LINESTRING (17.7514068 49.7730941, 17.7513416 49.77309, 17.7512491 49.7730843, 17.7511968 49.7730963)",yes,
188345607,442,Oderská,secondary,False,True,102.141,"LINESTRING (17.7514068 49.7730941, 17.7514248 49.7730511, 17.7515436 49.7727676, 17.7520475 49.7722871)",,
80631272,,Úvozní,residential,False,False,318.867,"LINESTRING (17.7520475 49.7722871, 17.7522163 49.7722178, 17.7524095 49.7722054, 17.7529156 49.7722603, 17.7531706 49.7722178, 17.7541133 49.771896, 17.7543605 49.7718161, 17.7548744 49.7717612, 17.7549537 49.7717292, 17.7550598 49.7716864, 17.7555003 49.7714643, 17.7560874 49.7713195)",,
"[9625073, 103629500, 103629542]",442,Oderská,secondary,False,True,71.37299999999999,"LINESTRING (17.7520475 49.7722871, 17.7520935 49.7722268, 17.7521601 49.7721218, 17.7522271 49.7720249, 17.7523967 49.7718941, 17.7525888 49.7717576)",yes,
188345607,442,Oderská,secondary,False,False,102.141,"LINESTRING (17.7520475 49.7722871, 17.7515436 49.7727676, 17.7514248 49.7730511, 17.7514068 49.7730941)",,
35042486,,Dělnická,residential,False,False,57.268,"LINESTRING (17.7578135 49.7797109, 17.7581723 49.7800595, 17.7582828 49.7801244)",,
35042486,,Dělnická,residential,False,True,111.461,"LINESTRING (17.7578135 49.7797109, 17.7574061 49.7792616, 17.7572006 49.7791568, 17.7567236 49.7791032)",,
35042486,,Dělnická,residential,False,True,57.268,"LINESTRING (17.7582828 49.7801244, 17.7581723 49.7800595, 17.7578135 49.7797109)",,
"[80632401, 448152954]",,Dělnická,residential,False,True,89.64500000000001,"LINESTRING (17.7582828 49.7801244, 17.7576531 49.7802026, 17.7574937 49.7802058, 17.757279 49.7802493, 17.7570724 49.7803031)",,
459811734,462,Opavská,secondary,False,False,7.734,"LINESTRING (17.755654 49.7797844, 17.7556898 49.77985)",,
"[35042488, 448152962, 448152956]",,,residential,False,False,108.788,"LINESTRING (17.755654 49.7797844, 17.7557488 49.7797252, 17.7563939 49.7793933, 17.7566958 49.77914, 17.7567236 49.7791032)",,
"[394702295, 459811735]",462,Opavská,secondary,False,True,183.887,"LINESTRING (17.755654 49.7797844, 17.7554839 49.779516, 17.7552986 49.7792342, 17.7552373 49.7791409, 17.7552048 49.7790914, 17.7550477 49.7788429, 17.7548728 49.7786073, 17.7547626 49.7784578, 17.7547108 49.7783993, 17.7546596 49.7783446, 17.7545909 49.778283)",,
35042486,,Dělnická,residential,False,False,111.461,"LINESTRING (17.7567236 49.7791032, 17.7572006 49.7791568, 17.7574061 49.7792616, 17.7578135 49.7797109)",,
35042486,,Dělnická,residential,False,True,117.30799999999999,"LINESTRING (17.7567236 49.7791032, 17.7564879 49.7790523, 17.7563896 49.7790109, 17.7563007 49.7789573, 17.7561681 49.7787823, 17.7561339 49.7787225, 17.7558678 49.7782726)",,
"[35042488, 448152962, 448152956]",,,residential,False,True,108.78799999999998,"LINESTRING (17.7567236 49.7791032, 17.7566958 49.77914, 17.7563939 49.7793933, 17.7557488 49.7797252, 17.755654 49.7797844)",,
35042486,,Dělnická,residential,False,False,88.33,"LINESTRING (17.7546231 49.7757332, 17.7550782 49.7764712)",,
35042489,,Husova,residential,False,False,31.758000000000003,"LINESTRING (17.7546231 49.7757332, 17.7547714 49.7757322, 17.7550643 49.7757482)",,
35042489,,Husova,residential,False,True,61.4,"LINESTRING (17.7546231 49.7757332, 17.7542339 49.7757661, 17.7537777 49.7758154)",,
35042486,,Dělnická,residential,False,True,88.33,"LINESTRING (17.7550782 49.7764712, 17.7546231 49.7757332)",,
35042490,,Ztracená,residential,False,False,57.54,"LINESTRING (17.7550782 49.7764712, 17.7558408 49.7763123)",,
35042486,,Dělnická,residential,False,False,52.104,"LINESTRING (17.7550782 49.7764712, 17.7552674 49.7768551, 17.7552983 49.7769177)",,
35042486,,Dělnická,residential,False,False,20.748,"LINESTRING (17.7552983 49.7769177, 17.7553192 49.7771038)",,
35042486,,Dělnická,residential,False,True,52.104,"LINESTRING (17.7552983 49.7769177, 17.7552674 49.7768551, 17.7550782 49.7764712)",,
35042490,,Ztracená,residential,False,True,57.54,"LINESTRING (17.7558408 49.7763123, 17.7550782 49.7764712)",,
35042489,,Husova,residential,False,True,77.013,"LINESTRING (17.7561292 49.7757622, 17.755808 49.7757933, 17.7554384 49.7757817, 17.7550643 49.7757482)",,
35043207,,Sadová,residential,False,False,220.579,"LINESTRING (17.7561292 49.7757622, 17.7560988 49.7752047, 17.7560812 49.7743846, 17.7551438 49.774404)",,
447694732,,Luční,residential,True,False,6.752,"LINESTRING (17.7575447 49.7767878, 17.757452 49.776798)",,
103613148,,Luční,residential,False,False,76.84199999999998,"LINESTRING (17.7575447 49.7767878, 17.7575091 49.7764992, 17.757571 49.7764751, 17.7575926 49.7764123, 17.7575788 49.7761219)",,
35042500,,Luční,residential,False,False,3.605,"LINESTRING (17.7579712 49.7767717, 17.7580213 49.7767696)",,
447694732,,Luční,residential,True,False,30.678,"LINESTRING (17.7579712 49.7767717, 17.7575447 49.7767878)",,
1050984425,,,residential,False,False,37.336999999999996,"LINESTRING (17.7579712 49.7767717, 17.7580149 49.7770708, 17.75802 49.777106)",,
