osmid,ref,highway,maxspeed,oneway,reversed,length,bridge,geometry,name,tunnel
256944733,,residential,50,False,False,401.71199999999993,,"LINESTRING (13.719474 50.6577888, 13.7191444 50.6579453, 13.7188289 50.6581261, 13.7186091 50.6582386, 13.7183471 50.6583452, 13.7182787 50.6583869, 13.7182445 50.6584193, 13.7182125 50.6584677, 13.7182046 50.6585066, 13.7182126 50.6585504, 13.7182357 50.6585886, 13.7183213 50.6586497, 13.7184305 50.6586775, 13.7185495 50.658673, 13.7186457 50.6586407, 13.7187724 50.6585415, 13.718939 50.658412, 13.7190124 50.658366, 13.7191002 50.6583354, 13.719259 50.6583207, 13.7194651 50.6583156, 13.7199468 50.658313, 13.7201856 50.6583643, 13.7204062 50.6586055, 13.7206976 50.6590289, 13.7208606 50.6592747)",Horní,
256944733,,residential,50,False,True,82.199,,"LINESTRING (13.719474 50.6577888, 13.7197868 50.6576571, 13.7203753 50.6575623, 13.7205497 50.6575264)",Horní,
"[199502922, 163780575]",,residential,,False,False,248.38400000000001,,"LINESTRING (13.7208606 50.6592747, 13.7207239 50.6596139, 13.7206256 50.6597514, 13.7204628 50.6599641, 13.719965 50.6602502, 13.7195511 50.6604552, 13.7194226 50.6602797, 13.7191535 50.6600629, 13.7188378 50.6598846)",,
"[493634697, 199502915, 199502918, 493634695]",,residential,50,False,False,297.15099999999995,,"LINESTRING (13.7208606 50.6592747, 13.7210376 50.6595228, 13.7212824 50.6597678, 13.7213917 50.6599064, 13.7214504 50.6600462, 13.7214755 50.6600991, 13.7215884 50.6602467, 13.7217878 50.6604656, 13.7218943 50.6605605, 13.722005 50.6606226, 13.7221384 50.6606603, 13.7222235 50.6606607, 13.7223489 50.6606299, 13.7229082 50.6603793, 13.7231626 50.6602633, 13.7232752 50.6601565, 13.7233458 50.660029)",Horní,yes
256944733,,residential,50,False,True,401.71199999999993,,"LINESTRING (13.7208606 50.6592747, 13.7206976 50.6590289, 13.7204062 50.6586055, 13.7201856 50.6583643, 13.7199468 50.658313, 13.7194651 50.6583156, 13.719259 50.6583207, 13.7191002 50.6583354, 13.7190124 50.658366, 13.718939 50.658412, 13.7187724 50.6585415, 13.7186457 50.6586407, 13.7185495 50.658673, 13.7184305 50.6586775, 13.7183213 50.6586497, 13.7182357 50.6585886, 13.7182126 50.6585504, 13.7182046 50.6585066, 13.7182125 50.6584677, 13.7182445 50.6584193, 13.7182787 50.6583869, 13.7183471 50.6583452, 13.7186091 50.6582386, 13.7188289 50.6581261, 13.7191444 50.6579453, 13.719474 50.6577888)",Horní,
"[199502922, 163780575]",,residential,,False,True,248.38400000000001,,"LINESTRING (13.7188378 50.6598846, 13.7191535 50.6600629, 13.7194226 50.6602797, 13.7195511 50.6604552, 13.719965 50.6602502, 13.7204628 50.6599641, 13.7206256 50.6597514, 13.7207239 50.6596139, 13.7208606 50.6592747)",,
278179736,,residential,50,False,False,13.86,,"LINESTRING (13.7277126 50.6586747, 13.7276331 50.6585607)",Mlýnská,
241841279,,residential,50,False,True,145.978,,"LINESTRING (13.7277126 50.6586747, 13.727861 50.6586615, 13.7279773 50.6586662, 13.7293108 50.6594369)",,
278179736,,residential,50,False,True,149.166,,"LINESTRING (13.7277126 50.6586747, 13.7285063 50.6592648, 13.729145 50.6596603)",Mlýnská,
42949358,,residential,50,False,False,33.327,,"LINESTRING (13.7220861 50.6565592, 13.7223648 50.6568013)",Komenského,
163845638,,residential,50,False,False,88.434,,"LINESTRING (13.7220861 50.6565592, 13.7223449 50.6565111, 13.7229094 50.6564151, 13.7231054 50.6566364)",Tržní náměstí,
163845638,,residential,50,False,True,73.864,,"LINESTRING (13.7220861 50.6565592, 13.7216003 50.6568224, 13.7216451 50.6569309, 13.7218162 50.6570301)",Tržní náměstí,
163793092,,residential,50,False,False,55.383,,"LINESTRING (13.7231054 50.6566364, 13.7227545 50.6567255, 13.7225549 50.6567635, 13.7223648 50.6568013)",Tržní náměstí,
163793092,,residential,50,False,True,59.965999999999994,,"LINESTRING (13.7231054 50.6566364, 13.7233923 50.6565787, 13.7239266 50.6564969)",Tržní náměstí,
163845638,,residential,50,False,True,88.434,,"LINESTRING (13.7231054 50.6566364, 13.7229094 50.6564151, 13.7223449 50.6565111, 13.7220861 50.6565592)",Tržní náměstí,
163904433,,residential,50,False,False,82.64,,"LINESTRING (13.7205497 50.6575264, 13.7207846 50.6576765, 13.7209053 50.6577686, 13.720907 50.6578327, 13.720827 50.6580302, 13.7208124 50.6581739)",,
256944733,,residential,50,False,False,82.199,,"LINESTRING (13.7205497 50.6575264, 13.7203753 50.6575623, 13.7197868 50.6576571, 13.719474 50.6577888)",Horní,
506904106,,residential,50,False,True,107.27600000000001,,"LINESTRING (13.7205497 50.6575264, 13.7211724 50.6573984, 13.7218162 50.6570301)",Horní,
163904433,,residential,50,False,True,82.64,,"LINESTRING (13.7208124 50.6581739, 13.720827 50.6580302, 13.720907 50.6578327, 13.7209053 50.6577686, 13.7207846 50.6576765, 13.7205497 50.6575264)",,
493634688,,residential,50,False,False,142.429,,"LINESTRING (13.724102 50.6571079, 13.7240924 50.6577287, 13.7240601 50.6579963, 13.7239407 50.6583806)",Rybniční,
42949371,,residential,50,False,False,166.721,,"LINESTRING (13.7249167 50.6611458, 13.7247408 50.6610509, 13.7242816 50.6607598, 13.7233458 50.660029)",Husova,
163923781,,residential,50,False,True,27.086,,"LINESTRING (13.7268852 50.6593828, 13.7271576 50.659211)",Rybniční,
163923783,,residential,50,False,True,92.205,,"LINESTRING (13.7268852 50.6593828, 13.7274379 50.6598261, 13.7274648 50.6598333, 13.7275034 50.6598298, 13.7277619 50.6596816)",Rybniční,
"[42949368, 278179742, 42949367]",,residential,50,False,False,407.751,,"LINESTRING (13.7268852 50.6593828, 13.7266947 50.6594872, 13.7262663 50.6597949, 13.7281819 50.6608527, 13.7282591 50.660868, 13.7283334 50.6608449, 13.7285824 50.6606083, 13.7286207 50.6605696, 13.7286172 50.6605234, 13.7283705 50.6601905, 13.7280937 50.6599595, 13.7277619 50.6596816)","['Rybniční', 'Sadová']",
42949367,,residential,50,False,False,67.50399999999999,,"LINESTRING (13.7277619 50.6596816, 13.7272818 50.6592965, 13.7271576 50.659211)",Rybniční,
"[42949368, 278179742, 42949367]",,residential,50,False,True,407.751,,"LINESTRING (13.7277619 50.6596816, 13.7280937 50.6599595, 13.7283705 50.6601905, 13.7286172 50.6605234, 13.7286207 50.6605696, 13.7285824 50.6606083, 13.7283334 50.6608449, 13.7282591 50.660868, 13.7281819 50.6608527, 13.7262663 50.6597949, 13.7266947 50.6594872, 13.7268852 50.6593828)","['Rybniční', 'Sadová']",
163923783,,residential,50,False,False,92.205,,"LINESTRING (13.7277619 50.6596816, 13.7275034 50.6598298, 13.7274648 50.6598333, 13.7274379 50.6598261, 13.7268852 50.6593828)",Rybniční,
42949366,,residential,50,False,True,62.521,,"LINESTRING (13.7278306 50.6578148, 13.7278212 50.6576963, 13.7277977 50.6575001, 13.7278062 50.6572533)",,
800407894,,residential,50,True,False,60.644,,"LINESTRING (13.7278306 50.6578148, 13.7276021 50.6581358, 13.7273968 50.6582786)",,
163795652,,residential,50,False,True,35.516,,"LINESTRING (13.7273968 50.6582786, 13.7276331 50.6585607)",Mírové náměstí,
163795652,,residential,50,False,False,139.828,,"LINESTRING (13.7273968 50.6582786, 13.7272571 50.6581394, 13.72721 50.6580935, 13.7268156 50.6576872, 13.726593 50.6574578, 13.7263037 50.6572314)",Mírové náměstí,
"[715696376, 261825619]",,residential,50,False,True,348.37800000000004,,"LINESTRING (13.7322337 50.6585782, 13.7317441 50.6583845, 13.731397 50.6582264, 13.730455 50.6578261, 13.728409 50.657338, 13.7278062 50.6572533)",Teplická,
24634017,,residential,50,False,False,5.667,,"LINESTRING (13.7302377 50.6605563, 13.7302098 50.6605085)",,
24634017,,residential,50,False,True,146.052,,"LINESTRING (13.7302377 50.6605563, 13.730573 50.6611886, 13.7306677 50.6613671, 13.7309219 50.6617959)",,
241841274,,residential,50,False,False,17.3,,"LINESTRING (13.7293973 50.6592913, 13.7293108 50.6594369)",,
241841274,,residential,50,False,True,17.3,,"LINESTRING (13.7293108 50.6594369, 13.7293973 50.6592913)",,
241841279,,residential,50,False,False,145.97799999999998,,"LINESTRING (13.7293108 50.6594369, 13.7279773 50.6586662, 13.727861 50.6586615, 13.7277126 50.6586747)",,
241841279,,residential,50,False,True,28.166,,"LINESTRING (13.7293108 50.6594369, 13.7293004 50.6595078, 13.7292288 50.659591, 13.729145 50.6596603)",,
241841279,,residential,50,False,False,28.165999999999997,,"LINESTRING (13.729145 50.6596603, 13.7292288 50.659591, 13.7293004 50.6595078, 13.7293108 50.6594369)",,
278179736,,residential,50,False,False,149.166,,"LINESTRING (13.729145 50.6596603, 13.7285063 50.6592648, 13.7277126 50.6586747)",Mlýnská,
"[278179736, 24634017]",,residential,50,False,True,121.799,,"LINESTRING (13.729145 50.6596603, 13.7293457 50.6597862, 13.7297311 50.660032, 13.7299239 50.6601669, 13.730073 50.6603143, 13.7302098 50.6605085)",Mlýnská,
24634017,,residential,50,False,True,5.667,,"LINESTRING (13.7302098 50.6605085, 13.7302377 50.6605563)",,
"[278179736, 24634017]",,residential,50,False,False,121.799,,"LINESTRING (13.7302098 50.6605085, 13.730073 50.6603143, 13.7299239 50.6601669, 13.7297311 50.660032, 13.7293457 50.6597862, 13.729145 50.6596603)",Mlýnská,
241841276,,residential,50,False,True,57.199000000000005,,"LINESTRING (13.7302098 50.6605085, 13.7300249 50.6605774, 13.7296103 50.6608497)",,
241841276,,residential,50,False,False,57.199000000000005,,"LINESTRING (13.7296103 50.6608497, 13.7300249 50.6605774, 13.7302098 50.6605085)",,
42949361,,residential,50,False,True,16.421,,"LINESTRING (13.7278771 50.6558059, 13.7277298 50.6559203)",U Radnice,
"[42949361, 241860765]",,residential,50,False,"[False, True]",220.14899999999997,,"LINESTRING (13.7278771 50.6558059, 13.7283424 50.6554445, 13.7287788 50.6551861, 13.7289524 50.6552978, 13.7289719 50.6553311, 13.7289344 50.6553853, 13.7282833 50.655838, 13.7281903 50.6558618, 13.7280222 50.6558409, 13.7278771 50.6558059)",U Radnice,
"[42949361, 241860765]",,residential,50,False,"[False, True]",220.149,,"LINESTRING (13.7278771 50.6558059, 13.7280222 50.6558409, 13.7281903 50.6558618, 13.7282833 50.655838, 13.7289344 50.6553853, 13.7289719 50.6553311, 13.7289524 50.6552978, 13.7287788 50.6551861, 13.7283424 50.6554445, 13.7278771 50.6558059)",U Radnice,
"[42949376, 42949372, 42949373]",27,primary,90,False,False,514.661,yes,"LINESTRING (13.723302 50.6588179, 13.7235115 50.6588979, 13.7238634 50.6590313, 13.7244003 50.6592435, 13.7246901 50.6593672, 13.7250303 50.6595342, 13.7252898 50.6596897, 13.7256796 50.6599281, 13.7263984 50.6603689, 13.7273392 50.6609424, 13.7277448 50.6611795, 13.7279401 50.6612885, 13.7282222 50.6614289, 13.7285346 50.6615674, 13.728939 50.6617296)",,
493168676,,primary_link,50,False,False,77.684,,"LINESTRING (13.723302 50.6588179, 13.723214 50.6589205, 13.7231952 50.6589834, 13.7231871 50.6590344, 13.7231925 50.6591381, 13.723214 50.6592316, 13.7232542 50.6592877, 13.7233266 50.6593269, 13.723531 50.6593949)",,
163917752,,residential,50,False,False,71.707,,"LINESTRING (13.723531 50.6593949, 13.7233458 50.660029)",Husova,
163917752,,residential,50,False,True,31.781,,"LINESTRING (13.723531 50.6593949, 13.7236274 50.6591157)",Husova,
493168676,,primary_link,50,False,True,77.68400000000001,,"LINESTRING (13.723531 50.6593949, 13.7233266 50.6593269, 13.7232542 50.6592877, 13.723214 50.6592316, 13.7231925 50.6591381, 13.7231871 50.6590344, 13.7231952 50.6589834, 13.723214 50.6589205, 13.723302 50.6588179)",,
800419876,,residential,,False,True,82.649,,"LINESTRING (13.724621 50.659502, 13.723994 50.6592135, 13.7236274 50.6591157)",,
163917752,,residential,50,False,False,31.781,,"LINESTRING (13.7236274 50.6591157, 13.723531 50.6593949)",Husova,
163917752,,residential,50,False,True,84.67,,"LINESTRING (13.7236274 50.6591157, 13.7239407 50.6583806)",Husova,
800419876,,residential,,False,False,82.649,,"LINESTRING (13.7236274 50.6591157, 13.723994 50.6592135, 13.724621 50.659502)",,
