osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,junction
"[445074895, 9627575]",3,497,Sokolovská,secondary,50,False,False,165.91400000000002,"LINESTRING (17.4663892 49.0681021, 17.466693 49.068089, 17.4667711 49.0680887, 17.4681771 49.0680832, 17.4684617 49.0680824, 17.4686659 49.0680853)",,
445075343,5,55,Velehradská třída,primary,50,False,True,116.512,"LINESTRING (17.4663892 49.0681021, 17.4663963 49.0681918, 17.4664055 49.0682687, 17.4664123 49.0683233, 17.4665156 49.0691466)",,
"[649713987, 33632939]","['2', '3']",,Všehrdova,residential,50,False,True,130.086,"LINESTRING (17.4663892 49.0681021, 17.4660877 49.0681127, 17.466037 49.0681168, 17.4660035 49.0681195, 17.4646836 49.0682165, 17.4646135 49.0682225)",,
"[9627834, 649713988]",5,55,Tř. Maršála Malinovského,primary,50,False,False,76.11500000000001,"LINESTRING (17.4663892 49.0681021, 17.4663863 49.0678833, 17.4663859 49.0678467, 17.4663816 49.0674176)",,
"[680847385, 33619261]",,,Štefánikova,residential,30,False,False,107.201,"LINESTRING (17.4686659 49.0680853, 17.4686586 49.0681782, 17.4686459 49.0689182, 17.4686437 49.0690492)",,
"[166559282, 37716500]",2,497,Sokolovská,secondary,50,False,False,179.737,"LINESTRING (17.4686659 49.0680853, 17.4687929 49.0680894, 17.4691437 49.0681094, 17.4693556 49.0681248, 17.4697528 49.0681526, 17.4698773 49.0681613, 17.4699584 49.068168, 17.4700453 49.0681777, 17.4701459 49.0681922, 17.4702473 49.0682122, 17.470432 49.0682577, 17.4705106 49.0682832, 17.4705799 49.0683091, 17.4707365 49.0683749, 17.4708041 49.0684085, 17.4708645 49.0684397, 17.4709799 49.068511)",,
"[9627575, 445074895]",3,497,Sokolovská,secondary,50,False,True,165.91400000000002,"LINESTRING (17.4686659 49.0680853, 17.4684617 49.0680824, 17.4681771 49.0680832, 17.4667711 49.0680887, 17.466693 49.068089, 17.4663892 49.0681021)",,
"[445077376, 303656878]",4,55,Velehradská třída,primary,50,False,True,146.923,"LINESTRING (17.462244 49.0705541, 17.462067 49.0705799, 17.4619307 49.0706058, 17.4617819 49.0706446, 17.4616275 49.0706936, 17.461423 49.0707754, 17.4612084 49.0708814, 17.4605594 49.0712446)",,
445077370,3,,Hradební,residential,50,False,False,51.756,"LINESTRING (17.462244 49.0705541, 17.4622258 49.0704382, 17.4622207 49.0704056, 17.4621831 49.0700904)",,
"[445077377, 445077378, 540042696, 543983511, 445077374, 445077375]",4,55,Velehradská třída,primary,50,False,False,424.9220000000001,"LINESTRING (17.462244 49.0705541, 17.4624463 49.0705383, 17.4626679 49.0705341, 17.4628814 49.0705403, 17.4635491 49.0705717, 17.4639707 49.0705913, 17.4640319 49.0705946, 17.4642363 49.0706052, 17.4643612 49.0706102, 17.4644823 49.0706139, 17.464616 49.0706174, 17.4647265 49.0706181, 17.4648444 49.0706163, 17.4649837 49.0706095, 17.4651171 49.0705974, 17.465236 49.0705837, 17.4653556 49.0705627, 17.4654962 49.0705306, 17.465634 49.0704933, 17.465758 49.0704485, 17.465875 49.0703978, 17.4660081 49.0703253, 17.4661275 49.070247, 17.4662199 49.0701726, 17.4662997 49.0700955, 17.4663557 49.0700337, 17.4664045 49.0699684, 17.4664314 49.0699225, 17.466459 49.0698773, 17.4664837 49.0698248, 17.4665098 49.0697572, 17.4665307 49.0696893, 17.4665431 49.0696441, 17.4665506 49.0695901, 17.466554 49.0695112, 17.466549 49.0694167, 17.4665156 49.0691466)",,
46617934,,,,unclassified,,False,False,4.873,"LINESTRING (17.4709799 49.068511, 17.4709366 49.0685444)",,
