osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,lanes,bridge,junction
36918096,Děkana Bučila,residential,False,True,124.45,,,"LINESTRING (14.4255008 49.6554131, 14.4271146 49.6558145)",,,
195555999,Sedlecká,secondary,False,True,100.886,105,50,"LINESTRING (14.4255008 49.6554131, 14.4262333 49.6546396)",,,
195555999,Sedlecká,secondary,False,False,99.72599999999998,105,50,"LINESTRING (14.4255008 49.6554131, 14.4254785 49.6554441, 14.4254577 49.6554783, 14.4254413 49.6555111, 14.4254288 49.6555417, 14.4254206 49.6555736, 14.4254151 49.6555998, 14.4254107 49.6556272, 14.4254067 49.6556717, 14.4254069 49.6557122, 14.4254117 49.6559692, 14.4254096 49.6560051, 14.4254023 49.6560554, 14.4253871 49.6561302, 14.425372 49.6561898, 14.4253358 49.6562963)",,,
164030120,,primary,False,False,13.22,18,50,"LINESTRING (14.4323009 49.6544594, 14.4321194 49.6544413)",2,,
64299939,Sedlecká,secondary,False,True,58.431,105,50,"LINESTRING (14.4250618 49.6576215, 14.425139 49.6572229, 14.4251628 49.6571001)",,,
67502631,Na Potůčku,residential,True,False,54.900000000000006,,,"LINESTRING (14.4250618 49.6576215, 14.4249381 49.6576071, 14.4247207 49.6575819, 14.4246345 49.6574281, 14.4244754 49.657404)",,,
467169622,Sedlecká,secondary,False,False,19.740000000000002,105,50,"LINESTRING (14.4250618 49.6576215, 14.4250583 49.6576834, 14.4250517 49.6577989)",,,
36918097,Baxova,residential,False,True,121.619,,,"LINESTRING (14.4262333 49.6546396, 14.4276698 49.6552153)",,,
195555999,Sedlecká,secondary,False,False,100.886,105,50,"LINESTRING (14.4262333 49.6546396, 14.4255008 49.6554131)",,,
195555999,Sedlecká,secondary,False,True,43.313,105,50,"LINESTRING (14.4262333 49.6546396, 14.4265361 49.654303)",,,
67337537,Dělnická,residential,False,False,163.769,,,"LINESTRING (14.4262333 49.6546396, 14.4258064 49.6544796, 14.4254766 49.6543614, 14.4252373 49.6542981, 14.4249728 49.6542546, 14.4247826 49.6542355, 14.4241115 49.6541612)",,,
"[282004337, 25144417]",náměstí T. G. Masaryka,tertiary,False,False,78.888,10522,,"LINESTRING (14.4250517 49.6577989, 14.4255223 49.6578025, 14.4257131 49.657804, 14.4261054 49.6577853, 14.4261322 49.6577782, 14.4261401 49.6577722)",,,
"[64299941, 64299935]",náměstí T. G. Masaryka,secondary,False,False,96.191,105,50,"LINESTRING (14.4250517 49.6577989, 14.4251156 49.6580786, 14.4251627 49.6584624, 14.4251686 49.6585109, 14.42514 49.6586584)",,,
467169622,Sedlecká,secondary,False,True,19.740000000000002,105,50,"LINESTRING (14.4250517 49.6577989, 14.4250583 49.6576834, 14.4250618 49.6576215)",,,
36918048,Sukovo náměstí,residential,False,False,36.864999999999995,,50,"LINESTRING (14.4245008 49.6606353, 14.4247127 49.6606407, 14.4250128 49.6606418)",,,
67337538,Církvičská,secondary,False,False,57.053,105,50,"LINESTRING (14.4245008 49.6606353, 14.4243981 49.6607699, 14.42415 49.6610954)",,,
158016511,28. října,secondary,False,True,40.977000000000004,105,50,"LINESTRING (14.4245008 49.6606353, 14.4245841 49.6603924, 14.4245766 49.6602728)",,,
64299945,28. října,secondary,False,True,42.559,105,50,"LINESTRING (14.4248358 49.6589866, 14.42514 49.6586584)",,,
158016511,28. října,secondary,False,False,144.50699999999998,105,50,"LINESTRING (14.4248358 49.6589866, 14.4248031 49.6591359, 14.424682 49.6596888, 14.4246726 49.6597209, 14.4245778 49.6600436, 14.4245766 49.6602728)",,,
160224609,Havlíčkova,tertiary,False,True,133.841,10230,50,"LINESTRING (14.4248358 49.6589866, 14.4247468 49.6589934, 14.4229892 49.6591276)",,,
25144386,Švermova,residential,False,False,134.863,,,"LINESTRING (14.42415 49.6610954, 14.4223803 49.660697)",,,
67337538,Církvičská,secondary,False,True,57.053,105,50,"LINESTRING (14.42415 49.6610954, 14.4243981 49.6607699, 14.4245008 49.6606353)",,,
25144386,Švermova,residential,False,True,85.458,,,"LINESTRING (14.4212428 49.6604768, 14.4223803 49.660697)",,,
36918054,U Kulturního domu,residential,False,False,26.749,,50,"LINESTRING (14.4212428 49.6604768, 14.4211547 49.6607105)",,,
36918054,U Kulturního domu,residential,False,True,44.069,,50,"LINESTRING (14.4212428 49.6604768, 14.4213955 49.660093)",,,
36918054,U Kulturního domu,residential,False,False,44.069,,50,"LINESTRING (14.4213955 49.660093, 14.4212428 49.6604768)",,,
67508694,Na Severním sídlišti,residential,False,True,36.832,,,"LINESTRING (14.4213955 49.660093, 14.4208838 49.6600928)",,,
36918054,U Kulturního domu,residential,False,True,105.55300000000001,,50,"LINESTRING (14.4213955 49.660093, 14.4216277 49.6592812, 14.4216625 49.6591596)",,,
36918114,Růžová,residential,False,False,139.529,,,"LINESTRING (14.4261401 49.6577722, 14.4265452 49.6578934, 14.4274199 49.658107, 14.427889 49.6583017)",,,
"[282004337, 1190857127]",náměstí T. G. Masaryka,tertiary,False,False,39.119,10522,,"LINESTRING (14.4261401 49.6577722, 14.4263524 49.6576605, 14.4265618 49.6575503)",,,
"[282004337, 25144417]",náměstí T. G. Masaryka,tertiary,False,True,78.888,10522,,"LINESTRING (14.4261401 49.6577722, 14.4261322 49.6577782, 14.4261054 49.6577853, 14.4257131 49.657804, 14.4255223 49.6578025, 14.4250517 49.6577989)",,,
36918073,Zberazská,residential,False,False,160.983,,,"LINESTRING (14.4310344 49.6566481, 14.4310751 49.6568412, 14.4313753 49.6580789)",,,
164473585,Nádražní,tertiary,False,False,14.604,10522,,"LINESTRING (14.4310344 49.6566481, 14.4311235 49.6566192, 14.4312158 49.6565893)",,,
"[64299920, 164473585, 164473587]",Nádražní,tertiary,False,True,100.548,10522,,"LINESTRING (14.4310344 49.6566481, 14.4304615 49.6567474, 14.429858 49.656831, 14.4296778 49.6568623)",,yes,
160224609,Havlíčkova,tertiary,False,True,35.114,10230,50,"LINESTRING (14.4216625 49.6591596, 14.4211748 49.6591668)",,,
36918054,U Kulturního domu,residential,False,False,105.55300000000001,,50,"LINESTRING (14.4216625 49.6591596, 14.4216277 49.6592812, 14.4213955 49.660093)",,,
160224609,Havlíčkova,tertiary,False,False,95.56200000000001,10230,50,"LINESTRING (14.4216625 49.6591596, 14.4217704 49.659157, 14.4229892 49.6591276)",,,
64299945,28. října,secondary,False,False,42.559,105,50,"LINESTRING (14.42514 49.6586584, 14.4248358 49.6589866)",,,
36918071,náměstí T. G. Masaryka,residential,False,False,55.474,,,"LINESTRING (14.42514 49.6586584, 14.4254372 49.6586022, 14.4258798 49.6585186)",,,
"[64299941, 64299935]",náměstí T. G. Masaryka,secondary,False,True,96.191,105,50,"LINESTRING (14.42514 49.6586584, 14.4251686 49.6585109, 14.4251627 49.6584624, 14.4251156 49.6580786, 14.4250517 49.6577989)",,,
"[36918048, 291552915]","['Sukovo náměstí', 'Husova']",residential,False,False,133.179,,50,"LINESTRING (14.4250128 49.6606418, 14.4250552 49.6608162, 14.4250538 49.6608603, 14.425088 49.6618371)",,,
36918048,Sukovo náměstí,residential,False,True,36.864999999999995,,50,"LINESTRING (14.4250128 49.6606418, 14.4247127 49.6606407, 14.4245008 49.6606353)",,,
"[36918061, 291552918]","['Sukovo náměstí', 'Lidická']",residential,False,False,18.948,,,"LINESTRING (14.4250128 49.6606418, 14.4251133 49.660587, 14.4252286 49.6605456)",,,
36918057,Nademlýnská,residential,False,False,49.61899999999999,,50,"LINESTRING (14.425088 49.6618371, 14.4251065 49.662019, 14.4251689 49.6621731, 14.4252495 49.6622638)",,,
36918116,Příční,residential,False,True,117.554,,,"LINESTRING (14.425088 49.6618371, 14.4251963 49.6618336, 14.4260483 49.6617508, 14.426696 49.6616584)",,,
"[36918048, 291552915]","['Sukovo náměstí', 'Husova']",residential,False,True,133.179,,50,"LINESTRING (14.425088 49.6618371, 14.4250538 49.6608603, 14.4250552 49.6608162, 14.4250128 49.6606418)",,,
36918049,Pod Hřbitovem,residential,False,True,96.11500000000001,,,"LINESTRING (14.4204357 49.6625232, 14.420709 49.6626024, 14.421125 49.6626711, 14.4217275 49.6627168)",,,
36918054,U Kulturního domu,residential,False,True,208.28400000000002,,50,"LINESTRING (14.4204357 49.6625232, 14.4205213 49.6623912, 14.4211547 49.6607105)",,,
36918052,Na Severním sídlišti,residential,False,False,50.034,,,"LINESTRING (14.4189876 49.6607726, 14.419681 49.6608043)",,,
36918052,Na Severním sídlišti,residential,False,True,50.034,,,"LINESTRING (14.419681 49.6608043, 14.4189876 49.6607726)",,,
"[512967064, 36918052]",Na Severním sídlišti,residential,False,"[False, True]",98.173,,,"LINESTRING (14.419681 49.6608043, 14.4203745 49.6609073, 14.4204053 49.6607843, 14.4207972 49.6606285)",,,
36918053,Na Severním sídlišti,residential,False,False,80.15299999999999,,,"LINESTRING (14.419681 49.6608043, 14.4197577 49.6604937, 14.4198567 49.6600925)",,,
67508694,Na Severním sídlišti,residential,False,False,73.93,,,"LINESTRING (14.4198567 49.6600925, 14.4208838 49.6600928)",,,
36918053,Na Severním sídlišti,residential,False,True,80.15299999999999,,,"LINESTRING (14.4198567 49.6600925, 14.4197577 49.6604937, 14.419681 49.6608043)",,,
291552920,Na Severním sídlišti I,residential,False,False,84.849,,,"LINESTRING (14.4198567 49.6600925, 14.4198835 49.6600505, 14.4199817 49.6593357)",,,
36918067,Šafaříkova,residential,False,False,79.327,,,"LINESTRING (14.4229892 49.6591276, 14.4229912 49.6584142)",,,
36918056,Zahradní,residential,False,False,181.122,,,"LINESTRING (14.4229892 49.6591276, 14.4229525 49.6595501, 14.4228464 49.6597878, 14.4226465 49.6601389, 14.4224858 49.6604759, 14.4223803 49.660697)",,,
160224609,Havlíčkova,tertiary,False,False,133.841,10230,50,"LINESTRING (14.4229892 49.6591276, 14.4247468 49.6589934, 14.4248358 49.6589866)",,,
160224609,Havlíčkova,tertiary,False,True,95.56200000000001,10230,50,"LINESTRING (14.4229892 49.6591276, 14.4217704 49.659157, 14.4216625 49.6591596)",,,
