osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,lanes,access
26331355,Rooseveltova,tertiary,False,True,118.124,"LINESTRING (12.7302508 50.3209301, 12.7295946 50.3211717, 12.7292222 50.3213103, 12.7288105 50.3214619)",21047,50,,2,
201881125,Husova,residential,False,True,77.21200000000002,"LINESTRING (12.7302508 50.3209301, 12.730214 50.3209125, 12.7300429 50.320846, 12.7299412 50.3208321, 12.7298398 50.3208206, 12.7297419 50.320808, 12.7296388 50.3207987, 12.7295692 50.3207869, 12.7294619 50.3207735, 12.7293602 50.3207608, 12.72922 50.3207364)",,,,,
142454318,Poštovní,residential,True,False,19.767,"LINESTRING (12.7299545 50.3239668, 12.7296868 50.3239179)",,,,,
27835056,Dvořákova,residential,True,False,213.969,"LINESTRING (12.7299545 50.3239668, 12.7301246 50.3242466, 12.7302385 50.3243772, 12.7303536 50.3244611, 12.731242 50.3249152, 12.7321627 50.3251595)",,50,,,
142454318,Poštovní,residential,True,False,60.769,"LINESTRING (12.7308092 50.3239968, 12.7299545 50.3239668)",,,,,
36915809,Čsl. letců,residential,True,False,69.63,"LINESTRING (12.7308092 50.3239968, 12.7305719 50.3236539, 12.7303311 50.3234551)",,50,,,
27835051,Bratří Čapků,residential,True,False,80.645,"LINESTRING (12.7269362 50.3230446, 12.7279842 50.3227648)",,,,,
801724418,Poštovní,residential,False,False,69.241,"LINESTRING (12.7269362 50.3230446, 12.7274438 50.3233756, 12.7276258 50.3234848)",,,,,
348536982,Smetanova,residential,True,False,57.128,"LINESTRING (12.7279842 50.3227648, 12.7275823 50.3223197)",,,,,
27835051,Bratří Čapků,residential,True,False,94.783,"LINESTRING (12.7279842 50.3227648, 12.7289571 50.3225054, 12.7290246 50.3224874, 12.7292186 50.3224402)",,,,,
26331355,Rooseveltova,tertiary,False,False,117.446,"LINESTRING (12.7272732 50.3219967, 12.7273303 50.3219758, 12.7287233 50.3214884)",21047,50,,2,
27835052,Smetanova,residential,True,False,179.092,"LINESTRING (12.7296868 50.3239179, 12.7294552 50.3235872, 12.7279842 50.3227648)",,,,,
142454318,Poštovní,residential,True,False,158.36700000000002,"LINESTRING (12.7296868 50.3239179, 12.7291536 50.3238979, 12.728594 50.3238305, 12.7283081 50.3237819, 12.728084 50.3237177, 12.7276258 50.3234848)",,,,,
27835055,Žižkova,residential,False,False,68.527,"LINESTRING (12.7328488 50.324726, 12.7327642 50.3247806, 12.7323174 50.3250618, 12.7321627 50.3251595)",,50,,,
294322301,náměstí Karla IV.,tertiary,False,False,147.35299999999998,"LINESTRING (12.7328488 50.324726, 12.733084 50.3248663, 12.7336449 50.3252125, 12.734159 50.3256126, 12.7342376 50.3257038)",2194,50,,,
801724419,náměstí Karla IV.,tertiary,False,True,47.288,"LINESTRING (12.7328488 50.324726, 12.7325707 50.3245556, 12.7323936 50.3244166)",2194,50,,,
27835055,Žižkova,residential,False,False,107.514,"LINESTRING (12.7321627 50.3251595, 12.7330332 50.3257728, 12.7331254 50.325899)",,50,,,
27835055,Žižkova,residential,False,True,68.527,"LINESTRING (12.7321627 50.3251595, 12.7323174 50.3250618, 12.7327642 50.3247806, 12.7328488 50.324726)",,50,,,
27835055,Žižkova,residential,False,True,107.514,"LINESTRING (12.7331254 50.325899, 12.7330332 50.3257728, 12.7321627 50.3251595)",,50,,,
"[1207782501, 1207782505, 142339500, 142339501]",Žižkova,residential,False,True,320.2300000000001,"LINESTRING (12.7331254 50.325899, 12.7327963 50.3261076, 12.7324854 50.3261366, 12.7313017 50.3260024, 12.7312087 50.3259663, 12.7311519 50.3259082, 12.7311073 50.3257576, 12.731058 50.3256948, 12.7309879 50.3256736, 12.7299859 50.325544, 12.7298035 50.3255154, 12.7296436 50.3254967, 12.7291378 50.3254374)",,,viaduct,,
509881725,Žižkova,residential,False,False,56.932,"LINESTRING (12.7331254 50.325899, 12.7330398 50.3260755, 12.7326965 50.3263185)",,,,,
142333058,Závodu míru,tertiary,False,False,88.569,"LINESTRING (12.7326965 50.3263185, 12.7323791 50.3263387, 12.7319411 50.3263424, 12.7317764 50.3263695, 12.731466 50.3264206)",2194,50,,,
142333058,Závodu míru,tertiary,False,True,87.819,"LINESTRING (12.7326965 50.3263185, 12.7333324 50.3263883, 12.7337271 50.3264461, 12.733914 50.3264473)",2194,50,,,
509881725,Žižkova,residential,False,True,56.932,"LINESTRING (12.7326965 50.3263185, 12.7330398 50.3260755, 12.7331254 50.325899)",,,,,
498040493,Rolavská,living_street,False,False,65.45,"LINESTRING (12.7331705 50.326737, 12.7327355 50.3267758, 12.7322917 50.3268971)",,20,,,
498040493,Rolavská,living_street,False,True,126.39999999999999,"LINESTRING (12.729187 50.3276745, 12.7292685 50.3276492, 12.7294881 50.3276042, 12.7296989 50.327561, 12.7302042 50.3274575, 12.7304895 50.327399, 12.7305643 50.3273837, 12.730609 50.3273745, 12.7308583 50.3272902)",,20,,,
"[27835058, 171525747, 171525742]",,"['residential', 'living_street']",False,False,71.10499999999999,"LINESTRING (12.731466 50.3264206, 12.7317236 50.3267872, 12.7318222 50.326913, 12.7318903 50.3269997)",,20,yes,,
142333058,Závodu míru,tertiary,False,False,204.00499999999997,"LINESTRING (12.731466 50.3264206, 12.7312786 50.3264653, 12.7303821 50.3266586, 12.7299422 50.3267534, 12.7293871 50.3268247, 12.7292594 50.3268411, 12.7287038 50.3269124)",2194,50,,,
142333058,Závodu míru,tertiary,False,True,88.569,"LINESTRING (12.731466 50.3264206, 12.7317764 50.3263695, 12.7319411 50.3263424, 12.7323791 50.3263387, 12.7326965 50.3263185)",2194,50,,,
498040493,Rolavská,living_street,False,True,30.693,"LINESTRING (12.7318903 50.3269997, 12.7322917 50.3268971)",,20,,,
"[27835058, 171525747, 171525742]",,"['living_street', 'residential']",False,True,71.10499999999999,"LINESTRING (12.7318903 50.3269997, 12.7318222 50.326913, 12.7317236 50.3267872, 12.731466 50.3264206)",,20,yes,,
498040493,Rolavská,living_street,False,False,21.201,"LINESTRING (12.7318903 50.3269997, 12.7317523 50.3270421, 12.7316212 50.3270824)",,20,,,
801724418,Poštovní,residential,False,True,69.241,"LINESTRING (12.7276258 50.3234848, 12.7274438 50.3233756, 12.7269362 50.3230446)",,,,,
201881124,Husova,residential,True,False,74.716,"LINESTRING (12.72922 50.3207364, 12.7283062 50.3210697)",,,,,
142441116,,residential,True,False,38.801,"LINESTRING (12.72922 50.3207364, 12.7289449 50.3206179, 12.7287449 50.3205681)",,,,,
201881125,Husova,residential,False,False,77.212,"LINESTRING (12.72922 50.3207364, 12.7293602 50.3207608, 12.7294619 50.3207735, 12.7295692 50.3207869, 12.7296388 50.3207987, 12.7297419 50.320808, 12.7298398 50.3208206, 12.7299412 50.3208321, 12.7300429 50.320846, 12.730214 50.3209125, 12.7302508 50.3209301)",,,,,
"[1207782505, 142339500, 1207782501, 142339501]",Žižkova,residential,False,False,320.23,"LINESTRING (12.7291378 50.3254374, 12.7296436 50.3254967, 12.7298035 50.3255154, 12.7299859 50.325544, 12.7309879 50.3256736, 12.731058 50.3256948, 12.7311073 50.3257576, 12.7311519 50.3259082, 12.7312087 50.3259663, 12.7313017 50.3260024, 12.7324854 50.3261366, 12.7327963 50.3261076, 12.7331254 50.325899)",,,viaduct,,
27835051,Bratří Čapků,residential,True,False,96.744,"LINESTRING (12.729766 50.3223165, 12.7304149 50.3221845, 12.7310644 50.3220524)",,,,,
36915809,Čsl. letců,residential,True,False,37.646,"LINESTRING (12.7303311 50.3234551, 12.7300083 50.3231865)",,50,,,
36915810,Soudní,residential,True,False,70.883,"LINESTRING (12.7303311 50.3234551, 12.7312421 50.3231942)",,50,,,
171525605,Nerudova,residential,False,True,20.743,"LINESTRING (12.7350372 50.3258327, 12.73499 50.3256486)",,,,,
142440442,Nerudova,residential,False,False,86.14699999999999,"LINESTRING (12.7350372 50.3258327, 12.7349748 50.326074, 12.734873 50.326292, 12.7347749 50.3264195, 12.7346507 50.3265592)",,,,,
171525605,Nerudova,residential,False,False,230.37099999999998,"LINESTRING (12.7350372 50.3258327, 12.7351761 50.3259466, 12.7353169 50.3261017, 12.735333 50.3263354, 12.7352374 50.3265307, 12.7350525 50.3267016, 12.734725 50.3269054, 12.734549 50.3270149, 12.7339158 50.3275278)",,,,,
142440439,Nad Rolavou,residential,False,True,258.984,"LINESTRING (12.7303392 50.3277709, 12.7307178 50.3277998, 12.7313684 50.327816, 12.7321335 50.3277689, 12.7328027 50.3277663, 12.7334768 50.3276514, 12.7337887 50.3275561, 12.7339158 50.3275278)",,,,,
"[142340565, 171525797]",,residential,False,True,115.83800000000001,"LINESTRING (12.7341837 50.326998, 12.7335934 50.3270323, 12.7335494 50.3268065, 12.7336662 50.3267251, 12.7338218 50.3266022, 12.7338597 50.3265674, 12.733914 50.3264473)",,,yes,,no
142440444,Nad Rolavou,residential,False,True,62.53,"LINESTRING (12.7333708 50.3279298, 12.7337205 50.327755, 12.7338998 50.3276199, 12.7339414 50.3275691, 12.7339158 50.3275278)",,,,,
142440441,,residential,False,False,26.186,"LINESTRING (12.7342376 50.3257038, 12.7345985 50.3256551)",,,,,
294322301,náměstí Karla IV.,tertiary,False,False,95.46699999999998,"LINESTRING (12.7342376 50.3257038, 12.7343449 50.3259387, 12.7343376 50.3261107, 12.7341354 50.3263327, 12.7340399 50.3264036, 12.733914 50.3264473)",2194,50,,,
294322301,náměstí Karla IV.,tertiary,False,True,147.353,"LINESTRING (12.7342376 50.3257038, 12.734159 50.3256126, 12.7336449 50.3252125, 12.733084 50.3248663, 12.7328488 50.324726)",2194,50,,,
142440439,Nad Rolavou,residential,False,False,258.984,"LINESTRING (12.7339158 50.3275278, 12.7337887 50.3275561, 12.7334768 50.3276514, 12.7328027 50.3277663, 12.7321335 50.3277689, 12.7313684 50.327816, 12.7307178 50.3277998, 12.7303392 50.3277709)",,,,,
142440443,Nad Rolavou,residential,False,False,43.6,"LINESTRING (12.7339158 50.3275278, 12.7340603 50.3275568, 12.7343142 50.3275377, 12.734486 50.3276115)",,,,,
142440444,Nad Rolavou,residential,False,False,62.53,"LINESTRING (12.7339158 50.3275278, 12.7339414 50.3275691, 12.7338998 50.3276199, 12.7337205 50.327755, 12.7333708 50.3279298)",,,,,
171525605,Nerudova,residential,False,True,230.37099999999998,"LINESTRING (12.7339158 50.3275278, 12.734549 50.3270149, 12.734725 50.3269054, 12.7350525 50.3267016, 12.7352374 50.3265307, 12.735333 50.3263354, 12.7353169 50.3261017, 12.7351761 50.3259466, 12.7350372 50.3258327)",,,,,
801724419,náměstí Karla IV.,tertiary,False,False,47.288,"LINESTRING (12.7323936 50.3244166, 12.7325707 50.3245556, 12.7328488 50.324726)",2194,50,,,
801724419,náměstí Karla IV.,tertiary,False,True,77.113,"LINESTRING (12.7323936 50.3244166, 12.7321813 50.3242391, 12.7318223 50.3238286)",2194,50,,,
171525605,Nerudova,residential,False,False,20.743,"LINESTRING (12.73499 50.3256486, 12.7350372 50.3258327)",,,,,
142441117,Nerudova,residential,False,False,228.334,"LINESTRING (12.73499 50.3256486, 12.735164 50.3254906, 12.7352495 50.3254104, 12.7352771 50.3253085, 12.7352597 50.325175, 12.7351455 50.3250096, 12.7350009 50.3248318, 12.7347497 50.3245998, 12.7344018 50.3243037, 12.7338764 50.3239429)",,,,,
"[171525745, 142440441, 171525727]",,residential,False,True,27.851,"LINESTRING (12.73499 50.3256486, 12.7348569 50.3256454, 12.7346791 50.3256485, 12.7345985 50.3256551)",,,yes,,
171525602,Karlovarská,tertiary,False,True,56.48,"LINESTRING (12.7322877 50.3233349, 12.7315982 50.3235883)",21047,50,,,
142440440,náměstí Karla IV.,residential,False,True,101.14099999999999,"LINESTRING (12.7322877 50.3233349, 12.7323779 50.3234995, 12.7325276 50.3236709, 12.7331357 50.3240447)",,,,,
"[191431232, 171525601, 171525602, 205707725]",Karlovarská,tertiary,False,"[False, True]",271.211,"LINESTRING (12.7322877 50.3233349, 12.732339 50.3233136, 12.7325158 50.3232075, 12.7326972 50.3230703, 12.7331158 50.3226891, 12.733565 50.3223749, 12.7340643 50.3220307, 12.7344998 50.3216723, 12.7347838 50.3214976)",21047,50,yes,,
142440445,náměstí Karla IV.,residential,True,False,66.975,"LINESTRING (12.7331357 50.3240447, 12.7323936 50.3244166)",,50,,,
142440440,náměstí Karla IV.,residential,False,False,101.14099999999999,"LINESTRING (12.7331357 50.3240447, 12.7325276 50.3236709, 12.7323779 50.3234995, 12.7322877 50.3233349)",,,,,
142440440,náměstí Karla IV.,residential,False,True,208.791,"LINESTRING (12.7331357 50.3240447, 12.7335862 50.3244032, 12.7338034 50.3246171, 12.7341388 50.3249335, 12.7345402 50.3255025, 12.7345985 50.3256551)",,,,,
142440441,,residential,False,True,26.186,"LINESTRING (12.7345985 50.3256551, 12.7342376 50.3257038)",,,,,
142440440,náměstí Karla IV.,residential,False,False,208.791,"LINESTRING (12.7345985 50.3256551, 12.7345402 50.3255025, 12.7341388 50.3249335, 12.7338034 50.3246171, 12.7335862 50.3244032, 12.7331357 50.3240447)",,,,,
"[142440441, 171525745, 171525727]",,residential,False,False,27.851,"LINESTRING (12.7345985 50.3256551, 12.7346791 50.3256485, 12.7348569 50.3256454, 12.73499 50.3256486)",,,yes,,
142441117,Nerudova,residential,False,True,228.33400000000003,"LINESTRING (12.7338764 50.3239429, 12.7344018 50.3243037, 12.7347497 50.3245998, 12.7350009 50.3248318, 12.7351455 50.3250096, 12.7352597 50.325175, 12.7352771 50.3253085, 12.7352495 50.3254104, 12.735164 50.3254906, 12.73499 50.3256486)",,,,,
142441271,Karlovarská,residential,False,False,53.277,"LINESTRING (12.7372555 50.3208003, 12.7377725 50.3206309, 12.7378033 50.3205246)",,,,,
171525603,Karlovarská,residential,False,False,153.187,"LINESTRING (12.7372555 50.3208003, 12.7360559 50.3211432, 12.7353112 50.3213959)",,,,,
142441271,Karlovarská,residential,False,True,53.277,"LINESTRING (12.7378033 50.3205246, 12.7377725 50.3206309, 12.7372555 50.3208003)",,,,,
205707725,Karlovarská,tertiary,False,False,240.238,"LINESTRING (12.7378033 50.3205246, 12.7351568 50.321353, 12.7347838 50.3214976)",21047,50,,,
27835051,Bratří Čapků,residential,True,False,27.231,"LINESTRING (12.7292186 50.3224402, 12.7295733 50.322347)",,,,,
142441560,,residential,False,False,55.177,"LINESTRING (12.7283062 50.3210697, 12.7287233 50.3214884)",,,,,
26331355,Rooseveltova,tertiary,False,True,6.856,"LINESTRING (12.7288105 50.3214619, 12.7287233 50.3214884)",21047,50,,2,
26331355,Rooseveltova,tertiary,False,False,118.124,"LINESTRING (12.7288105 50.3214619, 12.7292222 50.3213103, 12.7295946 50.3211717, 12.7302508 50.3209301)",21047,50,,2,
142441561,Rooseveltova,residential,False,False,81.84299999999999,"LINESTRING (12.7288105 50.3214619, 12.7290611 50.3217826, 12.7290396 50.3219764, 12.7290702 50.3221587)",,,,,
142441562,Bratří Čapků,residential,True,False,27.657,"LINESTRING (12.7294299 50.3220632, 12.7290702 50.3221587)",,,,,
254453016,Bratří Čapků,residential,False,False,34.434,"LINESTRING (12.7294299 50.3220632, 12.729863 50.3219238)",,,,,
201881122,Bratří Čapků,residential,True,False,33.027,"LINESTRING (12.7290702 50.3221587, 12.7292186 50.3224402)",,,,,
142441561,Rooseveltova,residential,False,True,81.84299999999999,"LINESTRING (12.7290702 50.3221587, 12.7290396 50.3219764, 12.7290611 50.3217826, 12.7288105 50.3214619)",,,,,
142333058,Závodu míru,tertiary,False,False,26.774,"LINESTRING (12.7287038 50.3269124, 12.7283413 50.3269789)",2194,50,,,
142570192,,residential,False,True,23.596,"LINESTRING (12.7287038 50.3269124, 12.7288188 50.3271115)",,,,,
142333058,Závodu míru,tertiary,False,True,204.005,"LINESTRING (12.7287038 50.3269124, 12.7292594 50.3268411, 12.7293871 50.3268247, 12.7299422 50.3267534, 12.7303821 50.3266586, 12.7312786 50.3264653, 12.731466 50.3264206)",2194,50,,,
142570184,,residential,False,False,26.653,"LINESTRING (12.7288188 50.3271115, 12.7285137 50.3272512)",,,,,
142570192,,residential,False,False,23.596,"LINESTRING (12.7288188 50.3271115, 12.7287038 50.3269124)",,,,,
142570183,,residential,False,True,47.104,"LINESTRING (12.7288188 50.3271115, 12.7290711 50.3273372, 12.7291569 50.3274729)",,,,,
142570183,,residential,False,False,47.104,"LINESTRING (12.7291569 50.3274729, 12.7290711 50.3273372, 12.7288188 50.3271115)",,,,,
142570188,Rolavská,living_street,False,False,50.235,"LINESTRING (12.7324168 50.3274454, 12.731717 50.3275126)",,20,,,
500072473,Rolavská,living_street,False,False,22.114,"LINESTRING (12.7324168 50.3274454, 12.7324547 50.3276428)",,,,,
142570188,Rolavská,living_street,False,True,61.688,"LINESTRING (12.7324168 50.3274454, 12.7323904 50.327308, 12.7323291 50.326989, 12.7322917 50.3268971)",,20,,,
142570188,Rolavská,living_street,False,True,50.235,"LINESTRING (12.731717 50.3275126, 12.7324168 50.3274454)",,20,,,
500072474,Rolavská,living_street,False,False,19.779,"LINESTRING (12.731717 50.3275126, 12.7317461 50.3276895)",,,,,
142570188,Rolavská,living_street,False,False,48.503,"LINESTRING (12.731717 50.3275126, 12.731693 50.3273676, 12.7316559 50.3271425, 12.7316212 50.3270824)",,20,,,
142570187,Rolavská,living_street,False,True,44.151,"LINESTRING (12.7309057 50.3276861, 12.7308583 50.3272902)",,20,,,
142570184,,residential,False,True,26.653,"LINESTRING (12.7285137 50.3272512, 12.7288188 50.3271115)",,,,,
498178436,,residential,False,False,32.658,"LINESTRING (12.7285137 50.3272512, 12.7283413 50.3269789)",,,,,
498178438,,residential,False,True,127.80199999999999,"LINESTRING (12.7285137 50.3272512, 12.7282207 50.3275193, 12.7280662 50.3276284, 12.7279725 50.3276883, 12.7278815 50.327727, 12.7277932 50.3277358, 12.7277105 50.3277217, 12.7272872 50.3274144)",,,,,
142570187,Rolavská,living_street,False,False,44.151,"LINESTRING (12.7308583 50.3272902, 12.7309057 50.3276861)",,20,,,
498040493,Rolavská,living_street,False,False,126.39999999999998,"LINESTRING (12.7308583 50.3272902, 12.730609 50.3273745, 12.7305643 50.3273837, 12.7304895 50.327399, 12.7302042 50.3274575, 12.7296989 50.327561, 12.7294881 50.3276042, 12.7292685 50.3276492, 12.729187 50.3276745)",,20,,,
498040493,Rolavská,living_street,False,True,58.879000000000005,"LINESTRING (12.7308583 50.3272902, 12.7313269 50.3271626, 12.7316212 50.3270824)",,20,,,
142570188,Rolavská,living_street,False,True,48.503,"LINESTRING (12.7316212 50.3270824, 12.7316559 50.3271425, 12.731693 50.3273676, 12.731717 50.3275126)",,20,,,
498040493,Rolavská,living_street,False,False,58.879000000000005,"LINESTRING (12.7316212 50.3270824, 12.7313269 50.3271626, 12.7308583 50.3272902)",,20,,,
498040493,Rolavská,living_street,False,True,21.201,"LINESTRING (12.7316212 50.3270824, 12.7317523 50.3270421, 12.7318903 50.3269997)",,20,,,
498040493,Rolavská,living_street,False,False,30.693,"LINESTRING (12.7322917 50.3268971, 12.7318903 50.3269997)",,20,,,
142570188,Rolavská,living_street,False,False,61.688,"LINESTRING (12.7322917 50.3268971, 12.7323291 50.326989, 12.7323904 50.327308, 12.7324168 50.3274454)",,20,,,
498040493,Rolavská,living_street,False,True,65.45,"LINESTRING (12.7322917 50.3268971, 12.7327355 50.3267758, 12.7331705 50.326737)",,20,,,
27835051,Bratří Čapků,residential,True,False,14.095,"LINESTRING (12.7295733 50.322347, 12.729766 50.3223165)",,,,,
142441562,Bratří Čapků,residential,True,False,33.159,"LINESTRING (12.7295733 50.322347, 12.7294299 50.3220632)",,,,,
142440442,Nerudova,residential,False,True,86.14699999999999,"LINESTRING (12.7346507 50.3265592, 12.7347749 50.3264195, 12.734873 50.326292, 12.7349748 50.326074, 12.7350372 50.3258327)",,,,,
254453016,Bratří Čapků,residential,False,True,34.434,"LINESTRING (12.729863 50.3219238, 12.7294299 50.3220632)",,,,,
254453192,Smetanova,residential,False,True,42.749,"LINESTRING (12.7280604 50.3220865, 12.7277588 50.3222241, 12.7276573 50.322279, 12.7275823 50.3223197)",,,,,
254453192,Smetanova,residential,False,False,42.749,"LINESTRING (12.7275823 50.3223197, 12.7276573 50.322279, 12.7277588 50.3222241, 12.7280604 50.3220865)",,,,,
348536982,Smetanova,residential,True,False,42.094,"LINESTRING (12.7275823 50.3223197, 12.72747 50.3221972, 12.7272732 50.3219967)",,,,,
254453218,Čsl. letců,residential,False,False,49.058,"LINESTRING (12.7305139 50.3231258, 12.7304476 50.3230255, 12.730348 50.3230279, 12.7300083 50.3231865)",,,,,
36915809,Čsl. letců,residential,True,False,104.36,"LINESTRING (12.7300083 50.3231865, 12.7297242 50.322954, 12.7296796 50.3228278, 12.729766 50.3223165)",,50,,,
254453218,Čsl. letců,residential,False,True,49.05799999999999,"LINESTRING (12.7300083 50.3231865, 12.730348 50.3230279, 12.7304476 50.3230255, 12.7305139 50.3231258)",,,,,
142440443,Nad Rolavou,residential,False,True,43.6,"LINESTRING (12.734486 50.3276115, 12.7343142 50.3275377, 12.7340603 50.3275568, 12.7339158 50.3275278)",,,,,
500072473,Rolavská,living_street,False,True,22.114,"LINESTRING (12.7324547 50.3276428, 12.7324168 50.3274454)",,,,,
500072474,Rolavská,living_street,False,True,19.779,"LINESTRING (12.7317461 50.3276895, 12.731717 50.3275126)",,,,,
142333058,Závodu míru,tertiary,False,True,26.774,"LINESTRING (12.7283413 50.3269789, 12.7287038 50.3269124)",2194,50,,,
498178436,,residential,False,True,32.658,"LINESTRING (12.7283413 50.3269789, 12.7285137 50.3272512)",,,,,
142333058,Závodu míru,tertiary,False,False,89.80600000000001,"LINESTRING (12.7283413 50.3269789, 12.7282484 50.3270037, 12.7278319 50.3271312, 12.7277769 50.3271598, 12.7272872 50.3274144)",2194,50,,,
26331355,Rooseveltova,tertiary,False,True,58.021,"LINESTRING (12.7310401 50.320825, 12.7306426 50.3208369, 12.7303973 50.3208848, 12.7302508 50.3209301)",21047,50,,2,
27835053,Nádražní,tertiary,False,True,137.902,"LINESTRING (12.7310401 50.320825, 12.7310743 50.3211398, 12.7310973 50.3213116, 12.7311095 50.321407, 12.7311586 50.3216278, 12.7311695 50.3217737, 12.7311281 50.3219276, 12.7310952 50.321992, 12.7310644 50.3220524)",21047,50,,,
1051002788,,residential,False,True,82.65199999999999,"LINESTRING (12.7344646 50.3218797, 12.7345571 50.3217753, 12.7346047 50.321741, 12.7346503 50.3217185, 12.7347824 50.3216768, 12.7349769 50.3216006, 12.7351318 50.3215338, 12.7352126 50.3214916, 12.7352407 50.3214708, 12.7352639 50.3214499, 12.7353112 50.3213959)",,,,,
171525603,Karlovarská,residential,False,False,39.783,"LINESTRING (12.7353112 50.3213959, 12.7350787 50.3214748, 12.7347838 50.3214976)",,,,,
171525603,Karlovarská,residential,False,True,153.187,"LINESTRING (12.7353112 50.3213959, 12.7360559 50.3211432, 12.7372555 50.3208003)",,,,,
1051002788,,residential,False,False,82.65199999999999,"LINESTRING (12.7353112 50.3213959, 12.7352639 50.3214499, 12.7352407 50.3214708, 12.7352126 50.3214916, 12.7351318 50.3215338, 12.7349769 50.3216006, 12.7347824 50.3216768, 12.7346503 50.3217185, 12.7346047 50.321741, 12.7345571 50.3217753, 12.7344646 50.3218797)",,,,,
26331355,Rooseveltova,tertiary,False,False,6.856,"LINESTRING (12.7287233 50.3214884, 12.7288105 50.3214619)",21047,50,,2,
142441560,,residential,False,True,55.177,"LINESTRING (12.7287233 50.3214884, 12.7283062 50.3210697)",,,,,
26331355,Rooseveltova,tertiary,False,True,117.446,"LINESTRING (12.7287233 50.3214884, 12.7273303 50.3219758, 12.7272732 50.3219967)",21047,50,,2,
