osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,access
247402997,Náchodská,residential,False,True,82.38,,,"LINESTRING (16.0988942 50.4734366, 16.0988095 50.4726977)",
37293615,Náchodská,primary,False,True,61.408,14,50,"LINESTRING (16.0988942 50.4734366, 16.0986904 50.4735865, 16.0983761 50.4738786)",
28949206,Náchodská,residential,False,False,150.972,,,"LINESTRING (16.0968838 50.4755549, 16.0971348 50.4759107, 16.0974974 50.4761857, 16.0978391 50.4761142, 16.0979578 50.4760245, 16.0980443 50.4757678)",
37293614,Náchodská,primary,False,False,35.763,14,50,"LINESTRING (16.0968838 50.4755549, 16.097219 50.475399, 16.097284 50.4753592)",
37293614,Náchodská,primary,False,True,81.18800000000002,14,50,"LINESTRING (16.0968838 50.4755549, 16.096714 50.475611, 16.0964451 50.4756979, 16.0959882 50.4758451, 16.0958631 50.4758882)",
9587393,náměstí T. G. Masaryka,primary,False,False,8.636,14,50,"LINESTRING (16.0928855 50.4766351, 16.0930033 50.4766148)",
799522890,17. listopadu,primary,False,True,8.29,14,50,"LINESTRING (16.0928855 50.4766351, 16.092773 50.4766559)",
"[28942137, 475137322, 72527933]",Sokolská,tertiary,False,False,92.39200000000001,3038,50,"LINESTRING (16.0928855 50.4766351, 16.0928658 50.4765913, 16.0928031 50.4764522, 16.0927648 50.4762992, 16.0927152 50.476001, 16.0927151 50.4759856, 16.0927144 50.4759083, 16.0927532 50.4758185)",
1222835651,,residential,False,False,55.753,,,"LINESTRING (16.0928855 50.4766351, 16.0929419 50.4767535, 16.0930579 50.4769967, 16.0930637 50.4770117, 16.093089 50.4770278, 16.0931176 50.4770353, 16.0932171 50.4770181)",
28949190,Letná,residential,False,False,5.467,,,"LINESTRING (16.097284 50.4753592, 16.0973437 50.4753904)",
37293614,Náchodská,primary,False,True,35.763,14,50,"LINESTRING (16.097284 50.4753592, 16.097219 50.475399, 16.0968838 50.4755549)",
37293615,Náchodská,primary,False,False,182.91899999999998,14,50,"LINESTRING (16.097284 50.4753592, 16.0974718 50.4752227, 16.097608 50.475043, 16.0982354 50.4740409, 16.0983761 50.4738786)",
"[9587777, 799522886]",Náchodská,primary,False,False,106.909,14,50,"LINESTRING (16.0952359 50.4767374, 16.0952872 50.4767106, 16.0953079 50.4766824, 16.095368 50.4765307, 16.095382 50.476476, 16.095447 50.476325, 16.095548 50.476155, 16.095638 50.476044, 16.095741 50.475955, 16.0958631 50.4758882)",
"[72526591, 799522887]",Jiráskova,secondary,False,True,157.11599999999999,5672,50,"LINESTRING (16.0952359 50.4767374, 16.095354 50.476783, 16.0954743 50.476829, 16.0956392 50.476918, 16.0957448 50.4769847, 16.0957905 50.4770379, 16.0959479 50.4773076, 16.096238 50.4779362)",
