osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,bridge,junction,tunnel,access
37895633,Mládežníků,residential,False,False,70.502,"LINESTRING (13.600359 49.7451193, 13.6013401 49.7451282)",,,,,,,
30026995,Mládežníků,residential,False,True,118.335,"LINESTRING (13.600359 49.7451193, 13.5997517 49.745085, 13.5987526 49.7449048)",,,,,,,
72050710,Dvořákova,secondary,False,True,137.852,"LINESTRING (13.600359 49.7451193, 13.600223 49.7459242, 13.6001787 49.7462849, 13.6001703 49.7463529)",232,50,,,,,
"[1173891333, 229069551]",Dvořákova,secondary,False,False,130.359,"LINESTRING (13.600359 49.7451193, 13.6002585 49.7447563, 13.5999927 49.7440986, 13.5999443 49.7439788)",232,50,2,,,,
98987580,Soukenická,secondary,False,False,34.231,"LINESTRING (13.5999443 49.7439788, 13.5995154 49.7441128)",605,50,,,,,
516033343,Soukenická,secondary,False,True,121.823,"LINESTRING (13.5999443 49.7439788, 13.6012725 49.7432979)",605,50,2,,,,
"[1173891333, 229069551]",Dvořákova,secondary,False,True,130.359,"LINESTRING (13.5999443 49.7439788, 13.5999927 49.7440986, 13.6002585 49.7447563, 13.600359 49.7451193)",232,50,2,,,,
98987580,Soukenická,secondary,False,True,41.598,"LINESTRING (13.5990247 49.7443113, 13.5995154 49.7441128)",605,50,,,,,
"[807012467, 807012468, 14140803, 4952903]",Soukenická,secondary,False,False,130.52100000000002,"LINESTRING (13.5990247 49.7443113, 13.5989621 49.7443328, 13.5985124 49.744416, 13.5984465 49.7444282, 13.5980835 49.7444533, 13.5972408 49.7444857)",605,50,2,yes,,,
30027470,,residential,False,False,70.373,"LINESTRING (13.5990247 49.7443113, 13.5990306 49.7444192, 13.5989704 49.7446479, 13.5987526 49.7449048)",,,,,,,
98987580,Soukenická,secondary,False,False,41.598,"LINESTRING (13.5995154 49.7441128, 13.5990247 49.7443113)",605,50,,,,,
98987580,Soukenická,secondary,False,True,34.231,"LINESTRING (13.5995154 49.7441128, 13.5999443 49.7439788)",605,50,,,,,
194019967,Na Pátku,residential,False,False,312.408,"LINESTRING (13.5995154 49.7441128, 13.5993508 49.7438778, 13.5993116 49.7432999, 13.5994496 49.7429171, 13.5996889 49.7426044, 13.6001362 49.7420312, 13.6002758 49.7418522, 13.600604 49.7415263)",,,,,,,
72050728,Třebízského,secondary,False,False,78.764,"LINESTRING (13.5937788 49.7449209, 13.5927136 49.7447537)",605,50,2,,,,
37895636,Madlonova,residential,False,True,55.241,"LINESTRING (13.5937788 49.7449209, 13.5935045 49.7451964, 13.5933981 49.745351)",,,,,,,
72050714,Gottliebova,residential,True,False,24.576999999999998,"LINESTRING (13.5937788 49.7449209, 13.593854 49.7448276, 13.593957 49.7447328)",,,,,,,
401262471,náměstí U Saské brány,secondary,False,True,90.572,"LINESTRING (13.5937788 49.7449209, 13.594117 49.7449677, 13.5942257 49.7449741, 13.5943037 49.7449729, 13.5944784 49.744953, 13.5946679 49.7449017, 13.5949564 49.7447799)",605,50,2,,,,
30043952,Sedláčkova,tertiary,False,True,12.718,"LINESTRING (13.5917998 49.7445311, 13.5917062 49.7445453, 13.5916275 49.7445573)",2326,,2,,,,
72050728,Třebízského,secondary,False,False,178.303,"LINESTRING (13.5917998 49.7445311, 13.5917249 49.744412, 13.5916048 49.7442178, 13.5911285 49.7434107, 13.5909451 49.7431778, 13.5908251 49.7430604)",605,50,2,,,,
72050728,Třebízského,secondary,False,True,70.745,"LINESTRING (13.5917998 49.7445311, 13.5920026 49.7446177, 13.5927136 49.7447537)",605,50,2,,,,
34589624,Třebízského,secondary,True,False,22.755000000000003,"LINESTRING (13.5908251 49.7430604, 13.5907162 49.7430129, 13.5905919 49.7429241)",605,50,1,,,,
72050728,Třebízského,secondary,False,True,178.30299999999997,"LINESTRING (13.5908251 49.7430604, 13.5909451 49.7431778, 13.5911285 49.7434107, 13.5916048 49.7442178, 13.5917249 49.744412, 13.5917998 49.7445311)",605,50,2,,,,
239361505,,secondary,True,False,15.966000000000001,"LINESTRING (13.5905919 49.7429241, 13.5905368 49.7429198, 13.5904864 49.7429046, 13.5904457 49.7428802, 13.5904185 49.7428489)",605,50,1,,roundabout,,
70148809,,secondary,True,False,15.648,"LINESTRING (13.5995427 49.7403789, 13.5995646 49.7403932, 13.5995811 49.7404102, 13.5995915 49.7404292, 13.5995951 49.7404492, 13.5995919 49.7404692, 13.599582 49.7404882, 13.5995659 49.7405054)",605,50,,,roundabout,,
37561356,Jiráskova,secondary,False,False,176.29099999999997,"LINESTRING (13.5955079 49.7402512, 13.5955997 49.7402238, 13.5961462 49.7400606, 13.5966241 49.739943, 13.5970313 49.739856, 13.5972977 49.7398153, 13.5975318 49.739795, 13.5977002 49.7397917, 13.5978315 49.7397955)",605,50,2,,,,
"[1125213660, 37561356]",Jiráskova,secondary,False,True,223.652,"LINESTRING (13.5955079 49.7402512, 13.5953862 49.7402914, 13.593585 49.740886, 13.5934353 49.7409361, 13.5927388 49.7411694)",605,50,2,,,,
1125212596,Svazu bojovníků za svobodu,residential,False,False,82.394,"LINESTRING (13.5955079 49.7402512, 13.5955613 49.7403317, 13.5960054 49.7409187)",,50,,,,,
"[34252361, 34252362, 1125212596, 30026998]",Svazu bojovníků za svobodu,residential,False,True,179.94899999999998,"LINESTRING (13.5955079 49.7402512, 13.5954707 49.7402046, 13.5953945 49.7401091, 13.595286 49.7399733, 13.5952578 49.7399072, 13.5952552 49.7398482, 13.5952696 49.7397991, 13.5953088 49.7397346, 13.5953718 49.7396879, 13.5955549 49.7395925, 13.5956079 49.7395414, 13.5956454 49.7394842, 13.595655 49.7394236, 13.5956378 49.73935, 13.595475 49.7390995, 13.5952879 49.7388096)",,50,2,,,yes,
70148809,,secondary,True,False,16.256999999999998,"LINESTRING (13.5993724 49.740524, 13.5993484 49.74051, 13.5993299 49.7404929, 13.599318 49.7404735, 13.5993133 49.7404528, 13.5993159 49.740432, 13.5993258 49.7404121, 13.5993425 49.7403942)",605,50,,,roundabout,,
111250785,,residential,False,True,34.214999999999996,"LINESTRING (13.5993724 49.740524, 13.5992971 49.7405925, 13.5991973 49.7406843, 13.5991683 49.7407942)",,,,,,,
70148809,,secondary,True,False,16.108,"LINESTRING (13.5993425 49.7403942, 13.5993648 49.7403794, 13.5993917 49.7403681, 13.5994218 49.7403611, 13.5994536 49.7403587, 13.5994855 49.740361, 13.5995157 49.7403678, 13.5995427 49.7403789)",605,50,,,roundabout,,
"[1125213704, 37561356]",Jiráskova,secondary,False,True,129.287,"LINESTRING (13.5993425 49.7403942, 13.5992133 49.7403344, 13.5987692 49.7401084, 13.5984081 49.7399246, 13.5982311 49.7398664, 13.59803 49.739816, 13.5978315 49.7397955)",605,50,2,,,,
70148809,,secondary,True,False,15.504,"LINESTRING (13.5995659 49.7405054, 13.5995445 49.7405198, 13.5995188 49.7405308, 13.59949 49.7405379, 13.5994595 49.7405408, 13.5994288 49.7405394, 13.5993993 49.7405337, 13.5993724 49.740524)",605,50,,,roundabout,,
1125213660,Jiráskova,secondary,False,False,22.305,"LINESTRING (13.5924671 49.7412664, 13.5927388 49.7411694)",605,50,,,,,
"[408074329, 32476505, 31352285]",Jiráskova,secondary,False,True,198.774,"LINESTRING (13.5924671 49.7412664, 13.5923753 49.7413018, 13.591677 49.7415769, 13.5914753 49.7416578, 13.5911868 49.741772, 13.591017 49.7418587, 13.590885 49.741951, 13.5907391 49.74213, 13.5906608 49.7422989, 13.5906254 49.7424712)",605,50,2,,,,
239361507,Plzeňská,secondary,True,False,38.535000000000004,"LINESTRING (13.589887 49.7428035, 13.590279 49.7427806, 13.59042 49.7427665)",,50,1,,,,
"[32476505, 408074329, 31352285]",Jiráskova,secondary,False,False,198.77399999999997,"LINESTRING (13.5906254 49.7424712, 13.5906608 49.7422989, 13.5907391 49.74213, 13.590885 49.741951, 13.591017 49.7418587, 13.5911868 49.741772, 13.5914753 49.7416578, 13.591677 49.7415769, 13.5923753 49.7413018, 13.5924671 49.7412664)",605,50,2,,,,
