osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,access,bridge,junction
31028345,Lesní,residential,50,False,False,97.55,"LINESTRING (15.176051 50.7224955, 15.1760816 50.7224209, 15.1761633 50.7223003, 15.1763862 50.7220132, 15.1765124 50.7218629, 15.176528 50.7218269, 15.1765224 50.7216854)",,,,,
485878901,5. května,primary,50,False,True,62.165000000000006,"LINESTRING (15.176051 50.7224955, 15.1758066 50.7224877, 15.1755262 50.7224692, 15.1753193 50.7224485, 15.175177 50.7224252)",2,14,,,
1236441615,5. května,primary,50,False,False,34.79,"LINESTRING (15.176051 50.7224955, 15.1762023 50.7225097, 15.1762774 50.7225262, 15.1763276 50.722542, 15.1763893 50.7225805, 15.1764488 50.7226458)",2,14,,,
727265174,5. května,primary,50,False,False,71.125,"LINESTRING (15.1701017 50.7213219, 15.1702619 50.7213401, 15.1711016 50.7214131)",2,14,,,
727265174,5. května,primary,50,False,True,48.351,"LINESTRING (15.1701017 50.7213219, 15.1695593 50.7212795, 15.1694191 50.7212759)",2,14,,,
1173548339,Pražská,primary,50,False,True,39.372,"LINESTRING (15.16733 50.7208245, 15.1667759 50.7207764)",2,65,,,
31026948,V Aleji,residential,50,False,True,97.121,"LINESTRING (15.16733 50.7208245, 15.1673556 50.7207483, 15.167289 50.7199539)",,,,,
31026949,Sadová,residential,,False,False,79.004,"LINESTRING (15.16733 50.7208245, 15.1672317 50.7208982, 15.1664021 50.7212163)",,,,,
495538443,Pražská,primary,50,False,False,106.613,"LINESTRING (15.16733 50.7208245, 15.167484 50.7208483, 15.1676644 50.7208756, 15.167858 50.7209216, 15.1687145 50.7212012)",2,65,,,
31024329,Mlýnská,residential,50,False,False,127.481,"LINESTRING (15.1765381 50.724386, 15.1764719 50.7245308, 15.176046 50.7253978, 15.1760353 50.7254853)",,,,,
"[982182969, 982181781]",Podhorská,primary,50,False,True,31.996,"LINESTRING (15.1765381 50.724386, 15.1764456 50.724325, 15.1763778 50.7242643, 15.1763221 50.7242044, 15.1763138 50.7241955, 15.1762831 50.7241505)",3,14,,,
31026908,Luční,residential,30,False,False,61.622,"LINESTRING (15.1749122 50.7223468, 15.1748453 50.72243, 15.1745437 50.7228494)",,,no,,
