osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,junction,bridge,lanes
31467702,Hájkova,residential,False,False,466.929,"LINESTRING (16.0808192 49.5659891, 16.0822283 49.5643317, 16.0821517 49.5642898, 16.0808996 49.5639142, 16.0803243 49.5646117, 16.0810726 49.5648824)",,,,,
"[736451740, 148517055]","['Masarykova', 'Soškova']",secondary,False,True,81.63100000000001,"LINESTRING (16.0808192 49.5659891, 16.0802437 49.5658475, 16.0800053 49.5657955, 16.0799519 49.5657839, 16.0798518 49.5657703, 16.0797458 49.5657653)",360,,,,
9879246,Nečasova,primary,True,False,9.527,"LINESTRING (16.0731593 49.5578614, 16.0731338 49.557875, 16.0731054 49.557886, 16.0730749 49.5578942, 16.0730429 49.5578994)",19;354;360,50,roundabout,,
9882273,Brněnská,primary,False,False,38.804,"LINESTRING (16.0731593 49.5578614, 16.0732969 49.5579543, 16.0735321 49.558113)",19;354;360,50,,,
9879246,Nečasova,primary,True,False,33.662,"LINESTRING (16.0730429 49.5578994, 16.0729651 49.5578994, 16.072892 49.5578823, 16.0728322 49.55785, 16.0727928 49.5578065, 16.0727786 49.5577569, 16.0727912 49.5577071)",19;354;360,50,roundabout,,
31466641,Nečasova,tertiary,False,True,30.095,"LINESTRING (16.0730429 49.5578994, 16.0730623 49.5579597, 16.073078 49.5581685)",35314,,,,
413842999,Brněnská,primary,False,True,24.22,"LINESTRING (16.077611 49.5609628, 16.077297 49.5608856)",19;354;360,50,,,
"[326869676, 9882276, 326869678]",Brněnská,secondary,False,False,131.452,"LINESTRING (16.077611 49.5609628, 16.077434 49.561332, 16.0773307 49.5614651, 16.0772658 49.5615256, 16.0771082 49.5616559, 16.0769822 49.5617292, 16.0766549 49.5619375)",354;360,50,,yes,
13859566,Brněnská,primary,False,False,95.546,"LINESTRING (16.077611 49.5609628, 16.077877 49.5610092, 16.0782628 49.5610547, 16.0784389 49.5610627, 16.078616 49.561056, 16.0789124 49.5610145)",19,50,,,
13859566,Brněnská,primary,False,True,95.546,"LINESTRING (16.0789124 49.5610145, 16.078616 49.561056, 16.0784389 49.5610627, 16.0782628 49.5610547, 16.077877 49.5610092, 16.077611 49.5609628)",19,50,,,
150701585,Brněnská,residential,False,True,222.79600000000002,"LINESTRING (16.0789124 49.5610145, 16.0788867 49.5608269, 16.0790253 49.5602167, 16.0786767 49.5590397)",,,,,
28679018,Budovatelů,residential,False,False,331.61400000000003,"LINESTRING (16.0766549 49.5619375, 16.077824 49.563063, 16.0778941 49.5631305, 16.0785196 49.5637326, 16.0787275 49.5639328, 16.0791862 49.5643744, 16.079224 49.5644108)",,,,,
302702075,Komenského náměstí,secondary,False,False,101.89599999999999,"LINESTRING (16.0766549 49.5619375, 16.076101 49.5621814, 16.0759594 49.5622776, 16.0759045 49.5623606, 16.0758784 49.5624346, 16.0758624 49.5625429, 16.0758628 49.562617)",354;360,50,,,3
"[9882276, 326869676, 326869678]",Brněnská,secondary,False,True,131.452,"LINESTRING (16.0766549 49.5619375, 16.0769822 49.5617292, 16.0771082 49.5616559, 16.0772658 49.5615256, 16.0773307 49.5614651, 16.077434 49.561332, 16.077611 49.5609628)",354;360,50,,yes,
"[309781841, 9882278]","['Vratislavovo náměstí', 'Komenského náměstí']",residential,False,False,69.517,"LINESTRING (16.0758628 49.562617, 16.0757622 49.5626194, 16.0756651 49.5626169, 16.0755554 49.5626, 16.0754757 49.5625711, 16.0754118 49.5625376, 16.0751168 49.562383, 16.0750423 49.5623392)",,,,,
38608828,Komenského náměstí,secondary,False,False,55.658,"LINESTRING (16.0758628 49.562617, 16.0759069 49.5627205, 16.076 49.5628154, 16.0761244 49.5628758, 16.0763455 49.5629844)",354;360,50,,,
