osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,junction
296684765,54,Olšovská,primary,50,False,False,80.231,"LINESTRING (17.2700397 48.9719733, 17.2690427 48.9722771)",,,
296684765,54,Olšovská,primary,50,False,True,115.521,"LINESTRING (17.2700397 48.9719733, 17.2714724 48.9715319)",,,
37785477,,K. V. Raise,residential,,False,False,129.968,"LINESTRING (17.2700397 48.9719733, 17.2701605 48.9720825, 17.2702776 48.9721601, 17.2703522 48.9721916, 17.2710666 48.9722932, 17.2714473 48.972318, 17.2716439 48.9723592)",,,
"[662301792, 37785469]",,Tyršova,residential,"['50', '30']",False,False,71.765,"LINESTRING (17.2634343 48.9734814, 17.2634169 48.9734129, 17.2634093 48.9733827, 17.2634284 48.9732496, 17.2635126 48.9730869, 17.2635347 48.9730111, 17.2635248 48.9728486)",,,
345315468,426,Zámecká,secondary,50,False,True,38.007999999999996,"LINESTRING (17.2634343 48.9734814, 17.263523 48.9736495, 17.2636047 48.9738044)",2,,
"[662301790, 503309966, 662301791]",54,"['náměstí Svobody', 'Vracovská']",primary,50,False,True,246.772,"LINESTRING (17.2634343 48.9734814, 17.2639472 48.9733991, 17.2641834 48.9733594, 17.2644118 48.9733211, 17.2647894 48.9732599, 17.2660835 48.9730474, 17.2664883 48.9729791, 17.2667117 48.9729369)",2,,
"[197708936, 37785500]",,Bzinská,residential,,False,True,217.97799999999998,"LINESTRING (17.2728314 48.9711092, 17.2727739 48.9709844, 17.2699912 48.9708753)",,,
296684765,54,Olšovská,primary,50,False,False,109.76899999999999,"LINESTRING (17.2728314 48.9711092, 17.2727183 48.9711444, 17.2714724 48.9715319)",,,
171241983,,Nádražní,residential,,False,False,130.269,"LINESTRING (17.2667117 48.9729369, 17.2666514 48.9728195, 17.2666359 48.9727895, 17.2664339 48.9724459, 17.2660495 48.9718494)",,,
181643773,54,náměstí Svobody,primary,50,False,True,185.363,"LINESTRING (17.2667117 48.9729369, 17.2669715 48.9728796, 17.2689063 48.9723171, 17.2690427 48.9722771)",,,
"[503309966, 662301790, 662301791]",54,"['náměstí Svobody', 'Vracovská']",primary,50,False,False,246.772,"LINESTRING (17.2667117 48.9729369, 17.2664883 48.9729791, 17.2660835 48.9730474, 17.2647894 48.9732599, 17.2644118 48.9733211, 17.2641834 48.9733594, 17.2639472 48.9733991, 17.2634343 48.9734814)",2,,
906749560,,náměstí Svobody,residential,,False,True,42.848,"LINESTRING (17.2667117 48.9729369, 17.2667707 48.9730815, 17.2668584 48.97331)",,,
37785476,,Horní náměstí,residential,,False,False,32.804,"LINESTRING (17.2651116 48.9755028, 17.2653943 48.9754851, 17.2655271 48.9754203)",,,
117934517,426,Zámecká,secondary,50,False,False,50.194,"LINESTRING (17.2651116 48.9755028, 17.2651044 48.9754198, 17.2650516 48.9753052, 17.2648481 48.9750956)",,,
163499951,426,Těmická,secondary,50,False,True,124.156,"LINESTRING (17.2651116 48.9755028, 17.2650844 48.9755781, 17.2650414 48.9756495, 17.2649364 48.9757321, 17.2647128 48.9758446, 17.2644467 48.975979, 17.264032 48.9761826, 17.2639013 48.9762508)",2,,
163499951,426,Těmická,secondary,50,False,True,41.204,"LINESTRING (17.2639013 48.9762508, 17.2634891 48.976504)",2,,
37785493,,Sokolská,residential,,True,False,143.476,"LINESTRING (17.2639013 48.9762508, 17.2650064 48.9769559, 17.2652459 48.9771346, 17.2652674 48.9771728)",,,
163499951,426,Těmická,secondary,50,False,False,124.15600000000002,"LINESTRING (17.2639013 48.9762508, 17.264032 48.9761826, 17.2644467 48.975979, 17.2647128 48.9758446, 17.2649364 48.9757321, 17.2650414 48.9756495, 17.2650844 48.9755781, 17.2651116 48.9755028)",2,,
662301792,,Tyršova,residential,30,False,False,259.327,"LINESTRING (17.2635248 48.9728486, 17.2632904 48.9705215)",,,
37785488,,Na Zahradách,residential,,False,False,216.462,"LINESTRING (17.2635248 48.9728486, 17.2636181 48.9728529, 17.2660495 48.9718494)",,,
"[662301792, 37785469]",,Tyršova,residential,"['30', '50']",False,True,71.76499999999999,"LINESTRING (17.2635248 48.9728486, 17.2635347 48.9730111, 17.2635126 48.9730869, 17.2634284 48.9732496, 17.2634093 48.9733827, 17.2634169 48.9734129, 17.2634343 48.9734814)",,,
662301792,,Tyršova,residential,30,False,True,259.327,"LINESTRING (17.2632904 48.9705215, 17.2635248 48.9728486)",,,
189773061,,Rumunská,residential,30,False,False,82.579,"LINESTRING (17.2632904 48.9705215, 17.262728 48.9706299, 17.2622035 48.9707275)",,,
189773061,,Rumunská,residential,30,False,True,154.918,"LINESTRING (17.2632904 48.9705215, 17.2645461 48.9703087, 17.2652274 48.9702363, 17.2653468 48.9701945)",,,
345315468,426,Zámecká,secondary,50,False,True,36.311,"LINESTRING (17.2636047 48.9738044, 17.2638125 48.9741011)",2,,
37785471,,Zámecká,residential,,False,False,76.161,"LINESTRING (17.2636047 48.9738044, 17.2633432 48.9738496, 17.2628918 48.9738992, 17.2625766 48.9739059)",,,
345315468,426,Zámecká,secondary,50,False,False,38.007999999999996,"LINESTRING (17.2636047 48.9738044, 17.263523 48.9736495, 17.2634343 48.9734814)",2,,
37785471,,Zámecká,residential,,False,True,76.161,"LINESTRING (17.2625766 48.9739059, 17.2628918 48.9738992, 17.2633432 48.9738496, 17.2636047 48.9738044)",,,
345315468,426,Zámecká,secondary,50,False,False,36.311,"LINESTRING (17.2638125 48.9741011, 17.2636047 48.9738044)",2,,
345315468,426,Zámecká,secondary,50,False,True,134.14499999999998,"LINESTRING (17.2638125 48.9741011, 17.263958 48.9742836, 17.2646002 48.9748762, 17.2646645 48.9749356, 17.2648481 48.9750956)",2,,
37785472,,Krátká,residential,,True,False,73.767,"LINESTRING (17.2647528 48.9738579, 17.2647236 48.9738654, 17.2640896 48.9740294, 17.2638865 48.9740819, 17.2638125 48.9741011)",,,
127168178,,Kr. Vladislava,residential,,True,False,104.172,"LINESTRING (17.2647528 48.9738579, 17.2647741 48.9741967, 17.2648054 48.9746821, 17.2648088 48.974794)",,,
181645765,,náměstí Svobody,residential,,False,False,9.025,"LINESTRING (17.2647528 48.9738579, 17.2647863 48.9738246, 17.264821 48.9737902)",,,
395635733,,náměstí Svobody,residential,,False,True,53.313,"LINESTRING (17.264821 48.9737902, 17.2645866 48.9733361)",,,
181645765,,náměstí Svobody,residential,,False,True,9.025,"LINESTRING (17.264821 48.9737902, 17.2647863 48.9738246, 17.2647528 48.9738579)",,,
345315469,,náměstí Svobody,residential,30,False,False,84.168,"LINESTRING (17.264821 48.9737902, 17.2654245 48.9736647, 17.2659203 48.9735616)",,,
345315469,,náměstí Svobody,residential,30,False,True,84.168,"LINESTRING (17.2659203 48.9735616, 17.2654245 48.9736647, 17.264821 48.9737902)",,,
662301789,,náměstí Svobody,residential,,False,False,75.399,"LINESTRING (17.2659203 48.9735616, 17.2660086 48.9734904, 17.2666503 48.9733542, 17.2668584 48.97331)",,,
