osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,tunnel,maxspeed
190836602,105,nám. E. Beneše,secondary,False,True,83.93599999999999,"LINESTRING (14.359595 49.449149, 14.359619 49.4495479, 14.3596284 49.4497336, 14.3596688 49.4499014)",,,
269467025,10542,náměstí Edvarda Beneše,tertiary,False,True,54.599000000000004,"LINESTRING (14.359595 49.449149, 14.3592439 49.449145, 14.3590655 49.4491429, 14.3588517 49.4490959)",,,
1067797084,105,Čs. legií,secondary,False,False,212.031,"LINESTRING (14.359595 49.449149, 14.3595962 49.4489786, 14.3596322 49.448817, 14.3596874 49.4486586, 14.3597692 49.4484999, 14.3599344 49.4482106, 14.3603564 49.4475827, 14.3604719 49.4473932, 14.360501 49.4473516)",2,,
9578511,121,nám. E. Beneše,secondary,False,True,63.353,"LINESTRING (14.3592141 49.4508186, 14.3600903 49.4508066)",,,
269467036,121,5. května,secondary,False,False,53.22,"LINESTRING (14.3592141 49.4508186, 14.3584782 49.4508044)",,,
36904276,,,residential,False,False,88.423,"LINESTRING (14.3537413 49.4513167, 14.3535266 49.4511791, 14.3532475 49.4511148, 14.3531079 49.4510826, 14.3526313 49.4510638)",,,
269467036,121,5. května,secondary,False,True,120.44200000000001,"LINESTRING (14.3537413 49.4513167, 14.3542146 49.4512513, 14.3553921 49.4511822)",,,
9578328,105,nám. E. Beneše,secondary,False,False,37.723,"LINESTRING (14.3600903 49.4508066, 14.3599237 49.4504851)",,,
9578511,121,nám. E. Beneše,secondary,False,False,63.353,"LINESTRING (14.3600903 49.4508066, 14.3592141 49.4508186)",,,
526479522,105;121,Riegrova,secondary,False,True,159.262,"LINESTRING (14.3600903 49.4508066, 14.3604342 49.4514405, 14.360886 49.451911, 14.3610664 49.4520797)",,,
108556116,,Na Tržišti,residential,False,False,83.446,"LINESTRING (14.3553921 49.4511822, 14.3552761 49.4507443, 14.3550754 49.4504674)",,,
269467036,121,5. května,secondary,False,False,120.44200000000001,"LINESTRING (14.3553921 49.4511822, 14.3542146 49.4512513, 14.3537413 49.4513167)",,,
269467036,121,5. května,secondary,False,True,228.368,"LINESTRING (14.3553921 49.4511822, 14.355924 49.451146, 14.3562486 49.4511072, 14.3569509 49.450966, 14.3573521 49.4508727, 14.3578588 49.4508196, 14.3584782 49.4508044)",,,
27653833,10543,Nádražní,tertiary,False,False,117.355,"LINESTRING (14.360501 49.4473516, 14.3613952 49.4474814, 14.3621023 49.4474831)",,,
1067797084,105,Čs. legií,secondary,False,True,212.031,"LINESTRING (14.360501 49.4473516, 14.3604719 49.4473932, 14.3603564 49.4475827, 14.3599344 49.4482106, 14.3597692 49.4484999, 14.3596874 49.4486586, 14.3596322 49.448817, 14.3595962 49.4489786, 14.359595 49.449149)",2,,
27653833,10543,Nádražní,tertiary,False,True,117.355,"LINESTRING (14.3621023 49.4474831, 14.3613952 49.4474814, 14.360501 49.4473516)",,,
309452515,10543,Tyršovo nám.,tertiary,False,False,44.528,"LINESTRING (14.3621023 49.4474831, 14.362358 49.447398, 14.3626396 49.4472878)",,,
1050928449,,,residential,False,False,32.033,"LINESTRING (14.3621023 49.4474831, 14.3623186 49.4475294, 14.3625078 49.4475963)",,,
103033096,,Havlíčkova,residential,False,True,35.602,"LINESTRING (14.3626396 49.4472878, 14.3625078 49.4475963)",,,
309452515,10543,Tyršovo nám.,tertiary,False,True,44.528,"LINESTRING (14.3626396 49.4472878, 14.362358 49.447398, 14.3621023 49.4474831)",,,
432536758,10543,Tyršovo nám.,tertiary,False,False,101.87100000000001,"LINESTRING (14.3626396 49.4472878, 14.3628337 49.4471448, 14.3631683 49.4467895, 14.3633338 49.4466698, 14.3635347 49.4466005)",,,
