osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction,bridge
28609440,,nábřeží 17. listopadu,residential,False,False,47.542,"LINESTRING (15.9151673 50.3560765, 15.9152428 50.3560238, 15.9154869 50.3558532, 15.9155912 50.3557472)",2,50,,
9580967,33,,primary,True,False,17.469,"LINESTRING (15.9151866 50.356239, 15.9151482 50.3562587, 15.9151027 50.3562707, 15.9150538 50.3562741, 15.9150053 50.3562686, 15.9149612 50.3562546)",,50,roundabout,
"[37667304, 37667305, 9583414]",33,Na Valech,primary,False,False,310.132,"LINESTRING (15.9151866 50.356239, 15.9152905 50.3562908, 15.9154169 50.3563539, 15.9157216 50.3564697, 15.9160465 50.3565781, 15.9163061 50.3566483, 15.9165461 50.356696, 15.9167969 50.3567338, 15.9169887 50.3567552, 15.9172021 50.3567719, 15.9177434 50.3567907, 15.9190129 50.3568165, 15.9193576 50.3568241)",,50,,yes
28912597,,,residential,False,True,64.87299999999999,"LINESTRING (15.9239966 50.3566527, 15.9239726 50.3564909, 15.9239678 50.3564121, 15.9239898 50.3563234, 15.9241133 50.3560838)",,30,,
321501962,33,Na Valech,primary,True,False,28.340000000000003,"LINESTRING (15.9239966 50.3566527, 15.9241177 50.3566294, 15.9241676 50.3566218, 15.9243398 50.3566155, 15.9243878 50.3566224)",,50,,
28609429,,Národní,residential,False,False,71.357,"LINESTRING (15.9126164 50.3573428, 15.9127812 50.3573666, 15.9128511 50.3573532, 15.9129183 50.3573161, 15.9129238 50.3572002, 15.9128653 50.3568877)",,,,
28609431,,Na Kameni,residential,False,False,113.06899999999999,"LINESTRING (15.9157188 50.3571205, 15.915591 50.3570892, 15.915066 50.3570338, 15.914948 50.3570236, 15.9143487 50.3569812, 15.9141547 50.3569437)",,,,
28609432,,Labská,residential,False,False,75.632,"LINESTRING (15.9142421 50.3561068, 15.9141741 50.3565664, 15.9141669 50.3566463, 15.9141687 50.3567848)",,20,,
1168439917,33,,primary,True,False,15.25,"LINESTRING (15.9243878 50.3566224, 15.9244251 50.3565977, 15.9244729 50.3565821, 15.9245261 50.3565773, 15.9245789 50.3565838)",,50,roundabout,
321501967,29918,Růžová,tertiary,False,False,3.214,"LINESTRING (15.924403 50.3570121, 15.924403 50.357041)",,,,
321501966,29918,Růžová,tertiary,True,False,29.978,"LINESTRING (15.924403 50.3570121, 15.9243742 50.3569264, 15.9243717 50.356862, 15.9243705 50.3567782, 15.9243995 50.35675)",,30,,
28912598,,Legionářská,residential,False,True,102.94,"LINESTRING (15.9243797 50.3591547, 15.9244412 50.3592914, 15.9250821 50.3599598)",,50,,
321501967,29918,Růžová,tertiary,False,True,238.697,"LINESTRING (15.9243797 50.3591547, 15.9244982 50.3587463, 15.9245221 50.358664, 15.9246527 50.3582141, 15.924554 50.3578947, 15.924403 50.3574708, 15.924403 50.357041)",,,,
28609440,,nábřeží 17. listopadu,residential,False,True,47.542,"LINESTRING (15.9155912 50.3557472, 15.9154869 50.3558532, 15.9152428 50.3560238, 15.9151673 50.3560765)",2,50,,
"[28609441, 234808502, 234808503]",,"['nábřeží 17. listopadu', 'Vojtěcha Probošta']",residential,False,"[False, True]",322.158,"LINESTRING (15.9155912 50.3557472, 15.9155869 50.3556498, 15.9154786 50.355079, 15.915492 50.3549806, 15.9155484 50.3548916, 15.9156328 50.3547907, 15.9158112 50.3546512, 15.91594 50.354561, 15.9165626 50.3541368, 15.9169021 50.3539404, 15.9169342 50.3538351, 15.9168844 50.3537327, 15.9167295 50.3535804, 15.9166015 50.3534361, 15.9163608 50.3533457)",,,,
"[247794081, 247794082, 247855075]",,Dr. Tyrše,residential,False,False,60.506,"LINESTRING (15.9155912 50.3557472, 15.9158006 50.3557414, 15.9162671 50.3557284, 15.9164433 50.3557243)",,50,,yes
294378242,,Na Obci,residential,False,True,32.784,"LINESTRING (15.9163608 50.3533457, 15.9161438 50.3530854)",,,,
"[28609441, 234808502, 234808503]",,"['nábřeží 17. listopadu', 'Vojtěcha Probošta']",residential,False,"[False, True]",322.158,"LINESTRING (15.9163608 50.3533457, 15.9166015 50.3534361, 15.9167295 50.3535804, 15.9168844 50.3537327, 15.9169342 50.3538351, 15.9169021 50.3539404, 15.9165626 50.3541368, 15.91594 50.354561, 15.9158112 50.3546512, 15.9156328 50.3547907, 15.9155484 50.3548916, 15.915492 50.3549806, 15.9154786 50.355079, 15.9155869 50.3556498, 15.9155912 50.3557472)",,,,
28609443,,Knappova,residential,True,False,182.97699999999998,"LINESTRING (15.9163608 50.3533457, 15.9159543 50.3534267, 15.9151611 50.3534877, 15.9143488 50.3535455, 15.9138158 50.3535867)",,,,
247794082,,,residential,False,True,14.18,"LINESTRING (15.9166426 50.3557146, 15.9164433 50.3557243)",,50,,
247858164,,náměstí Československé armády,residential,False,False,74.466,"LINESTRING (15.9166426 50.3557146, 15.916755 50.3557033, 15.9171201 50.3556666, 15.9171919 50.3556515, 15.9176526 50.3555438)",,30,,
"[28912585, 1078804764, 1078804765, 1078804766]",,"['Sladovna', 'Kostelní']",residential,False,True,482.126,"LINESTRING (15.9166426 50.3557146, 15.9166618 50.3554455, 15.9167902 50.3552929, 15.9169585 50.3551719, 15.9171959 50.355029, 15.9174272 50.3549135, 15.9181722 50.3548339, 15.9183204 50.3547363, 15.9184563 50.354667, 15.9185846 50.3546961, 15.9189811 50.3548794, 15.9192298 50.3550017, 15.9200537 50.3552526, 15.9204866 50.3553915, 15.9213213 50.3557754, 15.9216622 50.3558766, 15.9219704 50.3559738)",,50,,
28609445,,Na Valech,residential,False,False,70.494,"LINESTRING (15.9172068 50.3560492, 15.916632 50.3559253, 15.9165205 50.3558682, 15.916459 50.3558046, 15.9164433 50.3557243)",,50,,
28609445,,Na Valech,residential,False,True,47.587999999999994,"LINESTRING (15.9172068 50.3560492, 15.9173553 50.3560708, 15.9176499 50.3561349, 15.9178505 50.356168)",,50,,
28609446,,Na Valech,residential,False,True,46.192,"LINESTRING (15.9172068 50.3560492, 15.9173012 50.3561152, 15.9176915 50.3563257)",,,,
28609446,,Na Valech,residential,False,False,25.807000000000002,"LINESTRING (15.9179607 50.3564818, 15.9177713 50.356372, 15.9176915 50.3563257)",,,,
28909775,,Karla Lánského,residential,False,False,174.391,"LINESTRING (15.9190229 50.3527941, 15.9181973 50.352251, 15.9177929 50.3520847, 15.9174113 50.3519795, 15.9172041 50.3519178, 15.9170747 50.3518737)",,,,
247855056,,nám. Dukelských hrdinů,residential,False,False,126.986,"LINESTRING (15.9190229 50.3527941, 15.9199234 50.3531658, 15.9205264 50.3534137)",,,,
"[28909792, 247855059]",,Albieriho,residential,False,True,217.92000000000002,"LINESTRING (15.9190229 50.3527941, 15.9189468 50.3528702, 15.9188412 50.3529644, 15.918808 50.3529825, 15.9187503 50.3529966, 15.9187009 50.352994, 15.9182561 50.3529245, 15.917579 50.3529269, 15.9174122 50.3529591, 15.9171016 50.3529808, 15.9161438 50.3530854)",,,,
28909776,,Na Obci,residential,False,False,135.854,"LINESTRING (15.9152837 50.3519954, 15.916011 50.3528659, 15.9161438 50.3530854)",,,,
28909776,,Na Obci,residential,False,True,79.90899999999999,"LINESTRING (15.9152837 50.3519954, 15.915127 50.3518695, 15.9149394 50.3517198, 15.9147524 50.3516456, 15.9145327 50.3515878, 15.9144184 50.351575)",,,,
247855063,,Karla Lánského,residential,False,True,139.36,"LINESTRING (15.9152837 50.3519954, 15.9157079 50.3518884, 15.916139 50.3517322, 15.9162862 50.3516867, 15.9164223 50.3516916, 15.9168408 50.3518013, 15.9170747 50.3518737)",,,,
28909776,,Na Obci,residential,False,False,79.90899999999999,"LINESTRING (15.9144184 50.351575, 15.9145327 50.3515878, 15.9147524 50.3516456, 15.9149394 50.3517198, 15.915127 50.3518695, 15.9152837 50.3519954)",,,,
192323723,,Na Obci,residential,False,True,71.06299999999999,"LINESTRING (15.9144184 50.351575, 15.91433 50.3516054, 15.914215 50.3516694, 15.9140568 50.3517872, 15.913919 50.3518702, 15.9138383 50.3519071, 15.913753 50.3519358, 15.9136385 50.3519592)",,,,
28909775,,Karla Lánského,residential,False,True,174.391,"LINESTRING (15.9170747 50.3518737, 15.9172041 50.3519178, 15.9174113 50.3519795, 15.9177929 50.3520847, 15.9181973 50.352251, 15.9190229 50.3527941)",,,,
247855063,,Karla Lánského,residential,False,False,139.36,"LINESTRING (15.9170747 50.3518737, 15.9168408 50.3518013, 15.9164223 50.3516916, 15.9162862 50.3516867, 15.916139 50.3517322, 15.9157079 50.3518884, 15.9152837 50.3519954)",,,,
294378242,,Na Obci,residential,False,False,32.784,"LINESTRING (15.9161438 50.3530854, 15.9163608 50.3533457)",,,,
28909776,,Na Obci,residential,False,True,135.854,"LINESTRING (15.9161438 50.3530854, 15.916011 50.3528659, 15.9152837 50.3519954)",,,,
"[28909792, 247855059]",,Albieriho,residential,False,False,217.92000000000002,"LINESTRING (15.9161438 50.3530854, 15.9171016 50.3529808, 15.9174122 50.3529591, 15.917579 50.3529269, 15.9182561 50.3529245, 15.9187009 50.352994, 15.9187503 50.3529966, 15.918808 50.3529825, 15.9188412 50.3529644, 15.9189468 50.3528702, 15.9190229 50.3527941)",,,,
28909797,,Dr. Ed. Beneše,residential,False,False,152.409,"LINESTRING (15.9193606 50.354399, 15.9194443 50.3543765, 15.9195719 50.3543602, 15.9197728 50.3543534, 15.9199833 50.354308, 15.9202193 50.3539193, 15.9202597 50.3538684, 15.9203789 50.3536816, 15.9205264 50.3534137)",,,,
192335042,,Ot. Španiela,residential,False,False,153.893,"LINESTRING (15.9209936 50.3524069, 15.919512 50.3513961)",,,,
918817122,,Dr. Ed. Beneše,residential,False,True,116.755,"LINESTRING (15.9209936 50.3524069, 15.9205264 50.3534137)",,,,
28909802,,Pionýrská,residential,False,True,118.872,"LINESTRING (15.9209936 50.3524069, 15.921201 50.3519152, 15.9214089 50.3513713)",,,,
246494891,,Studničkova,residential,False,True,103.45599999999999,"LINESTRING (15.9209936 50.3524069, 15.9215981 50.3525174, 15.9223954 50.3526631)",,,,
192335042,,Ot. Španiela,residential,False,True,153.893,"LINESTRING (15.919512 50.3513961, 15.9209936 50.3524069)",,,,
247855085,,Ot. Španiela,residential,False,False,33.586,"LINESTRING (15.919512 50.3513961, 15.9196129 50.351101)",,,,
247855092,,,residential,False,False,56.846,"LINESTRING (15.919512 50.3513961, 15.9189636 50.3510234)",,,,
28909801,,Boženy Němcové,residential,False,False,130.925,"LINESTRING (15.9214089 50.3513713, 15.9196129 50.351101)",,,,
28909801,,Boženy Němcové,residential,False,True,108.223,"LINESTRING (15.9214089 50.3513713, 15.922883 50.3516214)",,,,
28909802,,Pionýrská,residential,False,False,118.872,"LINESTRING (15.9214089 50.3513713, 15.921201 50.3519152, 15.9209936 50.3524069)",,,,
28909779,,Lužická,residential,False,False,46.87,"LINESTRING (15.9196129 50.351101, 15.9189636 50.3510234)",,,,
28909801,,Boženy Němcové,residential,False,True,130.925,"LINESTRING (15.9196129 50.351101, 15.9214089 50.3513713)",,,,
247855085,,Ot. Španiela,residential,False,True,33.586,"LINESTRING (15.9196129 50.351101, 15.919512 50.3513961)",,,,
28909801,,Boženy Němcové,residential,False,False,108.223,"LINESTRING (15.922883 50.3516214, 15.9214089 50.3513713)",,,,
28909801,,Boženy Němcové,residential,False,True,177.423,"LINESTRING (15.922883 50.3516214, 15.924482 50.3519214, 15.9252783 50.3520795)",,,,
28909804,,Doktora Paula,residential,False,False,120.88900000000001,"LINESTRING (15.922883 50.3516214, 15.9226476 50.3521332, 15.9223954 50.3526631)",,,,
28909801,,Boženy Němcové,residential,False,False,177.423,"LINESTRING (15.9252783 50.3520795, 15.924482 50.3519214, 15.922883 50.3516214)",,,,
28909807,,Na Ptákách,residential,False,False,81.752,"LINESTRING (15.9252783 50.3520795, 15.9249451 50.3522954, 15.924404 50.3525554)",,,,
28909804,,Doktora Paula,residential,False,True,120.88900000000001,"LINESTRING (15.9223954 50.3526631, 15.9226476 50.3521332, 15.922883 50.3516214)",,,,
37854019,,Studničkova,residential,False,False,107.78299999999999,"LINESTRING (15.9223954 50.3526631, 15.9220792 50.3533021, 15.9216277 50.3532212)",,,,
246494891,,Studničkova,residential,False,False,103.45599999999999,"LINESTRING (15.9223954 50.3526631, 15.9215981 50.3525174, 15.9209936 50.3524069)",,,,
247855087,,Studničkova,residential,False,False,98.264,"LINESTRING (15.9223954 50.3526631, 15.9233454 50.3528378, 15.923724 50.3529126)",,,,
28909807,,Na Ptákách,residential,False,True,62.492,"LINESTRING (15.923724 50.3529126, 15.924404 50.3525554)",,,,
"[28909806, 28909807]",,"['Na Ptákách', 'Patrného']",residential,False,False,272.16,"LINESTRING (15.923724 50.3529126, 15.9222535 50.3536927, 15.922208 50.3537809, 15.9217483 50.3536964, 15.9210746 50.3535415, 15.9205264 50.3534137)",,,,
247855087,,Studničkova,residential,False,True,98.264,"LINESTRING (15.923724 50.3529126, 15.9233454 50.3528378, 15.9223954 50.3526631)",,,,
28909807,,Na Ptákách,residential,False,False,62.492,"LINESTRING (15.924404 50.3525554, 15.923724 50.3529126)",,,,
28909818,,Na Matýsku,residential,False,False,68.604,"LINESTRING (15.924404 50.3525554, 15.9244187 50.3531723)",,,,
28909807,,Na Ptákách,residential,False,True,81.752,"LINESTRING (15.924404 50.3525554, 15.9249451 50.3522954, 15.9252783 50.3520795)",,,,
"[294378241, 28909818]",,Na Matýsku,residential,False,True,176.659,"LINESTRING (15.9243976 50.3547591, 15.9243971 50.3547467, 15.9243755 50.354202, 15.9244336 50.3537955, 15.9244187 50.3531723)",,,,
247855083,,náměstí Československé armády,residential,True,False,105.85900000000001,"LINESTRING (15.9176526 50.3555438, 15.9177442 50.3554465, 15.9179136 50.3553568, 15.9183144 50.3553515, 15.9187802 50.3553915, 15.9190013 50.355411)",,30,,
247858164,,náměstí Československé armády,residential,False,True,74.46600000000001,"LINESTRING (15.9176526 50.3555438, 15.9171919 50.3556515, 15.9171201 50.3556666, 15.916755 50.3557033, 15.9166426 50.3557146)",,30,,
39442111,,náměstí Československé armády,residential,True,False,58.212999999999994,"LINESTRING (15.9190013 50.355411, 15.9194795 50.3555046, 15.9196114 50.3555471, 15.9196336 50.3556563)",,30,,
247855077,,náměstí Československé armády,residential,True,False,21.877,"LINESTRING (15.9190013 50.355411, 15.9189765 50.3555484, 15.9189734 50.3556068)",,30,,
247855079,,náměstí Československé armády,residential,True,False,93.966,"LINESTRING (15.9189734 50.3556068, 15.9185635 50.3555871, 15.9182457 50.3555719, 15.9176526 50.3555438)",,30,,
28912575,,náměstí Československé armády,residential,False,True,104.707,"LINESTRING (15.9196336 50.3556563, 15.919927 50.3556982, 15.9200771 50.3557388, 15.9201599 50.3557582, 15.9206813 50.3559241, 15.9207801 50.3559628, 15.9209001 50.3560381, 15.9209381 50.3560653)",,30,,
247855081,,náměstí Československé armády,residential,True,False,47.161,"LINESTRING (15.9196336 50.3556563, 15.9193459 50.3556358, 15.9189734 50.3556068)",,30,,
28609447,,Kostelní,residential,False,True,158.086,"LINESTRING (15.9219704 50.3559738, 15.9220503 50.3559692, 15.9222237 50.3558975, 15.9223379 50.3558644, 15.9226178 50.3559319, 15.9228517 50.3559735, 15.9234352 50.3560182, 15.9238297 50.3560485, 15.9241133 50.3560838)",,50,,
28912584,,,residential,False,True,24.425,"LINESTRING (15.9219704 50.3559738, 15.9219467 50.3560348, 15.9218875 50.356187)",,,,
"[28912585, 1078804764, 1078804765, 1078804766]",,"['Sladovna', 'Kostelní']",residential,False,False,482.1260000000001,"LINESTRING (15.9219704 50.3559738, 15.9216622 50.3558766, 15.9213213 50.3557754, 15.9204866 50.3553915, 15.9200537 50.3552526, 15.9192298 50.3550017, 15.9189811 50.3548794, 15.9185846 50.3546961, 15.9184563 50.354667, 15.9183204 50.3547363, 15.9181722 50.3548339, 15.9174272 50.3549135, 15.9171959 50.355029, 15.9169585 50.3551719, 15.9167902 50.3552929, 15.9166618 50.3554455, 15.9166426 50.3557146)",,50,,
28609447,,Kostelní,residential,False,False,158.086,"LINESTRING (15.9241133 50.3560838, 15.9238297 50.3560485, 15.9234352 50.3560182, 15.9228517 50.3559735, 15.9226178 50.3559319, 15.9223379 50.3558644, 15.9222237 50.3558975, 15.9220503 50.3559692, 15.9219704 50.3559738)",,50,,
28912597,,,residential,False,False,64.87299999999999,"LINESTRING (15.9241133 50.3560838, 15.9239898 50.3563234, 15.9239678 50.3564121, 15.9239726 50.3564909, 15.9239966 50.3566527)",,30,,
28912598,,Legionářská,residential,False,False,102.94,"LINESTRING (15.9250821 50.3599598, 15.9244412 50.3592914, 15.9243797 50.3591547)",,50,,
28609436,33,,primary,True,False,15.248,"LINESTRING (15.9245964 50.3567741, 15.9245452 50.3567845, 15.9244915 50.3567836, 15.9244411 50.3567717, 15.9243995 50.35675)",,50,roundabout,
28609437,29918,Růžová,tertiary,True,False,30.060000000000002,"LINESTRING (15.9245964 50.3567741, 15.9245297 50.3568305, 15.9244788 50.3568844, 15.9244399 50.3569392, 15.924403 50.3570121)",,,,
37854019,,Studničkova,residential,False,True,107.78299999999999,"LINESTRING (15.9216277 50.3532212, 15.9220792 50.3533021, 15.9223954 50.3526631)",,,,
28912575,,náměstí Československé armády,residential,False,False,104.707,"LINESTRING (15.9209381 50.3560653, 15.9209001 50.3560381, 15.9207801 50.3559628, 15.9206813 50.3559241, 15.9201599 50.3557582, 15.9200771 50.3557388, 15.919927 50.3556982, 15.9196336 50.3556563)",,30,,
918817122,,Dr. Ed. Beneše,residential,False,False,116.755,"LINESTRING (15.9205264 50.3534137, 15.9209936 50.3524069)",,,,
28909797,,Dr. Ed. Beneše,residential,False,True,152.409,"LINESTRING (15.9205264 50.3534137, 15.9203789 50.3536816, 15.9202597 50.3538684, 15.9202193 50.3539193, 15.9199833 50.354308, 15.9197728 50.3543534, 15.9195719 50.3543602, 15.9194443 50.3543765, 15.9193606 50.354399)",,,,
"[28909806, 28909807]",,"['Na Ptákách', 'Patrného']",residential,False,True,272.15999999999997,"LINESTRING (15.9205264 50.3534137, 15.9210746 50.3535415, 15.9217483 50.3536964, 15.922208 50.3537809, 15.9222535 50.3536927, 15.923724 50.3529126)",,,,
247855056,,nám. Dukelských hrdinů,residential,False,True,126.986,"LINESTRING (15.9205264 50.3534137, 15.9199234 50.3531658, 15.9190229 50.3527941)",,,,
28909779,,Lužická,residential,False,True,46.87,"LINESTRING (15.9189636 50.3510234, 15.9196129 50.351101)",,,,
247855092,,,residential,False,True,56.846,"LINESTRING (15.9189636 50.3510234, 15.919512 50.3513961)",,,,
28909818,,Na Matýsku,residential,False,True,68.604,"LINESTRING (15.9244187 50.3531723, 15.924404 50.3525554)",,,,
"[294378241, 28909818]",,Na Matýsku,residential,False,False,176.65900000000002,"LINESTRING (15.9244187 50.3531723, 15.9244336 50.3537955, 15.9243755 50.354202, 15.9243971 50.3547467, 15.9243976 50.3547591)",,,,
230366993,,Na Karlově,residential,False,False,150.59,"LINESTRING (15.9244187 50.3531723, 15.9256035 50.3531851, 15.9256482 50.3532369, 15.9254453 50.3537602)",,,,
230366993,,Na Karlově,residential,False,True,150.59,"LINESTRING (15.9254453 50.3537602, 15.9256482 50.3532369, 15.9256035 50.3531851, 15.9244187 50.3531723)",,,,
28609428,,Na Vinicích,residential,False,True,112.65400000000001,"LINESTRING (15.913585 50.3578329, 15.9137795 50.3577462, 15.9138986 50.3576717, 15.9139719 50.3575953, 15.9140234 50.3575179, 15.9141035 50.3572792, 15.914109 50.3572587, 15.9141347 50.3571626, 15.9141547 50.3569437)",,,,
247794082,,,residential,False,False,14.18,"LINESTRING (15.9164433 50.3557243, 15.9166426 50.3557146)",,50,,
28609445,,Na Valech,residential,False,True,70.494,"LINESTRING (15.9164433 50.3557243, 15.916459 50.3558046, 15.9165205 50.3558682, 15.916632 50.3559253, 15.9172068 50.3560492)",,50,,
"[247794081, 247794082, 247855075]",,Dr. Tyrše,residential,False,True,60.506,"LINESTRING (15.9164433 50.3557243, 15.9162671 50.3557284, 15.9158006 50.3557414, 15.9155912 50.3557472)",,50,,yes
28609428,,Na Vinicích,residential,False,True,17.697,"LINESTRING (15.9141547 50.3569437, 15.9141687 50.3567848)",,,,
28609428,,Na Vinicích,residential,False,False,112.654,"LINESTRING (15.9141547 50.3569437, 15.9141347 50.3571626, 15.914109 50.3572587, 15.9141035 50.3572792, 15.9140234 50.3575179, 15.9139719 50.3575953, 15.9138986 50.3576717, 15.9137795 50.3577462, 15.913585 50.3578329)",,,,
28609431,,Na Kameni,residential,False,True,113.069,"LINESTRING (15.9141547 50.3569437, 15.9143487 50.3569812, 15.914948 50.3570236, 15.915066 50.3570338, 15.915591 50.3570892, 15.9157188 50.3571205)",,,,
321501963,33,Na Valech,primary,True,False,57.073,"LINESTRING (15.9243712 50.3567209, 15.924201 50.3566925, 15.9241381 50.3566922, 15.9235842 50.3567654)",,50,,
1168439916,33,,primary,True,False,11.43,"LINESTRING (15.9243712 50.3567209, 15.9243593 50.3566875, 15.924365 50.3566534, 15.9243878 50.3566224)",,50,roundabout,
321501962,33,Na Valech,primary,True,False,31.828,"LINESTRING (15.9235842 50.3567654, 15.9239966 50.3566527)",,50,,
799457353,33,Na Valech,primary,False,True,47.777,"LINESTRING (15.9235842 50.3567654, 15.9229208 50.3568394)",2,50,,
28912584,,,residential,False,False,24.425,"LINESTRING (15.9218875 50.356187, 15.9219467 50.3560348, 15.9219704 50.3559738)",,,,
"[37667304, 37667305, 9583414]",33,Na Valech,primary,False,True,310.13200000000006,"LINESTRING (15.9193576 50.3568241, 15.9190129 50.3568165, 15.9177434 50.3567907, 15.9172021 50.3567719, 15.9169887 50.3567552, 15.9167969 50.3567338, 15.9165461 50.356696, 15.9163061 50.3566483, 15.9160465 50.3565781, 15.9157216 50.3564697, 15.9154169 50.3563539, 15.9152905 50.3562908, 15.9151866 50.356239)",,50,,yes
"[799457344, 934186213]",,,residential,False,False,65.876,"LINESTRING (15.9193576 50.3568241, 15.9193602 50.356745, 15.9193744 50.3563181, 15.9193779 50.3562318)",,50,,
799457353,33,Na Valech,primary,False,False,252.96400000000003,"LINESTRING (15.9193576 50.3568241, 15.9201 50.3568416, 15.920765 50.3568532, 15.9213023 50.35686, 15.9214662 50.3568636, 15.9220819 50.3568643, 15.9225455 50.3568602, 15.9228258 50.3568473, 15.9229208 50.3568394)",2,50,,
"[934186211, 28609445]",,Na Valech,residential,False,False,108.621,"LINESTRING (15.9193779 50.3562318, 15.9192203 50.3562273, 15.9185583 50.3562084, 15.9180404 50.3561808, 15.9178505 50.356168)",,50,,
