osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,access
28116321,30810,Mlýnská,tertiary,False,False,214.672,"LINESTRING (15.8698046 50.2998378, 15.8694349 50.3005504, 15.86932 50.3008854, 15.8689796 50.3016936)",,
"[199834569, 181447117]",3089,Palackého,tertiary,False,True,127.256,"LINESTRING (15.8698046 50.2998378, 15.8701074 50.2998418, 15.8705391 50.2998527, 15.8715942 50.2998901)",,
1260627381,3089,Palackého,tertiary,False,False,218.079,"LINESTRING (15.8698046 50.2998378, 15.8691486 50.299831, 15.8682432 50.299859, 15.8667397 50.2999315)",,
28116321,30810,Mlýnská,tertiary,False,True,92.169,"LINESTRING (15.8686394 50.3024935, 15.8689796 50.3016936)",,
288154991,30810,Mlýnská,tertiary,False,True,106.454,"LINESTRING (15.8686394 50.3024935, 15.8694652 50.3027551, 15.869979 50.3029229)",,
1260627388,3089,Hankova,tertiary,False,False,7.532,"LINESTRING (15.8591858 50.3012904, 15.8591026 50.3013324)",,
28630401,,Hanzova,residential,False,True,160.144,"LINESTRING (15.8591858 50.3012904, 15.8593016 50.3013986, 15.8597849 50.3017706, 15.8601398 50.3021164, 15.8603256 50.3025112)",,
"[1260627388, 653189981]",3089,Hankova,tertiary,False,True,62.274,"LINESTRING (15.8591858 50.3012904, 15.8595823 50.3010828, 15.8598212 50.3009073)",,
232872456,,Zemanova,residential,False,False,31.387999999999998,"LINESTRING (15.8588889 50.3003561, 15.8589728 50.3003568, 15.8591228 50.300335, 15.8593099 50.3002828)",,
28630418,3089,Zemanova,tertiary,False,True,21.1,"LINESTRING (15.8602942 50.3002934, 15.8603914 50.3002388, 15.8605284 50.3001771)",,
1260627384,3089,Hankova,tertiary,False,False,38.741,"LINESTRING (15.8602942 50.3002934, 15.8601746 50.3004093, 15.8600321 50.3005981)",,
1260627389,,Zemanova,residential,False,True,62.561,"LINESTRING (15.8602942 50.3002934, 15.8601433 50.3002714, 15.8598296 50.3002903, 15.8596103 50.3002598, 15.8594436 50.3002064)",,
28630385,,,residential,True,False,65.115,"LINESTRING (15.8593099 50.3002828, 15.859964 50.3006931)",,
232872456,,Zemanova,residential,False,False,12.742,"LINESTRING (15.8593099 50.3002828, 15.8594436 50.3002064)",,
232872456,,Zemanova,residential,False,True,31.388,"LINESTRING (15.8593099 50.3002828, 15.8591228 50.300335, 15.8589728 50.3003568, 15.8588889 50.3003561)",,
485417092,,Hradecká,residential,False,True,68.092,"LINESTRING (15.8605284 50.3001771, 15.8600959 50.2996306)",,
28630418,3089,Zemanova,tertiary,False,False,21.1,"LINESTRING (15.8605284 50.3001771, 15.8603914 50.3002388, 15.8602942 50.3002934)",,
