osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,bridge
126502695,2,315,secondary,50,False,True,28.648,"LINESTRING (16.6376282 49.9051854, 16.637727 49.9050973, 16.6377949 49.9049549)",
"[425371769, 425371770]",2,315,secondary,50,False,False,34.53,"LINESTRING (16.6376282 49.9051854, 16.6373525 49.905269, 16.637181 49.9052983)",yes
589967717,,,unclassified,,False,False,27.055,"LINESTRING (16.6376282 49.9051854, 16.6377803 49.9051889, 16.6379887 49.9052445)",
23000593,,,unclassified,,False,False,35.066,"LINESTRING (16.6377949 49.9049549, 16.6379232 49.9051462, 16.6379887 49.9052445)",
126502695,2,315,secondary,50,False,False,28.648,"LINESTRING (16.6377949 49.9049549, 16.637727 49.9050973, 16.6376282 49.9051854)",
23000593,,,unclassified,,False,False,340.80199999999996,"LINESTRING (16.6379887 49.9052445, 16.6381143 49.9053604, 16.6383801 49.9055253, 16.6387061 49.9056734, 16.6389806 49.9058133, 16.6394058 49.9060468, 16.6396943 49.9062231, 16.6399626 49.9064535, 16.6401633 49.9067083, 16.64037 49.90698, 16.6404517 49.9070867, 16.6405705 49.9072257, 16.6406717 49.907341, 16.6407412 49.9074337, 16.6408111 49.907533, 16.6408519 49.9076182)",
23000593,,,unclassified,,False,True,35.066,"LINESTRING (16.6379887 49.9052445, 16.6379232 49.9051462, 16.6377949 49.9049549)",
589967717,,,unclassified,,False,True,27.055,"LINESTRING (16.6379887 49.9052445, 16.6377803 49.9051889, 16.6376282 49.9051854)",
"[425371769, 425371770]",2,315,secondary,50,False,True,34.53,"LINESTRING (16.637181 49.9052983, 16.6373525 49.905269, 16.6376282 49.9051854)",yes
"[987044851, 987044852, 446037831]",,,residential,,False,False,445.4030000000001,"LINESTRING (16.637181 49.9052983, 16.6374395 49.905564, 16.6377667 49.9057747, 16.6386304 49.9061012, 16.6389228 49.9062325, 16.638963 49.9062774, 16.6393492 49.9064191, 16.6397221 49.9066333, 16.6399527 49.9069563, 16.6401626 49.9072423, 16.6403658 49.9074711, 16.6404865 49.9076213, 16.6405536 49.9077578, 16.6405267 49.9080014, 16.6404731 49.9081283, 16.6405519 49.9081394, 16.6407177 49.9081625, 16.6408314 49.9081784)",yes
23000593,,,unclassified,,False,False,62.521,"LINESTRING (16.6408519 49.9076182, 16.6408725 49.9077169, 16.6408711 49.9078212, 16.6408573 49.907918, 16.6408325 49.908086, 16.6408314 49.9081784)",
987044851,,,residential,,False,True,86.366,"LINESTRING (16.6408519 49.9076182, 16.6409688 49.9077314, 16.6411651 49.9079824, 16.6411892 49.9080843, 16.6410927 49.9081413, 16.6408314 49.9081784)",
23000593,,,unclassified,,False,True,340.802,"LINESTRING (16.6408519 49.9076182, 16.6408111 49.907533, 16.6407412 49.9074337, 16.6406717 49.907341, 16.6405705 49.9072257, 16.6404517 49.9070867, 16.64037 49.90698, 16.6401633 49.9067083, 16.6399626 49.9064535, 16.6396943 49.9062231, 16.6394058 49.9060468, 16.6389806 49.9058133, 16.6387061 49.9056734, 16.6383801 49.9055253, 16.6381143 49.9053604, 16.6379887 49.9052445)",
23000593,,,unclassified,,False,False,181.43599999999998,"LINESTRING (16.6408314 49.9081784, 16.6408309 49.9082559, 16.6408379 49.9083131, 16.6408506 49.9083713, 16.6408667 49.908425, 16.6408815 49.9084784, 16.64097 49.9087908, 16.6410448 49.9090428, 16.641103 49.9092903, 16.6411302 49.9093914, 16.6411646 49.9094918, 16.6412264 49.9096106, 16.6413271 49.909772)",
23000593,,,unclassified,,False,True,62.520999999999994,"LINESTRING (16.6408314 49.9081784, 16.6408325 49.908086, 16.6408573 49.907918, 16.6408711 49.9078212, 16.6408725 49.9077169, 16.6408519 49.9076182)",
987044851,,,residential,,False,False,86.366,"LINESTRING (16.6408314 49.9081784, 16.6410927 49.9081413, 16.6411892 49.9080843, 16.6411651 49.9079824, 16.6409688 49.9077314, 16.6408519 49.9076182)",
"[987044851, 987044852, 446037831]",,,residential,,False,True,445.403,"LINESTRING (16.6408314 49.9081784, 16.6407177 49.9081625, 16.6405519 49.9081394, 16.6404731 49.9081283, 16.6405267 49.9080014, 16.6405536 49.9077578, 16.6404865 49.9076213, 16.6403658 49.9074711, 16.6401626 49.9072423, 16.6399527 49.9069563, 16.6397221 49.9066333, 16.6393492 49.9064191, 16.638963 49.9062774, 16.6389228 49.9062325, 16.6386304 49.9061012, 16.6377667 49.9057747, 16.6374395 49.905564, 16.637181 49.9052983)",yes
23000593,,,unclassified,,False,False,257.875,"LINESTRING (16.6413271 49.909772, 16.6414651 49.910039, 16.6415457 49.910228, 16.6416276 49.9104169, 16.6416495 49.9105487, 16.6416601 49.9107405, 16.64165 49.91088, 16.64165 49.9109483, 16.6416483 49.911015, 16.6416416 49.91108, 16.6416258 49.9111449, 16.6416056 49.9112076, 16.6415653 49.9113018, 16.6415193 49.9113853, 16.6414369 49.9115168, 16.641332 49.911656, 16.6412108 49.911828, 16.6411581 49.9119389, 16.6411418 49.9120019)",
23000593,,,unclassified,,False,True,181.43599999999998,"LINESTRING (16.6413271 49.909772, 16.6412264 49.9096106, 16.6411646 49.9094918, 16.6411302 49.9093914, 16.641103 49.9092903, 16.6410448 49.9090428, 16.64097 49.9087908, 16.6408815 49.9084784, 16.6408667 49.908425, 16.6408506 49.9083713, 16.6408379 49.9083131, 16.6408309 49.9082559, 16.6408314 49.9081784)",
"[1226751689, 1226751690, 446037821]",,,residential,,False,False,68.469,"LINESTRING (16.6413271 49.909772, 16.6412477 49.9097928, 16.6410944 49.9098422, 16.6407136 49.9102197)",yes
446037821,,,residential,,False,False,141.118,"LINESTRING (16.6407136 49.9102197, 16.6405304 49.9104283, 16.6401566 49.9107798, 16.6398294 49.9111132, 16.6398912 49.9113184)",
446037849,,,residential,,False,True,196.92700000000002,"LINESTRING (16.6407136 49.9102197, 16.6409291 49.9104292, 16.6410551 49.9107677, 16.6411329 49.9108454, 16.6411463 49.911051, 16.6410766 49.9110993, 16.6404302 49.9111667, 16.6403095 49.9112358, 16.6398912 49.9113184)",
"[1226751689, 1226751690, 446037821]",,,residential,,False,True,68.469,"LINESTRING (16.6407136 49.9102197, 16.6410944 49.9098422, 16.6412477 49.9097928, 16.6413271 49.909772)",yes
"[1226751635, 1226751636, 446037821]",,,residential,,False,False,157.05300000000005,"LINESTRING (16.6398912 49.9113184, 16.6398991 49.9113446, 16.6402037 49.9120882, 16.640744 49.9119958, 16.6409274 49.9119917, 16.641006 49.9119977, 16.6411418 49.9120019)",yes
446037821,,,residential,,False,True,141.118,"LINESTRING (16.6398912 49.9113184, 16.6398294 49.9111132, 16.6401566 49.9107798, 16.6405304 49.9104283, 16.6407136 49.9102197)",
446037849,,,residential,,False,False,196.927,"LINESTRING (16.6398912 49.9113184, 16.6403095 49.9112358, 16.6404302 49.9111667, 16.6410766 49.9110993, 16.6411463 49.911051, 16.6411329 49.9108454, 16.6410551 49.9107677, 16.6409291 49.9104292, 16.6407136 49.9102197)",
23000593,,,unclassified,,False,True,257.87500000000006,"LINESTRING (16.6411418 49.9120019, 16.6411581 49.9119389, 16.6412108 49.911828, 16.641332 49.911656, 16.6414369 49.9115168, 16.6415193 49.9113853, 16.6415653 49.9113018, 16.6416056 49.9112076, 16.6416258 49.9111449, 16.6416416 49.91108, 16.6416483 49.911015, 16.64165 49.9109483, 16.64165 49.91088, 16.6416601 49.9107405, 16.6416495 49.9105487, 16.6416276 49.9104169, 16.6415457 49.910228, 16.6414651 49.910039, 16.6413271 49.909772)",
"[1226751635, 1226751636, 446037821]",,,residential,,False,True,157.053,"LINESTRING (16.6411418 49.9120019, 16.641006 49.9119977, 16.6409274 49.9119917, 16.640744 49.9119958, 16.6402037 49.9120882, 16.6398991 49.9113446, 16.6398912 49.9113184)",yes
