osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,junction,access,tunnel
26536094,Klášterská,residential,30,False,True,66.262,"LINESTRING (15.0014933 49.1480237, 15.0014891 49.1479919, 15.0015001 49.1479489, 15.0015295 49.1479159, 15.0018664 49.147487)",,,,,
25433826,Bezručova,residential,50,True,False,301.174,"LINESTRING (15.0101055 49.1469656, 15.0100041 49.1468984, 15.0098562 49.1468004, 15.0080402 49.1455967, 15.0078878 49.1454983, 15.007186 49.145045)",,,,,
25435292,Claudiusova,residential,50,False,True,161.105,"LINESTRING (15.0101055 49.1469656, 15.0100144 49.1470528, 15.0098394 49.1471772, 15.009506 49.1473808, 15.009252 49.1475359, 15.0085759 49.1479488, 15.0085273 49.1479785)",2,,,,
25435292,Claudiusova,residential,50,False,False,161.105,"LINESTRING (15.0085273 49.1479785, 15.0085759 49.1479488, 15.009252 49.1475359, 15.009506 49.1473808, 15.0098394 49.1471772, 15.0100144 49.1470528, 15.0101055 49.1469656)",2,,,,
25435292,Claudiusova,residential,50,False,True,22.241,"LINESTRING (15.0085273 49.1479785, 15.0084067 49.1480556, 15.0083086 49.1481183)",2,,,,
25435396,Růžová,residential,30,False,False,37.057,"LINESTRING (15.0068817 49.1446642, 15.0068213 49.1448295, 15.0067316 49.1449819)",,,,,
"[318426939, 1266699942]",nábřeží Ladislava Stehny,residential,30,False,False,323.5600000000001,"LINESTRING (15.0068817 49.1446642, 15.0061495 49.1444988, 15.0058771 49.1444112, 15.0056876 49.1443339, 15.0055246 49.1442455, 15.0054462 49.1441887, 15.005381 49.1441336, 15.0053033 49.1440534, 15.0052167 49.1439419, 15.0050694 49.1436861, 15.0049812 49.1435342, 15.0049022 49.1434516, 15.0048104 49.1433703, 15.0047322 49.1433182, 15.0046649 49.1432787, 15.0044556 49.14318, 15.0041902 49.1430605, 15.0041485 49.1430417, 15.0040079 49.1429695, 15.0039701 49.1429501, 15.0038607 49.1428921, 15.003827 49.1428714, 15.003768 49.1428246, 15.0037367 49.1427866)",,,,,
25441856,U Stadionu,residential,30,False,False,98.80400000000002,"LINESTRING (15.0057351 49.1455927, 15.0057905 49.1456423, 15.0062403 49.1460709, 15.0062891 49.146116, 15.0064344 49.14625, 15.0065047 49.1463247)",,,,,
"[131632099, 26536516]","['Růžová', 'Masarykovo náměstí']",residential,30,False,False,163.764,"LINESTRING (15.0057351 49.1455927, 15.0055962 49.1456513, 15.0050205 49.1458793, 15.0047755 49.145967, 15.0045361 49.1460486, 15.004402 49.1460849, 15.0042911 49.1461085, 15.004219 49.1461215, 15.0041741 49.146126, 15.0041302 49.1461296, 15.0040868 49.1461275, 15.0040327 49.1461227, 15.0037008 49.1460755)",,,,,
131632099,Růžová,residential,30,False,True,100.30799999999999,"LINESTRING (15.0057351 49.1455927, 15.0060241 49.1454631, 15.0062566 49.1453369, 15.0063748 49.1452719, 15.0064765 49.1452044, 15.0065404 49.1451638, 15.0065944 49.1451232, 15.0067316 49.1449819)",,,,,
"[131632099, 26536516]","['Růžová', 'Masarykovo náměstí']",residential,30,False,True,163.76399999999998,"LINESTRING (15.0037008 49.1460755, 15.0040327 49.1461227, 15.0040868 49.1461275, 15.0041302 49.1461296, 15.0041741 49.146126, 15.004219 49.1461215, 15.0042911 49.1461085, 15.004402 49.1460849, 15.0045361 49.1460486, 15.0047755 49.145967, 15.0050205 49.1458793, 15.0055962 49.1456513, 15.0057351 49.1455927)",,,,,
"[131632088, 131447210]",Jarošovská,residential,30,False,True,22.657,"LINESTRING (15.0037008 49.1460755, 15.0036891 49.1461796, 15.0036963 49.1462614, 15.003698 49.1462788)",,,,,
183478833,Masarykovo náměstí,residential,30,False,False,17.909999999999997,"LINESTRING (15.0037008 49.1460755, 15.0035829 49.1460601, 15.0034582 49.1460483)",,,,,
131632091,Masarykovo náměstí,residential,30,False,True,26.579,"LINESTRING (15.0030954 49.1460443, 15.0031586 49.1460359, 15.0032131 49.1460329, 15.0034582 49.1460483)",,,,,
131632092,Masarykovo náměstí,residential,30,False,False,24.797000000000004,"LINESTRING (15.0030954 49.1460443, 15.0029922 49.1460837, 15.0029386 49.1461121, 15.0028819 49.146149, 15.0028435 49.1461892)",,,,,
25435396,Růžová,residential,30,False,True,37.057,"LINESTRING (15.0067316 49.1449819, 15.0068213 49.1448295, 15.0068817 49.1446642)",,,,,
131632081,Bezručova,residential,30,False,True,33.818,"LINESTRING (15.0067316 49.1449819, 15.0069877 49.145011, 15.007186 49.145045)",,,,,
131632099,Růžová,residential,30,False,False,100.308,"LINESTRING (15.0067316 49.1449819, 15.0065944 49.1451232, 15.0065404 49.1451638, 15.0064765 49.1452044, 15.0063748 49.1452719, 15.0062566 49.1453369, 15.0060241 49.1454631, 15.0057351 49.1455927)",,,,,
131447287,Václavská,residential,50,False,False,72.63,"LINESTRING (15.002669 49.141464, 15.0028724 49.141543, 15.003082 49.1416026, 15.0034365 49.1416892, 15.0035851 49.1417179)",,,,,
547506996,Nežárecká,residential,50,False,False,23.766,"LINESTRING (14.9975143 49.1430336, 14.9977715 49.1431654)",,,,,
599383548,Nežárecká,residential,50,False,True,18.996,"LINESTRING (14.9975143 49.1430336, 14.9973063 49.1429303)",,,,,
904408613,Bratrská,residential,50,False,True,14.242999999999999,"LINESTRING (14.9975143 49.1430336, 14.9975083 49.143101, 14.997513 49.1431615)",,,,,
547506996,Nežárecká,residential,50,False,True,23.766,"LINESTRING (14.9977715 49.1431654, 14.9975143 49.1430336)",,,,,
599332571,Jakubská,residential,50,False,True,18.808,"LINESTRING (14.9977715 49.1431654, 14.997513 49.1431615)",,,,,
"[131539569, 1158488925, 131632093]",Nežárecká,residential,50,False,False,71.82499999999999,"LINESTRING (14.9977715 49.1431654, 14.99792 49.1432076, 14.998046 49.14323, 14.998198 49.143259, 14.9982655 49.1432624, 14.9983822 49.1432682, 14.9987305 49.1432355)",,,,,
131632096,Nežárecká,residential,50,False,True,77.538,"LINESTRING (14.9987305 49.1432355, 14.998766 49.1435405, 14.9989537 49.1436856, 14.9989774 49.1437315, 14.9990235 49.1438814)",,,,,
261790517,Nové Stavení,residential,50,False,False,93.642,"LINESTRING (14.9987305 49.1432355, 14.9987306 49.1431782, 14.9987953 49.1429596, 14.9988351 49.1428886, 14.9988541 49.142766, 14.998851 49.1425249, 14.9988052 49.1424064)",,,,,
"[904423098, 131632146, 25441860, 25441861]",Nežárecká,residential,30,False,False,94.208,"LINESTRING (14.9987305 49.1432355, 14.9989444 49.1432722, 14.9991613 49.143346, 14.9995481 49.1435019, 14.9996977 49.1435678, 14.9998652 49.1436329)",,yes,,,
"[131632093, 131539569, 1158488925]",Nežárecká,residential,50,False,True,71.82499999999999,"LINESTRING (14.9987305 49.1432355, 14.9983822 49.1432682, 14.9982655 49.1432624, 14.998198 49.143259, 14.998046 49.14323, 14.99792 49.1432076, 14.9977715 49.1431654)",,,,,
25441863,Komenského,residential,30,False,False,61.852,"LINESTRING (15.0014367 49.1438003, 15.0016659 49.1436552, 15.0019929 49.1434493, 15.0020183 49.1434333, 15.0020561 49.143421)",,,,,
48112407,Kostelní,residential,30,True,False,9.661,"LINESTRING (15.0014367 49.1438003, 15.0014766 49.1438445, 15.0015006 49.1438764)",,,,,
231791193,Komenského,residential,30,False,True,31.595,"LINESTRING (15.0014367 49.1438003, 15.0013318 49.1438243, 15.0012071 49.1438455, 15.0011265 49.1438376, 15.0010168 49.1438202)",,,,,
25441853,Rybniční,residential,30,False,False,96.496,"LINESTRING (15.0037367 49.1427866, 15.0036156 49.1428817, 15.0035931 49.1429036, 15.003465 49.1430187, 15.002999 49.1434409, 15.0029615 49.1434896)",,,,,
