osmid,name,highway,oneway,reversed,length,ref,geometry,bridge,maxspeed,access
"[76715744, 9587275, 987977725]","['Husovo náměstí', 'E. Beneše']",secondary,False,False,400.427,304,"LINESTRING (16.0443648 50.3950734, 16.0441094 50.3950091, 16.0439036 50.3949572, 16.0436517 50.3948929, 16.0435331 50.3948616, 16.0434818 50.3948481, 16.0431545 50.3947622, 16.0430196 50.394726, 16.0428813 50.3946881, 16.0428626 50.394684, 16.0425449 50.3946237, 16.0422426 50.3945802, 16.0420393 50.3945612, 16.0418094 50.3945575, 16.0417074 50.3945638, 16.0416098 50.3945698, 16.0415424 50.3945775, 16.041474 50.3945881, 16.0412027 50.3946517, 16.0407517 50.3948205, 16.0399567 50.3950857, 16.0395489 50.3952208, 16.0392793 50.3953217, 16.0391687 50.3953645)",,,
55087088,třída T. G. Masaryka,tertiary,False,True,77.291,3076,"LINESTRING (16.0443648 50.3950734, 16.0446288 50.3951343, 16.045422 50.3952377)",,,
28765795,28. října,residential,True,False,126.561,,"LINESTRING (16.0469955 50.3954399, 16.0471226 50.3943046)",,,
55087088,třída T. G. Masaryka,tertiary,False,False,113.782,3076,"LINESTRING (16.0469955 50.3954399, 16.045422 50.3952377)",,,
335539401,,residential,False,True,15.82,,"LINESTRING (16.0469955 50.3954399, 16.0470116 50.3955818)",,,
55087088,třída T. G. Masaryka,tertiary,False,True,122.293,3076,"LINESTRING (16.0469955 50.3954399, 16.0472226 50.3954676, 16.0476011 50.3955136, 16.0478612 50.3955452, 16.048666 50.3957071)",,,
28765771,Křenkova,tertiary,False,False,94.603,28513,"LINESTRING (16.0401818 50.392284, 16.040064 50.3926711, 16.039908 50.3931166)",,,
28765772,Křenkova,residential,False,True,144.548,,"LINESTRING (16.0401818 50.392284, 16.0407632 50.3913527, 16.04092 50.3910724)",,,
28765771,Křenkova,tertiary,False,True,263.38199999999995,28513,"LINESTRING (16.0387843 50.395369, 16.038895 50.3952086, 16.0396368 50.3938925, 16.039908 50.3931166)",,,
56066810,E. Beneše,secondary,False,True,27.394,304,"LINESTRING (16.0387843 50.395369, 16.0389737 50.3953793, 16.0391687 50.3953645)",,,
"[39995103, 39995102, 475322471]","['Maloskalická', 'E. Beneše']",secondary,False,False,120.258,304,"LINESTRING (16.0387843 50.395369, 16.0384664 50.3953401, 16.0383481 50.3953176, 16.038108 50.395272, 16.0373021 50.3951101, 16.03722 50.3950988, 16.0371492 50.395089)",yes,,
232638294,Zelená,secondary,False,True,60.456,304,"LINESTRING (16.044097 50.3933752, 16.0446807 50.3937716)",,,
28765782,Hakenova,residential,False,True,369.129,,"LINESTRING (16.044097 50.3933752, 16.0434133 50.3932721, 16.0429453 50.3931514, 16.0425021 50.392736, 16.0423228 50.3923714, 16.0421444 50.3918871, 16.0420322 50.3917403, 16.0418673 50.3916266, 16.0412494 50.3913443, 16.0411538 50.3911643, 16.04092 50.3910724)",,,
232638294,Zelená,secondary,False,False,124.066,304,"LINESTRING (16.044097 50.3933752, 16.0438497 50.3931768, 16.0437496 50.3929368, 16.0437281 50.3926551, 16.0436375 50.3923282)",,,
"[475322471, 39995102, 39995103]","['Maloskalická', 'E. Beneše']",secondary,False,True,120.25800000000001,304,"LINESTRING (16.0371492 50.395089, 16.03722 50.3950988, 16.0373021 50.3951101, 16.038108 50.395272, 16.0383481 50.3953176, 16.0384664 50.3953401, 16.0387843 50.395369)",yes,,
28765772,Křenkova,residential,False,False,40.102999999999994,,"LINESTRING (16.0413179 50.3908474, 16.0411432 50.3908781, 16.0410338 50.3909361, 16.04092 50.3910724)",,,
28765772,Křenkova,residential,False,True,124.607,,"LINESTRING (16.0413179 50.3908474, 16.0415852 50.390889, 16.0429673 50.391231)",,,
28765771,Křenkova,tertiary,False,False,263.382,28513,"LINESTRING (16.039908 50.3931166, 16.0396368 50.3938925, 16.038895 50.3952086, 16.0387843 50.395369)",,,
28765771,Křenkova,tertiary,False,True,94.603,28513,"LINESTRING (16.039908 50.3931166, 16.040064 50.3926711, 16.0401818 50.392284)",,,
28765781,,residential,False,False,80.491,,"LINESTRING (16.039908 50.3931166, 16.0405783 50.3934141, 16.040797 50.3935619)",,,
28765781,,residential,False,True,80.491,,"LINESTRING (16.040797 50.3935619, 16.0405783 50.3934141, 16.039908 50.3931166)",,,
28765772,Křenkova,residential,False,False,144.548,,"LINESTRING (16.04092 50.3910724, 16.0407632 50.3913527, 16.0401818 50.392284)",,,
28765772,Křenkova,residential,False,True,40.103,,"LINESTRING (16.04092 50.3910724, 16.0410338 50.3909361, 16.0411432 50.3908781, 16.0413179 50.3908474)",,,
28765782,Hakenova,residential,False,False,369.129,,"LINESTRING (16.04092 50.3910724, 16.0411538 50.3911643, 16.0412494 50.3913443, 16.0418673 50.3916266, 16.0420322 50.3917403, 16.0421444 50.3918871, 16.0423228 50.3923714, 16.0425021 50.392736, 16.0429453 50.3931514, 16.0434133 50.3932721, 16.044097 50.3933752)",,,
"[28765785, 28765786]",Podskalní,residential,False,False,269.442,,"LINESTRING (16.0412932 50.3956076, 16.0413259 50.3960749, 16.0412466 50.3961248, 16.0409765 50.3961695, 16.0405613 50.3961902, 16.039961 50.3961839, 16.0396966 50.3961085, 16.0393553 50.3959014, 16.0392382 50.3956345, 16.0392692 50.3954337, 16.0391687 50.3953645)",,,
56066808,Boženy Němcové,residential,True,False,153.71099999999998,,"LINESTRING (16.0412932 50.3956076, 16.0409129 50.3956054, 16.0403858 50.3955598, 16.0396766 50.3954532, 16.0393507 50.3954063, 16.0391687 50.3953645)",,30,
28765792,Lidická,residential,False,True,64.487,,"LINESTRING (16.0453933 50.3941321, 16.0446807 50.3937716)",,,
59849194,Lidická,residential,False,False,51.535,,"LINESTRING (16.0453933 50.3941321, 16.0455194 50.3941192, 16.0461111 50.3940586)",,30,
"[59849209, 61650830]",Legionářská,residential,False,True,86.708,,"LINESTRING (16.0453933 50.3941321, 16.045415 50.3942948, 16.0454649 50.3946679, 16.0454718 50.3947192, 16.0454535 50.3949094)",,,
28765797,Komenského,residential,False,False,133.195,,"LINESTRING (16.0461111 50.3940586, 16.0463898 50.392874)",,,
82088243,Lidická,residential,False,False,76.743,,"LINESTRING (16.0461111 50.3940586, 16.0471226 50.3943046)",,30,
59849194,Lidická,residential,False,True,51.535,,"LINESTRING (16.0461111 50.3940586, 16.0455194 50.3941192, 16.0453933 50.3941321)",,30,
82088243,Lidická,residential,False,True,76.743,,"LINESTRING (16.0471226 50.3943046, 16.0461111 50.3940586)",,30,
331735568,28. října,residential,False,False,145.059,,"LINESTRING (16.0471226 50.3943046, 16.0476632 50.3930464)",,,
82088243,Lidická,residential,False,False,215.399,,"LINESTRING (16.0471226 50.3943046, 16.0492169 50.3946642, 16.0500497 50.394824)",,30,
28765806,Palackého,residential,False,True,130.753,,"LINESTRING (16.0500497 50.394824, 16.0491363 50.3958456)",,,
82088243,Lidická,residential,False,True,215.399,,"LINESTRING (16.0500497 50.394824, 16.0492169 50.3946642, 16.0471226 50.3943046)",,30,
86049951,Na Kamenci,residential,False,False,23.944,,"LINESTRING (16.0480621 50.3920611, 16.0483957 50.3920948)",,,
86049951,Na Kamenci,residential,False,True,102.25200000000001,,"LINESTRING (16.0480621 50.3920611, 16.0474118 50.3920074, 16.0466326 50.3919385)",,,
331735568,28. října,residential,False,True,113.151,,"LINESTRING (16.0480621 50.3920611, 16.0478336 50.3926255, 16.0478246 50.3926476, 16.0476632 50.3930464)",,,
28765796,Legionářská,residential,False,False,36.574,,"LINESTRING (16.045422 50.3952377, 16.0454535 50.3949094)",,,
55087088,třída T. G. Masaryka,tertiary,False,True,113.782,3076,"LINESTRING (16.045422 50.3952377, 16.0469955 50.3954399)",,,
55087088,třída T. G. Masaryka,tertiary,False,False,77.291,3076,"LINESTRING (16.045422 50.3952377, 16.0446288 50.3951343, 16.0443648 50.3950734)",,,
28765797,Komenského,residential,False,True,133.195,,"LINESTRING (16.0463898 50.392874, 16.0461111 50.3940586)",,,
85136953,Nerudova,residential,False,True,112.033,,"LINESTRING (16.0463898 50.392874, 16.0448412 50.3926729)",,,
28765797,Komenského,residential,False,False,105.45,,"LINESTRING (16.0463898 50.392874, 16.0465063 50.3924689, 16.0466326 50.3919385)",,,
85136953,Nerudova,residential,False,False,92.283,,"LINESTRING (16.0463898 50.392874, 16.0471227 50.3929732, 16.0476632 50.3930464)",,,
28765798,Sportovní,residential,False,False,61.376999999999995,,"LINESTRING (16.0460251 50.3902895, 16.0457042 50.3904846, 16.045536 50.3907316)",,,
28765798,Sportovní,residential,False,False,119.09199999999998,,"LINESTRING (16.045536 50.3907316, 16.0453232 50.3910764, 16.045275 50.3914804, 16.0452618 50.3917756)",,,
28765798,Sportovní,residential,False,True,61.376999999999995,,"LINESTRING (16.045536 50.3907316, 16.0457042 50.3904846, 16.0460251 50.3902895)",,,
28765804,Družstevní,residential,False,False,226.05100000000002,,"LINESTRING (16.045536 50.3907316, 16.0464247 50.3908451, 16.0478117 50.3910297, 16.0486598 50.3911395)",,,
28765801,Na Kamenci,residential,False,False,98.851,,"LINESTRING (16.0452618 50.3917756, 16.0466326 50.3919385)",,,
28765798,Sportovní,residential,False,False,105.92399999999999,,"LINESTRING (16.0452618 50.3917756, 16.0452461 50.3920558, 16.0450593 50.3922583, 16.0448775 50.3926039, 16.0448412 50.3926729)",,,
28765798,Sportovní,residential,False,True,119.09199999999998,,"LINESTRING (16.0452618 50.3917756, 16.045275 50.3914804, 16.0453232 50.3910764, 16.045536 50.3907316)",,,
28765801,Na Kamenci,residential,False,True,98.851,,"LINESTRING (16.0466326 50.3919385, 16.0452618 50.3917756)",,,
28765797,Komenského,residential,False,True,105.45,,"LINESTRING (16.0466326 50.3919385, 16.0465063 50.3924689, 16.0463898 50.392874)",,,
86049951,Na Kamenci,residential,False,False,102.25200000000001,,"LINESTRING (16.0466326 50.3919385, 16.0474118 50.3920074, 16.0480621 50.3920611)",,,
85136953,Nerudova,residential,False,False,112.033,,"LINESTRING (16.0448412 50.3926729, 16.0463898 50.392874)",,,
28765798,Sportovní,residential,False,False,123.422,,"LINESTRING (16.0448412 50.3926729, 16.0447061 50.3930019, 16.0446807 50.3937716)",,,
28765798,Sportovní,residential,False,True,105.924,,"LINESTRING (16.0448412 50.3926729, 16.0448775 50.3926039, 16.0450593 50.3922583, 16.0452461 50.3920558, 16.0452618 50.3917756)",,,
331735568,28. října,residential,False,True,145.059,,"LINESTRING (16.0476632 50.3930464, 16.0471226 50.3943046)",,,
85136953,Nerudova,residential,False,True,92.283,,"LINESTRING (16.0476632 50.3930464, 16.0471227 50.3929732, 16.0463898 50.392874)",,,
331735568,28. října,residential,False,False,113.151,,"LINESTRING (16.0476632 50.3930464, 16.0478246 50.3926476, 16.0478336 50.3926255, 16.0480621 50.3920611)",,,
28765803,Žižkova,residential,False,False,98.644,,"LINESTRING (16.0436375 50.3923282, 16.0449816 50.3920986)",,,
232638294,Zelená,secondary,False,False,131.768,304,"LINESTRING (16.0436375 50.3923282, 16.0434636 50.3921333, 16.0431956 50.3917856, 16.0429673 50.391231)",,,
232638294,Zelená,secondary,False,True,124.066,304,"LINESTRING (16.0436375 50.3923282, 16.0437281 50.3926551, 16.0437496 50.3929368, 16.0438497 50.3931768, 16.044097 50.3933752)",,,
28765803,Žižkova,residential,False,True,98.644,,"LINESTRING (16.0449816 50.3920986, 16.0436375 50.3923282)",,,
28765806,Palackého,residential,False,False,130.753,,"LINESTRING (16.0491363 50.3958456, 16.0500497 50.394824)",,,
55087088,třída T. G. Masaryka,tertiary,False,False,36.722,3076,"LINESTRING (16.0491363 50.3958456, 16.048666 50.3957071)",,,
55087089,třída T. G. Masaryka,tertiary,False,True,21.022,3076,"LINESTRING (16.0491363 50.3958456, 16.0493372 50.3959011, 16.0494084 50.3959208)",,,
55087089,třída T. G. Masaryka,tertiary,False,False,21.022,3076,"LINESTRING (16.0494084 50.3959208, 16.0493372 50.3959011, 16.0491363 50.3958456)",,,
28765808,Pivovarská,residential,True,False,92.44,,"LINESTRING (16.0494223 50.3971517, 16.049117 50.3971627, 16.0488851 50.3977817)",,,
86497900,Pivovarská,residential,True,False,138.457,,"LINESTRING (16.0494223 50.3971517, 16.0492699 50.3964044, 16.0493652 50.3960718, 16.0494084 50.3959208)",,,
28765811,Pivovarská,residential,False,False,68.273,,"LINESTRING (16.0488851 50.3977817, 16.0479268 50.3977199)",,,
"[302891334, 302891335]",Pivovarská,residential,False,True,126.27100000000002,,"LINESTRING (16.0488851 50.3977817, 16.0491046 50.3978519, 16.0492724 50.3979056, 16.0504141 50.3978663, 16.0506184 50.3978578)",,,destination
28765809,Pivovarská,residential,True,False,49.603,,"LINESTRING (16.050098 50.3972089, 16.0500401 50.3971727, 16.0496103 50.3971581, 16.0494223 50.3971517)",,,
86498617,Pivovarská,residential,False,False,41.952,,"LINESTRING (16.050098 50.3972089, 16.050188 50.3971172, 16.050148 50.3968493)",,,
28765809,Pivovarská,residential,True,False,90.22,,"LINESTRING (16.0506184 50.3978578, 16.0502764 50.3977329, 16.0501292 50.397617, 16.0500896 50.3975061, 16.050098 50.3972089)",,,
"[302891334, 302891335]",Pivovarská,residential,False,False,126.271,,"LINESTRING (16.0506184 50.3978578, 16.0504141 50.3978663, 16.0492724 50.3979056, 16.0491046 50.3978519, 16.0488851 50.3977817)",,,destination
28765811,Pivovarská,residential,False,True,68.273,,"LINESTRING (16.0479268 50.3977199, 16.0488851 50.3977817)",,,
28766596,Podhradní,residential,False,True,150.863,,"LINESTRING (16.0479268 50.3977199, 16.0480145 50.397656, 16.0479692 50.3970664, 16.0481318 50.3963928)",,,
"[85760584, 85760585, 55087090]",Pivovarská,residential,False,False,85.939,,"LINESTRING (16.0479268 50.3977199, 16.0473047 50.3977341, 16.0471759 50.3977542, 16.04714 50.3977727, 16.047079 50.3980319)",yes,,
80823676,Pivovarská,residential,False,True,73.307,,"LINESTRING (16.0479268 50.3977199, 16.0478041 50.3978146, 16.047716 50.3983481)",,,
80823676,Pivovarská,residential,False,False,73.307,,"LINESTRING (16.047716 50.3983481, 16.0478041 50.3978146, 16.0479268 50.3977199)",,,
55087088,třída T. G. Masaryka,tertiary,False,True,36.722,3076,"LINESTRING (16.048666 50.3957071, 16.0491363 50.3958456)",,,
28766596,Podhradní,residential,False,False,85.132,,"LINESTRING (16.048666 50.3957071, 16.0485354 50.3958748, 16.0481318 50.3963928)",,,
55087088,třída T. G. Masaryka,tertiary,False,False,122.293,3076,"LINESTRING (16.048666 50.3957071, 16.0478612 50.3955452, 16.0476011 50.3955136, 16.0472226 50.3954676, 16.0469955 50.3954399)",,,
28766596,Podhradní,residential,False,False,150.863,,"LINESTRING (16.0481318 50.3963928, 16.0479692 50.3970664, 16.0480145 50.397656, 16.0479268 50.3977199)",,,
28766596,Podhradní,residential,False,True,85.132,,"LINESTRING (16.0481318 50.3963928, 16.0485354 50.3958748, 16.048666 50.3957071)",,,
28766608,,residential,True,False,127.63900000000001,,"LINESTRING (16.0481318 50.3963928, 16.0476147 50.3957626, 16.047457 50.3956786, 16.0473765 50.3956357, 16.0470116 50.3955818)",,,
335539401,,residential,False,False,15.82,,"LINESTRING (16.0470116 50.3955818, 16.0469955 50.3954399)",,,
56066808,Boženy Němcové,residential,True,False,120.41,,"LINESTRING (16.0427674 50.395121, 16.042677 50.3951852, 16.042594 50.3952222, 16.0421926 50.3954243, 16.0417793 50.3955451, 16.0412932 50.3956076)",,30,
28765796,Legionářská,residential,False,True,36.574,,"LINESTRING (16.0454535 50.3949094, 16.045422 50.3952377)",,,
"[59848746, 59849203]",Legionářská,residential,False,False,75.19500000000001,,"LINESTRING (16.0454535 50.3949094, 16.0449354 50.3948331, 16.0446949 50.3947977, 16.0445663 50.3947788, 16.0444199 50.3947573)",,,
"[59849209, 61650830]",Legionářská,residential,False,False,86.708,,"LINESTRING (16.0454535 50.3949094, 16.0454718 50.3947192, 16.0454649 50.3946679, 16.045415 50.3942948, 16.0453933 50.3941321)",,,
9587280,Husovo náměstí,secondary,False,True,35.365,304,"LINESTRING (16.0444199 50.3947573, 16.0443648 50.3950734)",,,
"[475276321, 59849189]",Husovo náměstí,secondary,False,False,111.193,304,"LINESTRING (16.0444199 50.3947573, 16.0444765 50.3944729, 16.0445161 50.3943486, 16.0445204 50.3943352, 16.0446807 50.3937716)",,,
"[59848746, 59849203]",Legionářská,residential,False,True,75.195,,"LINESTRING (16.0444199 50.3947573, 16.0445663 50.3947788, 16.0446949 50.3947977, 16.0449354 50.3948331, 16.0454535 50.3949094)",,,
28765804,Družstevní,residential,False,True,226.051,,"LINESTRING (16.0486598 50.3911395, 16.0478117 50.3910297, 16.0464247 50.3908451, 16.045536 50.3907316)",,,
80813746,Družstevní,residential,False,True,107.863,,"LINESTRING (16.0486598 50.3911395, 16.0485062 50.3916885, 16.0483957 50.3920948)",,,
86049951,Na Kamenci,residential,False,True,23.944,,"LINESTRING (16.0483957 50.3920948, 16.0480621 50.3920611)",,,
80813746,Družstevní,residential,False,False,107.863,,"LINESTRING (16.0483957 50.3920948, 16.0485062 50.3916885, 16.0486598 50.3911395)",,,
"[85760584, 85760585, 55087090]",Pivovarská,residential,False,True,85.939,,"LINESTRING (16.047079 50.3980319, 16.04714 50.3977727, 16.0471759 50.3977542, 16.0473047 50.3977341, 16.0479268 50.3977199)",yes,,
86498617,Pivovarská,residential,False,True,41.952,,"LINESTRING (16.050148 50.3968493, 16.050188 50.3971172, 16.050098 50.3972089)",,,
