osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,bridge,access
31245958,Poříčí,residential,False,False,150.788,"LINESTRING (16.2392627 50.201859, 16.2389351 50.201606, 16.2385163 50.2014606, 16.2382654 50.2013947, 16.2379256 50.2013951, 16.2377509 50.2013853, 16.2375029 50.2012342)",,,,,
"[299318035, 344101692, 344101693]",Vašátkova,primary,False,False,33.815999999999995,"LINESTRING (16.2392627 50.201859, 16.2392997 50.2018129, 16.2394144 50.2016262, 16.2394418 50.2015776)",2,14,50,yes,
303332521,Vašátkova,primary,False,True,176.449,"LINESTRING (16.2392627 50.201859, 16.2391202 50.2020552, 16.2387515 50.2024454, 16.2383653 50.2028411, 16.2380067 50.2032257)",2,14,50,,
31245969,Dobrušská,primary,False,True,31.521,"LINESTRING (16.2360123 50.2055663, 16.2358839 50.2058376)",2,14,50,,
"[344101690, 9586827]",Dobrušská,primary,False,False,178.451,"LINESTRING (16.2360123 50.2055663, 16.2364095 50.2048243, 16.2366906 50.2044905, 16.2370625 50.2041189)",2,14,50,,
31245905,Byzhradecká,tertiary,False,True,196.52700000000002,"LINESTRING (16.2360123 50.2055663, 16.2352867 50.2056069, 16.2348509 50.2056828, 16.2344371 50.205805, 16.2339865 50.2059746, 16.2337385 50.2060455, 16.2334145 50.2060899)",,29845,,,
299318015,Nádražní,residential,False,True,18.353,"LINESTRING (16.2423703 50.2046082, 16.2426237 50.2045776)",,,,,
31245930,Podskalská,residential,False,False,229.24400000000003,"LINESTRING (16.2423703 50.2046082, 16.2419376 50.2048799, 16.2417357 50.2049702, 16.2416434 50.2050016, 16.2415063 50.2050181, 16.2412936 50.2050104, 16.2409924 50.2049597, 16.2406401 50.2048167, 16.2401494 50.2046015, 16.2400019 50.2045652, 16.2397819 50.2045495, 16.2395737 50.2045589)",,,,,
31245934,Kvasinská,secondary,False,False,191.657,"LINESTRING (16.2423703 50.2046082, 16.2418982 50.2044571, 16.241421 50.2043341, 16.240838 50.2041412, 16.2405197 50.2040263, 16.2399748 50.2038253)",,321,,,
31245934,Kvasinská,secondary,False,True,142.942,"LINESTRING (16.2423703 50.2046082, 16.2426063 50.2047541, 16.2429075 50.2049873, 16.2429477 50.2050311, 16.2435193 50.2056537)",,321,,,
31245947,Rychnovská,primary,False,False,124.267,"LINESTRING (16.2425084 50.19929, 16.2414484 50.200178)",2,14,50,,
31245953,Zahradní,residential,False,True,74.646,"LINESTRING (16.2425084 50.19929, 16.2416527 50.1989019)",,,,,
180109098,Domašínská,tertiary,False,False,116.217,"LINESTRING (16.2377923 50.1997697, 16.2380886 50.2002737, 16.2384769 50.2007152)",,321,,,
180109098,Domašínská,tertiary,False,True,107.959,"LINESTRING (16.2377923 50.1997697, 16.2376654 50.1996128, 16.2374798 50.1994642, 16.2368642 50.1990065)",,321,,,
180109099,Litohradská,residential,False,True,104.54599999999999,"LINESTRING (16.2377923 50.1997697, 16.2385298 50.1992198, 16.2387566 50.1990606)",,,,,
31245934,Kvasinská,secondary,False,True,70.438,"LINESTRING (16.2380067 50.2032257, 16.2389025 50.203495)",,321,,,
