osmid,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,access
1044556508,residential,False,False,37.947,"LINESTRING (14.9483167 49.720612, 14.9480112 49.7203337)",,,,
255585571,residential,False,False,125.021,"LINESTRING (14.9483167 49.720612, 14.9481984 49.7208416, 14.9480214 49.7210011, 14.9475815 49.7216254)",,,,
255585573,tertiary,False,False,74.928,"LINESTRING (14.9483167 49.720612, 14.9485937 49.7207015, 14.9487249 49.7208429, 14.9487905 49.7210361, 14.9487957 49.721147)",12512,50,,
255585568,residential,False,False,15.061,"LINESTRING (14.9497672 49.7232792, 14.9496915 49.7234055)",,,,
255585573,tertiary,False,False,22.123,"LINESTRING (14.9497672 49.7232792, 14.9499786 49.7232934, 14.9500722 49.7232821)",12512,50,,
255585573,tertiary,False,True,47.330999999999996,"LINESTRING (14.9497672 49.7232792, 14.9496652 49.7232274, 14.9496421 49.7231135, 14.9496942 49.722964, 14.9497042 49.7228906)",12512,50,,
255585570,residential,False,False,34.207,"LINESTRING (14.9515093 49.7229022, 14.9519215 49.7230559)",,,,
255585573,tertiary,False,False,26.789,"LINESTRING (14.9515093 49.7229022, 14.9517886 49.7227427)",12512,50,,
255585573,tertiary,False,True,112.67999999999999,"LINESTRING (14.9515093 49.7229022, 14.9512537 49.7229987, 14.951072 49.7230672, 14.951023 49.7230816, 14.9509687 49.7230975, 14.9505253 49.7232274, 14.9500722 49.7232821)",12512,50,,
255585573,tertiary,False,False,125.67699999999999,"LINESTRING (14.9536112 49.721663, 14.9538821 49.721834, 14.9539595 49.7219632, 14.9539659 49.7220758, 14.9538434 49.7222259, 14.9536435 49.7224218, 14.9535596 49.7225427, 14.9535518 49.7226399)",12512,50,,
255585573,tertiary,False,True,177.71800000000002,"LINESTRING (14.9536112 49.721663, 14.9522601 49.7224734, 14.9517886 49.7227427)",12512,50,,
677503575,residential,False,True,181.247,"LINESTRING (14.9536112 49.721663, 14.9532736 49.721778, 14.9531055 49.7218535, 14.9518843 49.7225826, 14.9518142 49.7226445, 14.9518046 49.7226813, 14.9517886 49.7227427)",,30,2,
255584712,residential,False,False,255.336,"LINESTRING (14.9567336 49.721901, 14.9563977 49.7219043, 14.9556654 49.7219116, 14.9552648 49.7219537, 14.9547242 49.7221726, 14.9542454 49.7224716, 14.9538644 49.72264, 14.9535518 49.7226399)",,50,,
255584712,residential,False,True,255.33599999999998,"LINESTRING (14.9535518 49.7226399, 14.9538644 49.72264, 14.9542454 49.7224716, 14.9547242 49.7221726, 14.9552648 49.7219537, 14.9556654 49.7219116, 14.9563977 49.7219043, 14.9567336 49.721901)",,50,,
255585573,tertiary,False,False,272.582,"LINESTRING (14.9535518 49.7226399, 14.9534629 49.7237518, 14.9534758 49.7244022, 14.9534822 49.7246773, 14.953637 49.7248816, 14.9537721 49.7250446)",12512,50,,
