osmid,oneway,lanes,ref,highway,maxspeed,width,reversed,length,geometry,junction
14858944,False,,27235,tertiary,50,,False,148.798,"LINESTRING (14.8011948 50.5837825, 14.8000714 50.5826503)",
14858944,False,,27235,tertiary,50,,True,11.689,"LINESTRING (14.8011948 50.5837825, 14.8012868 50.5838699)",
"[1180768633, 32893028, 32893037]",False,,,residential,,,False,933.826,"LINESTRING (14.8011948 50.5837825, 14.8050463 50.5821744, 14.805107 50.582149, 14.8055313 50.5819624, 14.8073279 50.5811726, 14.8077527 50.5810375, 14.8076121 50.5812959, 14.8073279 50.5818182, 14.8072797 50.5819542, 14.807249 50.5820923, 14.8072423 50.5830455, 14.8072285 50.5832361, 14.807206 50.5833771, 14.8071798 50.5834448, 14.8071576 50.583497, 14.8071051 50.5835704, 14.8070517 50.5836244, 14.8069898 50.5836747, 14.8069202 50.5837207, 14.8062551 50.584177)",
331897683,True,,,residential,,,False,129.87900000000002,"LINESTRING (14.8011948 50.5837825, 14.8010301 50.5838549, 14.8008094 50.5838776, 14.8003542 50.5839246, 14.799402 50.5839666)",
14858944,False,,27235,tertiary,50,,True,148.798,"LINESTRING (14.8000714 50.5826503, 14.8011948 50.5837825)",
32893035,True,,,residential,,,False,189.445,"LINESTRING (14.7977971 50.58355, 14.7978441 50.5835147, 14.798482 50.5832685, 14.8000714 50.5826503)",
969859588,False,,,residential,,,True,28.682000000000002,"LINESTRING (14.7977971 50.58355, 14.797593 50.5835274, 14.7974131 50.5835815)",
32893040,False,,,residential,,,True,90.865,"LINESTRING (14.8041736 50.5846971, 14.8043857 50.5845267, 14.80515 50.5848795)",
32893044,False,,,residential,,,True,108.40499999999999,"LINESTRING (14.805091 50.5835491, 14.8059439 50.5840533, 14.8061701 50.5841581, 14.8062551 50.584177)",
890793822,True,1,268,secondary,50,5,False,26.676,"LINESTRING (14.8040624 50.5861403, 14.8038898 50.5862301, 14.8038592 50.586248, 14.8038384 50.5862659, 14.8038217 50.5862833, 14.8038008 50.5863093)",
"[14858947, 970972452]",False,"['2', '3']",268,secondary,50,7.3,True,150.41500000000002,"LINESTRING (14.8040624 50.5861403, 14.8041468 50.5861134, 14.8044966 50.586002, 14.8046625 50.5859483, 14.8049274 50.5858636, 14.8051459 50.5857937, 14.8059647 50.5855312)",
"[970990161, 32893049, 970990162]",False,2,,residential,,5.5,True,168.77599999999998,"LINESTRING (14.8010408 50.5864056, 14.8012473 50.5863319, 14.8016068 50.5862203, 14.8020547 50.5861106, 14.8022742 50.5860471, 14.8023867 50.5860083, 14.8025227 50.5859789, 14.8026312 50.5859552, 14.8027997 50.5859183, 14.8032415 50.5858211)",
32893059,False,,,residential,,,False,46.317,"LINESTRING (14.798528 50.5889498, 14.7990453 50.5886936)",
32893058,False,,,residential,,,False,264.032,"LINESTRING (14.798528 50.5889498, 14.7976872 50.5882923, 14.7976694 50.5881729, 14.7977149 50.5881196, 14.7978645 50.5880481, 14.79941 50.5873095)",
32893058,False,,,residential,,,True,64.957,"LINESTRING (14.798528 50.5889498, 14.7990097 50.5893306, 14.7990228 50.589341, 14.7991151 50.589399)",
32893058,False,,,residential,,,True,264.03200000000004,"LINESTRING (14.79941 50.5873095, 14.7978645 50.5880481, 14.7977149 50.5881196, 14.7976694 50.5881729, 14.7976872 50.5882923, 14.798528 50.5889498)",
32893059,False,,,residential,,,True,46.317,"LINESTRING (14.7990453 50.5886936, 14.798528 50.5889498)",
32893060,False,,,residential,,,False,17.717,"LINESTRING (14.799292 50.5900239, 14.7995307 50.5900731)",
32893062,False,,,residential,,,False,23.332,"LINESTRING (14.799292 50.5900239, 14.7993687 50.590228)",
32893060,False,,,residential,,,True,61.831999999999994,"LINESTRING (14.799292 50.5900239, 14.7991418 50.5898415, 14.7990896 50.5897028, 14.7990243 50.5895992, 14.7989132 50.589534)",
32893060,False,,,residential,,,True,17.717,"LINESTRING (14.7995307 50.5900731, 14.799292 50.5900239)",
970912136,False,,,residential,,,False,20.675,"LINESTRING (14.7995307 50.5900731, 14.7993687 50.590228)",
32893060,False,,,residential,,,False,246.321,"LINESTRING (14.7995307 50.5900731, 14.8020171 50.5888706, 14.802339 50.5887633)",
32893060,False,,,residential,,,True,246.321,"LINESTRING (14.802339 50.5887633, 14.8020171 50.5888706, 14.7995307 50.5900731)",
14858944,False,,27235,tertiary,50,,False,11.689,"LINESTRING (14.8012868 50.5838699, 14.8011948 50.5837825)",
32907024,False,,,residential,,,False,7.575,"LINESTRING (14.8012868 50.5838699, 14.8011892 50.5838982)",
14858944,False,,27235,tertiary,50,,True,107.07,"LINESTRING (14.8012868 50.5838699, 14.8020529 50.5846338, 14.8021014 50.5846821)",
32907024,False,,,residential,,,True,7.575,"LINESTRING (14.8011892 50.5838982, 14.8012868 50.5838699)",
331897682,True,,,residential,,,False,118.68700000000001,"LINESTRING (14.8011892 50.5838982, 14.8012232 50.5843859, 14.80125 50.5846515, 14.8012622 50.584883, 14.8011983 50.5849536)",
971185678,False,2,268,secondary,50,7,False,20.7,"LINESTRING (14.7989132 50.589534, 14.7991151 50.589399)",
32893060,False,,,residential,,,False,61.831999999999994,"LINESTRING (14.7989132 50.589534, 14.7990243 50.5895992, 14.7990896 50.5897028, 14.7991418 50.5898415, 14.799292 50.5900239)",
"[890793821, 970972446]",False,2,268,secondary,50,7,False,114.07699999999998,"LINESTRING (14.8073035 50.5849578, 14.8069604 50.5851175, 14.8067121 50.5852279, 14.8065381 50.5853041, 14.8064169 50.5853535, 14.8063243 50.585392, 14.8062278 50.5854298, 14.8061857 50.5854464, 14.8061571 50.5854576, 14.8061256 50.5854701, 14.8060967 50.5854814, 14.8059647 50.5855312)",
"[970972456, 32893027]",False,2,,residential,,7,False,115.411,"LINESTRING (14.8073035 50.5849578, 14.807235 50.5848981, 14.8071996 50.584868, 14.8068011 50.5845284, 14.8064411 50.5842365, 14.8062551 50.584177)",
"[14858947, 970972452]",False,"['2', '3']",268,secondary,50,7.3,False,150.415,"LINESTRING (14.8059647 50.5855312, 14.8051459 50.5857937, 14.8049274 50.5858636, 14.8046625 50.5859483, 14.8044966 50.586002, 14.8041468 50.5861134, 14.8040624 50.5861403)",
"[890793821, 970972446]",False,2,268,secondary,50,7,True,114.077,"LINESTRING (14.8059647 50.5855312, 14.8060967 50.5854814, 14.8061256 50.5854701, 14.8061571 50.5854576, 14.8061857 50.5854464, 14.8062278 50.5854298, 14.8063243 50.585392, 14.8064169 50.5853535, 14.8065381 50.5853041, 14.8067121 50.5852279, 14.8069604 50.5851175, 14.8073035 50.5849578)",
970972454,False,2,,unclassified,,,True,53.75,"LINESTRING (14.8059647 50.5855312, 14.8060278 50.5855804, 14.8060921 50.5856232, 14.8061391 50.5856575, 14.8061814 50.5856883, 14.8062323 50.5857254, 14.8062665 50.5857503, 14.8064049 50.5858598, 14.806456 50.5859002)",
971185678,False,2,268,secondary,50,7,True,20.7,"LINESTRING (14.7991151 50.589399, 14.7989132 50.589534)",
32893058,False,,,residential,,,False,64.957,"LINESTRING (14.7991151 50.589399, 14.7990228 50.589341, 14.7990097 50.5893306, 14.798528 50.5889498)",
"[971185682, 971185683, 971185684, 971185678]",False,2,268,secondary,50,7,False,424.585,"LINESTRING (14.7991151 50.589399, 14.7992097 50.5893334, 14.7993123 50.589256, 14.7993957 50.5891938, 14.799509 50.5891095, 14.8012887 50.5877665, 14.801833 50.5873633, 14.8021631 50.5871147, 14.8024504 50.5868973, 14.8025644 50.5868164, 14.8026585 50.5867534, 14.8028159 50.5866589, 14.8029399 50.5865937, 14.8030713 50.586529)",
331897683,True,,,residential,,,False,53.342,"LINESTRING (14.799402 50.5839666, 14.7991572 50.5839774, 14.7986483 50.5839999)",
32893033,False,,,residential,,,False,54.49,"LINESTRING (14.7994938 50.5848708, 14.7987241 50.5849069)",
32893033,False,,,residential,,,True,92.934,"LINESTRING (14.7994938 50.5848708, 14.7995352 50.5848688, 14.8003104 50.5848324, 14.8008064 50.5848081)",
331897680,True,,,residential,,,False,100.75099999999999,"LINESTRING (14.7994938 50.5848708, 14.7994835 50.5847773, 14.799402 50.5839666)",
32893033,False,,,residential,,,True,8.11,"LINESTRING (14.8011983 50.5849536, 14.8012717 50.5850097)",
32893033,False,,,residential,,,False,34.159000000000006,"LINESTRING (14.8011983 50.5849536, 14.801073 50.584858, 14.8009584 50.5848117, 14.8008064 50.5848081)",
969859588,False,,,residential,,,False,28.682000000000002,"LINESTRING (14.7974131 50.5835815, 14.797593 50.5835274, 14.7977971 50.58355)",
970990206,True,1,268,secondary,50,6,False,3.271,"LINESTRING (14.8034687 50.5862798, 14.8034765 50.5862508)",roundabout
32893062,False,,,residential,,,True,23.332,"LINESTRING (14.7993687 50.590228, 14.799292 50.5900239)",
970912136,False,,,residential,,,True,20.675,"LINESTRING (14.7993687 50.590228, 14.7995307 50.5900731)",
970972454,False,2,,unclassified,,,False,53.74999999999999,"LINESTRING (14.806456 50.5859002, 14.8064049 50.5858598, 14.8062665 50.5857503, 14.8062323 50.5857254, 14.8061814 50.5856883, 14.8061391 50.5856575, 14.8060921 50.5856232, 14.8060278 50.5855804, 14.8059647 50.5855312)",
"[970990184, 426855135]",True,"['1', '2']",27235,tertiary,50,"['4', '8']",False,50.7,"LINESTRING (14.8034765 50.5862508, 14.8034596 50.586214, 14.8034491 50.5861897, 14.8034348 50.5861663, 14.8033737 50.5860862, 14.8033395 50.586033, 14.8033219 50.5859995, 14.8032415 50.5858211)",
1231984769,True,1,268,secondary,50,6,False,16.351,"LINESTRING (14.8034765 50.5862508, 14.8034964 50.5862242, 14.8035269 50.5862021, 14.8035657 50.5861861, 14.80361 50.5861774, 14.8036563 50.5861766)",roundabout
970990148,True,1,268,secondary,50,5.5,False,40.057,"LINESTRING (14.8035887 50.5863855, 14.8035579 50.5863892, 14.8035163 50.586394, 14.8034764 50.5864017, 14.8034381 50.5864123, 14.8034057 50.5864226, 14.8030713 50.586529)",
970990206,True,1,268,secondary,50,6,False,15.534,"LINESTRING (14.8035887 50.5863855, 14.8035566 50.5863771, 14.8035194 50.5863596, 14.803491 50.5863363, 14.8034737 50.586309, 14.8034687 50.5862798)",roundabout
970990206,True,1,268,secondary,50,6,False,19.178,"LINESTRING (14.8038008 50.5863093, 14.80379 50.5863265, 14.8037848 50.5863349, 14.8037592 50.5863571, 14.8037254 50.5863744, 14.8036859 50.5863856, 14.8036431 50.5863901, 14.8036195 50.586388, 14.8035887 50.5863855)",roundabout
970990201,True,1,268,secondary,50,5.5,False,26.110999999999997,"LINESTRING (14.8037012 50.5861839, 14.8037791 50.5861822, 14.8038566 50.5861765, 14.8039611 50.5861621, 14.8040624 50.5861403)",
1231984768,True,1,268,secondary,50,6,False,16.971000000000004,"LINESTRING (14.8037012 50.5861839, 14.8037426 50.5861994, 14.8037755 50.5862217, 14.8037972 50.5862489, 14.8038058 50.586279, 14.8038008 50.5863093)",roundabout
1231984770,True,1,268,secondary,50,6,False,3.272,"LINESTRING (14.8036563 50.5861766, 14.8037012 50.5861839)",roundabout
