osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,junction,tunnel,access
"[24859562, 1185883805]","['2', '3']",367,náměstí Míru,secondary,50,False,False,77.916,"LINESTRING (17.3886487 49.2968579, 17.388523 49.2969284, 17.3883768 49.2970221, 17.3883097 49.2970778, 17.3882016 49.2971934, 17.3881168 49.2973313, 17.3880729 49.2974314)",6,,,
24859561,,,náměstí Míru,secondary,50,True,False,22.901,"LINESTRING (17.3887316 49.2966845, 17.3887706 49.2966806, 17.38881 49.296683, 17.3888473 49.2966913, 17.3888806 49.2967051, 17.3889079 49.2967237, 17.3889277 49.296746, 17.3889388 49.2967707, 17.3889406 49.2967964)",,roundabout,,
1185883804,3,432,náměstí Míru,secondary,50,False,True,27.069000000000003,"LINESTRING (17.3887316 49.2966845, 17.3887072 49.2966366, 17.3886034 49.2964559)",,,,
39150011,2,432,náměstí Míru,secondary,50,False,True,48.031,"LINESTRING (17.3886034 49.2964559, 17.3884829 49.2962105, 17.3884586 49.296081, 17.3884634 49.2960373)",,,,
144434030,,,náměstí Míru,residential,,True,False,153.09300000000002,"LINESTRING (17.3886034 49.2964559, 17.3884962 49.2963686, 17.388464 49.2963483, 17.3884288 49.2963358, 17.3883977 49.2963332, 17.3883604 49.2963338, 17.388313 49.2963419, 17.3882643 49.2963618, 17.3882318 49.2963879, 17.3882086 49.296423, 17.3881833 49.2964764, 17.3879159 49.2971251, 17.3878392 49.2973112, 17.3878411 49.2973487, 17.3878553 49.2973784, 17.387884 49.2974075)",,,,
1185883804,3,432,náměstí Míru,secondary,50,False,False,27.069000000000003,"LINESTRING (17.3886034 49.2964559, 17.3887072 49.2966366, 17.3887316 49.2966845)",,,,
30588451,,,Ulička,residential,,False,False,48.57,"LINESTRING (17.3876249 49.2984563, 17.387745 49.2984841, 17.3878062 49.2984958, 17.3881824 49.2985675, 17.3882647 49.2985852)",3,,,
39150009,2,367,Kojetínská,secondary,50,False,False,158.214,"LINESTRING (17.3876249 49.2984563, 17.3875568 49.2985822, 17.3874798 49.2987162, 17.3873052 49.2989943, 17.3871826 49.2991769, 17.3870227 49.2994087, 17.3868953 49.2995901, 17.3867696 49.2997645)",6,,,
"[39150009, 1185883806]","['2', '3']",367,Kojetínská,secondary,50,False,True,118.52199999999999,"LINESTRING (17.3876249 49.2984563, 17.3877244 49.2982536, 17.3878226 49.2980312, 17.3879057 49.2978344, 17.3880729 49.2974314)",6,,,
30083313,,,Velké náměstí,residential,,True,False,74.42,"LINESTRING (17.3930637 49.2980753, 17.3926991 49.2982941, 17.3923188 49.2985356)",3,,,
181070596,,,Kovářská,residential,30,True,False,172.61200000000002,"LINESTRING (17.3930637 49.2980753, 17.3926309 49.297788, 17.3925003 49.2977032, 17.3922229 49.2975568, 17.3919876 49.2974771, 17.3917852 49.2973913, 17.3913941 49.2972727, 17.3912999 49.2972428, 17.391139 49.2971916)",,,,
30033537,,,Křižná,residential,,False,False,148.83100000000002,"LINESTRING (17.3953358 49.297314, 17.3946768 49.2976719, 17.3945873 49.2977183, 17.3937688 49.2981783)",3,,,
"[293823524, 1183587629, 293823527]",,,Riegrovo náměstí,residential,30,True,False,84.046,"LINESTRING (17.3953358 49.297314, 17.3954547 49.2973464, 17.3955253 49.2974321, 17.3955985 49.2975276, 17.3959121 49.2979048, 17.3959714 49.2979041)",4,,,
30033537,,,Křižná,residential,,False,True,148.83100000000002,"LINESTRING (17.3937688 49.2981783, 17.3945873 49.2977183, 17.3946768 49.2976719, 17.3953358 49.297314)",3,,,
30033534,,,Riegrovo náměstí,residential,30,False,False,12.105,"LINESTRING (17.394131 49.2973691, 17.3941446 49.2972606)",,,,
30033538,,,Prusinovského,residential,,True,False,102.839,"LINESTRING (17.394131 49.2973691, 17.3932287 49.2979205, 17.3931449 49.2980256)",,,,
30139506,,,Masarykovo náměstí,residential,50,False,False,50.082,"LINESTRING (17.391139 49.2971916, 17.3910252 49.2971856, 17.3908907 49.2971703, 17.3907718 49.2971512, 17.3906694 49.2971314, 17.3905792 49.2971072, 17.3904787 49.2970733)",4,,,
30710218,,,Masarykovo náměstí,residential,,False,True,30.015,"LINESTRING (17.391139 49.2971916, 17.3911176 49.2972753, 17.3911081 49.2973009, 17.3910978 49.2973207, 17.3910728 49.2973553, 17.3910486 49.2973888, 17.3910401 49.2974076, 17.3910402 49.2974275, 17.3910502 49.2974496)",3,,,
1183587630,,,Riegrovo náměstí,residential,30,True,False,127.06099999999999,"LINESTRING (17.391139 49.2971916, 17.3913068 49.2971853, 17.3914316 49.2971763, 17.3916713 49.2971552, 17.3922736 49.2971143, 17.3925801 49.2970958, 17.3928834 49.2970929)",4,,,
39150013,3,367,náměstí Míru,secondary,50,False,False,83.60499999999999,"LINESTRING (17.390071 49.2966989, 17.3897978 49.2967583, 17.389563 49.29679, 17.3893544 49.2968083, 17.3891688 49.2968095, 17.3890461 49.2968025, 17.3889406 49.2967964)",,,,
"[1186181730, 39150014]","['2', '3']",367,Milíčovo náměstí,secondary,50,False,True,137.36999999999998,"LINESTRING (17.390071 49.2966989, 17.390263 49.2966507, 17.3905258 49.2965797, 17.390766 49.296511, 17.3910193 49.2964256, 17.3913997 49.2962756, 17.3914873 49.2962464, 17.3915586 49.2962267, 17.3916548 49.2961996, 17.3917799 49.296173)",,,,
"[30139506, 1186181733]",2,,Masarykovo náměstí,residential,50,False,True,51.61,"LINESTRING (17.390071 49.2966989, 17.3901544 49.296801, 17.3901925 49.2968476, 17.3902351 49.2968961, 17.3902907 49.2969504, 17.3903456 49.296995, 17.3903935 49.2970293, 17.3904787 49.2970733)",4,,,
30139532,,,Jánská,residential,,True,False,22.792,"LINESTRING (17.3912108 49.2976258, 17.3910502 49.2974496)",3,,,
27279685,,,Pilařova,residential,,True,False,145.358,"LINESTRING (17.3912108 49.2976258, 17.3911826 49.2976564, 17.3909715 49.2978848, 17.3910227 49.2980682, 17.3910592 49.298223, 17.3912784 49.2985636, 17.3914641 49.2988298)",3,,,
"[30139506, 1186181733]",2,,Masarykovo náměstí,residential,50,False,False,51.61,"LINESTRING (17.3904787 49.2970733, 17.3903935 49.2970293, 17.3903456 49.296995, 17.3902907 49.2969504, 17.3902351 49.2968961, 17.3901925 49.2968476, 17.3901544 49.296801, 17.390071 49.2966989)",4,,,
30139506,,,Masarykovo náměstí,residential,50,False,True,50.081999999999994,"LINESTRING (17.3904787 49.2970733, 17.3905792 49.2971072, 17.3906694 49.2971314, 17.3907718 49.2971512, 17.3908907 49.2971703, 17.3910252 49.2971856, 17.391139 49.2971916)",4,,,
86657370,,,Malý val,residential,,False,False,352.12300000000005,"LINESTRING (17.3904787 49.2970733, 17.3904194 49.2971292, 17.3903445 49.2971999, 17.390069 49.2974707, 17.3897916 49.2977414, 17.3896135 49.2979074, 17.389508 49.298007, 17.389436 49.2980758, 17.3893988 49.2981242, 17.389373 49.298162, 17.3893513 49.2982058, 17.3893391 49.2982517, 17.3893268 49.2983247, 17.3893177 49.2984145, 17.3893185 49.298532, 17.3893231 49.2986477, 17.3893261 49.2987378, 17.3893607 49.2991782, 17.3894411 49.2993449, 17.3896529 49.2996021, 17.3897881 49.2997165, 17.3900838 49.2998387)",3,,,
30083295,,,Malý val,residential,,True,False,137.109,"LINESTRING (17.3900838 49.2998387, 17.3910976 49.3002012, 17.3917386 49.3004353)",3,,,
86657370,,,Malý val,residential,,False,True,352.12300000000005,"LINESTRING (17.3900838 49.2998387, 17.3897881 49.2997165, 17.3896529 49.2996021, 17.3894411 49.2993449, 17.3893607 49.2991782, 17.3893261 49.2987378, 17.3893231 49.2986477, 17.3893185 49.298532, 17.3893177 49.2984145, 17.3893268 49.2983247, 17.3893391 49.2982517, 17.3893513 49.2982058, 17.389373 49.298162, 17.3893988 49.2981242, 17.389436 49.2980758, 17.389508 49.298007, 17.3896135 49.2979074, 17.3897916 49.2977414, 17.390069 49.2974707, 17.3903445 49.2971999, 17.3904194 49.2971292, 17.3904787 49.2970733)",3,,,
30139681,,,Na Kopečku,residential,,True,False,35.418,"LINESTRING (17.3917386 49.3004353, 17.3916298 49.3006051, 17.3916233 49.3006139, 17.3915404 49.3007263)",4,,,
"[30139798, 976891159]",,,Na Kopečku,residential,,False,False,43.206,"LINESTRING (17.3917386 49.3004353, 17.391858 49.3004701, 17.3919189 49.3004879, 17.391976 49.3005167, 17.3920988 49.3005787, 17.3921096 49.3006241, 17.392125 49.3006888)",3,,,
30083309,,,Sněmovní náměstí,residential,,True,False,69.637,"LINESTRING (17.3931966 49.2994774, 17.3926938 49.2997465, 17.3925383 49.2998296, 17.3924546 49.299875)",3,,,
30083312,,,,residential,,False,True,21.693,"LINESTRING (17.3931966 49.2994774, 17.393268 49.299424, 17.3933037 49.2993722, 17.393329 49.2993068)",3,,,
"[420106876, 856638436, 30083309, 420106877]",,,Sněmovní náměstí,residential,,True,False,81.387,"LINESTRING (17.3924546 49.299875, 17.3924234 49.2998927, 17.392283 49.2999724, 17.3922349 49.3000083, 17.3922184 49.3000207, 17.3921257 49.3000948, 17.3917386 49.3004353)",3,,yes,
27279685,,,Pilařova,residential,,True,False,5.735,"LINESTRING (17.3914641 49.2988298, 17.3915022 49.298875)",3,,,
30139546,,,Křížkovského,residential,,True,False,65.413,"LINESTRING (17.3914641 49.2988298, 17.3918217 49.2986648, 17.3921618 49.298501, 17.3921892 49.2984809)",3,,,
30033462,,,Svatopluka Čecha,residential,,True,False,130.544,"LINESTRING (17.3958311 49.2951365, 17.394188 49.2946569)",4,,,
30710193,,,Nábělkova,residential,,False,False,106.691,"LINESTRING (17.3958311 49.2951365, 17.3959012 49.2960949)",3,,,
31788041,,,Vrchlického,residential,,False,False,158.447,"LINESTRING (17.3933534 49.2959738, 17.394188 49.2946569)",4,,,
42833468,2,432,Velehradská,secondary,50,False,False,39.131,"LINESTRING (17.3900349 49.2944887, 17.389898 49.2946394, 17.3897544 49.2947893)",,,,
42833468,2,432,Velehradská,secondary,50,False,True,33.760000000000005,"LINESTRING (17.3900349 49.2944887, 17.3901826 49.2943218, 17.3902625 49.2942239)",,,,
30710193,,,Nábělkova,residential,,False,True,106.691,"LINESTRING (17.3959012 49.2960949, 17.3958311 49.2951365)",3,,,
104975946,,43215,Havlíčkova,tertiary,50,False,False,140.977,"LINESTRING (17.3868071 49.2953818, 17.3881306 49.2959413, 17.38818 49.2959622, 17.3882471 49.295986, 17.3883045 49.296006, 17.3883603 49.2960202, 17.3884131 49.2960312, 17.3884634 49.2960373)",,,,
"[24859562, 1185883805]","['2', '3']",367,náměstí Míru,secondary,50,False,True,77.916,"LINESTRING (17.3880729 49.2974314, 17.3881168 49.2973313, 17.3882016 49.2971934, 17.3883097 49.2970778, 17.3883768 49.2970221, 17.388523 49.2969284, 17.3886487 49.2968579)",6,,,
30033497,,,Gen. Svobody,residential,,False,False,13.954,"LINESTRING (17.3880729 49.2974314, 17.3879562 49.2974167, 17.387884 49.2974075)",4,,,
"[39150009, 1185883806]","['2', '3']",367,Kojetínská,secondary,50,False,False,118.522,"LINESTRING (17.3880729 49.2974314, 17.3879057 49.2978344, 17.3878226 49.2980312, 17.3877244 49.2982536, 17.3876249 49.2984563)",6,,,
30033542,,,Vejvanovského,residential,,False,True,45.341,"LINESTRING (17.3986165 49.3008409, 17.3982631 49.3005045)",4,,,
874417535,,,Komenského náměstí,residential,,False,True,9.261,"LINESTRING (17.3986343 49.2989351, 17.3987543 49.2989066)",,,,
145199539,2,,Komenského náměstí,residential,30,False,True,53.594,"LINESTRING (17.3986343 49.2989351, 17.3985176 49.2989563, 17.3984484 49.2989736, 17.3983961 49.298992, 17.3983534 49.299007, 17.3979909 49.2991649)",,,,
"[430982464, 1186181731]","['1', '2']",36733,Tovačovského,tertiary,50,True,False,137.734,"LINESTRING (17.3986343 49.2989351, 17.3985435 49.2986422, 17.3985152 49.2985532, 17.3983888 49.2981097, 17.3983312 49.2979505, 17.3982695 49.2977197)",,,,
1186181732,,,Moravcova,residential,30,True,False,13.855,"LINESTRING (17.3964034 49.2977671, 17.3965176 49.297867)",4,,,
145199539,2,,Komenského náměstí,residential,30,False,False,53.594,"LINESTRING (17.3979909 49.2991649, 17.3983534 49.299007, 17.3983961 49.298992, 17.3984484 49.2989736, 17.3985176 49.2989563, 17.3986343 49.2989351)",,,,
145199539,2,,Komenského náměstí,residential,30,False,True,67.205,"LINESTRING (17.3979909 49.2991649, 17.3973027 49.2994835, 17.3972352 49.2995148)",,,,
30033394,,,Tylova,residential,,True,False,126.479,"LINESTRING (17.3978433 49.2971287, 17.3977562 49.2971668, 17.3973487 49.2973346, 17.3972136 49.2973956, 17.3969589 49.29753, 17.396785 49.297619, 17.3965816 49.2977041, 17.3964034 49.2977671)",2,,,
"[430982466, 874417532]",2,36733,Tovačovského,tertiary,50,False,True,72.88199999999999,"LINESTRING (17.3978433 49.2971287, 17.3979764 49.2972688, 17.3980764 49.2973952, 17.3981359 49.2974798, 17.3981897 49.2975661, 17.3982551 49.297692, 17.3982695 49.2977197)",,,,
874417533,3,36733,Tovačovského,tertiary,50,False,False,63.685,"LINESTRING (17.3978433 49.2971287, 17.3978099 49.2970947, 17.3973675 49.2966473)",,,,
874417528,2,36733,Husovo náměstí,tertiary,50,True,False,88.925,"LINESTRING (17.3973675 49.2966473, 17.3972687 49.2965953, 17.3971932 49.296548, 17.3971355 49.2965124, 17.3970593 49.2964688, 17.3969766 49.2964305, 17.3969207 49.2964088, 17.3968627 49.2963896, 17.3967566 49.2963604, 17.3967005 49.296345, 17.3964939 49.2962997, 17.3963107 49.2962713)",,,,
874417533,3,36733,Tovačovského,tertiary,50,False,True,63.685,"LINESTRING (17.3973675 49.2966473, 17.3978099 49.2970947, 17.3978433 49.2971287)",,,,
30033404,,,Spáčilova,residential,40,False,False,7.043,"LINESTRING (17.3988243 49.3000602, 17.3989213 49.3000569)",,,,
"[430982462, 430982470]","['1', '2']",36733,Tovačovského,tertiary,50,True,False,125.93599999999999,"LINESTRING (17.3988243 49.3000602, 17.398771 49.2996382, 17.3987236 49.2993176, 17.3986845 49.2991137, 17.3986343 49.2989351)",,,,
30033398,,,Nerudova,residential,,False,True,125.80099999999999,"LINESTRING (17.399092 49.2957532, 17.3977298 49.2951751, 17.397638 49.2951361)",,,,
30033398,,,Nerudova,residential,,False,False,125.80099999999999,"LINESTRING (17.397638 49.2951361, 17.3977298 49.2951751, 17.399092 49.2957532)",,,,
39150018,2,367,Kotojedská,secondary,50,False,False,95.685,"LINESTRING (17.397638 49.2951361, 17.3984061 49.2945016, 17.3984556 49.2944607)",,,,
"[39150018, 874417524]","['2', '3']",367,Kotojedská,secondary,50,False,True,118.31899999999999,"LINESTRING (17.397638 49.2951361, 17.3969431 49.2956959, 17.3965985 49.2959561)",,,,
"[874417540, 874417541, 30139623]","['1', '2']",36733,Tovačovského,tertiary,50,True,False,170.88100000000003,"LINESTRING (17.3993112 49.3015189, 17.3990798 49.3013188, 17.3990247 49.3012519, 17.3989762 49.3011828, 17.3989262 49.3010957, 17.3988868 49.3010063, 17.3988616 49.3009095, 17.3988428 49.3007858, 17.3988362 49.3006312, 17.3988288 49.3002368, 17.3988243 49.3000602)",,,,
30033501,,,Kpt. Jaroše,residential,,False,False,192.343,"LINESTRING (17.3897544 49.2947893, 17.3897802 49.2948044, 17.3897977 49.294823, 17.3898114 49.2948408, 17.3898294 49.2948754, 17.3898424 49.2949241, 17.3901227 49.2963075, 17.3901856 49.2964869)",3,,,
"[1185883801, 1185883802, 42833468]","['2', '3']",432,Velehradská,secondary,50,False,False,168.10600000000002,"LINESTRING (17.3897544 49.2947893, 17.3895795 49.2949549, 17.3893819 49.2951418, 17.3889115 49.2955684, 17.3886049 49.2958366, 17.3885437 49.2958961, 17.3885135 49.2959334, 17.3884915 49.2959605, 17.3884723 49.2959986, 17.3884634 49.2960373)",,,,
42833468,2,432,Velehradská,secondary,50,False,True,39.131,"LINESTRING (17.3897544 49.2947893, 17.389898 49.2946394, 17.3900349 49.2944887)",,,,
30033503,,,Hanácké náměstí,residential,,False,False,41.482,"LINESTRING (17.3902625 49.2942239, 17.3900941 49.2941728, 17.3900522 49.2941596, 17.3899066 49.2941139, 17.3897866 49.294028)",3,,,
42833468,2,432,Velehradská,secondary,50,False,False,33.760000000000005,"LINESTRING (17.3902625 49.2942239, 17.3901826 49.2943218, 17.3900349 49.2944887)",,,,
30033503,,,Hanácké náměstí,residential,,False,True,41.482,"LINESTRING (17.3897866 49.294028, 17.3899066 49.2941139, 17.3900522 49.2941596, 17.3900941 49.2941728, 17.3902625 49.2942239)",3,,,
30139532,,,Jánská,residential,,True,False,11.196,"LINESTRING (17.3923188 49.2985356, 17.392236 49.2984998, 17.3921892 49.2984809)",3,,,
30033395,,,Riegrovo náměstí,residential,30,True,False,81.919,"LINESTRING (17.3928834 49.2970929, 17.3931163 49.2971151, 17.3933228 49.2971277, 17.3937834 49.2971685, 17.3939933 49.2972158)",4,,,
229652072,,,Riegrovo náměstí,residential,30,True,False,74.699,"LINESTRING (17.3928834 49.2970929, 17.3931545 49.2970629, 17.3939096 49.2970686)",,,,
30033536,,,Šafaříkova,residential,,False,False,114.18799999999999,"LINESTRING (17.3942668 49.2971141, 17.3942765 49.2970709, 17.3943266 49.2968492, 17.3943674 49.2965833, 17.3944028 49.2963175, 17.3944217 49.2961753, 17.3944326 49.2960932)",4,,,
1183587629,,,Riegrovo náměstí,residential,30,True,False,82.27000000000001,"LINESTRING (17.3942668 49.2971141, 17.3944058 49.2971319, 17.3951998 49.2972334, 17.3953358 49.297314)",4,,,
30033395,,,Riegrovo náměstí,residential,30,True,False,18.544,"LINESTRING (17.3941446 49.2972606, 17.3942668 49.2971141)",4,,,
30033534,,,Riegrovo náměstí,residential,30,False,True,12.105,"LINESTRING (17.3941446 49.2972606, 17.394131 49.2973691)",,,,
"[145199539, 38976004]",2,,Komenského náměstí,residential,30,False,False,36.074,"LINESTRING (17.3969381 49.2992546, 17.3969855 49.2992975, 17.3972352 49.2995148)",4,,,
30083313,,,Velké náměstí,residential,,True,False,8.075,"LINESTRING (17.3931449 49.2980256, 17.3930637 49.2980753)",3,,,
30139527,,,Velké náměstí,residential,,True,False,200.344,"LINESTRING (17.3931449 49.2980256, 17.3931294 49.2981489, 17.393183 49.2981859, 17.3939386 49.2987079, 17.3940361 49.2987671, 17.3940785 49.2987928, 17.3941583 49.2988381, 17.3937246 49.2990875, 17.393329 49.2993068)",3,,,
30139527,,,Velké náměstí,residential,,True,False,112.781,"LINESTRING (17.393329 49.2993068, 17.3923188 49.2985356)",3,,,
30083312,,,,residential,,False,False,21.693,"LINESTRING (17.393329 49.2993068, 17.3933037 49.2993722, 17.393268 49.299424, 17.3931966 49.2994774)",3,,,
30139532,,,Jánská,residential,,True,False,119.059,"LINESTRING (17.3921892 49.2984809, 17.3918829 49.298268, 17.3916921 49.2981121, 17.3914663 49.2979056, 17.3913175 49.2977375, 17.3912108 49.2976258)",3,,,
293823527,,,Riegrovo náměstí,residential,30,True,False,34.833,"LINESTRING (17.3959714 49.2979041, 17.3964034 49.2977671)",4,,,
1183587628,,,Riegrovo náměstí,residential,30,True,False,47.739000000000004,"LINESTRING (17.3959714 49.2979041, 17.3961036 49.2979995, 17.3965176 49.297867)",,,,
30139793,,,Chobot,residential,,False,False,71.829,"LINESTRING (17.3900103 49.3012019, 17.3895727 49.3009458, 17.3894394 49.3008402, 17.3893389 49.3008381, 17.3892529 49.3008162)",3,,,
"[30102588, 856638429]",,,Na Sladovnách,residential,,True,False,268.821,"LINESTRING (17.3900103 49.3012019, 17.3897812 49.3013567, 17.3893041 49.3016959, 17.3887864 49.3020383, 17.3883142 49.302431, 17.388061 49.3026014, 17.3878728 49.3026127, 17.3876894 49.3025738, 17.3875304 49.3024781, 17.3873584 49.302403)","['4', '3']",,,
30394900,,,Masarykovo náměstí,residential,,False,False,16.408,"LINESTRING (17.3910502 49.2974496, 17.390996 49.297452, 17.3909548 49.2974512, 17.3909202 49.2974459, 17.3908809 49.2974358, 17.3908358 49.2974177)",,,,
30710218,,,Masarykovo náměstí,residential,,False,False,30.015,"LINESTRING (17.3910502 49.2974496, 17.3910402 49.2974275, 17.3910401 49.2974076, 17.3910486 49.2973888, 17.3910728 49.2973553, 17.3910978 49.2973207, 17.3911081 49.2973009, 17.3911176 49.2972753, 17.391139 49.2971916)",3,,,
86702369,,,Svatopluka Čecha,residential,,False,True,94.164,"LINESTRING (17.3929936 49.2943247, 17.394188 49.2946569)",4,,,
30033511,,,Kollárova,residential,,False,True,224.131,"LINESTRING (17.3929936 49.2943247, 17.3918214 49.2960302, 17.3918118 49.2960441, 17.391799 49.2960688, 17.3917881 49.2960949, 17.3917832 49.2961313, 17.3917799 49.296173)",4,,,
30139793,,,Chobot,residential,,False,True,71.829,"LINESTRING (17.3892529 49.3008162, 17.3893389 49.3008381, 17.3894394 49.3008402, 17.3895727 49.3009458, 17.3900103 49.3012019)",3,,,
30139798,,,Na Kopečku,residential,,False,False,47.577,"LINESTRING (17.392125 49.3006888, 17.3920091 49.3007174, 17.3919107 49.3007416, 17.3918261 49.3007625, 17.3917588 49.3007792, 17.3917014 49.3007934, 17.3916866 49.300797, 17.3916097 49.3007778, 17.3915773 49.3007537, 17.3915404 49.3007263)",3,,,
"[30139798, 976891159]",,,Na Kopečku,residential,,False,True,43.206,"LINESTRING (17.392125 49.3006888, 17.3921096 49.3006241, 17.3920988 49.3005787, 17.391976 49.3005167, 17.3919189 49.3004879, 17.391858 49.3004701, 17.3917386 49.3004353)",3,,,
"[394954072, 30139799]",,,Lázeňská,residential,,False,False,106.40299999999999,"LINESTRING (17.392125 49.3006888, 17.3922158 49.3009717, 17.3921728 49.3012123, 17.3921094 49.3012341, 17.3918244 49.3015643)",2,,,
"[30139681, 30102591]",,,"['Na Kopečku', 'Na Sladovnách']",residential,,True,False,124.95700000000001,"LINESTRING (17.3915404 49.3007263, 17.3913109 49.3008497, 17.3911711 49.3009173, 17.3909722 49.3009809, 17.3907585 49.3010209, 17.3904185 49.3010681, 17.3902911 49.3010934, 17.390185 49.3011261, 17.390072 49.3011751, 17.3900103 49.3012019)",4,,,
30139798,,,Na Kopečku,residential,,False,True,47.577,"LINESTRING (17.3915404 49.3007263, 17.3915773 49.3007537, 17.3916097 49.3007778, 17.3916866 49.300797, 17.3917014 49.3007934, 17.3917588 49.3007792, 17.3918261 49.3007625, 17.3919107 49.3007416, 17.3920091 49.3007174, 17.392125 49.3006888)",3,,,
145199533,,,Blahoslavova,residential,,False,True,101.199,"LINESTRING (17.3954931 49.2999503, 17.3960785 49.299772, 17.3963818 49.2996336, 17.3966933 49.2994924)",3,,,
30139811,,,,residential,,False,False,28.294,"LINESTRING (17.3969215 49.2996988, 17.3966933 49.2994924)",,,,
30139811,,,,residential,,False,True,30.596999999999998,"LINESTRING (17.3969215 49.2996988, 17.3970941 49.299595, 17.3972352 49.2995148)",,,,
"[30405867, 30139812]",,,,residential,,False,False,142.65599999999998,"LINESTRING (17.3969215 49.2996988, 17.3973714 49.3001213, 17.3975377 49.3002775, 17.3977041 49.3004337, 17.3978443 49.3005387, 17.3979888 49.3004525, 17.398126 49.3003706)",3,,,permissive
30139811,,,,residential,,False,True,28.294,"LINESTRING (17.3966933 49.2994924, 17.3969215 49.2996988)",,,,
145199533,,,Blahoslavova,residential,,False,False,101.19899999999998,"LINESTRING (17.3966933 49.2994924, 17.3963818 49.2996336, 17.3960785 49.299772, 17.3954931 49.2999503)",3,,,
145199533,,,Blahoslavova,residential,,False,True,17.363999999999997,"LINESTRING (17.3966933 49.2994924, 17.3968155 49.2994385, 17.3968844 49.2993988)",3,,,
30033542,,,Vejvanovského,residential,,False,False,17.903,"LINESTRING (17.398126 49.3003706, 17.3982631 49.3005045)",4,,,
30033542,,,Vejvanovského,residential,,False,True,115.012,"LINESTRING (17.398126 49.3003706, 17.3972352 49.2995148)",4,,,
"[30405867, 30139812]",,,,residential,,False,True,142.656,"LINESTRING (17.398126 49.3003706, 17.3979888 49.3004525, 17.3978443 49.3005387, 17.3977041 49.3004337, 17.3975377 49.3002775, 17.3973714 49.3001213, 17.3969215 49.2996988)",3,,,permissive
