osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,access,width
136101049,Na Rybníčku,residential,50,False,True,86.90499999999999,"LINESTRING (14.5477658 48.997008, 14.5474967 48.9970958, 14.5474245 48.997104, 14.5469279 48.9971601, 14.5466169 48.9971342)",,,,
181272432,Třeboňská,secondary,50,False,False,133.34799999999998,"LINESTRING (14.5477658 48.997008, 14.5472599 48.9965381, 14.5467617 48.9961524, 14.5466174 48.9960814)",634,,,
431615951,Třeboňská,secondary,50,False,True,36.567,"LINESTRING (14.5363948 48.992673, 14.5368607 48.9927942)",634,,,
431615951,Třeboňská,secondary,50,False,False,79.215,"LINESTRING (14.5363948 48.992673, 14.5360242 48.9925729, 14.5353909 48.9924017)",634,,,
"[30123784, 902773115]",Ke Strážnici,residential,50,False,False,187.012,"LINESTRING (14.5363948 48.992673, 14.5363258 48.992756, 14.53615 48.9929674, 14.5357857 48.9931988, 14.5352189 48.9934899, 14.5350374 48.9937121, 14.5350234 48.993837, 14.5350397 48.9940008)",,,,
30103858,Jivenská,tertiary,50,False,False,13.291,"LINESTRING (14.5466174 48.9960814, 14.5467494 48.996071, 14.5467985 48.9960734)",0342,,,
181272431,Třeboňská,secondary,50,False,False,22.846,"LINESTRING (14.5466174 48.9960814, 14.5465134 48.9960481, 14.5463223 48.9960156)",634,,,
181272432,Třeboňská,secondary,50,False,True,133.348,"LINESTRING (14.5466174 48.9960814, 14.5467617 48.9961524, 14.5472599 48.9965381, 14.5477658 48.997008)",634,,,
262097199,Na Plácku,residential,50,False,False,30.67,"LINESTRING (14.5353909 48.9924017, 14.535413 48.992299, 14.5354438 48.9921566, 14.5354498 48.9921286)",,,,
431615951,Třeboňská,secondary,50,False,False,30.024,"LINESTRING (14.5353909 48.9924017, 14.5350916 48.9923064, 14.5350207 48.9922838)",634,,,
431615951,Třeboňská,secondary,50,False,True,79.215,"LINESTRING (14.5353909 48.9924017, 14.5360242 48.9925729, 14.5363948 48.992673)",634,,,
431615952,Třeboňská,secondary,50,False,False,14.98,"LINESTRING (14.5394336 48.9934691, 14.5392404 48.9934235)",634,,,
431615952,Třeboňská,secondary,50,False,True,54.497,"LINESTRING (14.5394336 48.9934691, 14.5398889 48.9935879, 14.5401355 48.9936353)",634,,,
431617255,Adamovská,tertiary,50,False,True,176.74200000000002,"LINESTRING (14.5394336 48.9934691, 14.5394183 48.9935388, 14.5395207 48.9940636, 14.5396293 48.9946736, 14.5396362 48.9948156, 14.5396199 48.9949594, 14.5395953 48.9950475)",,,,
528147972,,residential,,False,True,13.893,"LINESTRING (14.5416615 48.9895368, 14.5416171 48.9894153)",,,,
902776024,Pod Svahem,residential,50,False,True,67.121,"LINESTRING (14.5416615 48.9895368, 14.5415219 48.9899388, 14.5414947 48.9901293)",,,,
528147972,,residential,,False,False,13.893,"LINESTRING (14.5416171 48.9894153, 14.5416615 48.9895368)",,,,
29734360,Na Výsluní,residential,50,False,False,77.167,"LINESTRING (14.5416171 48.9894153, 14.5413661 48.9894244, 14.5405684 48.9893478)",,,,
29734360,Na Výsluní,residential,50,False,True,77.167,"LINESTRING (14.5405684 48.9893478, 14.5413661 48.9894244, 14.5416171 48.9894153)",,,,
221428387,Lipová,residential,,False,False,69.639,"LINESTRING (14.5414947 48.9901293, 14.5424468 48.9901729)",,,,
663489085,Lipová,residential,,False,True,76.394,"LINESTRING (14.5414947 48.9901293, 14.5414668 48.9901594, 14.5414035 48.9901894, 14.5411505 48.9902698, 14.5407826 48.9903544, 14.5405521 48.9904075)",,,,
902776024,Pod Svahem,residential,50,False,False,67.121,"LINESTRING (14.5414947 48.9901293, 14.5415219 48.9899388, 14.5416615 48.9895368)",,,,
221428388,Lipová,residential,,False,True,121.679,"LINESTRING (14.5398796 48.9904794, 14.5396516 48.9905375, 14.5395053 48.9905532, 14.5393876 48.990545, 14.5384352 48.9903668, 14.5383547 48.9903504, 14.5382839 48.9903235)",,,,
"[29734371, 262097198]",Na Kopečku,residential,50,False,True,118.791,"LINESTRING (14.5398796 48.9904794, 14.5396082 48.9903693, 14.5395047 48.9903218, 14.5393844 48.9902501, 14.5392435 48.9901328, 14.5391571 48.9900359, 14.5389324 48.9897893, 14.5388614 48.9897426, 14.5387889 48.989716)",,,,
902773127,Lipová,residential,,False,False,51.39,"LINESTRING (14.5398796 48.9904794, 14.5401694 48.990401, 14.5403302 48.9903782, 14.5405521 48.9904075)",,,,
29734373,Dlouhá,residential,50,False,False,57.717,"LINESTRING (14.5359573 48.9902661, 14.5361335 48.9903494, 14.5363097 48.9904327, 14.536618 48.9905504)",,,,
182603364,Lipová,residential,50,False,True,174.92000000000002,"LINESTRING (14.5359573 48.9902661, 14.5360063 48.9902207, 14.5361042 48.9901932, 14.5363639 48.9901621, 14.5366647 48.9901626, 14.5369424 48.9901782, 14.5373815 48.9902001, 14.5375984 48.9902236, 14.5378044 48.9902506, 14.5380754 48.9902946, 14.5382839 48.9903235)",,,,
29734341,Na Srbsku,residential,50,False,True,60.972,"LINESTRING (14.5384293 48.9897839, 14.5383986 48.9899212, 14.538317 48.9902411, 14.5382839 48.9903235)",,,,
29734366,Příčná,residential,50,False,False,27.595999999999997,"LINESTRING (14.5384293 48.9897839, 14.5385026 48.9897825, 14.5386691 48.989753, 14.5387889 48.989716)",,,,
29734341,Na Srbsku,residential,50,False,False,60.972,"LINESTRING (14.5382839 48.9903235, 14.538317 48.9902411, 14.5383986 48.9899212, 14.5384293 48.9897839)",,,,
29734364,Mlýnské údolí,residential,,False,False,158.89700000000002,"LINESTRING (14.5382839 48.9903235, 14.5383789 48.9904007, 14.5386023 48.9906801, 14.538714 48.9910088, 14.538739 48.9910233, 14.5390774 48.9912229, 14.5391092 48.9915793)",,,,
182603364,Lipová,residential,50,False,False,174.92000000000002,"LINESTRING (14.5382839 48.9903235, 14.5380754 48.9902946, 14.5378044 48.9902506, 14.5375984 48.9902236, 14.5373815 48.9902001, 14.5369424 48.9901782, 14.5366647 48.9901626, 14.5363639 48.9901621, 14.5361042 48.9901932, 14.5360063 48.9902207, 14.5359573 48.9902661)",,,,
221428388,Lipová,residential,,False,False,121.679,"LINESTRING (14.5382839 48.9903235, 14.5383547 48.9903504, 14.5384352 48.9903668, 14.5393876 48.990545, 14.5395053 48.9905532, 14.5396516 48.9905375, 14.5398796 48.9904794)",,,,
29734364,Mlýnské údolí,residential,,False,False,28.514,"LINESTRING (14.5391092 48.9915793, 14.5389968 48.9918249)",,,,
29734364,Mlýnské údolí,residential,,False,True,158.897,"LINESTRING (14.5391092 48.9915793, 14.5390774 48.9912229, 14.538739 48.9910233, 14.538714 48.9910088, 14.5386023 48.9906801, 14.5383789 48.9904007, 14.5382839 48.9903235)",,,,
262097193,Mlýnské údolí,residential,,False,False,84.467,"LINESTRING (14.5391092 48.9915793, 14.5396722 48.9915449, 14.540011 48.9915464, 14.5402596 48.9915787)",,,,
"[262097163, 625115933]",Dlouhá,residential,,False,True,161.513,"LINESTRING (14.5391092 48.9915793, 14.5390226 48.9915719, 14.5387799 48.9915693, 14.5383883 48.991586, 14.5379497 48.9915605, 14.5377977 48.9915389, 14.5377217 48.9914629, 14.537644 48.9913776, 14.5375679 48.9912654, 14.5375193 48.9912144, 14.5372233 48.9913048)",,,,
29734364,Mlýnské údolí,residential,,False,True,28.514,"LINESTRING (14.5389968 48.9918249, 14.5391092 48.9915793)",,,,
30123775,Lesní,residential,50,False,False,189.00900000000001,"LINESTRING (14.5389968 48.9918249, 14.5398856 48.991762, 14.5405842 48.9917778, 14.5413825 48.991735, 14.5415777 48.9917502)",,,,
902773126,Lesní,residential,50,False,True,131.171,"LINESTRING (14.5389968 48.9918249, 14.5378296 48.9917984, 14.5372043 48.9918482)",,,,
29734366,Příčná,residential,50,False,False,71.651,"LINESTRING (14.5387889 48.989716, 14.5388354 48.9896473, 14.5390059 48.9894755, 14.539174 48.9893647, 14.539421 48.9892346)",,,,
29734366,Příčná,residential,50,False,True,27.595999999999997,"LINESTRING (14.5387889 48.989716, 14.5386691 48.989753, 14.5385026 48.9897825, 14.5384293 48.9897839)",,,,
"[29734371, 262097198]",Na Kopečku,residential,50,False,False,118.791,"LINESTRING (14.5387889 48.989716, 14.5388614 48.9897426, 14.5389324 48.9897893, 14.5391571 48.9900359, 14.5392435 48.9901328, 14.5393844 48.9902501, 14.5395047 48.9903218, 14.5396082 48.9903693, 14.5398796 48.9904794)",,,,
29734366,Příčná,residential,50,False,False,13.518,"LINESTRING (14.539421 48.9892346, 14.5395527 48.9891491)",,,,
29734366,Příčná,residential,50,False,True,71.651,"LINESTRING (14.539421 48.9892346, 14.539174 48.9893647, 14.5390059 48.9894755, 14.5388354 48.9896473, 14.5387889 48.989716)",,,,
"[29734368, 221565081]",Na stráni,residential,50,False,False,156.635,"LINESTRING (14.539421 48.9892346, 14.5394643 48.989337, 14.539499 48.9894418, 14.5395268 48.9899154, 14.5395736 48.990029, 14.5396165 48.990059, 14.5396863 48.9900625, 14.5397506 48.9900537, 14.5399384 48.9900238, 14.5400162 48.9899604, 14.5401154 48.9899058, 14.5402093 48.9898478, 14.5402629 48.9898108, 14.5402844 48.9897686)",,,,
29734366,Příčná,residential,50,False,True,13.518,"LINESTRING (14.5395527 48.9891491, 14.539421 48.9892346)",,,,
29734373,Dlouhá,residential,50,False,False,103.766,"LINESTRING (14.536618 48.9905504, 14.5368248 48.9906401, 14.5369929 48.9907202, 14.5370992 48.990794, 14.5371799 48.9908702, 14.5372234 48.9909527, 14.5372355 48.9910439, 14.5372233 48.9913048)",,,,
29734373,Dlouhá,residential,50,False,True,57.717,"LINESTRING (14.536618 48.9905504, 14.5363097 48.9904327, 14.5361335 48.9903494, 14.5359573 48.9902661)",,,,
29734373,Dlouhá,residential,50,False,False,23.129,"LINESTRING (14.5372056 48.9916402, 14.5372043 48.9918482)",,,,
29734373,Dlouhá,residential,50,False,True,25.078,"LINESTRING (14.5372056 48.9916402, 14.5372175 48.9914148)",,,,
262097199,Na Plácku,residential,50,False,True,26.224,"LINESTRING (14.5372056 48.9916402, 14.5370264 48.9916457, 14.5368464 48.9916439)",,,,
29734373,Dlouhá,residential,50,False,False,41.392,"LINESTRING (14.5372043 48.9918482, 14.5370521 48.9922068)",,,,
29734373,Dlouhá,residential,50,False,True,23.129,"LINESTRING (14.5372043 48.9918482, 14.5372056 48.9916402)",,,,
902773126,Lesní,residential,50,False,False,131.171,"LINESTRING (14.5372043 48.9918482, 14.5378296 48.9917984, 14.5389968 48.9918249)",,,,
29734373,Dlouhá,residential,50,False,True,66.792,"LINESTRING (14.5368607 48.9927942, 14.5370521 48.9922068)",,,,
431615951,Třeboňská,secondary,50,False,False,36.567,"LINESTRING (14.5368607 48.9927942, 14.5363948 48.992673)",634,,,
