osmid,name,highway,oneway,reversed,length,geometry,width,ref,maxspeed,lanes
22731935,U Vlečky,unclassified,False,True,26.701,"LINESTRING (16.609769 49.124705, 16.6097846 49.1246352, 16.6098221 49.1244674)",,,,
239299097,Havlíčkova,unclassified,False,False,183.458,"LINESTRING (16.609769 49.124705, 16.6097576 49.1248171, 16.6097501 49.1248905, 16.6097957 49.1250531, 16.6099202 49.1251693, 16.610037 49.1252247, 16.6101243 49.125266, 16.6111691 49.1257028, 16.6114015 49.1258)",7.2,,,
28022966,Hybešova,residential,False,True,24.214,"LINESTRING (16.6114015 49.1258, 16.611254 49.1259952)",5.7,,,
239299097,Havlíčkova,unclassified,False,True,183.458,"LINESTRING (16.6114015 49.1258, 16.6111691 49.1257028, 16.6101243 49.125266, 16.610037 49.1252247, 16.6099202 49.1251693, 16.6097957 49.1250531, 16.6097501 49.1248905, 16.6097576 49.1248171, 16.609769 49.124705)",7.2,,,
22731935,U Vlečky,unclassified,False,False,26.701,"LINESTRING (16.6098221 49.1244674, 16.6097846 49.1246352, 16.609769 49.124705)",,,,
"[4750600, 678311043]",U Vlečky,unclassified,False,False,284.35799999999995,"LINESTRING (16.6098221 49.1244674, 16.6112811 49.1245702, 16.6118112 49.1245827, 16.6119332 49.1245813, 16.611969 49.1245798, 16.6120351 49.1245771, 16.6123338 49.1245583, 16.6125542 49.1245445, 16.6134976 49.1245173, 16.6137095 49.1244787)",,,,
"[4750600, 678311043]",U Vlečky,unclassified,False,True,284.358,"LINESTRING (16.6137095 49.1244787, 16.6134976 49.1245173, 16.6125542 49.1245445, 16.6123338 49.1245583, 16.6120351 49.1245771, 16.611969 49.1245798, 16.6119332 49.1245813, 16.6118112 49.1245827, 16.6112811 49.1245702, 16.6098221 49.1244674)",,,,
49342272,Masarykova,tertiary,False,False,39.077,"LINESTRING (16.6146889 49.1318583, 16.6147648 49.1322062)",,15278,50,
27466347,Husova,tertiary,False,False,122.907,"LINESTRING (16.6146889 49.1318583, 16.6140846 49.1319265, 16.6130242 49.1320462)",,15280,50,2
28022964,Masarykova,tertiary,False,True,346.58399999999995,"LINESTRING (16.6146889 49.1318583, 16.6145962 49.1315532, 16.614579 49.1313926, 16.614587 49.1310206, 16.6147157 49.1302589, 16.6147112 49.1300621, 16.6145848 49.1293389, 16.614535 49.1287581)",,15278,50,
49342271,náměstí Svobody,tertiary,False,False,272.24999999999994,"LINESTRING (16.6196756 49.1280046, 16.6194006 49.1280211, 16.619182 49.1280463, 16.6187616 49.1280715, 16.6182436 49.1280496, 16.6180074 49.1280178, 16.6177889 49.1279683, 16.6169541 49.1277941, 16.6168696 49.1277857, 16.6161078 49.1277139, 16.616011 49.127702)",,15278,50,
28023522,Za Humny,residential,False,True,123.479,"LINESTRING (16.616011 49.127702, 16.6163875 49.1266192)",,,,
49342271,náměstí Svobody,tertiary,False,False,113.00800000000002,"LINESTRING (16.616011 49.127702, 16.6157618 49.1276823, 16.6153235 49.1276375, 16.6148426 49.1275183, 16.614635 49.1274527, 16.6145214 49.1274499)",,15278,50,
49342271,náměstí Svobody,tertiary,False,True,272.25,"LINESTRING (16.616011 49.127702, 16.6161078 49.1277139, 16.6168696 49.1277857, 16.6169541 49.1277941, 16.6177889 49.1279683, 16.6180074 49.1280178, 16.6182436 49.1280496, 16.6187616 49.1280715, 16.619182 49.1280463, 16.6194006 49.1280211, 16.6196756 49.1280046)",,15278,50,
28022970,Havlíčkova,residential,False,False,117.587,"LINESTRING (16.6145214 49.1274499, 16.614389 49.1273456, 16.6138316 49.1270329, 16.6134429 49.1266721)",,,,
49342271,náměstí Svobody,tertiary,False,True,113.008,"LINESTRING (16.6145214 49.1274499, 16.614635 49.1274527, 16.6148426 49.1275183, 16.6153235 49.1276375, 16.6157618 49.1276823, 16.616011 49.127702)",,15278,50,
711110092,náměstí Svobody,tertiary,False,False,45.24700000000001,"LINESTRING (16.6145214 49.1274499, 16.6144665 49.127507, 16.6144209 49.1276655, 16.6143974 49.1278005, 16.6143834 49.1278418)",,15278,50,
28022964,Masarykova,tertiary,False,False,102.95900000000002,"LINESTRING (16.6143834 49.1278418, 16.6144662 49.1281068, 16.6145446 49.1284272, 16.614537 49.1286936, 16.614535 49.1287581)",,15278,50,
711110092,náměstí Svobody,tertiary,False,True,45.247,"LINESTRING (16.6143834 49.1278418, 16.6143974 49.1278005, 16.6144209 49.1276655, 16.6144665 49.127507, 16.6145214 49.1274499)",,15278,50,
28023514,Ulička,residential,False,False,102.973,"LINESTRING (16.614535 49.1287581, 16.6159481 49.1287076)",,,,
28022964,Masarykova,tertiary,False,False,346.58399999999995,"LINESTRING (16.614535 49.1287581, 16.6145848 49.1293389, 16.6147112 49.1300621, 16.6147157 49.1302589, 16.614587 49.1310206, 16.614579 49.1313926, 16.6145962 49.1315532, 16.6146889 49.1318583)",,15278,50,
28022964,Masarykova,tertiary,False,True,102.959,"LINESTRING (16.614535 49.1287581, 16.614537 49.1286936, 16.6145446 49.1284272, 16.6144662 49.1281068, 16.6143834 49.1278418)",,15278,50,
27466347,Husova,tertiary,False,False,106.058,"LINESTRING (16.6116398 49.1322935, 16.6110537 49.1324008, 16.610432 49.1325171, 16.6102373 49.1325535)",,15280,50,2
27466347,Husova,tertiary,False,True,28.686,"LINESTRING (16.6116398 49.1322935, 16.6118685 49.1322535, 16.6119745 49.132235, 16.6120207 49.1322269)",,15280,50,2
