osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,access
165212755,277,1. máje,secondary,50,False,False,136.067,"LINESTRING (14.9739508 50.5252951, 14.9740138 50.5251612, 14.9740739 50.5249979, 14.9740895 50.5248655, 14.9740846 50.5247655, 14.9740667 50.5246768, 14.9740293 50.5246004, 14.9740131 50.5245719, 14.973981 50.5245475, 14.9739555 50.5245313, 14.9739146 50.5245112, 14.9736739 50.5244328, 14.9734617 50.5243481, 14.9734124 50.5243181, 14.9733903 50.5243019)",,
"[165212755, 161021764]",277,1. máje,secondary,50,False,True,104.32199999999997,"LINESTRING (14.9739508 50.5252951, 14.9738146 50.5254481, 14.973758 50.52552, 14.9737443 50.5255834, 14.9737439 50.5256646, 14.9737609 50.5258369, 14.9738003 50.5260583, 14.9738048 50.5261141, 14.9737984 50.5261447, 14.9737902 50.5261708, 14.9737666 50.5261944)",,
"[610622168, 36915207]",,Sokolovská,residential,"['20', '50']",False,False,189.92100000000002,"LINESTRING (14.9739508 50.5252951, 14.974223 50.5252924, 14.9744669 50.5252654, 14.9753086 50.5249168, 14.9754061 50.5248764, 14.9755504 50.5248166, 14.9755973 50.5247971, 14.9756426 50.5247765, 14.975663 50.5247672, 14.9762793 50.5245105)",,
9561612,610,Masarykovo náměstí,secondary,50,False,False,85.882,"LINESTRING (14.9739622 50.5223043, 14.9740531 50.5223256, 14.9741594 50.5223434, 14.9751574 50.5224335)",,
68276621,277,Masarykovo náměstí,secondary,50,False,True,98.16199999999999,"LINESTRING (14.9739622 50.5223043, 14.9738924 50.5224069, 14.9738171 50.5225916, 14.9737508 50.5227479, 14.9736916 50.5229976, 14.973658 50.5230907, 14.9736213 50.523157)",,
"[960931304, 960931305, 960931306]",610,Víta Nejedlého,secondary,50,False,False,87.173,"LINESTRING (14.9739622 50.5223043, 14.97388 50.5222827, 14.9737852 50.522228, 14.973751 50.5221943, 14.9737272 50.5221708, 14.9737091 50.5221514, 14.9736943 50.5221234, 14.9736725 50.5220437, 14.9736654 50.522016, 14.9735987 50.5217187, 14.9735641 50.5216042)",3,
9561237,610,Víta Nejedlého,secondary,50,False,True,97.127,"LINESTRING (14.9733571 50.5207407, 14.9734345 50.5210803, 14.9734418 50.5211099, 14.9735298 50.5214656, 14.973541 50.5215107, 14.9735641 50.5216042)",,
24904385,,Svatopluka Čecha,residential,,False,True,199.529,"LINESTRING (14.9733571 50.5207407, 14.9732392 50.520776, 14.9708384 50.5212017, 14.9706454 50.521234)",,
24904527,,Jana Švermy,residential,,False,False,104.99799999999999,"LINESTRING (14.9733571 50.5207407, 14.9734765 50.5206642, 14.9745225 50.5202487, 14.9745926 50.5202213)",,
68276616,610,Víta Nejedlého,secondary,50,False,False,84.137,"LINESTRING (14.9733571 50.5207407, 14.9733298 50.5205133, 14.9733039 50.5202215, 14.9732936 50.5200435, 14.9732877 50.5199854)",,
