osmid,highway,oneway,reversed,length,ref,name,geometry,maxspeed,bridge,lanes
1133557868,residential,False,False,124.592,,,"LINESTRING (12.7784055 49.7088615, 12.7766785 49.7087708)",,,
106298286,secondary,False,False,106.22699999999999,195,Strážská,"LINESTRING (12.7784055 49.7088615, 12.7784106 49.709008, 12.7784156 49.7091493, 12.7784645 49.709395, 12.778586 49.709665, 12.7786098 49.7097069, 12.77866 49.709795)",,,
34325258,residential,False,False,26.500999999999998,,Sokolská,"LINESTRING (12.7775142 49.7106905, 12.7776585 49.7107386, 12.7778418 49.7107997)",,,
34325270,secondary,False,True,322.07,605,Nábřežní,"LINESTRING (12.7775142 49.7106905, 12.7770429 49.7106874, 12.7766984 49.7107032, 12.7756139 49.7108078, 12.774912 49.710936, 12.773915 49.71119, 12.77353 49.711236, 12.7731639 49.711188)",50,,
"[356734616, 356734619, 159311700]",secondary,False,True,129.377,200;605,Plzeňská,"LINESTRING (12.7775142 49.7106905, 12.7776347 49.7106108, 12.7780153 49.7102859, 12.7782509 49.7100905, 12.778324 49.7100333, 12.77866 49.709795)",50,yes,
"[258668953, 1181930172]",secondary,False,True,32.321,200,Ruská,"LINESTRING (12.7775142 49.7106905, 12.7774201 49.7107799, 12.7773604 49.7108752, 12.7773546 49.7108845, 12.7773318 49.7109526)",50,,
106298286,secondary,False,True,106.22699999999999,195,Strážská,"LINESTRING (12.77866 49.709795, 12.7786098 49.7097069, 12.778586 49.709665, 12.7784645 49.709395, 12.7784156 49.7091493, 12.7784106 49.709008, 12.7784055 49.7088615)",,,
"[356734616, 356734619, 159311700]",secondary,False,False,129.377,200;605,Plzeňská,"LINESTRING (12.77866 49.709795, 12.778324 49.7100333, 12.7782509 49.7100905, 12.7780153 49.7102859, 12.7776347 49.7106108, 12.7775142 49.7106905)",50,yes,
"[1163879656, 1163879657, 1163879661, 258668941]",secondary,False,True,263.808,200;605,Plzeňská,"LINESTRING (12.77866 49.709795, 12.779046 49.709655, 12.7791821 49.7096252, 12.7793942 49.7095788, 12.7794987 49.709562, 12.7797719 49.7095182, 12.7799813 49.7094897, 12.7801587 49.7094655, 12.7802746 49.7094497, 12.7809237 49.7093028, 12.7811428 49.7092479, 12.781423 49.7091667, 12.7817439 49.7090576, 12.7820694 49.708953)",50,,
27546985,tertiary,False,False,70.221,19854,Přimdská,"LINESTRING (12.7731639 49.711188, 12.773125 49.7112592, 12.7730926 49.7113187, 12.7730017 49.711462, 12.7728491 49.7117853)",,,
34325270,secondary,False,False,322.06999999999994,605,Nábřežní,"LINESTRING (12.7731639 49.711188, 12.77353 49.711236, 12.773915 49.71119, 12.774912 49.710936, 12.7756139 49.7108078, 12.7766984 49.7107032, 12.7770429 49.7106874, 12.7775142 49.7106905)",50,,
34325272,secondary,False,False,7.942,200,Nádražní,"LINESTRING (12.7770116 49.713189, 12.7770515 49.7131224)",50,,
34325265,residential,False,False,25.097,,5. května,"LINESTRING (12.7770116 49.713189, 12.7768596 49.713137, 12.7767779 49.7130354)",,,
816927102,secondary,False,True,27.162,200,Nádražní,"LINESTRING (12.7770116 49.713189, 12.7769521 49.7133052, 12.7769458 49.713427)",50,,2
34325289,residential,True,False,155.05599999999998,,Příční,"LINESTRING (12.7820694 49.708953, 12.7820988 49.7090173, 12.7821393 49.7091061, 12.7820102 49.7095705, 12.7817831 49.7103192)",,,
"[1163879656, 1163879661, 1163879657, 258668941]",secondary,False,False,263.808,200;605,Plzeňská,"LINESTRING (12.7820694 49.708953, 12.7817439 49.7090576, 12.781423 49.7091667, 12.7811428 49.7092479, 12.7809237 49.7093028, 12.7802746 49.7094497, 12.7801587 49.7094655, 12.7799813 49.7094897, 12.7797719 49.7095182, 12.7794987 49.709562, 12.7793942 49.7095788, 12.7791821 49.7096252, 12.779046 49.709655, 12.77866 49.709795)",50,,
27546985,tertiary,False,False,93.71799999999999,19854,Přimdská,"LINESTRING (12.7728491 49.7117853, 12.7728155 49.7118606, 12.7727983 49.7118993, 12.7727731 49.7120084, 12.7727851 49.7121104, 12.7728246 49.7121991, 12.7728622 49.7122471, 12.7728839 49.7122749, 12.772931 49.7123313, 12.7730463 49.7124694, 12.7731295 49.7125691)",,,
