osmid,name,highway,oneway,reversed,length,geometry,ref,bridge,tunnel,maxspeed,junction
31739154,Rusko,residential,False,False,155.737,"LINESTRING (14.9768018 49.9989512, 14.9769542 49.999011, 14.9770861 49.9991065, 14.9771795 49.9992024, 14.9772799 49.999434, 14.9773627 49.9996326, 14.9772693 49.9999018, 14.9772659 50.0002249)",,,,,
"[380427928, 62200009, 380427929]",Rusko,secondary,False,False,103.892,"LINESTRING (14.9768018 49.9989512, 14.9765039 49.9992344, 14.9763573 49.9993619, 14.9761796 49.9995513, 14.9761134 49.9996325, 14.9760657 49.9997177, 14.9760648 49.9997482)",334,yes,,,
208614163,Komenského,secondary,False,False,97.56700000000001,"LINESTRING (14.9760648 49.9997482, 14.9760604 49.9997726, 14.9760684 49.9998024, 14.976104 49.9998584, 14.9762601 50.000029, 14.9765988 50.0003946, 14.9766277 50.0004316, 14.9766411 50.0004631, 14.976633 50.0004954, 14.9766119 50.0005243)",334,,,,
"[380427928, 380427929, 62200009]",Rusko,secondary,False,True,103.892,"LINESTRING (14.9760648 49.9997482, 14.9760657 49.9997177, 14.9761134 49.9996325, 14.9761796 49.9995513, 14.9763573 49.9993619, 14.9765039 49.9992344, 14.9768018 49.9989512)",334,yes,,,
9526482,Komenského,residential,False,False,75.481,"LINESTRING (14.9766119 50.0005243, 14.9768215 50.000617, 14.9770095 50.0011179)",,,,,
31685966,Okružní,secondary,False,False,116.46,"LINESTRING (14.9766119 50.0005243, 14.9765613 50.0005519, 14.9765097 50.0005653, 14.9762803 50.000611, 14.9761757 50.0006265, 14.9759893 50.0006408, 14.9753907 50.0006658, 14.9752705 50.0006831, 14.9751492 50.0007025, 14.9750359 50.0007351)",334,,,,
31739155,Růžová,residential,False,False,409.5189999999999,"LINESTRING (14.9766119 50.0005243, 14.9767973 50.0005635, 14.9769682 50.0005512, 14.9770371 50.0005532, 14.9772245 50.0005928, 14.9774337 50.0006476, 14.9775589 50.0006943, 14.9777587 50.0007904, 14.9779876 50.0009209, 14.9781232 50.0010226, 14.9783047 50.0011737, 14.978775 50.0014868, 14.9790101 50.0016207, 14.9796585 50.0019662, 14.9797317 50.002031, 14.9798657 50.0021496, 14.9799072 50.0021864, 14.9800949 50.0024294, 14.9801687 50.0024544, 14.9802719 50.0024794, 14.9804087 50.0024915, 14.9810322 50.0026188)",,,,,
208614163,Komenského,secondary,False,True,97.567,"LINESTRING (14.9766119 50.0005243, 14.976633 50.0004954, 14.9766411 50.0004631, 14.9766277 50.0004316, 14.9765988 50.0003946, 14.9762601 50.000029, 14.976104 49.9998584, 14.9760684 49.9998024, 14.9760604 49.9997726, 14.9760648 49.9997482)",334,,,,
31685966,Okružní,secondary,False,False,147.272,"LINESTRING (14.9750359 50.0007351, 14.9749795 50.000764, 14.9749077 50.0008152, 14.9747979 50.0009381, 14.9742618 50.0016986, 14.9741827 50.0018154, 14.9741175 50.0019118)",334,,,,
31685966,Okružní,secondary,False,True,116.46,"LINESTRING (14.9750359 50.0007351, 14.9751492 50.0007025, 14.9752705 50.0006831, 14.9753907 50.0006658, 14.9759893 50.0006408, 14.9761757 50.0006265, 14.9762803 50.000611, 14.9765097 50.0005653, 14.9765613 50.0005519, 14.9766119 50.0005243)",334,,,,
31739149,Dlouhá,residential,False,True,197.75900000000001,"LINESTRING (14.9750359 50.0007351, 14.974996 50.0006708, 14.9744639 50.0002601, 14.9738918 49.9999022, 14.9730854 49.999491)",,,,,
