osmid,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,ref,lanes,access
31043759,Pod domy,residential,False,False,58.649,"LINESTRING (15.9915011 50.2009131, 15.9914962 50.2008675, 15.9914467 50.2003868)",,,,,
"[31043763, 42135372, 42135373]",Pitrova,residential,False,True,109.40400000000001,"LINESTRING (15.9915011 50.2009131, 15.9904987 50.2009833, 15.9901689 50.2010135, 15.9899745 50.2010271)",yes,,,,
1146016550,Pitrova,residential,False,False,60.796,"LINESTRING (15.9915011 50.2009131, 15.9922555 50.2008944, 15.9923547 50.2008945)",,40,,,
404023964,Tyršova,secondary,False,False,54.453,"LINESTRING (15.9882882 50.2034145, 15.988153 50.2029325)",,,299,,
404023964,Tyršova,secondary,False,True,45.611,"LINESTRING (15.9882882 50.2034145, 15.9883785 50.2038206)",,,299,,
777281305,Orebitská,residential,False,True,379.094,"LINESTRING (15.9882882 50.2034145, 15.9897848 50.2032707, 15.9900042 50.2032496, 15.9900317 50.2032434, 15.9908802 50.2030525, 15.9915828 50.2032034, 15.9934361 50.2035283)",,,,,
31043780,Na Katovně,residential,False,False,103.59200000000001,"LINESTRING (15.9943219 50.1994691, 15.9946714 50.1992851, 15.9949571 50.1991587, 15.9950451 50.1991198, 15.9951403 50.1991042, 15.9952109 50.19911, 15.9952905 50.1991272, 15.995561 50.1992028)",,30,,1,
335863567,Pardubická,residential,False,False,70.24099999999999,"LINESTRING (15.9943219 50.1994691, 15.9943448 50.1995473, 15.9943669 50.1996571, 15.9943889 50.1997668, 15.9944218 50.199896, 15.9944434 50.1999508, 15.9944651 50.1999889, 15.9944929 50.2000199, 15.9945265 50.2000472, 15.9945693 50.2000644)",,30,,,
"[1028601571, 187491071]",Pardubická,residential,False,True,60.983000000000004,"LINESTRING (15.9943219 50.1994691, 15.9942521 50.1993954, 15.9941064 50.199252, 15.9939184 50.1991327, 15.993758 50.1990673)",,,,,
232863238,Čsl. legií,residential,False,False,76.89500000000001,"LINESTRING (15.9950098 50.2008618, 15.9957741 50.2007537, 15.9960647 50.2007126)",,,,,
607115961,Čsl. legií,residential,False,True,82.975,"LINESTRING (15.9950098 50.2008618, 15.9943034 50.2008988, 15.9939321 50.2008988, 15.9938464 50.2008988)",,40,,,
"[31043800, 1146016551]",Flesarova,tertiary,False,True,42.783,"LINESTRING (15.9950098 50.2008618, 15.995048 50.2010986, 15.9950747 50.2012443)",,30,2992,,
9581176,Žižkova,residential,False,False,103.807,"LINESTRING (15.987352 50.2009861, 15.9877032 50.2010049, 15.9888054 50.2010639)",,,,,
26716289,Heldovo náměstí,secondary,False,False,20.269,"LINESTRING (15.987352 50.2009861, 15.9871829 50.2009922, 15.9870675 50.2009915)",,,299,,
404023964,Tyršova,secondary,False,True,224.262,"LINESTRING (15.987352 50.2009861, 15.9876823 50.2020388, 15.988153 50.2029325)",,,299,,
484679260,Čsl. legií,residential,False,False,13.706,"LINESTRING (15.9960647 50.2007126, 15.9962514 50.2006824)",,,,,
187492757,Pardubická,residential,False,True,52.169999999999995,"LINESTRING (15.9960647 50.2007126, 15.9959358 50.2003897, 15.9958723 50.2003232, 15.9958121 50.2002799)",,,,,
232863238,Čsl. legií,residential,False,True,76.89500000000001,"LINESTRING (15.9960647 50.2007126, 15.9957741 50.2007537, 15.9950098 50.2008618)",,,,,
9587523,Čsl. legií,residential,False,True,147.56799999999998,"LINESTRING (15.9982712 50.2003864, 15.9981669 50.2004081, 15.9980683 50.2004218, 15.9979058 50.2004423, 15.9977408 50.2004572, 15.9973046 50.2005191, 15.9967026 50.200614, 15.9962514 50.2006824)",,,,,
31043766,Čsl. legií,residential,False,False,20.313,"LINESTRING (15.9982712 50.2003864, 15.9982907 50.2004105, 15.9982999 50.2004219, 15.9983341 50.2004506, 15.9983725 50.2004734, 15.9984124 50.2004845, 15.9984821 50.2004919)",,,,,
251786987,Týnišťská,residential,False,True,178.74099999999999,"LINESTRING (15.9982712 50.2003864, 15.9983621 50.2003325, 15.9985024 50.2001734, 15.9987135 50.1999168, 15.9988925 50.1996992, 15.9992842 50.1992141, 15.9995169 50.1989968)",,,,,
"[31043777, 27833823]",Komenského,residential,False,False,122.585,"LINESTRING (15.9958121 50.2002799, 15.9958685 50.2001562, 15.9956397 50.1994713, 15.995561 50.1992028)",,30,,,
187492757,Pardubická,residential,False,False,52.17,"LINESTRING (15.9958121 50.2002799, 15.9958723 50.2003232, 15.9959358 50.2003897, 15.9960647 50.2007126)",,,,,
