osmid,name,highway,oneway,reversed,length,geometry,ref,bridge,maxspeed,access,lanes,junction
32449798,Komenského,residential,True,False,64.953,"LINESTRING (16.0305347 49.8945167, 16.0310272 49.8947958, 16.0312102 49.8949063)",,,,destination,,
9586686,Dukelská,secondary,False,False,57.873,"LINESTRING (16.0305458 49.8929038, 16.0307886 49.8924074)",356,,,,,
9586686,Dukelská,secondary,False,True,82.238,"LINESTRING (16.0305458 49.8929038, 16.0300109 49.893448, 16.0299577 49.8935371)",356,,,,,
32449799,U Stadionu,residential,False,False,37.479,"LINESTRING (16.0305458 49.8929038, 16.0307512 49.8929451, 16.0309319 49.8931058)",,,,,,
345688891,náměstí Plk. Josefa Koukala,secondary,False,False,33.858000000000004,"LINESTRING (16.0282886 49.8931873, 16.0281938 49.8931866, 16.0281127 49.8932014, 16.0280232 49.8932385, 16.0279612 49.8932828, 16.0279193 49.8933374)",305,,,,,
"[9588009, 345688892]","['náměstí Plk. Josefa Koukala', 'Komenského']",secondary,False,True,151.461,"LINESTRING (16.0282886 49.8931873, 16.0283339 49.8931958, 16.0283711 49.8932083, 16.0284304 49.8932371, 16.0284788 49.893276, 16.0284982 49.8932974, 16.0285173 49.8933185, 16.0285354 49.8933584, 16.0285498 49.8934058, 16.02855 49.8934533, 16.0285243 49.8935327, 16.028504 49.893604, 16.0284985 49.8936712, 16.0285146 49.8937574, 16.0286104 49.8938739, 16.0287621 49.8939925, 16.0289497 49.8940838, 16.0290578 49.8941337, 16.0292192 49.8941854, 16.0293266 49.8942115)",305,,,,,
"[369552783, 409002486, 409002487]",Dolská,tertiary,False,True,72.294,"LINESTRING (16.0282886 49.8931873, 16.0282755 49.893085, 16.0282484 49.8930349, 16.0281079 49.8928465, 16.0279091 49.8925914)",30532,,,,1,
517425839,,residential,False,True,35.895,"LINESTRING (16.0301601 49.8940042, 16.0306267 49.8938865)",,,,destination,,
9586686,Dukelská,secondary,False,False,34.576,"LINESTRING (16.0301601 49.8940042, 16.03007 49.8939049, 16.0299474 49.8937256)",356,,,,,
9586686,Dukelská,secondary,False,True,63.419,"LINESTRING (16.0301601 49.8940042, 16.0304455 49.8943201, 16.0305347 49.8945167)",356,,,,,
9588009,Komenského,secondary,False,False,16.85,"LINESTRING (16.0295616 49.8942183, 16.0293266 49.8942115)",305,,,,,
9588009,Komenského,secondary,False,True,84.447,"LINESTRING (16.0295616 49.8942183, 16.0297419 49.8942566, 16.0300153 49.8943692, 16.0305228 49.8946456)",305,,,,,
32449794,Dukelská,residential,True,False,62.114,"LINESTRING (16.0295616 49.8942183, 16.0295927 49.8941192, 16.0298307 49.8938147, 16.0299474 49.8937256)",,,,,,
9586686,Dukelská,secondary,False,False,14.358,"LINESTRING (16.0305228 49.8946456, 16.0305347 49.8945167)",356,,,,,
9588009,Komenského,secondary,False,False,84.447,"LINESTRING (16.0305228 49.8946456, 16.0300153 49.8943692, 16.0297419 49.8942566, 16.0295616 49.8942183)",305,,,,,
"[377265579, 211887887]",Komenského,secondary,False,False,114.661,"LINESTRING (16.0305228 49.8946456, 16.0310697 49.8949668, 16.0316086 49.8952834, 16.0317063 49.8953399)",305,,,,,
9588009,Komenského,secondary,False,True,16.85,"LINESTRING (16.0293266 49.8942115, 16.0295616 49.8942183)",305,,,,,
"[9588009, 345688892]","['náměstí Plk. Josefa Koukala', 'Komenského']",secondary,False,False,151.46099999999998,"LINESTRING (16.0293266 49.8942115, 16.0292192 49.8941854, 16.0290578 49.8941337, 16.0289497 49.8940838, 16.0287621 49.8939925, 16.0286104 49.8938739, 16.0285146 49.8937574, 16.0284985 49.8936712, 16.028504 49.893604, 16.0285243 49.8935327, 16.02855 49.8934533, 16.0285498 49.8934058, 16.0285354 49.8933584, 16.0285173 49.8933185, 16.0284982 49.8932974, 16.0284788 49.893276, 16.0284304 49.8932371, 16.0283711 49.8932083, 16.0283339 49.8931958, 16.0282886 49.8931873)",305,,,,,
345688780,Komenského,residential,True,False,90.99099999999999,"LINESTRING (16.0293266 49.8942115, 16.0292674 49.8942362, 16.0291356 49.8943134, 16.0289561 49.8943946, 16.028471 49.8946034, 16.0283598 49.8946417, 16.0282684 49.8946519)",,,20,,,
345688944,Žižkova,secondary,False,False,64.057,"LINESTRING (16.0310907 49.892074, 16.0316882 49.8916454)",356,,,,,
345688944,Žižkova,secondary,False,True,42.927,"LINESTRING (16.0310907 49.892074, 16.0307886 49.8924074)",356,,,,,
32449796,K Chlumku,residential,True,False,113.16299999999998,"LINESTRING (16.0310907 49.892074, 16.0309352 49.8919701, 16.0308679 49.8919082, 16.0308115 49.8918474, 16.0305126 49.8911464)",,,,,,
30422609,Hamzova,residential,False,False,39.808,"LINESTRING (16.0279091 49.8925914, 16.028238 49.8924409, 16.0282898 49.8924049, 16.0282922 49.8923559)",,,,,,
32449754,Dolská,tertiary,False,True,415.3,"LINESTRING (16.0279091 49.8925914, 16.0277465 49.8923966, 16.0270582 49.891657, 16.0268815 49.8914421, 16.026781 49.891274, 16.026551 49.8906876, 16.0264606 49.8904614, 16.0263597 49.8902405, 16.0263043 49.8900273, 16.0262673 49.8898339, 16.0262716 49.8896365, 16.0263305 49.8893526, 16.0264275 49.8890956)",30532,,,,,
"[409002487, 409002486, 369552783]",Dolská,tertiary,False,False,72.294,"LINESTRING (16.0279091 49.8925914, 16.0281079 49.8928465, 16.0282484 49.8930349, 16.0282755 49.893085, 16.0282886 49.8931873)",30532,,,,1,
30422609,Hamzova,residential,False,True,39.808,"LINESTRING (16.0282922 49.8923559, 16.0282898 49.8924049, 16.028238 49.8924409, 16.0279091 49.8925914)",,,,,,
32449761,Na Výsluní,residential,False,False,442.78,"LINESTRING (16.0282922 49.8923559, 16.0282406 49.8922979, 16.0277538 49.89179, 16.0276866 49.8916706, 16.0276224 49.8912834, 16.0270009 49.8897445, 16.0269779 49.889589, 16.0270451 49.8894712, 16.0271936 49.8893251, 16.0273531 49.8892557, 16.0276168 49.8892058, 16.0283211 49.8891838)",,,,,,
"[610450755, 345688772, 887500342]",Hamzova,residential,False,False,296.511,"LINESTRING (16.0282922 49.8923559, 16.0284582 49.8922511, 16.0291798 49.8919574, 16.0289892 49.8914984, 16.028893 49.8912016, 16.0288888 49.891168, 16.028892 49.8911354, 16.0289019 49.8911173, 16.0289103 49.891109, 16.0289296 49.8911013, 16.0289478 49.8910965, 16.0294938 49.8910055, 16.0296676 49.8909647, 16.0297532 49.8909365, 16.0298838 49.8908873, 16.0300572 49.8908027, 16.0301318 49.8907508, 16.030174 49.8907052, 16.0302203 49.8906446, 16.0302813 49.8905609)",,,,,,
"[32449752, 32449753]","['Jeronýmova', 'Nábřeží']",residential,False,"[False, True]",694.1630000000001,"LINESTRING (16.0264275 49.8890956, 16.0262691 49.8892025, 16.0261299 49.8894743, 16.026031 49.8896995, 16.0259453 49.8899354, 16.0258711 49.8902772, 16.0258567 49.8908042, 16.0258184 49.891269, 16.0257844 49.891571, 16.0258236 49.8919636, 16.0259044 49.8921043, 16.0260864 49.892318, 16.0262707 49.8925414, 16.0263467 49.8927751, 16.0264583 49.8929363, 16.0266374 49.8931403, 16.0266193 49.8932339, 16.0266049 49.8933268, 16.0266054 49.893392, 16.0266367 49.8936445, 16.0268276 49.8938208, 16.0281073 49.8948013)",,,,,,
32449754,Dolská,tertiary,False,False,415.3,"LINESTRING (16.0264275 49.8890956, 16.0263305 49.8893526, 16.0262716 49.8896365, 16.0262673 49.8898339, 16.0263043 49.8900273, 16.0263597 49.8902405, 16.0264606 49.8904614, 16.026551 49.8906876, 16.026781 49.891274, 16.0268815 49.8914421, 16.0270582 49.891657, 16.0277465 49.8923966, 16.0279091 49.8925914)",30532,,,,,
32449761,Na Výsluní,residential,False,True,91.053,"LINESTRING (16.0298966 49.8891498, 16.0297908 49.889147, 16.0294006 49.8891369, 16.0286274 49.8891668)",,,,,,
32449777,Družstevní,residential,True,False,111.61,"LINESTRING (16.0298966 49.8891498, 16.0300446 49.8891152, 16.030125 49.8890969, 16.0302925 49.8890918, 16.0303915 49.8890919, 16.0304878 49.8890956, 16.0305534 49.8891076, 16.0306232 49.8891293, 16.0306925 49.889158, 16.0307882 49.8892238, 16.030892 49.8893387, 16.0309674 49.8894596, 16.0310103 49.8895692)",,,50,,1,
"[369552784, 168022281]",Hamzova,residential,True,False,159.70500000000004,"LINESTRING (16.0302813 49.8905609, 16.0302512 49.8904137, 16.0301228 49.890024, 16.029898 49.8893418, 16.0298973 49.8892404, 16.0298971 49.8892156, 16.0298966 49.8891498)",,,,,,
"[610450755, 345688772, 887500342]",Hamzova,residential,False,True,296.511,"LINESTRING (16.0302813 49.8905609, 16.0302203 49.8906446, 16.030174 49.8907052, 16.0301318 49.8907508, 16.0300572 49.8908027, 16.0298838 49.8908873, 16.0297532 49.8909365, 16.0296676 49.8909647, 16.0294938 49.8910055, 16.0289478 49.8910965, 16.0289296 49.8911013, 16.0289103 49.891109, 16.0289019 49.8911173, 16.028892 49.8911354, 16.0288888 49.891168, 16.028893 49.8912016, 16.0289892 49.8914984, 16.0291798 49.8919574, 16.0284582 49.8922511, 16.0282922 49.8923559)",,,,,,
32449761,Na Výsluní,residential,False,False,22.024,"LINESTRING (16.0283211 49.8891838, 16.0286274 49.8891668)",,,,,,
32449761,Na Výsluní,residential,False,True,442.78000000000003,"LINESTRING (16.0283211 49.8891838, 16.0276168 49.8892058, 16.0273531 49.8892557, 16.0271936 49.8893251, 16.0270451 49.8894712, 16.0269779 49.889589, 16.0270009 49.8897445, 16.0276224 49.8912834, 16.0276866 49.8916706, 16.0277538 49.89179, 16.0282406 49.8922979, 16.0282922 49.8923559)",,,,,,
32449761,Na Výsluní,residential,False,True,22.024,"LINESTRING (16.0286274 49.8891668, 16.0283211 49.8891838)",,,,,,
32449761,Na Výsluní,residential,False,False,91.053,"LINESTRING (16.0286274 49.8891668, 16.0294006 49.8891369, 16.0297908 49.889147, 16.0298966 49.8891498)",,,,,,
32449765,,residential,False,True,175.841,"LINESTRING (16.0286274 49.8891668, 16.0287886 49.8906105, 16.0289965 49.8906115)",,,,,,
"[610450757, 1258653773]",Družstevní,residential,True,False,67.569,"LINESTRING (16.0310103 49.8895692, 16.0310224 49.8895922, 16.0312916 49.8901056, 16.0313122 49.8901449)",,,"['50', '30']",,1,
32449795,Žižkova,secondary,False,True,57.56999999999999,"LINESTRING (16.0322123 49.8912561, 16.032088 49.891383, 16.0316882 49.8916454)",356,,,,,
32449779,Družstevní,residential,False,False,105.87299999999999,"LINESTRING (16.0313122 49.8901449, 16.0318886 49.8900699, 16.0319207 49.8900577, 16.0319286 49.8900333, 16.0318565 49.8897442, 16.0317994 49.8895156)",,,,destination,,
610450757,Družstevní,residential,True,False,86.509,"LINESTRING (16.0313122 49.8901449, 16.0314228 49.8903282, 16.0315566 49.8905732, 16.0317295 49.8908749)",,,30,,1,
32449779,Družstevní,residential,False,True,105.87299999999999,"LINESTRING (16.0317994 49.8895156, 16.0318565 49.8897442, 16.0319286 49.8900333, 16.0319207 49.8900577, 16.0318886 49.8900699, 16.0313122 49.8901449)",,,,destination,,
32449792,Žižkova,residential,False,False,61.742,"LINESTRING (16.0288684 49.8932089, 16.0289241 49.8931854, 16.0289428 49.8931774, 16.0295876 49.8929029)",,,,destination,,
32449792,Žižkova,residential,False,True,61.74199999999999,"LINESTRING (16.0295876 49.8929029, 16.0289428 49.8931774, 16.0289241 49.8931854, 16.0288684 49.8932089)",,,,destination,,
345688769,Dukelská,residential,True,False,75.345,"LINESTRING (16.0295876 49.8929029, 16.0297893 49.8932364, 16.0299577 49.8935371)",,,,,,
9586686,Dukelská,secondary,False,True,57.873,"LINESTRING (16.0307886 49.8924074, 16.0305458 49.8929038)",356,,,,,
345688944,Žižkova,secondary,False,False,42.927,"LINESTRING (16.0307886 49.8924074, 16.0310907 49.892074)",356,,,,,
32449793,Žižkova,residential,True,False,103.94800000000001,"LINESTRING (16.0307886 49.8924074, 16.0304338 49.8925178, 16.0303465 49.8925448, 16.0299806 49.8926604, 16.0298589 49.8927129, 16.0297513 49.89276, 16.0296702 49.8928229, 16.0296183 49.8928702, 16.0295876 49.8929029)",,,,,,
9586686,Dukelská,secondary,False,False,82.238,"LINESTRING (16.0299577 49.8935371, 16.0300109 49.893448, 16.0305458 49.8929038)",356,,,,,
9586686,Dukelská,secondary,False,True,21.125,"LINESTRING (16.0299577 49.8935371, 16.0299354 49.8936229, 16.0299474 49.8937256)",356,,,,,
9586686,Dukelská,secondary,False,False,21.125,"LINESTRING (16.0299474 49.8937256, 16.0299354 49.8936229, 16.0299577 49.8935371)",356,,,,,
9586686,Dukelská,secondary,False,True,34.576,"LINESTRING (16.0299474 49.8937256, 16.03007 49.8939049, 16.0301601 49.8940042)",356,,,,,
345688944,Žižkova,secondary,False,True,64.057,"LINESTRING (16.0316882 49.8916454, 16.0310907 49.892074)",356,,,,,
32449795,Žižkova,secondary,False,False,57.56999999999999,"LINESTRING (16.0316882 49.8916454, 16.032088 49.891383, 16.0322123 49.8912561)",356,,,,,
377265579,Komenského,secondary,False,False,39.781,"LINESTRING (16.0317063 49.8953399, 16.0318348 49.895439, 16.0320313 49.8956294)",305,,,,,
"[377265579, 211887887]",Komenského,secondary,False,True,114.661,"LINESTRING (16.0317063 49.8953399, 16.0316086 49.8952834, 16.0310697 49.8949668, 16.0305228 49.8946456)",305,,,,,
32449799,U Stadionu,residential,False,True,31.465,"LINESTRING (16.0311626 49.8933466, 16.0309319 49.8931058)",,,,,,
32449800,U Stadionu,residential,False,False,237.95599999999996,"LINESTRING (16.0311626 49.8933466, 16.0317571 49.8931679, 16.0321425 49.8930577, 16.0324152 49.892937, 16.0321532 49.8926583, 16.0318492 49.8927896, 16.0314648 49.8929399, 16.0309319 49.8931058)",,,,,,
32449799,U Stadionu,residential,False,False,225.86700000000002,"LINESTRING (16.0311626 49.8933466, 16.0314507 49.8936602, 16.0321502 49.8944475, 16.0312102 49.8949063)",,,,,,
32449798,Komenského,residential,True,False,63.814,"LINESTRING (16.0312102 49.8949063, 16.0316525 49.8951853, 16.0317418 49.8952777, 16.0317063 49.8953399)",,,,destination,,
32449799,U Stadionu,residential,False,True,225.867,"LINESTRING (16.0312102 49.8949063, 16.0321502 49.8944475, 16.0314507 49.8936602, 16.0311626 49.8933466)",,,,,,
32449799,U Stadionu,residential,False,False,31.465,"LINESTRING (16.0309319 49.8931058, 16.0311626 49.8933466)",,,,,,
32449800,U Stadionu,residential,False,True,237.956,"LINESTRING (16.0309319 49.8931058, 16.0314648 49.8929399, 16.0318492 49.8927896, 16.0321532 49.8926583, 16.0324152 49.892937, 16.0321425 49.8930577, 16.0317571 49.8931679, 16.0311626 49.8933466)",,,,,,
32449799,U Stadionu,residential,False,True,37.479,"LINESTRING (16.0309319 49.8931058, 16.0307512 49.8929451, 16.0305458 49.8929038)",,,,,,
32449810,Poděbradova,residential,False,False,90.947,"LINESTRING (16.0320816 49.8968203, 16.0320565 49.896317, 16.0324317 49.896116)",,,,,,
32449815,Poděbradova,secondary,False,False,14.421,"LINESTRING (16.0324317 49.896116, 16.0325121 49.8962349)",305,,,,,
32449810,Poděbradova,residential,False,True,90.947,"LINESTRING (16.0324317 49.896116, 16.0320565 49.896317, 16.0320816 49.8968203)",,,,,,
32449815,Poděbradova,secondary,False,True,44.985,"LINESTRING (16.0324317 49.896116, 16.0323123 49.8959611, 16.0321389 49.8957582)",305,,,,,
32449811,Komenského,residential,False,False,54.589,"LINESTRING (16.0314401 49.8959392, 16.0320313 49.8956294)",,,,,,
32449811,Komenského,residential,False,True,54.589,"LINESTRING (16.0320313 49.8956294, 16.0314401 49.8959392)",,,,,,
377265579,Komenského,secondary,False,False,16.264,"LINESTRING (16.0320313 49.8956294, 16.0321389 49.8957582)",305,,,,,
377265579,Komenského,secondary,False,True,39.781,"LINESTRING (16.0320313 49.8956294, 16.0318348 49.895439, 16.0317063 49.8953399)",305,,,,,
377265579,Komenského,secondary,False,True,16.264,"LINESTRING (16.0321389 49.8957582, 16.0320313 49.8956294)",305,,,,,
32449812,Svatopluka Čecha,residential,False,True,59.29900000000001,"LINESTRING (16.0321389 49.8957582, 16.032376 49.8958309, 16.0325249 49.8959009, 16.0328339 49.8960444)",,,,,,
32449815,Poděbradova,secondary,False,False,44.985,"LINESTRING (16.0321389 49.8957582, 16.0323123 49.8959611, 16.0324317 49.896116)",305,,,,,
32449812,Svatopluka Čecha,residential,False,False,111.02000000000001,"LINESTRING (16.0341482 49.8965533, 16.0339377 49.8965294, 16.0334167 49.8963052, 16.0328339 49.8960444)",,,,,,
32449813,Jiráskova,residential,False,True,131.279,"LINESTRING (16.0341482 49.8965533, 16.0340637 49.8966455, 16.0327026 49.897265)",,,,,,
610450757,Družstevní,residential,True,False,54.982,"LINESTRING (16.0317295 49.8908749, 16.0317688 49.8909162, 16.0317799 49.8909279, 16.0318006 49.89095, 16.0318291 49.8909809, 16.0318539 49.8910079, 16.0319042 49.8910484, 16.0320936 49.8911761, 16.0322123 49.8912561)",,,30,,1,
32449796,K Chlumku,residential,True,False,67.18,"LINESTRING (16.0305126 49.8911464, 16.0302813 49.8905609)",,,,,,
682643795,,residential,True,False,92.256,"LINESTRING (16.0305126 49.8911464, 16.0311855 49.8909933, 16.0317295 49.8908749)",,,,,,
"[345688891, 345688775]","['náměstí Plk. Josefa Koukala', 'Husova']",secondary,False,False,150.697,"LINESTRING (16.0279193 49.8933374, 16.0279024 49.8934076, 16.0279 49.8934826, 16.0279163 49.8935609, 16.027942 49.8936383, 16.0279546 49.893682, 16.0279592 49.8937257, 16.027963 49.893796, 16.0279638 49.8938605, 16.0279731 49.8939345, 16.0279803 49.8940086, 16.028013 49.8941075, 16.0281477 49.894324, 16.0282592 49.8945126, 16.0282881 49.894587, 16.0282854 49.8946165, 16.0282684 49.8946519)",305,,,,,
345688891,náměstí Plk. Josefa Koukala,secondary,False,True,33.858000000000004,"LINESTRING (16.0279193 49.8933374, 16.0279612 49.8932828, 16.0280232 49.8932385, 16.0281127 49.8932014, 16.0281938 49.8931866, 16.0282886 49.8931873)",305,,,,,
345688894,náměstí Plk. Josefa Koukala,residential,False,False,52.64300000000001,"LINESTRING (16.0279193 49.8933374, 16.0277612 49.893316, 16.0276606 49.8933052, 16.0275411 49.8933008, 16.0274716 49.8933016, 16.0273325 49.8933432, 16.027222 49.8933858)",,,,,,
517425839,,residential,False,False,35.895,"LINESTRING (16.0306267 49.8938865, 16.0301601 49.8940042)",,,,destination,,
345688775,Husova,secondary,False,False,20.299999999999997,"LINESTRING (16.0282684 49.8946519, 16.0282495 49.894674, 16.0282106 49.894717, 16.0281588 49.894764, 16.0281073 49.8948013)",305,,,,,
"[345688891, 345688775]","['náměstí Plk. Josefa Koukala', 'Husova']",secondary,False,True,150.69700000000003,"LINESTRING (16.0282684 49.8946519, 16.0282854 49.8946165, 16.0282881 49.894587, 16.0282592 49.8945126, 16.0281477 49.894324, 16.028013 49.8941075, 16.0279803 49.8940086, 16.0279731 49.8939345, 16.0279638 49.8938605, 16.027963 49.893796, 16.0279592 49.8937257, 16.0279546 49.893682, 16.027942 49.8936383, 16.0279163 49.8935609, 16.0279 49.8934826, 16.0279024 49.8934076, 16.0279193 49.8933374)",305,,,,,
603373455,,secondary,True,False,20.881999999999998,"LINESTRING (16.0236298 49.8939113, 16.023676 49.8939017, 16.0237246 49.8939027, 16.0237698 49.8939141, 16.0238063 49.8939348, 16.0238298 49.8939622, 16.0238376 49.8939931)",,,,,,roundabout
"[345688777, 345688778, 603373452]",Husova,secondary,False,True,320.58400000000006,"LINESTRING (16.0238376 49.8939931, 16.0239961 49.8940043, 16.0243883 49.8940873, 16.0252135 49.8943319, 16.0256913 49.8944786, 16.0263769 49.8946155, 16.0265112 49.8946603, 16.0266362 49.8947046, 16.0266972 49.8947312, 16.0268928 49.8948497, 16.0270373 49.894938, 16.0271305 49.8949866, 16.0272268 49.8950215, 16.0273026 49.8950399, 16.0273994 49.8950471, 16.0274879 49.8950485, 16.0275765 49.895043, 16.0276549 49.8950335, 16.0277387 49.8950143, 16.0278108 49.8949878, 16.0278728 49.8949613)",305,yes,,,,
603373455,,secondary,True,False,23.687,"LINESTRING (16.0238376 49.8939931, 16.0238299 49.8940218, 16.0238085 49.8940475, 16.0237757 49.8940675, 16.0237347 49.8940799, 16.0236898 49.8940833, 16.0236455 49.8940774, 16.0235969 49.8940555)",,,,,,roundabout
603373455,,secondary,True,False,18.872,"LINESTRING (16.0235969 49.8940555, 16.0235757 49.8940404, 16.0235579 49.8940128, 16.0235549 49.893983, 16.023567 49.8939541, 16.0235929 49.8939294, 16.0236298 49.8939113)",,,,,,roundabout
608681306,,residential,False,False,31.305,"LINESTRING (16.0328339 49.8960444, 16.0325121 49.8962349)",,,,,,
32449812,Svatopluka Čecha,residential,False,False,59.29900000000001,"LINESTRING (16.0328339 49.8960444, 16.0325249 49.8959009, 16.032376 49.8958309, 16.0321389 49.8957582)",,,,,,
32449812,Svatopluka Čecha,residential,False,True,111.02000000000001,"LINESTRING (16.0328339 49.8960444, 16.0334167 49.8963052, 16.0339377 49.8965294, 16.0341482 49.8965533)",,,,,,
32449815,Poděbradova,secondary,False,True,14.421,"LINESTRING (16.0325121 49.8962349, 16.0324317 49.896116)",305,,,,,
608681306,,residential,False,True,31.305,"LINESTRING (16.0325121 49.8962349, 16.0328339 49.8960444)",,,,,,
32449815,Poděbradova,secondary,False,False,116.314,"LINESTRING (16.0325121 49.8962349, 16.0325995 49.8963837, 16.0326719 49.8966251, 16.0327112 49.8969087, 16.0327026 49.897265)",305,,,,,
345688894,náměstí Plk. Josefa Koukala,residential,False,True,52.642999999999994,"LINESTRING (16.027222 49.8933858, 16.0273325 49.8933432, 16.0274716 49.8933016, 16.0275411 49.8933008, 16.0276606 49.8933052, 16.0277612 49.893316, 16.0279193 49.8933374)",,,,,,
345688798,Pod Ptákem,residential,False,False,120.794,"LINESTRING (16.0287818 49.8958688, 16.0281396 49.895332, 16.0278728 49.8949613)",,,30,,,
32449765,,residential,False,False,175.841,"LINESTRING (16.0289965 49.8906115, 16.0287886 49.8906105, 16.0286274 49.8891668)",,,,,,
