osmid,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,junction,tunnel,width,lanes
"[33414097, 33414098, 9582872, 33499099, 33499100]",40610,"['Na Hrázi', 'U Horní brány']",tertiary,50,False,False,161.362,yes,"LINESTRING (15.4527568 49.1814641, 15.4529207 49.1814939, 15.4532174 49.1815803, 15.4532363 49.181587, 15.4533295 49.1816211, 15.4540992 49.1818504, 15.4541611 49.1818688, 15.4542471 49.1818945, 15.4543791 49.1819671, 15.4544507 49.182028, 15.4545124 49.1820829, 15.4546636 49.1821625)",,,,
316400776,406,,secondary,,True,False,19.4,,"LINESTRING (15.4527568 49.1814641, 15.4527418 49.1814836, 15.4527185 49.1814992, 15.4526891 49.1815096, 15.4526563 49.1815137, 15.4526232 49.1815111, 15.4525928 49.1815022, 15.4525678 49.1814878, 15.4525506 49.1814691)",roundabout,,,
176639812,40610,Svatoanenská,tertiary,50,False,True,38.614999999999995,,"LINESTRING (15.4569431 49.1834176, 15.456761 49.1833134, 15.4565681 49.1831725)",,,,
"[33504326, 181346279]",,Rybniční,residential,,False,True,43.376000000000005,,"LINESTRING (15.4569431 49.1834176, 15.45691 49.1834336, 15.4567862 49.1834936, 15.4566812 49.1835228, 15.4565502 49.183546, 15.4564025 49.1835685)",,,,
9581758,406,9. května,secondary,,False,False,61.756,,"LINESTRING (15.4519392 49.1807892, 15.4515477 49.1804566, 15.451432 49.1803439)",,,,
9581758,406,9. května,secondary,,False,True,81.36500000000001,,"LINESTRING (15.4519392 49.1807892, 15.4523041 49.1811028, 15.4525378 49.1813027, 15.4526007 49.1813784)",,,,
33262406,,Furchova,residential,,True,False,160.077,,"LINESTRING (15.4549868 49.1821943, 15.4551306 49.1821211, 15.455297 49.1820557, 15.455476 49.1819607, 15.4561693 49.1816386, 15.4564936 49.1815078, 15.4566724 49.1814557, 15.4568314 49.1814203)",,,,
33504325,40610,Svatoanenská,tertiary,50,False,False,86.267,,"LINESTRING (15.4549868 49.1821943, 15.4550483 49.1822043, 15.4550949 49.1822256, 15.455341 49.18238, 15.4553753 49.1824023, 15.4556165 49.1825592, 15.4558555 49.1827144)",,,,
33504325,40610,Svatoanenská,tertiary,50,False,True,23.762999999999998,,"LINESTRING (15.4549868 49.1821943, 15.4548593 49.1821834, 15.454766 49.1821752, 15.4547125 49.1821686, 15.4546636 49.1821625)",,,,
"[50485349, 176639813, 33499094, 33499095, 33499096, 33499097]",,"['Palackého', 'U Horní brány', 'náměstí Zachariáše z Hradce']",residential,20,False,True,184.77799999999996,yes,"LINESTRING (15.4546636 49.1821625, 15.4545914 49.1823175, 15.4545922 49.1823393, 15.4545955 49.182365, 15.454623 49.18247, 15.4546331 49.1825195, 15.4546371 49.1825834, 15.454621 49.1826456, 15.4545938 49.1827248, 15.4545375 49.182826, 15.454477 49.1829304, 15.4544002 49.183033, 15.4543038 49.1831885, 15.4541406 49.1834287, 15.4541105 49.1834941, 15.4541055 49.1835386, 15.4540978 49.1836075, 15.4541064 49.1837012, 15.4541041 49.1837486)",,building_passage,,
"[33414097, 33414098, 9582872, 33499099, 33499100]",40610,"['Na Hrázi', 'U Horní brány']",tertiary,50,False,True,161.36200000000002,yes,"LINESTRING (15.4546636 49.1821625, 15.4545124 49.1820829, 15.4544507 49.182028, 15.4543791 49.1819671, 15.4542471 49.1818945, 15.4541611 49.1818688, 15.4540992 49.1818504, 15.4533295 49.1816211, 15.4532363 49.181587, 15.4532174 49.1815803, 15.4529207 49.1814939, 15.4527568 49.1814641)",,,,
33504325,40610,Svatoanenská,tertiary,50,False,False,23.762999999999998,,"LINESTRING (15.4546636 49.1821625, 15.4547125 49.1821686, 15.454766 49.1821752, 15.4548593 49.1821834, 15.4549868 49.1821943)",,,,
50485347,,Těšíkova,residential,,False,False,54.132,,"LINESTRING (15.4565681 49.1831725, 15.4565962 49.1831452, 15.4569841 49.1827687)",,,,
176639812,40610,Svatoanenská,tertiary,50,False,False,38.614999999999995,,"LINESTRING (15.4565681 49.1831725, 15.456761 49.1833134, 15.4569431 49.1834176)",,,,
"[176639812, 33504325]",40610,Svatoanenská,tertiary,50,False,True,72.667,,"LINESTRING (15.4565681 49.1831725, 15.4562075 49.1829293, 15.4558555 49.1827144)",,,,
9581758,406,9. května,secondary,,False,True,61.756,,"LINESTRING (15.451432 49.1803439, 15.4515477 49.1804566, 15.4519392 49.1807892)",,,,
34844213,,Komenského,residential,,False,False,159.351,,"LINESTRING (15.451432 49.1803439, 15.4513371 49.1803667, 15.4508736 49.180478, 15.4493987 49.1807949, 15.449356 49.180804)",,,,
33262405,,Tobiáškova,residential,,False,True,160.47,,"LINESTRING (15.4558555 49.1827144, 15.4558904 49.1826701, 15.4559199 49.1826326, 15.4560466 49.1824685, 15.4564849 49.1819144, 15.4568314 49.1814203)",,,,
"[176639812, 33504325]",40610,Svatoanenská,tertiary,50,False,False,72.667,,"LINESTRING (15.4558555 49.1827144, 15.4562075 49.1829293, 15.4565681 49.1831725)",,,,
33504325,40610,Svatoanenská,tertiary,50,False,True,86.26699999999998,,"LINESTRING (15.4558555 49.1827144, 15.4556165 49.1825592, 15.4553753 49.1824023, 15.455341 49.18238, 15.4550949 49.1822256, 15.4550483 49.1822043, 15.4549868 49.1821943)",,,,
33262405,,Tobiáškova,residential,,False,False,160.46999999999997,,"LINESTRING (15.4568314 49.1814203, 15.4564849 49.1819144, 15.4560466 49.1824685, 15.4559199 49.1826326, 15.4558904 49.1826701, 15.4558555 49.1827144)",,,,
"[33504326, 181346279]",,Rybniční,residential,,False,False,43.376,,"LINESTRING (15.4564025 49.1835685, 15.4565502 49.183546, 15.4566812 49.1835228, 15.4567862 49.1834936, 15.45691 49.1834336, 15.4569431 49.1834176)",,,,
33499101,,,residential,,False,True,18.795,,"LINESTRING (15.4548273 49.1834869, 15.4547831 49.1835367, 15.4547391 49.1835862, 15.4546911 49.1836304)",,,10,
34844206,,Komenského,residential,,False,True,139.127,,"LINESTRING (15.4474361 49.1825554, 15.4474098 49.1824833, 15.4473609 49.1823769, 15.4467178 49.1813973)",,,,
181024764,406,Hradecká,secondary,50,False,True,36.611,,"LINESTRING (15.4474361 49.1825554, 15.4475681 49.1825292, 15.4479181 49.1824598)",,,,2
34844213,,Komenského,residential,,False,False,202.789,,"LINESTRING (15.449356 49.180804, 15.4467178 49.1813973)",,,,
34844213,,Komenského,residential,,False,True,159.35099999999997,,"LINESTRING (15.449356 49.180804, 15.4493987 49.1807949, 15.4508736 49.180478, 15.4513371 49.1803667, 15.451432 49.1803439)",,,,
50406763,,Komenského,residential,,False,True,78.693,,"LINESTRING (15.449356 49.180804, 15.4493828 49.1808459, 15.4497439 49.1814647)",,,,
34844213,,Komenského,residential,,False,True,202.789,,"LINESTRING (15.4467178 49.1813973, 15.449356 49.180804)",,,,
34844206,,Komenského,residential,,False,False,139.12699999999998,,"LINESTRING (15.4467178 49.1813973, 15.4473609 49.1823769, 15.4474098 49.1824833, 15.4474361 49.1825554)",,,,
"[502473051, 50406766]",,Hradecká,residential,,False,True,178.70000000000002,,"LINESTRING (15.4490895 49.1814126, 15.449163 49.1815408, 15.4491647 49.1815571, 15.4491631 49.1815726, 15.4491484 49.1815879, 15.4491248 49.1816014, 15.4490952 49.1816151, 15.4488834 49.1816727, 15.4485993 49.18175, 15.4485384 49.1817714, 15.4484743 49.1817939, 15.448186 49.1818951, 15.4481358 49.1819127, 15.4478656 49.1820006, 15.4478166 49.1820358, 15.4477946 49.1820885, 15.4477922 49.1821333, 15.4478101 49.1821797, 15.4479181 49.1824598)",,,,
181024764,406,Hradecká,secondary,50,False,False,36.611,,"LINESTRING (15.4479181 49.1824598, 15.4475681 49.1825292, 15.4474361 49.1825554)",,,,2
"[27086993, 181024764]",406,Hradecká,secondary,50,False,True,363.2099999999999,,"LINESTRING (15.4479181 49.1824598, 15.4481631 49.1824116, 15.4482385 49.1823965, 15.4483599 49.1823717, 15.4488634 49.1822753, 15.449204 49.1822055, 15.4493844 49.1821656, 15.4495191 49.1821332, 15.4496854 49.182096, 15.4499788 49.1820344, 15.4501174 49.1820072, 15.4502523 49.1819871, 15.4503923 49.1819773, 15.4506655 49.1819758, 15.4507819 49.181977, 15.4512064 49.1819812, 15.4513303 49.1819771, 15.4513991 49.1819713, 15.4514462 49.1819596, 15.4515466 49.1819353, 15.4516074 49.1819084, 15.452036 49.1816685, 15.4522513 49.1815477, 15.4523366 49.1815118, 15.4524402 49.1814879, 15.4525506 49.1814691)",,,,2
"[502473051, 50406766]",,Hradecká,residential,,False,False,178.7,,"LINESTRING (15.4479181 49.1824598, 15.4478101 49.1821797, 15.4477922 49.1821333, 15.4477946 49.1820885, 15.4478166 49.1820358, 15.4478656 49.1820006, 15.4481358 49.1819127, 15.448186 49.1818951, 15.4484743 49.1817939, 15.4485384 49.1817714, 15.4485993 49.18175, 15.4488834 49.1816727, 15.4490952 49.1816151, 15.4491248 49.1816014, 15.4491484 49.1815879, 15.4491631 49.1815726, 15.4491647 49.1815571, 15.449163 49.1815408, 15.4490895 49.1814126)",,,,
50406763,,Komenského,residential,,False,False,78.693,,"LINESTRING (15.4497439 49.1814647, 15.4493828 49.1808459, 15.449356 49.180804)",,,,
50485347,,Těšíkova,residential,,False,True,54.132,,"LINESTRING (15.4569841 49.1827687, 15.4565962 49.1831452, 15.4565681 49.1831725)",,,,
33499101,,,residential,,False,False,47.885000000000005,,"LINESTRING (15.4541041 49.1837486, 15.4541788 49.1837647, 15.4542818 49.1837773, 15.4544114 49.18376, 15.4545817 49.1836864, 15.4546911 49.1836304)",,,10,
"[743532992, 259328050, 501683724, 501683725]",,náměstí Zachariáše z Hradce,residential,20,False,True,405.85900000000004,,"LINESTRING (15.4541041 49.1837486, 15.4541033 49.1837645, 15.4540926 49.1838247, 15.454068 49.1838789, 15.4540081 49.1839612, 15.4538991 49.1840746, 15.4538193 49.1841373, 15.4537589 49.1841918, 15.4537041 49.1842281, 15.4535721 49.1843114, 15.4534216 49.1843937, 15.4533019 49.1844499, 15.4531253 49.1845382, 15.4529948 49.1846054, 15.4528182 49.1846918, 15.452743 49.1847279, 15.4526831 49.18477, 15.4526647 49.1847951, 15.4526478 49.1848312, 15.4526417 49.1848674, 15.4527984 49.1848029, 15.453586 49.1844789, 15.4539516 49.1843288, 15.4544215 49.1841283, 15.4546692 49.1840226, 15.4547972 49.1839693, 15.4549023 49.1839278, 15.4549572 49.1838787, 15.4549572 49.1838269, 15.4549247 49.1837804, 15.4546911 49.1836304)",,,,
"[50485349, 176639813, 33499094, 33499095, 33499096, 33499097]",,"['Palackého', 'U Horní brány', 'náměstí Zachariáše z Hradce']",residential,20,False,False,184.778,yes,"LINESTRING (15.4541041 49.1837486, 15.4541064 49.1837012, 15.4540978 49.1836075, 15.4541055 49.1835386, 15.4541105 49.1834941, 15.4541406 49.1834287, 15.4543038 49.1831885, 15.4544002 49.183033, 15.454477 49.1829304, 15.4545375 49.182826, 15.4545938 49.1827248, 15.454621 49.1826456, 15.4546371 49.1825834, 15.4546331 49.1825195, 15.454623 49.18247, 15.4545955 49.182365, 15.4545922 49.1823393, 15.4545914 49.1823175, 15.4546636 49.1821625)",,building_passage,,
9581758,406,9. května,secondary,,False,False,81.36500000000001,,"LINESTRING (15.4526007 49.1813784, 15.4525378 49.1813027, 15.4523041 49.1811028, 15.4519392 49.1807892)",,,,
367553534,406,,secondary,,True,False,18.906,,"LINESTRING (15.4526007 49.1813784, 15.452634 49.181371, 15.4526692 49.1813709, 15.4527026 49.181378, 15.4527309 49.1813916, 15.4527457 49.1814039, 15.452756 49.181418, 15.4527614 49.1814332, 15.4527617 49.1814488, 15.4527568 49.1814641)",roundabout,,,
"[27086993, 181024764]",406,Hradecká,secondary,50,False,False,363.2100000000001,,"LINESTRING (15.4525506 49.1814691, 15.4524402 49.1814879, 15.4523366 49.1815118, 15.4522513 49.1815477, 15.452036 49.1816685, 15.4516074 49.1819084, 15.4515466 49.1819353, 15.4514462 49.1819596, 15.4513991 49.1819713, 15.4513303 49.1819771, 15.4512064 49.1819812, 15.4507819 49.181977, 15.4506655 49.1819758, 15.4503923 49.1819773, 15.4502523 49.1819871, 15.4501174 49.1820072, 15.4499788 49.1820344, 15.4496854 49.182096, 15.4495191 49.1821332, 15.4493844 49.1821656, 15.449204 49.1822055, 15.4488634 49.1822753, 15.4483599 49.1823717, 15.4482385 49.1823965, 15.4481631 49.1824116, 15.4479181 49.1824598)",,,,2
388157545,406,,secondary,,True,False,11.708000000000002,,"LINESTRING (15.4525506 49.1814691, 15.4525429 49.1814486, 15.4525446 49.1814276, 15.4525556 49.1814078, 15.4525748 49.1813909, 15.4526007 49.1813784)",roundabout,,,
