osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,width,bridge
28542343,Dělnická,residential,False,False,99.342,"LINESTRING (16.3936737 49.1819353, 16.393699 49.1819985, 16.3940203 49.1827995)",,,,,
28771848,Wolkerova,primary,False,True,181.37,"LINESTRING (16.3936737 49.1819353, 16.3935998 49.181955, 16.3935582 49.1819681, 16.3935115 49.1819925, 16.3928852 49.1825438, 16.3925624 49.1828286, 16.3923071 49.1830287, 16.3921966 49.183115, 16.3920908 49.1831808)",23,50,,,
393247780,Brněnská,tertiary,False,True,67.625,"LINESTRING (16.3936737 49.1819353, 16.3934443 49.1818423, 16.3928096 49.1817229)",,,,,
26134078,Tyršova,residential,False,False,102.40799999999999,"LINESTRING (16.3920908 49.1831808, 16.3921395 49.1833066, 16.392178 49.1834061, 16.3924064 49.1840783)",,,,,
28542345,Kpt. Jaroše,residential,False,True,55.454,"LINESTRING (16.3920908 49.1831808, 16.3920459 49.1830804, 16.3920333 49.1829832, 16.3919826 49.1826885)",,,,,
28771848,Wolkerova,primary,False,False,181.36999999999998,"LINESTRING (16.3920908 49.1831808, 16.3921966 49.183115, 16.3923071 49.1830287, 16.3925624 49.1828286, 16.3928852 49.1825438, 16.3935115 49.1819925, 16.3935582 49.1819681, 16.3935998 49.181955, 16.3936737 49.1819353)",23,50,,,
48151951,Trávníky,primary,False,True,107.44,"LINESTRING (16.3920908 49.1831808, 16.3919377 49.1832543, 16.3917623 49.1833116, 16.391455 49.1833893, 16.3912001 49.183431, 16.3908681 49.1834915, 16.3907185 49.1835187)",23,50,,,
25761890,Říčanská,tertiary,False,False,205.277,"LINESTRING (16.3837181 49.1848277, 16.3837297 49.1849198, 16.3837315 49.1850105, 16.383737 49.1850696, 16.3837748 49.1851239, 16.3838298 49.1851727, 16.3839308 49.18521, 16.3846714 49.1855304, 16.3848614 49.185626, 16.3850636 49.1857368, 16.3853403 49.1859168, 16.3856007 49.18609)",00215,,,,
101237687,Na Mýtě,primary,False,False,100.939,"LINESTRING (16.3837181 49.1848277, 16.3837977 49.1848212, 16.3840383 49.1847839, 16.3844789 49.184704, 16.3846999 49.1846669, 16.3848948 49.1846522, 16.3849725 49.1846483, 16.3850741 49.1846523)",23,50,2,,
28542344,Zámecká,tertiary,True,False,257.777,"LINESTRING (16.3850741 49.1846523, 16.3854347 49.1846257, 16.3859229 49.1846488, 16.3864801 49.1846577, 16.3866726 49.1846453, 16.3868168 49.1846174, 16.3869596 49.1845606, 16.3870862 49.1844795, 16.3877434 49.1839027, 16.3878816 49.1837688, 16.387935 49.1837125)",,,,,
101237687,Na Mýtě,primary,False,True,100.93900000000001,"LINESTRING (16.3850741 49.1846523, 16.3849725 49.1846483, 16.3848948 49.1846522, 16.3846999 49.1846669, 16.3844789 49.184704, 16.3840383 49.1847839, 16.3837977 49.1848212, 16.3837181 49.1848277)",23,50,2,,
101237691,Trávníky,primary,False,False,327.51,"LINESTRING (16.3850741 49.1846523, 16.3852367 49.1846637, 16.3856257 49.1847098, 16.386439 49.1847974, 16.3866921 49.1848103, 16.3869196 49.1847938, 16.3870992 49.1847511, 16.3872948 49.184662, 16.3875746 49.1845139, 16.3877514 49.1844385, 16.387957 49.184371, 16.3889893 49.184135, 16.3892781 49.1840513)",23,50,2,,
28542351,Úvoz,residential,True,False,100.763,"LINESTRING (16.3915144 49.1795237, 16.3915292 49.1795726, 16.3915644 49.1796888, 16.3916176 49.1797746, 16.3917899 49.179944, 16.3918917 49.1800277, 16.3920794 49.1801258, 16.3923094 49.1802208)",,,,,
"[216105914, 40773587]",Ve Strži,"['residential', 'living_street']",True,False,141.907,"LINESTRING (16.3915144 49.1795237, 16.3913564 49.1796741, 16.3912462 49.1797302, 16.390946 49.1797942, 16.390788 49.1799073, 16.390606 49.1799612, 16.3902761 49.1800586, 16.3900401 49.180163, 16.3899352 49.1802203)",,,,,
112499655,1. května,tertiary,False,False,264.25,"LINESTRING (16.3915144 49.1795237, 16.3902689 49.1795377, 16.3896564 49.1795942, 16.3879423 49.1798858)",3941,50,,,
112499655,1. května,tertiary,False,False,16.614,"LINESTRING (16.3879423 49.1798858, 16.387721 49.1799232)",3941,50,,,
112499655,1. května,tertiary,False,True,264.25,"LINESTRING (16.3879423 49.1798858, 16.3896564 49.1795942, 16.3902689 49.1795377, 16.3915144 49.1795237)",3941,50,,,
"[216105906, 216105909, 28542350]",Pod Zahrádkami,living_street,False,True,182.78500000000003,"LINESTRING (16.3879423 49.1798858, 16.3881083 49.1801133, 16.3882752 49.1803421, 16.3883053 49.1803703, 16.388352 49.1803961, 16.3884061 49.1804101, 16.3884587 49.1804167, 16.3886186 49.1804238, 16.3889138 49.1803994, 16.3891861 49.1803428, 16.3895801 49.1802737, 16.3899352 49.1802203)",,20,,,
27465402,Zbýšovská,tertiary,False,False,55.691,"LINESTRING (16.3859749 49.1789676, 16.3859958 49.178908, 16.3860726 49.1788357, 16.3865214 49.1786418)",3944,50,,6.5,
"[28771177, 28771091, 38127611]","['Nádražní', '1. května']",tertiary,False,True,183.044,"LINESTRING (16.3859749 49.1789676, 16.3861182 49.1790386, 16.3862794 49.1791403, 16.3863789 49.1792437, 16.3864517 49.1793128, 16.386687 49.1795761, 16.3867591 49.1796568, 16.3869262 49.1797369, 16.3871215 49.1799187, 16.3871942 49.179961, 16.3872606 49.1799802, 16.3873221 49.1799857, 16.3874032 49.1799783, 16.387721 49.1799232)",3941,50,2,6.5,yes
28620843,,unclassified,False,False,42.302,"LINESTRING (16.3869186 49.1783921, 16.3870762 49.178443, 16.3871181 49.1787071)",,,,,
681187499,Zbýšovská,tertiary,False,True,40.917,"LINESTRING (16.3869186 49.1783921, 16.386862 49.1784697, 16.3867875 49.1785172, 16.3865214 49.1786418)",3944,50,,,
28542343,Dělnická,residential,False,True,105.215,"LINESTRING (16.3943891 49.1837145, 16.3940203 49.1827995)",,,,,
51113304,Dělnická,residential,False,True,49.833,"LINESTRING (16.3943891 49.1837145, 16.3945642 49.1841478)",,,,,
107343773,Havířská,residential,False,False,149.675,"LINESTRING (16.3943891 49.1837145, 16.3924064 49.1840783)",,,,,
107343773,Havířská,residential,False,True,149.675,"LINESTRING (16.3924064 49.1840783, 16.3943891 49.1837145)",,,,,
26134078,Tyršova,residential,False,False,96.619,"LINESTRING (16.3924064 49.1840783, 16.3924759 49.1844937, 16.3925088 49.1848074, 16.392534 49.184943)",,,,,
26134078,Tyršova,residential,False,True,102.408,"LINESTRING (16.3924064 49.1840783, 16.392178 49.1834061, 16.3921395 49.1833066, 16.3920908 49.1831808)",,,,,
26134078,Tyršova,residential,False,False,95.328,"LINESTRING (16.3926119 49.1852102, 16.3929052 49.1860458)",,,,,
26134078,Tyršova,residential,False,True,30.246,"LINESTRING (16.3926119 49.1852102, 16.392534 49.184943)",,,,,
26134078,Tyršova,residential,False,True,95.328,"LINESTRING (16.3929052 49.1860458, 16.3926119 49.1852102)",,,,,
"[868411827, 26134078]",Tyršova,residential,False,False,208.41500000000002,"LINESTRING (16.3929052 49.1860458, 16.3929894 49.186273, 16.3931927 49.1868222, 16.3933465 49.1872374, 16.393426 49.1872574, 16.3935077 49.1872522, 16.3942776 49.1870591)",,,,,
"[868411827, 26134078]",Tyršova,residential,False,True,208.415,"LINESTRING (16.3942776 49.1870591, 16.3935077 49.1872522, 16.393426 49.1872574, 16.3933465 49.1872374, 16.3931927 49.1868222, 16.3929894 49.186273, 16.3929052 49.1860458)",,,,,
28542343,Dělnická,residential,False,False,105.215,"LINESTRING (16.3940203 49.1827995, 16.3943891 49.1837145)",,,,,
28542343,Dělnická,residential,False,True,99.342,"LINESTRING (16.3940203 49.1827995, 16.393699 49.1819985, 16.3936737 49.1819353)",,,,,
26134078,Tyršova,residential,False,False,30.246,"LINESTRING (16.392534 49.184943, 16.3926119 49.1852102)",,,,,
26134078,Tyršova,residential,False,True,96.619,"LINESTRING (16.392534 49.184943, 16.3925088 49.1848074, 16.3924759 49.1844937, 16.3924064 49.1840783)",,,,,
28542345,Kpt. Jaroše,residential,False,False,120.693,"LINESTRING (16.3919515 49.1816035, 16.39195 49.1816783, 16.3919551 49.1822886, 16.3919826 49.1826885)",,,,,
28747464,Palackého nám.,tertiary,False,False,63.849999999999994,"LINESTRING (16.3919515 49.1816035, 16.3923919 49.1816498, 16.3928096 49.1817229)",,,,,
381780217,Palackého nám.,tertiary,False,True,118.078,"LINESTRING (16.3919515 49.1816035, 16.3915502 49.1815693, 16.3908218 49.181548, 16.3903312 49.181555)",,,2,,
112499655,1. května,tertiary,False,True,16.614,"LINESTRING (16.387721 49.1799232, 16.3879423 49.1798858)",3941,50,,,
"[28542346, 381780211]",Kostelní,residential,False,"[False, True]",89.34,"LINESTRING (16.387721 49.1799232, 16.3877857 49.1801025, 16.3877515 49.1801498, 16.3871723 49.1805085, 16.3871228 49.1805403)",,,,"['4.3', '6']",
"[28771091, 28771177, 38127611]","['Nádražní', '1. května']",tertiary,False,False,183.04399999999998,"LINESTRING (16.387721 49.1799232, 16.3874032 49.1799783, 16.3873221 49.1799857, 16.3872606 49.1799802, 16.3871942 49.179961, 16.3871215 49.1799187, 16.3869262 49.1797369, 16.3867591 49.1796568, 16.386687 49.1795761, 16.3864517 49.1793128, 16.3863789 49.1792437, 16.3862794 49.1791403, 16.3861182 49.1790386, 16.3859749 49.1789676)",3941,50,2,6.5,yes
28748237,Kostelní,residential,False,False,37.058,"LINESTRING (16.3871988 49.1817765, 16.387269 49.1818572, 16.3873502 49.1819507, 16.3875502 49.1819747)",,,,4.8,
"[868411826, 28748238]",Kostelní,residential,True,False,148.573,"LINESTRING (16.3871988 49.1817765, 16.3871211 49.1816874, 16.3868962 49.1814522, 16.3868438 49.1813937, 16.3868205 49.1813395, 16.3868089 49.1812998, 16.3868103 49.1812583, 16.3868332 49.1811887, 16.3869609 49.1807997, 16.3869859 49.1807434, 16.3870922 49.1805708, 16.3871228 49.1805403)",,,,4.3,
