osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,bridge,access,junction
512115801,211,Šípkova,secondary,False,True,42.584,"LINESTRING (15.6739717 50.0802118, 15.6743663 50.0799245)",,,,,
516570771,211,Pernštýnská,secondary,False,True,154.85399999999998,"LINESTRING (15.6802316 50.0753207, 15.6804521 50.0749672, 15.6807425 50.0743032, 15.6807999 50.0742134, 15.680933 50.0740051)",,,,,
909703260,211,Pernštýnská,secondary,True,False,73.49999999999999,"LINESTRING (15.6802316 50.0753207, 15.6801371 50.0754852, 15.6800897 50.0755577, 15.6800222 50.0756469, 15.6799466 50.0757378, 15.6799083 50.0757799, 15.6798893 50.0758107, 15.6798704 50.0758463, 15.679858 50.0758798, 15.6798535 50.0759055, 15.6798433 50.0759297)",40,,,,
"[27777059, 27937870, 27937871, 516570772, 376248319]",,Pernštýnská,residential,True,False,134.692,"LINESTRING (15.6805837 50.0728685, 15.6805331 50.0729929, 15.6804644 50.0731626, 15.6805748 50.0734491, 15.6807472 50.0738543, 15.6808696 50.0739536, 15.680933 50.0740051)",,1,yes,destination,
292311903,,nám. Bratranců Veverkových,residential,False,True,56.573,"LINESTRING (15.6805837 50.0728685, 15.6804051 50.0728145, 15.6803108 50.0727507, 15.6801152 50.0725674, 15.6800628 50.0725038)",,,,,
469426871,,Pernštýnská,residential,False,True,60.79,"LINESTRING (15.6805837 50.0728685, 15.6807706 50.0728752, 15.6810422 50.0728579, 15.6813113 50.0728407, 15.6814324 50.0728368)",,,,,
27777057,,Pernštýnská,residential,False,False,84.06200000000001,"LINESTRING (15.682469 50.0729864, 15.6823478 50.0728727, 15.6822988 50.0728309, 15.6822389 50.0728042, 15.6819758 50.0728047, 15.6814324 50.0728368)",,,,,
"[27937872, 104500194, 4439125]",211,Pernštýnská,secondary,False,False,159.39,"LINESTRING (15.682469 50.0729864, 15.6822993 50.0730559, 15.682079 50.073154, 15.6820245 50.0731784, 15.6819253 50.0732308, 15.6816654 50.0733911, 15.6814443 50.0735433, 15.6812876 50.0736666, 15.681185 50.0737474, 15.6810431 50.0738912, 15.680933 50.0740051)",,,yes,,
"[512115803, 105510167]",333,Dr. Tyrše,secondary,False,True,224.98300000000003,"LINESTRING (15.6785047 50.0757788, 15.6778772 50.0755823, 15.6773372 50.0754055, 15.6768044 50.0752364, 15.6763087 50.075079, 15.6760437 50.0749957, 15.6756794 50.0748811)",,,,,
292311889,333,Masarykovo nám.,secondary,True,False,77.27000000000001,"LINESTRING (15.6785047 50.0757788, 15.6786183 50.0758046, 15.6787484 50.0758279, 15.6788614 50.0758443, 15.6790015 50.0758619, 15.6792258 50.0758792, 15.6793373 50.0758871, 15.6794926 50.0758916, 15.6795671 50.0758974)",40,,,,
"[103548104, 27852496]",,K Lihovaru,residential,False,True,145.29999999999998,"LINESTRING (15.6766033 50.0802499, 15.676495 50.0802038, 15.6759631 50.0799775, 15.6757972 50.0799061, 15.6750875 50.0796053, 15.6749094 50.0795248)",,,,,
27744387,,J. Veselého,residential,False,True,108.407,"LINESTRING (15.6738018 50.0772682, 15.6749747 50.0778878)",,,,,
27744388,,L. Janáčka,residential,False,False,61.5,"LINESTRING (15.6738018 50.0772682, 15.6734272 50.0777663)",,,,,
27744386,,Družstevní,residential,False,False,142.164,"LINESTRING (15.6738018 50.0772682, 15.6744898 50.0763948, 15.6747006 50.0761272)",,,,,
"[106542104, 27744394]",,Gočárova,residential,False,False,216.39600000000002,"LINESTRING (15.6738018 50.0772682, 15.6727839 50.0767631, 15.6735673 50.0757619)",,,,,
672445081,211,Šípkova,secondary,False,False,140.852,"LINESTRING (15.67622 50.0785776, 15.6749094 50.0795248)",,,,,
27744387,,J. Veselého,residential,False,False,117.387,"LINESTRING (15.67622 50.0785776, 15.6761724 50.0785512, 15.6749747 50.0778878)",,,,,
672445081,211,Šípkova,secondary,False,True,302.77700000000004,"LINESTRING (15.67622 50.0785776, 15.6771608 50.0778001, 15.6775729 50.0775374, 15.6783826 50.0771072, 15.6786065 50.0769797, 15.6788326 50.0768449, 15.6789901 50.0767368, 15.6791359 50.0766157)",,,,,
104500193,333,Dr. Tyrše,secondary,False,True,89.213,"LINESTRING (15.6756794 50.0748811, 15.6745845 50.0744939)",,,,,
27744386,,Družstevní,residential,False,True,155.17000000000002,"LINESTRING (15.6756794 50.0748811, 15.6750116 50.0757313, 15.6747006 50.0761272)",,,,,
27938099,,Za Sokolovnou,residential,False,True,149.356,"LINESTRING (15.6756794 50.0748811, 15.6759346 50.0745381, 15.6763202 50.0740163, 15.6765776 50.0736679)",,,,,
"[512115803, 105510167]",333,Dr. Tyrše,secondary,False,False,224.983,"LINESTRING (15.6756794 50.0748811, 15.6760437 50.0749957, 15.6763087 50.075079, 15.6768044 50.0752364, 15.6773372 50.0754055, 15.6778772 50.0755823, 15.6785047 50.0757788)",,,,,
27744388,,L. Janáčka,residential,False,True,61.5,"LINESTRING (15.6734272 50.0777663, 15.6738018 50.0772682)",,,,,
27744388,,L. Janáčka,residential,False,False,154.175,"LINESTRING (15.6734272 50.0777663, 15.6730525 50.078292, 15.6730311 50.0783393, 15.6730244 50.0783746, 15.6730418 50.0784056, 15.673086 50.0784426, 15.673817 50.0788839)",,,,,
27744399,,A. Dvořáka,residential,False,False,138.176,"LINESTRING (15.673817 50.0788839, 15.6749747 50.0778878)",,,,,
27744388,,L. Janáčka,residential,False,False,105.72600000000001,"LINESTRING (15.673817 50.0788839, 15.6744022 50.079233, 15.6747933 50.0794736, 15.6748469 50.0794972, 15.6749094 50.0795248)",,,,,
27744388,,L. Janáčka,residential,False,True,154.175,"LINESTRING (15.673817 50.0788839, 15.673086 50.0784426, 15.6730418 50.0784056, 15.6730244 50.0783746, 15.6730311 50.0783393, 15.6730525 50.078292, 15.6734272 50.0777663)",,,,,
104500193,333,Dr. Tyrše,secondary,False,False,85.76499999999999,"LINESTRING (15.673602 50.0740498, 15.6740581 50.0742597, 15.6741496 50.0743018, 15.6745845 50.0744939)",,,,,
27744397,,,residential,False,True,90.502,"LINESTRING (15.6735673 50.0757619, 15.6747006 50.0761272)",,,,,
106542104,,Gočárova,residential,False,False,158.585,"LINESTRING (15.6735673 50.0757619, 15.6745845 50.0744939)",,,,,
"[106542104, 27744394]",,Gočárova,residential,False,True,216.39600000000002,"LINESTRING (15.6735673 50.0757619, 15.6727839 50.0767631, 15.6738018 50.0772682)",,,,,
27744387,,J. Veselého,residential,False,False,108.407,"LINESTRING (15.6749747 50.0778878, 15.6738018 50.0772682)",,,,,
27744399,,A. Dvořáka,residential,False,True,138.176,"LINESTRING (15.6749747 50.0778878, 15.673817 50.0788839)",,,,,
27744387,,J. Veselého,residential,False,True,117.387,"LINESTRING (15.6749747 50.0778878, 15.6761724 50.0785512, 15.67622 50.0785776)",,,,,
27744397,,,residential,False,False,90.502,"LINESTRING (15.6747006 50.0761272, 15.6735673 50.0757619)",,,,,
27744386,,Družstevní,residential,False,False,155.17000000000002,"LINESTRING (15.6747006 50.0761272, 15.6750116 50.0757313, 15.6756794 50.0748811)",,,,,
27744386,,Družstevní,residential,False,True,142.164,"LINESTRING (15.6747006 50.0761272, 15.6744898 50.0763948, 15.6738018 50.0772682)",,,,,
27744396,,Za Školkou,residential,False,True,296.235,"LINESTRING (15.6795 50.0746935, 15.679826 50.0742575, 15.679816 50.0741722, 15.6792542 50.0739833, 15.6789755 50.0738692, 15.6786713 50.0737566, 15.6785425 50.073711, 15.677797 50.0734471, 15.6770794 50.0731634, 15.6769845 50.0731318)",,,,,
27759936,,Za Sokolovnou,residential,False,True,61.299,"LINESTRING (15.6746929 50.0737001, 15.6750995 50.0732145)",,,,,
27938099,,Za Sokolovnou,residential,False,True,66.308,"LINESTRING (15.6765776 50.0736679, 15.6769845 50.0731318)",,,,,
27759936,,Za Sokolovnou,residential,False,False,116.938,"LINESTRING (15.6765776 50.0736679, 15.6762082 50.0735445, 15.6758028 50.0734238, 15.6750995 50.0732145)",,,,,
27938099,,Za Sokolovnou,residential,False,False,149.356,"LINESTRING (15.6765776 50.0736679, 15.6763202 50.0740163, 15.6759346 50.0745381, 15.6756794 50.0748811)",,,,,
27759936,,Za Sokolovnou,residential,False,False,61.299,"LINESTRING (15.6750995 50.0732145, 15.6746929 50.0737001)",,,,,
27759937,,Za Sokolovnou,residential,False,False,45.176,"LINESTRING (15.6750995 50.0732145, 15.6745247 50.0730443)",,,,,
27759937,,Za Sokolovnou,residential,False,True,67.451,"LINESTRING (15.6750995 50.0732145, 15.6755145 50.0726695)",,,,,
27759936,,Za Sokolovnou,residential,False,True,116.938,"LINESTRING (15.6750995 50.0732145, 15.6758028 50.0734238, 15.6762082 50.0735445, 15.6765776 50.0736679)",,,,,
27759937,,Za Sokolovnou,residential,False,True,45.176,"LINESTRING (15.6745247 50.0730443, 15.6750995 50.0732145)",,,,,
27759937,,Za Sokolovnou,residential,False,False,65.873,"LINESTRING (15.6759089 50.0721339, 15.6755145 50.0726695)",,,,,
27759938,,Za Sokolovnou,residential,False,False,61.568,"LINESTRING (15.6759089 50.0721339, 15.6766846 50.0723762)",,,,,
27759938,,Za Sokolovnou,residential,False,True,61.568,"LINESTRING (15.6766846 50.0723762, 15.6759089 50.0721339)",,,,,
27759937,,Za Sokolovnou,residential,False,False,67.451,"LINESTRING (15.6755145 50.0726695, 15.6750995 50.0732145)",,,,,
27759937,,Za Sokolovnou,residential,False,True,65.873,"LINESTRING (15.6755145 50.0726695, 15.6759089 50.0721339)",,,,,
27759939,,,residential,False,False,29.749,"LINESTRING (15.6755145 50.0726695, 15.6758833 50.0727942)",,,,,
27759939,,,residential,False,True,29.749,"LINESTRING (15.6758833 50.0727942, 15.6755145 50.0726695)",,,,,
"[27937872, 104500194, 4439125]",211,Pernštýnská,secondary,False,True,159.39,"LINESTRING (15.680933 50.0740051, 15.6810431 50.0738912, 15.681185 50.0737474, 15.6812876 50.0736666, 15.6814443 50.0735433, 15.6816654 50.0733911, 15.6819253 50.0732308, 15.6820245 50.0731784, 15.682079 50.073154, 15.6822993 50.0730559, 15.682469 50.0729864)",,,yes,,
516570771,211,Pernštýnská,secondary,False,False,154.85399999999998,"LINESTRING (15.680933 50.0740051, 15.6807999 50.0742134, 15.6807425 50.0743032, 15.6804521 50.0749672, 15.6802316 50.0753207)",,,,,
"[4439146, 909703258]",211,"['Masarykovo nám.', 'Šípkova']",secondary,True,False,71.624,"LINESTRING (15.679702 50.0760876, 15.6796926 50.0760965, 15.679678 50.0761098, 15.6796552 50.0761294, 15.679628 50.0761556, 15.6795923 50.0761996, 15.6795612 50.0762374, 15.6794709 50.0763446, 15.6793976 50.0764188, 15.6793295 50.0764769, 15.6793088 50.0764946, 15.6792579 50.0765311, 15.6791359 50.0766157)",,,,,
28246918,211,Masarykovo nám.,secondary,True,False,15.039000000000001,"LINESTRING (15.679702 50.0760876, 15.6796494 50.0760853, 15.6796004 50.0760729, 15.6795594 50.0760517, 15.6795303 50.0760235)",,,,,roundabout
512115799,211,Šípkova,secondary,False,True,58.968,"LINESTRING (15.6743663 50.0799245, 15.6749094 50.0795248)",,,,,
512115801,211,Šípkova,secondary,False,False,42.584,"LINESTRING (15.6743663 50.0799245, 15.6739717 50.0802118)",,,,,
4439138,,Husova,residential,True,False,43.195,"LINESTRING (15.6743663 50.0799245, 15.6743515 50.0800544, 15.6742726 50.0803076)",,,,,
512115799,211,Šípkova,secondary,False,False,58.968,"LINESTRING (15.6749094 50.0795248, 15.6743663 50.0799245)",,,,,
672445081,211,Šípkova,secondary,False,True,140.852,"LINESTRING (15.6749094 50.0795248, 15.67622 50.0785776)",,,,,
27744388,,L. Janáčka,residential,False,True,105.726,"LINESTRING (15.6749094 50.0795248, 15.6748469 50.0794972, 15.6747933 50.0794736, 15.6744022 50.079233, 15.673817 50.0788839)",,,,,
"[27852496, 103548104]",,K Lihovaru,residential,False,False,145.29999999999998,"LINESTRING (15.6749094 50.0795248, 15.6750875 50.0796053, 15.6757972 50.0799061, 15.6759631 50.0799775, 15.676495 50.0802038, 15.6766033 50.0802499)",,,,,
292311903,,nám. Bratranců Veverkových,residential,False,False,56.57300000000001,"LINESTRING (15.6800628 50.0725038, 15.6801152 50.0725674, 15.6803108 50.0727507, 15.6804051 50.0728145, 15.6805837 50.0728685)",,,,,
104500193,333,Dr. Tyrše,secondary,False,False,89.213,"LINESTRING (15.6745845 50.0744939, 15.6756794 50.0748811)",,,,,
106542104,,Gočárova,residential,False,True,158.585,"LINESTRING (15.6745845 50.0744939, 15.6735673 50.0757619)",,,,,
104500193,333,Dr. Tyrše,secondary,False,True,85.765,"LINESTRING (15.6745845 50.0744939, 15.6741496 50.0743018, 15.6740581 50.0742597, 15.673602 50.0740498)",,,,,
