osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,bridge,access,junction
27938099,,Za Sokolovnou,residential,False,False,66.308,"LINESTRING (15.6769845 50.0731318, 15.6765776 50.0736679)",,,,,
27744396,,Za Školkou,residential,False,False,296.235,"LINESTRING (15.6769845 50.0731318, 15.6770794 50.0731634, 15.677797 50.0734471, 15.6785425 50.073711, 15.6786713 50.0737566, 15.6789755 50.0738692, 15.6792542 50.0739833, 15.679816 50.0741722, 15.679826 50.0742575, 15.6795 50.0746935)",,,,,
32727407,,Husova,residential,True,False,25.012999999999998,"LINESTRING (15.6742726 50.0803076, 15.6740912 50.0802857, 15.6739717 50.0802118)",,,,,
292311891,333,Masarykovo nám.,secondary,False,True,21.087,"LINESTRING (15.6804874 50.076274, 15.6806857 50.0764146)",,,,,
909703257,333,Masarykovo nám.,secondary,True,False,58.309,"LINESTRING (15.6804874 50.076274, 15.6804056 50.0762238, 15.6803295 50.0761886, 15.6802458 50.0761551, 15.6801539 50.0761261, 15.6800695 50.0761043, 15.6800079 50.0760904, 15.6799352 50.0760803, 15.6798623 50.0760744, 15.679816 50.0760726, 15.6797581 50.0760782)",40,,,,
28246918,211,Masarykovo nám.,secondary,True,False,17.613,"LINESTRING (15.6796353 50.0758714, 15.679684 50.0758663, 15.679733 50.0758702, 15.6797782 50.0758829, 15.679816 50.0759033, 15.6798433 50.0759297)",,,,,roundabout
672445080,211,Pernštýnská,secondary,True,False,74.938,"LINESTRING (15.6796353 50.0758714, 15.6796614 50.0758539, 15.6797076 50.0758289, 15.6797566 50.0757983, 15.6798182 50.075745, 15.6798647 50.0757064, 15.6802316 50.0753207)",,,,,
292311891,333,Masarykovo nám.,secondary,False,False,21.087,"LINESTRING (15.6806857 50.0764146, 15.6804874 50.076274)",,,,,
207393838,,Masarykovo nám.,living_street,False,False,127.542,"LINESTRING (15.6806857 50.0764146, 15.6805188 50.0765181, 15.6799188 50.07689, 15.6794037 50.0765662)",,,,,
207393838,,Masarykovo nám.,living_street,False,True,127.542,"LINESTRING (15.6794037 50.0765662, 15.6799188 50.07689, 15.6805188 50.0765181, 15.6806857 50.0764146)",,,,,
27777057,,Pernštýnská,residential,False,True,84.062,"LINESTRING (15.6814324 50.0728368, 15.6819758 50.0728047, 15.6822389 50.0728042, 15.6822988 50.0728309, 15.6823478 50.0728727, 15.682469 50.0729864)",,,,,
469426871,,Pernštýnská,residential,False,False,60.790000000000006,"LINESTRING (15.6814324 50.0728368, 15.6813113 50.0728407, 15.6810422 50.0728579, 15.6807706 50.0728752, 15.6805837 50.0728685)",,,,,
28246918,211,Masarykovo nám.,secondary,True,False,16.848,"LINESTRING (15.6798555 50.0759523, 15.6798587 50.0759901, 15.6798419 50.0760264, 15.679807 50.076057, 15.6797581 50.0760782)",,,,,roundabout
672445079,333,Masarykovo nám.,secondary,True,False,58.24,"LINESTRING (15.6798555 50.0759523, 15.6798965 50.0759662, 15.6799471 50.0759889, 15.6800394 50.0760253, 15.6801599 50.0760707, 15.6802301 50.0760999, 15.6802861 50.0761262, 15.6803455 50.0761596, 15.6803798 50.076185, 15.6804219 50.0762212, 15.6804874 50.076274)",,,,,
28246918,211,Masarykovo nám.,secondary,True,False,3.78,"LINESTRING (15.6795303 50.0760235, 15.6795158 50.0759908)",,,,,roundabout
28246918,211,Masarykovo nám.,secondary,True,False,5.698,"LINESTRING (15.6795671 50.0758974, 15.6795988 50.0758819, 15.6796353 50.0758714)",,,,,roundabout
28246918,211,Masarykovo nám.,secondary,True,False,11.370000000000001,"LINESTRING (15.6795158 50.0759908, 15.6795174 50.0759568, 15.679535 50.0759246, 15.6795671 50.0758974)",,,,,roundabout
909703259,333,Masarykovo nám.,secondary,True,False,76.258,"LINESTRING (15.6795158 50.0759908, 15.6794929 50.0759861, 15.6794588 50.075978, 15.6794207 50.0759663, 15.6793281 50.0759449, 15.6789314 50.0758909, 15.6788414 50.0758741, 15.6787357 50.0758485, 15.6785932 50.0758074, 15.6785047 50.0757788)",,,,,
28246918,211,Masarykovo nám.,secondary,True,False,4.138,"LINESTRING (15.6797581 50.0760782, 15.679702 50.0760876)",,,,,roundabout
"[672445082, 292311907]",211,"['Masarykovo nám.', 'Šípkova']",secondary,True,False,72.49699999999999,"LINESTRING (15.6791359 50.0766157, 15.6792277 50.0765207, 15.6792752 50.076468, 15.6792963 50.0764423, 15.6793418 50.0763868, 15.6794352 50.0762664, 15.6794685 50.0762199, 15.6794965 50.076171, 15.6795124 50.0761389, 15.6795213 50.0761064, 15.6795263 50.07607, 15.6795284 50.0760433, 15.6795303 50.0760235)",40,,,,
672445081,211,Šípkova,secondary,False,False,302.777,"LINESTRING (15.6791359 50.0766157, 15.6789901 50.0767368, 15.6788326 50.0768449, 15.6786065 50.0769797, 15.6783826 50.0771072, 15.6775729 50.0775374, 15.6771608 50.0778001, 15.67622 50.0785776)",,,,,
28246918,211,Masarykovo nám.,secondary,True,False,2.66,"LINESTRING (15.6798433 50.0759297, 15.6798555 50.0759523)",,,,,roundabout
