osmid,name,highway,oneway,reversed,length,geometry,lanes,bridge,ref,maxspeed,junction
38115910,Pionýrů,residential,False,False,199.948,"LINESTRING (14.8032217 50.7020924, 14.803168 50.7020312, 14.8029391 50.7017703, 14.8029257 50.701755, 14.8028519 50.7016709, 14.8026506 50.7015206, 14.8023167 50.7013052, 14.8018995 50.7010361, 14.801413 50.7007222)",,,,,
305589605,Revoluční,residential,False,False,74.21,"LINESTRING (14.8032217 50.7020924, 14.8029682 50.7022099, 14.8028056 50.7023237, 14.8025993 50.7024632, 14.8025523 50.702495, 14.8024657 50.7025536)",,,,,
305589605,Revoluční,residential,False,True,51.976,"LINESTRING (14.8032217 50.7020924, 14.8035292 50.7020366, 14.8039312 50.7019637)",,,,,
"[38115904, 38115906]",Dubnická,residential,False,False,391.888,"LINESTRING (14.7997982 50.70369, 14.7997367 50.7038967, 14.7995011 50.7041267, 14.7994299 50.7042654, 14.7994716 50.7047361, 14.7994176 50.7049164, 14.7992655 50.7051153, 14.7987992 50.7054448, 14.798539 50.7058303, 14.7983863 50.7061319, 14.7980901 50.7061216, 14.7974629 50.7060978, 14.7970629 50.706082)",,,,,
60132894,Ploučnická,residential,False,True,408.865,"LINESTRING (14.7997982 50.70369, 14.7997597 50.7036916, 14.7997212 50.7036906, 14.7996635 50.703684, 14.7996082 50.7036714, 14.7993498 50.7035838, 14.799293 50.7035717, 14.799162 50.7035707, 14.7990553 50.7035818, 14.7988833 50.7036106, 14.7982046 50.7037592, 14.7979689 50.7038191, 14.7978361 50.7038708, 14.7977111 50.7039299, 14.7976104 50.7039863, 14.7975184 50.7040484, 14.7974372 50.7041144, 14.7973997 50.7041489, 14.797366 50.7041849, 14.7973244 50.7042392, 14.7972915 50.7042959, 14.7972046 50.7045573, 14.7970629 50.706082)",,,,,
60134228,Školní,residential,False,True,107.086,"LINESTRING (14.7997982 50.70369, 14.7999827 50.7038412, 14.8007028 50.7040054, 14.8011424 50.7040761)",,,,,
60136561,náměstí 5. května,residential,False,False,82.10300000000001,"LINESTRING (14.7997982 50.70369, 14.7998496 50.7036803, 14.7998992 50.7036675, 14.7999721 50.7036414, 14.8000378 50.7036085, 14.8002061 50.7034952, 14.8006214 50.7033121, 14.8007413 50.7032669)",,,,,
38115862,Máchova,residential,False,False,108.32000000000001,"LINESTRING (14.8057669 50.7017875, 14.805827 50.7016951, 14.8058634 50.7016109, 14.8058559 50.700824)",,,,,
60135857,Revoluční,residential,False,True,190.08700000000005,"LINESTRING (14.8057669 50.7017875, 14.8059198 50.701828, 14.8063574 50.7019657, 14.8065971 50.7021383, 14.806718 50.7022809, 14.8068239 50.7024844, 14.8070383 50.7029591, 14.8071469 50.7030582, 14.8072047 50.7031233)",,,,,
"[60135883, 264155821]",Pod Kaplí,residential,False,"[False, True]",193.27199999999996,"LINESTRING (14.8057669 50.7017875, 14.8057401 50.701855, 14.8057437 50.7018742, 14.8060185 50.7019668, 14.8060305 50.7020447, 14.8059386 50.702248, 14.8059104 50.7023176, 14.8058958 50.7023608, 14.8058623 50.7024003, 14.8058219 50.7024292, 14.8057015 50.7024662, 14.8055381 50.7025076, 14.8052908 50.7025688, 14.8051596 50.7025715, 14.8050411 50.7025679, 14.8049019 50.702547, 14.8045572 50.702467, 14.8043808 50.702432)",,,,,
305589605,Revoluční,residential,False,False,56.08,"LINESTRING (14.8057669 50.7017875, 14.8055483 50.7017726, 14.8053643 50.7017683, 14.8049796 50.701817)",,,,,
38115862,Máchova,residential,False,False,101.846,"LINESTRING (14.8058431 50.6998711, 14.8059581 50.6997779, 14.8065272 50.6994866, 14.8068265 50.6993353, 14.8069329 50.6992732)",,,,,
38115862,Máchova,residential,False,True,105.962,"LINESTRING (14.8058431 50.6998711, 14.8058446 50.6999867, 14.8058545 50.7007576, 14.8058559 50.700824)",,,,,
38115877,Jižní,residential,False,False,317.529,"LINESTRING (14.8058431 50.6998711, 14.8056952 50.6997491, 14.8052279 50.6992811, 14.8050429 50.6990869, 14.804913 50.6989506, 14.8046134 50.698636, 14.804544 50.6985842, 14.8044367 50.698549, 14.8043357 50.6985426, 14.8042235 50.6985396, 14.804193 50.698541, 14.8024821 50.6987005)",,,,,
