osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,bridge,junction,access,width
26316684,True,Eliščino nábřeží,residential,False,97.00200000000001,"LINESTRING (15.8285531 50.2122478, 15.8285465 50.2121044, 15.8285337 50.211823, 15.8286377 50.2113806)",,,,,,
26316701,False,Eliščino nábřeží,residential,False,83.219,"LINESTRING (15.8285531 50.2122478, 15.8285513 50.2123757, 15.8284545 50.2129931)",,,,,,
308372708,False,Divišova,tertiary,True,138.74099999999999,"LINESTRING (15.8285531 50.2122478, 15.8287361 50.2122404, 15.8294078 50.212242, 15.8300344 50.212261, 15.8302974 50.2122607, 15.830411 50.2122447, 15.8304941 50.2122261)",4,,,,,
28922191,False,Palackého,residential,False,33.403,"LINESTRING (15.829617 50.2108894, 15.8299966 50.2107127)",,,,,,
"[26316692, 1038324508]",True,Kotěrova,residential,False,166.751,"LINESTRING (15.829617 50.2108894, 15.8296644 50.2109969, 15.8297924 50.211195, 15.8300934 50.2119812, 15.8301468 50.212061, 15.8302662 50.2121271, 15.8304941 50.2122261)",,,,,,
26316687,False,Franušova,residential,False,80.161,"LINESTRING (15.830583 50.2089222, 15.8308837 50.2089364, 15.8314364 50.2089732, 15.8317042 50.208991)",,,,,,
"[942511691, 49494147]",True,Rokitanského,residential,False,126.168,"LINESTRING (15.830583 50.2089222, 15.8306424 50.2090401, 15.8309576 50.2096661, 15.8310127 50.2097756, 15.8310415 50.2098329, 15.8311739 50.2099098, 15.8312473 50.2099524)",,,,,,
"[320213784, 320213785, 50733659]",False,Soukenická,residential,True,19.862,"LINESTRING (15.8294309 50.2085796, 15.8294895 50.2085648, 15.8296399 50.2085268, 15.8296905 50.208514)",,,,,,
26316690,True,Chmelova,residential,False,78.089,"LINESTRING (15.8289774 50.2087006, 15.8288931 50.2087199, 15.8280155 50.208926, 15.827947 50.2089421)",1,,,,,
"[1014381344, 207975028, 1073755894]",False,Československé armády,tertiary,True,119.61,"LINESTRING (15.8289774 50.2087006, 15.8290884 50.2088925, 15.8292596 50.2091649, 15.8294982 50.2095444, 15.8295196 50.2095784, 15.8295964 50.2097006)",3,,,,,
"[757301320, 757301322, 1073755892, 290522062]",False,Československé armády,tertiary,False,111.588,"LINESTRING (15.8289774 50.2087006, 15.8289028 50.2085876, 15.8288263 50.2084643, 15.828579 50.2080573, 15.8285419 50.2079976, 15.8285048 50.207938, 15.8284724 50.2078718, 15.8284631 50.207816, 15.8284685 50.2077585)",2,,,,,
26316740,True,Eliščino nábřeží,residential,False,94.309,"LINESTRING (15.827947 50.2089421, 15.8272821 50.2082893, 15.8272668 50.2082211)",,,,,,
60434937,False,náměstí Osvoboditelů,residential,False,8.417,"LINESTRING (15.8292502 50.2130491, 15.829265 50.212974)",,,,,,
"[26316835, 1046887109]",True,Ludovíta Štúra,residential,False,177.711,"LINESTRING (15.8292502 50.2130491, 15.8312673 50.2132169, 15.8313283 50.2131853, 15.831485 50.213011, 15.8315202 50.2129718)",,,,,,
"[757300336, 28461439]",True,Šimkova,tertiary,False,110.491,"LINESTRING (15.8315202 50.2129718, 15.8310736 50.2126514, 15.8306242 50.2123172, 15.8304941 50.2122261)",2,,,,,
60434938,True,náměstí Osvoboditelů,residential,False,56.962,"LINESTRING (15.8284545 50.2129931, 15.8292502 50.2130491)",,,,,,
26316701,False,Eliščino nábřeží,residential,True,83.219,"LINESTRING (15.8284545 50.2129931, 15.8285513 50.2123757, 15.8285531 50.2122478)",,,,,,
855406527,False,Tylovo nábřeží,residential,True,14.745,"LINESTRING (15.8272358 50.2120523, 15.827237 50.2121849)",,,,,,
"[49905611, 519224260, 1014446532]",False,"['náměstí Svobody', 'Tylovo nábřeží']",residential,"[False, True]",228.223,"LINESTRING (15.8272358 50.2120523, 15.8272487 50.2119769, 15.8272798 50.2118935, 15.8273553 50.2117638, 15.8273851 50.2117044, 15.8274016 50.2116456, 15.8274062 50.211609, 15.8274359 50.2113707, 15.8274901 50.2110054, 15.8275196 50.2107642, 15.8275259 50.2106437, 15.8275216 50.2105831, 15.8275136 50.2105252, 15.8273872 50.2101691, 15.8273401 50.2100312)",3,,,,,
"[181435855, 26317015]",False,"['náměstí Svobody', 'Tylovo nábřeží']",residential,"[False, True]",154.001,"LINESTRING (15.8264839 50.2087821, 15.8271171 50.209408, 15.8271489 50.2094968, 15.8273401 50.2100312)",,,,,,
26316747,True,Hradební,residential,False,21.755000000000003,"LINESTRING (15.8389889 50.2117783, 15.8388733 50.2118277, 15.8387286 50.2118807)",,,,,,
28922166,True,Hradební,residential,False,22.007,"LINESTRING (15.8389889 50.2117783, 15.8389873 50.2118764, 15.8389861 50.2119762)",,,,,,
28922186,False,Radoušova,living_street,True,25.463,"LINESTRING (15.833404 50.2107907, 15.8334274 50.2105622)",,,,,,
28922083,True,Dlouhá,living_street,False,45.234,"LINESTRING (15.8334274 50.2105622, 15.8327978 50.2105062)",,,,,,
28922186,False,Radoušova,living_street,False,25.463,"LINESTRING (15.8334274 50.2105622, 15.833404 50.2107907)",,,,,,
49576648,False,Velké náměstí,residential,False,27.612,"LINESTRING (15.8316536 50.2087448, 15.8317042 50.208991)",,,,,,
28922122,True,Velké náměstí,residential,False,189.12500000000003,"LINESTRING (15.8316536 50.2087448, 15.8318981 50.2088012, 15.8321127 50.2088506, 15.832359 50.2089074, 15.8324706 50.2089331, 15.8325704 50.2089613, 15.8331697 50.2091258, 15.8334159 50.2092001, 15.8334827 50.209219, 15.8336171 50.2092556, 15.834111 50.2093901)",,,,,,
"[49494146, 28922218]",False,"['náměstí Jana Pavla II.', 'Karla Tomana']",residential,True,86.14599999999999,"LINESTRING (15.8316536 50.2087448, 15.8314219 50.2086726, 15.8312842 50.2086297, 15.8307101 50.208526, 15.8305103 50.2085025)",,,,,,
942513286,True,Velké náměstí,residential,False,16.889,"LINESTRING (15.834111 50.2093901, 15.8340827 50.2095409)",,,,,,
37342882,False,Na Kropáčce,residential,False,60.362,"LINESTRING (15.834111 50.2093901, 15.8341539 50.209334, 15.8344835 50.2089024)",,,,,,
28922103,False,náměstí Jana Pavla II.,residential,True,26.275,"LINESTRING (15.8305097 50.2087388, 15.8305103 50.2085025)",,,,,,
49494147,True,Rokitanského,residential,False,21.05,"LINESTRING (15.8305097 50.2087388, 15.830583 50.2089222)",,,,,,
26316813,True,Šimkova,residential,False,176.762,"LINESTRING (15.8326788 50.2132631, 15.832962 50.2133327, 15.8330409 50.2133398, 15.8331035 50.213338, 15.8350794 50.2130175)",1,,,,,
308372710,True,Šimkova,tertiary,False,36.239000000000004,"LINESTRING (15.8326788 50.2132631, 15.832729 50.2133069, 15.8327573 50.2133581, 15.8327611 50.2134124, 15.8327403 50.213465, 15.8326966 50.2135116, 15.8326336 50.213548)",,,,roundabout,,
31622614,False,Křižíkova,residential,False,80.812,"LINESTRING (15.8274176 50.2081161, 15.8269564 50.2077374, 15.8267197 50.2075428)",,,,,,
1014446524,False,Rokycanova,residential,True,15.914,"LINESTRING (15.8274176 50.2081161, 15.827337 50.2081634, 15.8272668 50.2082211)",,,,,,
"[1031359851, 28922189]",True,Rokycanova,residential,False,75.146,"LINESTRING (15.8274176 50.2081161, 15.8281358 50.2077163, 15.8282153 50.2076733)",,,,,,
"[36887109, 491930886]",False,"['Hradební', 'Orlické nábřeží']",residential,"[False, True]",180.32399999999998,"LINESTRING (15.8322608 50.206496, 15.8323621 50.2064917, 15.8325742 50.2064564, 15.8342075 50.2059433, 15.8342674 50.2059385, 15.8343163 50.2059435, 15.8343631 50.2059569, 15.8344027 50.2059775, 15.8344494 50.2060075, 15.8345199 50.2060659)",,,,,,
"[954300232, 258541895]",False,Ignáta Herrmanna,tertiary,True,122.617,"LINESTRING (15.8322608 50.206496, 15.8322791 50.2065895, 15.832351 50.2069458, 15.8324488 50.2073721, 15.8325038 50.2075876)","['2', '3']",30,,,,
"[1121219776, 25491656, 25491655]",False,"['Hradecká', 'Ignáta Herrmanna', 'Moravský most']",tertiary,False,88.10300000000001,"LINESTRING (15.8322608 50.206496, 15.8322378 50.2064015, 15.8321158 50.2058563, 15.8320923 50.2058016, 15.8320577 50.2057152)",2,,yes,,,
28922189,True,Rokycanova,residential,False,22.143,"LINESTRING (15.8282153 50.2076733, 15.8282846 50.207647, 15.8283336 50.2076435, 15.8283834 50.2076509, 15.8284093 50.207657, 15.8285027 50.2076841)",,,,,,
37342882,False,Na Kropáčce,residential,True,60.362,"LINESTRING (15.8344835 50.2089024, 15.8341539 50.209334, 15.834111 50.2093901)",,,,,,
25491645,True,Tomkova,living_street,False,6.244,"LINESTRING (15.8339416 50.2101617, 15.8338561 50.2101491)",,,,,,
37342889,True,Klicperova,living_street,False,69.756,"LINESTRING (15.8339416 50.2101617, 15.8340473 50.2096966, 15.8340504 50.209683, 15.8340827 50.2095409)",,,,,,
25491645,True,Tomkova,living_street,False,77.359,"LINESTRING (15.8338561 50.2101491, 15.8327719 50.2100984)",,,,,,
25491646,True,Špitálská,living_street,False,72.55199999999999,"LINESTRING (15.8326683 50.2100821, 15.8326663 50.2095819, 15.8326662 50.2095505, 15.8326787 50.2094299)",,,,,,
49576648,False,Velké náměstí,residential,True,27.612,"LINESTRING (15.8317042 50.208991, 15.8316536 50.2087448)",,,,,,
26316687,False,Franušova,residential,True,80.161,"LINESTRING (15.8317042 50.208991, 15.8314364 50.2089732, 15.8308837 50.2089364, 15.830583 50.2089222)",,,,,,
49576648,False,Velké náměstí,residential,False,56.349,"LINESTRING (15.8317042 50.208991, 15.831724 50.209076, 15.8317969 50.2093885, 15.8318211 50.2094922)",,,,,,
"[320211640, 320211641, 49494148]",False,,residential,True,39.53,"LINESTRING (15.8295439 50.2081711, 15.8296434 50.2084039, 15.8296697 50.2084654, 15.8296905 50.208514)",,,,,,
"[320211640, 320211641, 49494148]",False,,residential,False,39.53,"LINESTRING (15.8296905 50.208514, 15.8296697 50.2084654, 15.8296434 50.2084039, 15.8295439 50.2081711)",,,,,,
"[320213784, 320213785, 50733659]",False,Soukenická,residential,False,19.862,"LINESTRING (15.8296905 50.208514, 15.8296399 50.2085268, 15.8294895 50.2085648, 15.8294309 50.2085796)",,,,,,
"[28922218, 50733659]",False,"['náměstí Jana Pavla II.', 'Soukenická']",residential,"[False, True]",58.974999999999994,"LINESTRING (15.8296905 50.208514, 15.8299294 50.2084847, 15.8299844 50.2084779, 15.8302531 50.2084752, 15.8305103 50.2085025)",,,,,,
28922103,False,náměstí Jana Pavla II.,residential,False,26.275,"LINESTRING (15.8305103 50.2085025, 15.8305097 50.2087388)",,,,,,
"[28922218, 49494146]",False,"['náměstí Jana Pavla II.', 'Karla Tomana']",residential,False,86.146,"LINESTRING (15.8305103 50.2085025, 15.8307101 50.208526, 15.8312842 50.2086297, 15.8314219 50.2086726, 15.8316536 50.2087448)",,,,,,
"[28922218, 50733659]",False,"['náměstí Jana Pavla II.', 'Soukenická']",residential,"[False, True]",58.974999999999994,"LINESTRING (15.8305103 50.2085025, 15.8302531 50.2084752, 15.8299844 50.2084779, 15.8299294 50.2084847, 15.8296905 50.208514)",,,,,,
172887852,False,Smetanovo nábřeží,residential,True,12.397,"LINESTRING (15.8272438 50.2122963, 15.827237 50.2121849)",,,,,,
"[31622616, 175317514, 175317484]",False,nábřeží U Přívozu,residential,"[False, True]",289.927,"LINESTRING (15.8283664 50.2051288, 15.8288183 50.2053394, 15.8293676 50.205645, 15.8294197 50.2057027, 15.8307889 50.2058429, 15.8309689 50.205845, 15.8311312 50.2058412, 15.8318879 50.2057655, 15.8319482 50.2057535, 15.8320577 50.2057152)",,,,,,
176605082,False,Nezvalova,tertiary,False,33.942,"LINESTRING (15.8380372 50.2095348, 15.8385099 50.2095755)",,,,,,
176605082,False,Nezvalova,tertiary,True,16.689999999999998,"LINESTRING (15.8380372 50.2095348, 15.8379064 50.2095326, 15.8378035 50.2095408)",,,,,,
176605084,True,Jana Koziny,residential,False,85.711,"LINESTRING (15.8380372 50.2095348, 15.8378812 50.2093344, 15.8376081 50.2089413, 15.8375767 50.2088962, 15.8375661 50.2088292)",,,,,,
1014446524,False,Rokycanova,residential,False,15.914,"LINESTRING (15.8272668 50.2082211, 15.827337 50.2081634, 15.8274176 50.2081161)",,,,,,
26316733,False,Balbínova,residential,False,2.436,"LINESTRING (15.837856 50.2073148, 15.8378832 50.2073015)",,,,,,
26316733,False,Balbínova,residential,True,68.46000000000001,"LINESTRING (15.837856 50.2073148, 15.8374453 50.2075164, 15.8370927 50.2076895)",,,,,,
180205019,False,Hradební,residential,False,124.15899999999999,"LINESTRING (15.837856 50.2073148, 15.8380407 50.2074585, 15.8381811 50.2075677, 15.8385247 50.207835, 15.8386103 50.207912, 15.8387375 50.2080266, 15.8389258 50.208196)",,,,,no,
31622614,False,Křižíkova,residential,True,80.812,"LINESTRING (15.8267197 50.2075428, 15.8269564 50.2077374, 15.8274176 50.2081161)",,,,,,
28090329,False,Pospíšilova,residential,False,16.596,"LINESTRING (15.8385369 50.2117957, 15.8387286 50.2118807)",,,,,,
26316757,True,Hradební,residential,False,110.69300000000001,"LINESTRING (15.8385369 50.2117957, 15.8386667 50.2117218, 15.8392597 50.211398, 15.8396496 50.2111885, 15.8397305 50.2111589)",,,,,,
28090329,False,Pospíšilova,residential,True,69.85600000000001,"LINESTRING (15.8385369 50.2117957, 15.837937 50.2114927, 15.8377357 50.2114401)",,,,,,
28090329,False,Pospíšilova,residential,True,21.178,"LINESTRING (15.8389861 50.2119762, 15.8387286 50.2118807)",,,,,,
416675283,True,Šimkova,residential,False,23.822,"LINESTRING (15.8389861 50.2119762, 15.8388564 50.2120065, 15.8386811 50.2120636)",,,,,,
28090329,False,Pospíšilova,residential,False,21.178,"LINESTRING (15.8387286 50.2118807, 15.8389861 50.2119762)",,,,,,
28090329,False,Pospíšilova,residential,True,16.596,"LINESTRING (15.8387286 50.2118807, 15.8385369 50.2117957)",,,,,,
26317097,True,Šimkova,residential,False,20.705,"LINESTRING (15.8387286 50.2118807, 15.8387245 50.211945, 15.8387093 50.2119932, 15.8386811 50.2120636)",,,,,,
416675283,True,Šimkova,residential,False,99.342,"LINESTRING (15.8386811 50.2120636, 15.8385767 50.2122575, 15.8383368 50.2127328, 15.8382565 50.2129145)",,,,,,
28461438,True,Šimkova,tertiary,False,24.394,"LINESTRING (15.8321823 50.2133977, 15.8321931 50.2133433, 15.8322282 50.2132932, 15.8322847 50.213252, 15.8323575 50.2132231)",,,,roundabout,,
28461439,True,Šimkova,tertiary,False,67.174,"LINESTRING (15.8321823 50.2133977, 15.8320619 50.2133521, 15.8319043 50.2132419, 15.8315202 50.2129718)",,,,,,
26316731,False,Jana Koziny,residential,True,113.375,"LINESTRING (15.8324605 50.2069398, 15.8325271 50.2069361, 15.833068 50.2069057, 15.8333233 50.2068906, 15.8338767 50.2068579, 15.8340462 50.2068729)",,,,,,
60434937,False,náměstí Osvoboditelů,residential,True,8.417,"LINESTRING (15.829265 50.212974, 15.8292502 50.2130491)",,,,,,
757301322,False,Československé armády,tertiary,False,8.624,"LINESTRING (15.8284685 50.2077585, 15.8285027 50.2076841)",2,,,,,
218081560,True,Rokycanova,residential,False,20.408,"LINESTRING (15.8284685 50.2077585, 15.8283715 50.2077191, 15.8283448 50.20771, 15.8282153 50.2076733)",,,,,,
"[757301320, 757301322, 1073755892, 290522062]",False,Československé armády,tertiary,True,111.588,"LINESTRING (15.8284685 50.2077585, 15.8284631 50.207816, 15.8284724 50.2078718, 15.8285048 50.207938, 15.8285419 50.2079976, 15.828579 50.2080573, 15.8288263 50.2084643, 15.8289028 50.2085876, 15.8289774 50.2087006)",2,,,,,
28922191,False,Palackého,residential,True,33.403,"LINESTRING (15.8299966 50.2107127, 15.829617 50.2108894)",,,,,,
1097063315,True,,tertiary,False,11.096999999999998,"LINESTRING (15.8325728 50.2077427, 15.8325886 50.2077496, 15.8325947 50.207753, 15.8326003 50.2077564, 15.8326055 50.20776, 15.8326096 50.2077631, 15.8326138 50.2077666, 15.8326187 50.2077711, 15.8326223 50.2077751, 15.8326249 50.2077782, 15.8326286 50.207783, 15.8326317 50.2077881, 15.8326338 50.2077921, 15.8326362 50.2077974, 15.8326378 50.2078032, 15.832639 50.2078083, 15.8326395 50.207814, 15.8326396 50.2078204, 15.8326386 50.2078271)",1,,,roundabout,,5
25491653,True,Ignáta Herrmanna,tertiary,False,16.891,"LINESTRING (15.8324619 50.2077332, 15.8324842 50.2077141, 15.8324998 50.2076815, 15.832499 50.2076649, 15.8325038 50.2075876)",1,30,,,,
1097063319,True,,tertiary,False,8.184,"LINESTRING (15.8324619 50.2077332, 15.8324676 50.2077322, 15.8324763 50.2077311, 15.832486 50.2077303, 15.8324945 50.2077299, 15.8325017 50.2077299, 15.8325101 50.2077301, 15.8325188 50.2077307, 15.8325257 50.2077314, 15.832534 50.2077326, 15.8325413 50.2077339, 15.8325471 50.207735, 15.8325547 50.2077369, 15.8325629 50.2077392, 15.8325728 50.2077427)",1,,,roundabout,,5
1017814099,True,,tertiary,False,12.956999999999999,"LINESTRING (15.8323613 50.2078198, 15.8323613 50.2078136, 15.8323619 50.2078078, 15.8323628 50.2078032, 15.8323637 50.2078, 15.8323654 50.207795, 15.8323682 50.207789, 15.8323708 50.2077845, 15.832374 50.2077799, 15.8323775 50.2077755, 15.8323809 50.2077718, 15.8323852 50.2077675, 15.8323893 50.2077641, 15.8323928 50.2077612, 15.8323981 50.2077575, 15.8324035 50.207754, 15.8324098 50.2077505, 15.8324154 50.2077477, 15.83242 50.2077456, 15.832425 50.2077435, 15.8324327 50.2077406, 15.8324418 50.2077378, 15.8324494 50.2077358, 15.8324619 50.2077332)",1,,,roundabout,,5
1097063312,True,Komenského,tertiary,False,30.586999999999996,"LINESTRING (15.8324146 50.2078865, 15.8322307 50.2078643, 15.8319921 50.207836)",1,,,,,
1097063317,True,,tertiary,False,8.602999999999998,"LINESTRING (15.8324146 50.2078865, 15.8324027 50.2078799, 15.8323935 50.2078737, 15.8323824 50.2078639, 15.8323735 50.2078531, 15.8323678 50.2078436, 15.8323639 50.2078342, 15.8323626 50.2078293, 15.8323617 50.2078243, 15.8323613 50.2078198)",1,,,roundabout,,5
1097063313,True,Komenského,tertiary,False,9.246,"LINESTRING (15.8325373 50.2079025, 15.8325233 50.2079044, 15.8325112 50.2079054, 15.8325001 50.2079056, 15.8324895 50.2079053, 15.8324809 50.2079047, 15.8324716 50.2079037, 15.8324595 50.2079016, 15.8324473 50.207899, 15.8324373 50.2078959, 15.8324282 50.2078928, 15.8324191 50.2078888, 15.8324146 50.2078865)",1,,,roundabout,,5
1097063311,True,,tertiary,False,11.728,"LINESTRING (15.8326386 50.2078271, 15.832637 50.2078341, 15.8326344 50.2078404, 15.8326321 50.2078454, 15.832628 50.2078524, 15.8326241 50.2078577, 15.8326201 50.2078623, 15.8326185 50.2078639, 15.8326155 50.2078668, 15.8326099 50.2078717, 15.8326022 50.2078771, 15.8325958 50.2078814, 15.8325878 50.2078858, 15.8325805 50.2078894, 15.8325711 50.2078933, 15.8325621 50.2078964, 15.8325532 50.207899, 15.8325452 50.2079008, 15.8325373 50.2079025)",1,,,roundabout,,5
1097063314,True,,tertiary,False,40.281,"LINESTRING (15.8326386 50.2078271, 15.8326623 50.2078511, 15.8327083 50.2078881, 15.8328136 50.2079233, 15.8331051 50.2080209)",1,,,,,
28461083,False,Plácelova,residential,False,50.307,"LINESTRING (15.8381377 50.208563, 15.8376602 50.2087854, 15.8375661 50.2088292)",,,,,,
28461083,False,Plácelova,residential,True,69.36,"LINESTRING (15.8381377 50.208563, 15.8385044 50.2083923, 15.8389258 50.208196)",,,,,,
1204872495,True,,living_street,False,200.36499999999998,"LINESTRING (15.8381377 50.208563, 15.8379421 50.2083894, 15.8382862 50.2082165, 15.8385005 50.2081088, 15.8384129 50.2080344, 15.8383961 50.2080202, 15.8379824 50.207669, 15.8379651 50.2076543, 15.8378766 50.2075791, 15.8376505 50.2076924, 15.8372982 50.207869)",,,,,,
1204872496,False,,living_street,False,24.744,"LINESTRING (15.8372982 50.207869, 15.8370927 50.2076895)",,,,,,
26316733,False,Balbínova,residential,True,51.778,"LINESTRING (15.8370927 50.2076895, 15.8365154 50.2079729)",,,,,,
1204872496,False,,living_street,True,24.744,"LINESTRING (15.8370927 50.2076895, 15.8372982 50.207869)",,,,,,
26316733,False,Balbínova,residential,False,68.46000000000001,"LINESTRING (15.8370927 50.2076895, 15.8374453 50.2075164, 15.837856 50.2073148)",,,,,,
