osmid,ref,name,highway,oneway,reversed,length,bridge,geometry,tunnel
98316918,240,Za Roudnickou branou,secondary,False,False,97.523,,"LINESTRING (14.2341116 50.2839674, 14.2333532 50.2846984)",
"[237202836, 98316868, 98316918]",240,Za Roudnickou branou,secondary,False,True,109.615,yes,"LINESTRING (14.2341116 50.2839674, 14.2342592 50.2838379, 14.2345563 50.2835565, 14.2347058 50.283413, 14.2349752 50.2831507)",
"[26446870, 953391775]",616,"['Chržínská', 'náměstí Krále Vladislava']",secondary,False,False,104.155,,"LINESTRING (14.2360625 50.2816007, 14.2364209 50.2816382, 14.2366085 50.2816578, 14.2374992 50.2817847)",
51925872,240,náměstí Krále Vladislava,secondary,False,False,116.379,,"LINESTRING (14.2360625 50.2816007, 14.2359829 50.2819909, 14.2358825 50.2822566, 14.2357871 50.282395, 14.2356494 50.2825386, 14.2356003 50.2825899)",
"[928201560, 237202859]",23923,"['Slánská', 'náměstí Krále Vladislava']",tertiary,False,True,113.35300000000001,,"LINESTRING (14.2360625 50.2816007, 14.235673 50.2814843, 14.2353915 50.2813897, 14.2350228 50.2812659, 14.2346203 50.2811679)",
"[133724536, 777560931]",240,Pražská,secondary,False,True,201.39499999999998,,"LINESTRING (14.2360625 50.2816007, 14.2361271 50.2814345, 14.2361363 50.2814154, 14.2363497 50.280971, 14.2363912 50.2807504, 14.2363986 50.2807111, 14.2364705 50.2803043, 14.2365646 50.2798241)",
27451985,,Tyršova,residential,False,False,46.973,,"LINESTRING (14.2366941 50.2791643, 14.237352 50.2792054)",
51925874,240,Karla Krohna,secondary,False,True,189.494,,"LINESTRING (14.2366941 50.2791643, 14.2366479 50.2774604)",
27451981,,Hradební,residential,False,True,269.202,,"LINESTRING (14.2366941 50.2791643, 14.2358853 50.279134, 14.2354796 50.2789867, 14.2351292 50.278845, 14.2343784 50.2788431, 14.2341372 50.2789727, 14.2337047 50.2795708)",
"[133724536, 133724537, 582571365]",240,Pražská,secondary,False,False,74.052,,"LINESTRING (14.2366941 50.2791643, 14.2366939 50.2792281, 14.2366912 50.2792945, 14.2365646 50.2798241)",building_passage
27451982,,Spořilov,residential,False,False,69.407,,"LINESTRING (14.2366479 50.2774604, 14.2376215 50.2775102)",
51925874,240,Karla Krohna,secondary,False,False,189.494,,"LINESTRING (14.2366479 50.2774604, 14.2366941 50.2791643)",
51925872,240,náměstí Krále Vladislava,secondary,False,True,116.37899999999999,,"LINESTRING (14.2356003 50.2825899, 14.2356494 50.2825386, 14.2357871 50.282395, 14.2358825 50.2822566, 14.2359829 50.2819909, 14.2360625 50.2816007)",
112052836,,Růžová,residential,False,False,269.36,,"LINESTRING (14.2356003 50.2825899, 14.2359363 50.2827351, 14.2359461 50.2827647, 14.2359643 50.2828081, 14.2360279 50.282896, 14.2363141 50.2829935, 14.2366195 50.2830831, 14.2367759 50.2831239, 14.2369492 50.28308, 14.2374992 50.2817847)",
237202836,240,Za Roudnickou branou,secondary,False,False,76.561,,"LINESTRING (14.2356003 50.2825899, 14.2353397 50.2828282, 14.2349752 50.2831507)",
98316918,240,Za Roudnickou branou,secondary,False,True,160.458,,"LINESTRING (14.2322289 50.2859499, 14.2333532 50.2846984)",
235428555,,Václava Klementa,residential,False,False,157.173,,"LINESTRING (14.2322289 50.2859499, 14.2316793 50.2856396, 14.2302484 50.2854012)",
237202834,23923,Slánská,tertiary,False,False,8.899,,"LINESTRING (14.2299714 50.2790877, 14.2300886 50.2791159)",
28097147,24028,Malovarská,tertiary,False,False,166.524,,"LINESTRING (14.2299714 50.2790877, 14.2298631 50.2790551, 14.229763 50.2790003, 14.2296848 50.2789291, 14.2296287 50.2788527, 14.2295922 50.2787552, 14.2295858 50.2786605, 14.2296959 50.2783053, 14.229851 50.2777051)",
237202834,23923,Slánská,tertiary,False,True,17.12,,"LINESTRING (14.2337047 50.2795708, 14.2334672 50.2795449)",
27451981,,Hradební,residential,False,False,269.202,,"LINESTRING (14.2337047 50.2795708, 14.2341372 50.2789727, 14.2343784 50.2788431, 14.2351292 50.278845, 14.2354796 50.2789867, 14.2358853 50.279134, 14.2366941 50.2791643)",
928201561,23923,Slánská,tertiary,False,False,89.208,,"LINESTRING (14.2337047 50.2795708, 14.2344122 50.2796773, 14.2349058 50.2797981)",
27451986,,Na Brčkově,residential,False,False,157.905,,"LINESTRING (14.2349058 50.2797981, 14.2350739 50.2794286, 14.2359356 50.2797044, 14.2365646 50.2798241)",
928201561,23923,Slánská,tertiary,False,False,153.96699999999998,,"LINESTRING (14.2349058 50.2797981, 14.2347578 50.2808025, 14.2346203 50.2811679)",
928201561,23923,Slánská,tertiary,False,True,89.208,,"LINESTRING (14.2349058 50.2797981, 14.2344122 50.2796773, 14.2337047 50.2795708)",
27451979,,Školní,residential,False,False,32.468,,"LINESTRING (14.2386067 50.2812188, 14.2382608 50.2810908, 14.2382132 50.2810705)",
234769217,24030,Školní,tertiary,False,False,80.982,,"LINESTRING (14.2386067 50.2812188, 14.2385973 50.2813912, 14.2385404 50.2818404, 14.2385258 50.2819451)",
777560945,24030,Sokolská,tertiary,False,True,35.338,,"LINESTRING (14.2386067 50.2812188, 14.2387639 50.2811855, 14.2390784 50.2811181)",
234769217,24030,Školní,tertiary,False,True,80.982,,"LINESTRING (14.2385258 50.2819451, 14.2385404 50.2818404, 14.2385973 50.2813912, 14.2386067 50.2812188)",
237485303,616,Chržínská,secondary,False,False,62.715,,"LINESTRING (14.2385258 50.2819451, 14.2386374 50.2819648, 14.2387785 50.2819897, 14.2393769 50.2820945)",
953391775,616,Chržínská,secondary,False,True,75.102,,"LINESTRING (14.2385258 50.2819451, 14.2383741 50.2819176, 14.2374992 50.2817847)",
33853723,,Na Průhoně,residential,False,False,137.43900000000002,,"LINESTRING (14.2390784 50.2811181, 14.2407344 50.2807474, 14.2407905 50.2807352, 14.240901 50.2807048)",
235085367,24030,Sokolská,tertiary,False,True,120.813,,"LINESTRING (14.2390784 50.2811181, 14.2391777 50.2809245, 14.2392888 50.2800446)",
777560945,24030,Sokolská,tertiary,False,False,35.338,,"LINESTRING (14.2390784 50.2811181, 14.2387639 50.2811855, 14.2386067 50.2812188)",
235085367,24030,Sokolská,tertiary,False,False,78.213,,"LINESTRING (14.2394297 50.279347, 14.2392888 50.2800446)",
