osmid,lanes,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry,bridge,width,access,tunnel
36005617,,,Jiráskovo náměstí,residential,50,,False,False,71.968,"LINESTRING (15.9180074 50.5653209, 15.9178577 50.5646807)",,,,
36005608,,,Libušinka,residential,,,False,True,72.11,"LINESTRING (15.9191634 50.5652055, 15.9190159 50.5645638)",,,,
36005613,,,Pavla Křížkovského,residential,,,False,True,82.652,"LINESTRING (15.9191634 50.5652055, 15.9180074 50.5653209)",,,,
1077754424,,,Procházkova,residential,50,,False,False,39.75,"LINESTRING (15.913141 50.5653461, 15.9132848 50.5652887, 15.9133535 50.5652613, 15.9134138 50.5652372, 15.9136175 50.5651559)",,,,
24641425,,,Česká,residential,50,,False,False,65.706,"LINESTRING (15.9177185 50.5640561, 15.917609 50.5634693)",,,,
24641425,,,Česká,residential,50,,False,True,70.145,"LINESTRING (15.9177185 50.5640561, 15.9178577 50.5646807)",,,,
36005611,,,Národní,residential,,,True,False,84.372,"LINESTRING (15.9177185 50.5640561, 15.9188979 50.5639358)",,,,
36108508,,,K Červenému kopci,residential,,,False,False,22.570999999999998,"LINESTRING (15.9127744 50.5646144, 15.9126909 50.5646776, 15.9125675 50.5647691)",,,,
"[1008632210, 788095915]",,,Na Nivách,residential,,,False,"[False, True]",46.122,"LINESTRING (15.9127744 50.5646144, 15.9127632 50.5648102, 15.9127592 50.5648218, 15.9127536 50.5648384, 15.9127139 50.5648577, 15.91267 50.5648626, 15.9126193 50.5648531, 15.9125869 50.5648355, 15.9125686 50.5648134, 15.9125675 50.5647691)",,,,
788095915,,,Na Nivách,residential,,,False,False,45.042,"LINESTRING (15.9127744 50.5646144, 15.9130041 50.56443, 15.91317 50.5642967)",,,,
36005620,,,Polní,residential,,,True,False,100.632,"LINESTRING (15.91317 50.5642967, 15.9132453 50.5644379, 15.9132512 50.5644492, 15.9133028 50.5645488, 15.9135482 50.5650222, 15.9136175 50.5651559)",,,,
788095915,,,Na Nivách,residential,,,False,True,45.042,"LINESTRING (15.91317 50.5642967, 15.9130041 50.56443, 15.9127744 50.5646144)",,,,
36005615,,,Procházkova,residential,50,,False,False,88.324,"LINESTRING (15.9136175 50.5651559, 15.9137616 50.565101, 15.9139048 50.5650522, 15.9140723 50.5650206, 15.9140912 50.5650188, 15.9143112 50.5649981, 15.9145902 50.5649907, 15.9146986 50.5649924, 15.9148146 50.5649943)",,,,
1077754424,,,Procházkova,residential,50,,False,True,39.75,"LINESTRING (15.9136175 50.5651559, 15.9134138 50.5652372, 15.9133535 50.5652613, 15.9132848 50.5652887, 15.913141 50.5653461)",,,,
24641425,,,Česká,residential,50,,False,True,65.706,"LINESTRING (15.917609 50.5634693, 15.9177185 50.5640561)",,,,
37855070,,,Na Záduší,residential,,,False,False,108.07300000000001,"LINESTRING (15.917609 50.5634693, 15.9179643 50.5635215, 15.9185403 50.5637003, 15.9187919 50.5638223, 15.9188979 50.5639358)",,,,
37855071,,,Na Záduší,residential,,,True,False,88.907,"LINESTRING (15.917609 50.5634693, 15.9171917 50.563403, 15.9163641 50.5633777)",,,,
37855073,,,Česká,residential,50,,False,False,67.468,"LINESTRING (15.917609 50.5634693, 15.9176634 50.563091, 15.9176754 50.5630077, 15.9176951 50.5629076, 15.9177037 50.5628656)",,,,
37623213,,,U Parku,residential,,,False,True,185.517,"LINESTRING (15.9088574 50.5580621, 15.9098976 50.5586001, 15.9101864 50.5584499, 15.9101148 50.5583804, 15.9099977 50.5583275, 15.9101156 50.5582483, 15.9103607 50.5581369, 15.910231 50.5580729)",,,,
229326338,,,Slepá,residential,,,False,True,83.164,"LINESTRING (15.9088574 50.5580621, 15.9085282 50.5579156, 15.9079152 50.557614)",,,,
"[1110393884, 234919597, 234919606]",,3012,Úpická,tertiary,,,False,False,204.49200000000002,"LINESTRING (15.9088574 50.5580621, 15.9095344 50.5575282, 15.9098242 50.5573034, 15.9106564 50.5566457, 15.9106748 50.5566307)",,,,
"[24519514, 1110393884]",,3012,Úpická,tertiary,,,False,True,30.7,"LINESTRING (15.9088574 50.5580621, 15.9087583 50.5581358, 15.9086819 50.5581777, 15.9085988 50.5582142, 15.9085713 50.5582245, 15.9085299 50.5582401)",,,,
24651666,,,Školní,residential,,,False,True,141.426,"LINESTRING (15.9122952 50.5612967, 15.9127932 50.5614846, 15.913141 50.5616081, 15.9132965 50.5616633, 15.91353 50.5617124, 15.9138174 50.5617528, 15.9140155 50.5617294, 15.9141123 50.5617043)",,,,
37855074,,,Horská,unclassified,50,roundabout,True,False,22.734,"LINESTRING (15.9070228 50.5650493, 15.9069925 50.5650067, 15.9069893 50.5649621, 15.9070044 50.5649346, 15.9070388 50.5648933, 15.9070749 50.564864)",,,,
"[24619722, 24619723, 208119404, 45652174]",2,,"['Nový most', 'Úpské nábřeží']",unclassified,50,,False,True,284.53499999999997,"LINESTRING (15.9073834 50.5650735, 15.9076548 50.5652173, 15.9077828 50.5652857, 15.9081209 50.5653982, 15.9083765 50.5654446, 15.9086362 50.5654488, 15.9089664 50.5654228, 15.9094848 50.5652778, 15.9100173 50.5650526, 15.910365 50.5649112, 15.9106997 50.5647649, 15.9109008 50.5646789)",yes,,,
235882066,1,,Horská,unclassified,50,roundabout,True,False,29.245999999999995,"LINESTRING (15.9073834 50.5650735, 15.9073183 50.5651029, 15.907236 50.5651172, 15.9071613 50.5651121, 15.9070856 50.5650914, 15.9070228 50.5650493)",,,,
235882066,1,,Horská,unclassified,50,roundabout,True,False,31.117999999999995,"LINESTRING (15.9073136 50.5648376, 15.9073736 50.5648684, 15.9074163 50.5649044, 15.9074442 50.5649456, 15.9074521 50.5649909, 15.9074235 50.5650453, 15.9073834 50.5650735)",,,,
475137330,,,Horská,unclassified,50,,False,True,114.73899999999999,"LINESTRING (15.9073136 50.5648376, 15.9073902 50.5647447, 15.9074555 50.5646689, 15.9075643 50.5645777, 15.9079437 50.5643257, 15.9083567 50.5640543)",,,,
37855074,,,Horská,unclassified,50,roundabout,True,False,17.688,"LINESTRING (15.9070749 50.564864, 15.9071347 50.564842, 15.9072188 50.5648308, 15.9073136 50.5648376)",,,,
37855076,2,,Československé armády,unclassified,50,,False,False,62.803999999999995,"LINESTRING (15.9070749 50.564864, 15.9066267 50.5646567, 15.9064368 50.5645699, 15.906355 50.5645325)",,,,
218574078,,,Nová,residential,,,False,False,88.811,"LINESTRING (15.9090479 50.5643349, 15.9098612 50.563972, 15.9100721 50.5638717)",,,,
945743645,,,U Nemocnice,residential,,,True,False,23.175,"LINESTRING (15.9194311 50.5614642, 15.9194269 50.5612558)",,,,
24717745,,,Kryblická,residential,,,False,True,105.121,"LINESTRING (15.9194311 50.5614642, 15.9187966 50.5615195, 15.9186189 50.561535, 15.918508 50.5615294, 15.9179526 50.5615015)",,,,
24523808,,,Havlíčkova,residential,,,True,False,79.091,"LINESTRING (15.9119621 50.5597912, 15.9119993 50.5598075, 15.9121912 50.5598914, 15.9124121 50.5600016, 15.9127229 50.5601577, 15.9128488 50.5602249)",,,,
77041309,,,Příčná,living_street,,,False,True,80.051,"LINESTRING (15.9119621 50.5597912, 15.9119397 50.5598123, 15.9113433 50.5603736, 15.9113281 50.5603879)",,2,,
24511549,,,Palackého,residential,,,True,False,33.406,"LINESTRING (15.9113281 50.5603879, 15.9109332 50.5602226)",,,,
77041309,,,Příčná,living_street,,,False,False,80.051,"LINESTRING (15.9113281 50.5603879, 15.9113433 50.5603736, 15.9119397 50.5598123, 15.9119621 50.5597912)",,2,,
24511549,,,Palackého,residential,,,True,False,8.524,"LINESTRING (15.9114238 50.5604346, 15.9113281 50.5603879)",,,,
"[77041307, 373582919]",,,"['Na Vrchu', 'Vězeňská']",living_street,,,False,True,164.524,"LINESTRING (15.9114238 50.5604346, 15.9113713 50.5604778, 15.9111936 50.5606242, 15.9111713 50.560636, 15.9109019 50.5609495, 15.9119941 50.561378, 15.9120598 50.5614038)",,3,,
131959463,,,Veleslavínova,residential,,,False,False,77.082,"LINESTRING (15.9103946 50.5628991, 15.9108772 50.5633415, 15.9109187 50.5633795, 15.9110454 50.5634526)",,,permissive,
365806676,,,Krakonošovo náměstí,residential,,,False,False,81.307,"LINESTRING (15.9138623 50.5605715, 15.9128488 50.5602249)",,,,
24541253,,,Jihoslovanská,residential,,,True,False,160.15300000000002,"LINESTRING (15.9138623 50.5605715, 15.914022 50.5606154, 15.9147279 50.5607498, 15.9147947 50.5607625, 15.9150637 50.5608345, 15.9151968 50.5608837, 15.9153237 50.5609375, 15.9154101 50.5609807, 15.9154877 50.5610301, 15.9155952 50.5611328, 15.9157927 50.5612536)",,,,
37623213,,,U Parku,residential,,,False,False,185.517,"LINESTRING (15.910231 50.5580729, 15.9103607 50.5581369, 15.9101156 50.5582483, 15.9099977 50.5583275, 15.9101148 50.5583804, 15.9101864 50.5584499, 15.9098976 50.5586001, 15.9088574 50.5580621)",,,,
215297467,,,Lesní,residential,,,False,False,118.349,"LINESTRING (15.9169408 50.5597933, 15.9185492 50.5600913)",,,,
215297467,,,Lesní,residential,,,False,True,118.349,"LINESTRING (15.9185492 50.5600913, 15.9169408 50.5597933)",,,,
227664909,,,Pod Chmelnicí,residential,,,False,False,39.474,"LINESTRING (15.9185492 50.5600913, 15.9182897 50.5604057)",,,,
227664908,,,Pod Chmelnicí,residential,,,False,False,97.195,"LINESTRING (15.9185492 50.5600913, 15.9184533 50.5599711, 15.9182958 50.5594023, 15.9182409 50.5592443)",,,,
215297463,,,U Kapličky,residential,,,False,False,112.097,"LINESTRING (15.9167692 50.5601171, 15.9182897 50.5604057)",,,,
215297463,,,U Kapličky,residential,,,False,True,112.097,"LINESTRING (15.9182897 50.5604057, 15.9167692 50.5601171)",,,,
227664909,,,Pod Chmelnicí,residential,,,False,True,39.474,"LINESTRING (15.9182897 50.5604057, 15.9185492 50.5600913)",,,,
227664909,,,Pod Chmelnicí,residential,,,False,False,55.776,"LINESTRING (15.9182897 50.5604057, 15.9179604 50.5607624, 15.9178847 50.5608362)",,,,
227665021,,,Pod Chmelnicí,residential,,,False,False,8.306,"LINESTRING (15.9178847 50.5608362, 15.917913 50.5609087)",,,,
24935963,1,,Pod Sadem,residential,,,False,True,176.073,"LINESTRING (15.9178847 50.5608362, 15.9178027 50.5608041, 15.917714 50.560776, 15.9170561 50.5605941, 15.9163884 50.5604086, 15.9159665 50.5602927, 15.9156034 50.5602001)",,,,
227664909,,,Pod Chmelnicí,residential,,,False,True,55.776,"LINESTRING (15.9178847 50.5608362, 15.9179604 50.5607624, 15.9182897 50.5604057)",,,,
227665021,,,Pod Chmelnicí,residential,,,False,True,8.306,"LINESTRING (15.917913 50.5609087, 15.9178847 50.5608362)",,,,
237189514,,,Maxima Gorkého,residential,,,False,False,116.866,"LINESTRING (15.917913 50.5609087, 15.918026 50.5608931, 15.9181481 50.5608826, 15.9194443 50.5607897, 15.9195546 50.5607809)",,,,
"[24647123, 651916621]",,,Maxima Gorkého,residential,,,False,True,80.979,"LINESTRING (15.917913 50.5609087, 15.9178052 50.5609275, 15.917679 50.560958, 15.9174459 50.561017, 15.917388 50.5610328, 15.9173294 50.561058, 15.9171753 50.5611422, 15.9170593 50.5612133, 15.9169448 50.5612753)",,,,
24570744,,,Slezská,residential,,,False,True,72.14,"LINESTRING (15.9167715 50.5614129, 15.9166461 50.5613947, 15.9165394 50.5613779, 15.9163842 50.561341, 15.9162312 50.5613052, 15.9160239 50.5612567, 15.9159912 50.5612508, 15.9159577 50.5612488, 15.9158858 50.5612536, 15.9157927 50.5612536)",,,,
817586896,,,Slezská,residential,,,True,False,21.387,"LINESTRING (15.9167715 50.5614129, 15.9168337 50.5614036, 15.9168727 50.5613818, 15.9169203 50.5613435, 15.9169448 50.5612753)",,,,
218573612,,,Lužická,residential,,,False,True,114.608,"LINESTRING (15.9130493 50.5580429, 15.9124882 50.5584475, 15.9122468 50.5586451, 15.9119476 50.5587938)",,,,
229326338,,,Slepá,residential,,,False,False,83.164,"LINESTRING (15.9079152 50.557614, 15.9085282 50.5579156, 15.9088574 50.5580621)",,,,
229450101,,,Lípová,residential,,,False,True,60.765,"LINESTRING (15.9075996 50.5593961, 15.9077451 50.5599347)",,,,
229450141,,,Švédská,residential,,,False,True,119.465,"LINESTRING (15.9076449 50.5606448, 15.9063939 50.5613678)",,,,
229450141,,,Švédská,residential,,,False,False,119.465,"LINESTRING (15.9063939 50.5613678, 15.9076449 50.5606448)",,,,
24519287,2,,Komenského,residential,,,False,False,78.106,"LINESTRING (15.9063939 50.5613678, 15.9068397 50.5617167, 15.9069242 50.5618121, 15.9070046 50.5619463)",,,,
237189515,2,14;16,Pražská,primary,50,,False,True,21.877,"LINESTRING (15.9072661 50.5583448, 15.9069572 50.5583307)",,,,
237189515,2,14;16,Pražská,primary,50,,False,False,31.287,"LINESTRING (15.9072661 50.5583448, 15.9073778 50.5583506, 15.9074991 50.5583605, 15.9075893 50.5583702, 15.9076597 50.5583792, 15.9077038 50.5583856)",,,,
229502134,1,,,residential,,,True,False,49.45100000000001,"LINESTRING (15.9074935 50.5587027, 15.907519 50.5586693, 15.9075362 50.5586339, 15.9075448 50.5585972, 15.9075445 50.5585602, 15.9075366 50.558528, 15.9075178 50.5584882, 15.907492 50.558455, 15.9074585 50.5584246, 15.9074182 50.5583978, 15.907372 50.5583752, 15.9073209 50.5583573, 15.9072661 50.5583448)",,,,
1110393883,,,Žižkova,residential,,,False,False,29.605,"LINESTRING (15.9074935 50.5587027, 15.9076571 50.5586193, 15.9077108 50.5585889, 15.9077465 50.5585686, 15.9077807 50.5585426, 15.907801 50.5585236)",,,,
"[1110393883, 237189523]",,,Žižkova,residential,,,False,True,58.551,"LINESTRING (15.9074935 50.5587027, 15.907347 50.5587788, 15.9070026 50.5589576, 15.9068498 50.5590344)",,,,
"[1110393884, 234919597, 234919606]",,3012,Úpická,tertiary,,,False,True,204.49199999999996,"LINESTRING (15.9106748 50.5566307, 15.9106564 50.5566457, 15.9098242 50.5573034, 15.9095344 50.5575282, 15.9088574 50.5580621)",,,,
229919847,,,Hluboký příkop,residential,,,False,True,68.413,"LINESTRING (15.9102035 50.5602335, 15.9102035 50.5603705, 15.9101146 50.5608454)",,,,
288962395,,,Barvířská,residential,,,False,True,31.673,"LINESTRING (15.9108837 50.5613907, 15.9107508 50.5613526, 15.9104753 50.5612731)",,,,
229919883,,,Malé náměstí,residential,30,,False,False,15.6,"LINESTRING (15.9126284 50.5623883, 15.9127747 50.5624934)",,,,
229919868,,,Spojka,residential,,,False,True,49.143,"LINESTRING (15.9163407 50.5625586, 15.916132 50.562137)",,,,
229919878,,,Za Školou,residential,,,False,True,52.543,"LINESTRING (15.9141745 50.5627813, 15.9139208 50.5623371)",,,,
229919875,,,Veleslavínova,residential,,,False,True,51.443000000000005,"LINESTRING (15.9114367 50.5638428, 15.9110746 50.5634817, 15.9110454 50.5634526)",,,,
227664908,,,Pod Chmelnicí,residential,,,False,True,97.195,"LINESTRING (15.9182409 50.5592443, 15.9182958 50.5594023, 15.9184533 50.5599711, 15.9185492 50.5600913)",,,,
208119720,,,náměstí Republiky,residential,,,False,True,16.142,"LINESTRING (15.9093364 50.5632975, 15.9093535 50.5633244, 15.9093813 50.5633474, 15.9094179 50.5633649, 15.9094604 50.5633755, 15.9095059 50.5633785)",,,,
408479295,,,náměstí Republiky,residential,,,True,False,6.362,"LINESTRING (15.9093364 50.5632975, 15.9093312 50.5632691, 15.909338 50.5632408)",,,,
208119720,,,náměstí Republiky,residential,,,False,False,16.142,"LINESTRING (15.9095059 50.5633785, 15.9094604 50.5633755, 15.9094179 50.5633649, 15.9093813 50.5633474, 15.9093535 50.5633244, 15.9093364 50.5632975)",,,,
208119720,,,náměstí Republiky,residential,,,False,True,8.902,"LINESTRING (15.9095059 50.5633785, 15.9095474 50.5633744, 15.909586 50.5633639, 15.9096193 50.5633476)",,,,
229450100,,,Horská,unclassified,,,True,False,113.313,"LINESTRING (15.9095059 50.5633785, 15.9094986 50.5634247, 15.9094687 50.5634636, 15.9094252 50.5634883, 15.9091803 50.5636275, 15.9085055 50.5640249, 15.9083567 50.5640543)",,,,
237189514,,,Maxima Gorkého,residential,,,False,True,116.86600000000001,"LINESTRING (15.9195546 50.5607809, 15.9194443 50.5607897, 15.9181481 50.5608826, 15.918026 50.5608931, 15.917913 50.5609087)",,,,
945743644,,,,residential,,,False,True,27.157,"LINESTRING (15.919982 50.5612089, 15.9196009 50.5612411)",,,,
421454700,,,U Nemocnice,residential,,,True,False,51.276,"LINESTRING (15.9196009 50.5612411, 15.9195546 50.5607809)",,,,
421454701,,,U Nemocnice,residential,,,False,True,12.399,"LINESTRING (15.9196009 50.5612411, 15.9194269 50.5612558)",,,,
945743644,,,,residential,,,False,False,27.157,"LINESTRING (15.9196009 50.5612411, 15.919982 50.5612089)",,,,
421454701,,,U Nemocnice,residential,,,False,False,12.399,"LINESTRING (15.9194269 50.5612558, 15.9196009 50.5612411)",,,,
502443549,,,Faltisova,residential,30,,False,True,102.15899999999999,"LINESTRING (15.9077096 50.5635801, 15.9080224 50.5633434, 15.908075 50.5633036, 15.9082457 50.5631748, 15.9085178 50.5629694, 15.9086665 50.5628939)",,,,
24565740,1,14;16,Úpské nábřeží,primary,50,roundabout,True,False,22.154000000000003,"LINESTRING (15.9177037 50.5628656, 15.9176437 50.5628539, 15.9175924 50.562831, 15.9175547 50.5627991, 15.9175344 50.5627614, 15.9175334 50.5627216)",,,,
37855073,,,Česká,residential,50,,False,True,67.468,"LINESTRING (15.9177037 50.5628656, 15.9176951 50.5629076, 15.9176754 50.5630077, 15.9176634 50.563091, 15.917609 50.5634693)",,,,
36108508,,,K Červenému kopci,residential,,,False,True,22.570999999999998,"LINESTRING (15.9125675 50.5647691, 15.9126909 50.5646776, 15.9127744 50.5646144)",,,,
"[1008632210, 788095915]",,,Na Nivách,residential,,,False,"[False, True]",46.122,"LINESTRING (15.9125675 50.5647691, 15.9125686 50.5648134, 15.9125869 50.5648355, 15.9126193 50.5648531, 15.91267 50.5648626, 15.9127139 50.5648577, 15.9127536 50.5648384, 15.9127592 50.5648218, 15.9127632 50.5648102, 15.9127744 50.5646144)",,,,
"[1180139208, 1110393885]",3,14;16,Pražská,primary,50,,False,False,76.12100000000001,"LINESTRING (15.9084048 50.5585844, 15.9085375 50.5586435, 15.9086577 50.5586971, 15.9089601 50.5588279, 15.9092261 50.558943, 15.909293 50.558972)",,,,
1110393885,3,14;16,Pražská,primary,50,,False,True,24.628,"LINESTRING (15.9084048 50.5585844, 15.9083543 50.5585651, 15.9082802 50.5585369, 15.9082023 50.5585092, 15.908102 50.5584747)",,,,
"[24519514, 1110393884]",,3012,Úpická,tertiary,,,False,False,30.699999999999996,"LINESTRING (15.9085299 50.5582401, 15.9085713 50.5582245, 15.9085988 50.5582142, 15.9086819 50.5581777, 15.9087583 50.5581358, 15.9088574 50.5580621)",,,,
24519514,,3012,Úpická,tertiary,,,False,True,32.655,"LINESTRING (15.9085299 50.5582401, 15.9084553 50.5582598, 15.908181 50.5583071, 15.9081414 50.558316, 15.9080923 50.5583321)",,,,
1042142281,1,,,tertiary_link,,,True,False,42.82,"LINESTRING (15.9085299 50.5582401, 15.9084727 50.5582717, 15.9084253 50.5583093, 15.9083893 50.5583516, 15.9083657 50.5583973, 15.9083554 50.558445, 15.9083586 50.5584931, 15.9083752 50.5585401, 15.9084048 50.5585844)",,,,
1042142284,1,14;16,Pražská,primary,50,roundabout,True,False,17.782,"LINESTRING (15.907801 50.5585236, 15.9077618 50.5585035, 15.9077311 50.5584781, 15.9077105 50.558449, 15.9077013 50.5584175, 15.9077038 50.5583856)",,6,,
1110393883,,,Žižkova,residential,,,False,True,29.604999999999997,"LINESTRING (15.907801 50.5585236, 15.9077807 50.5585426, 15.9077465 50.5585686, 15.9077108 50.5585889, 15.9076571 50.5586193, 15.9074935 50.5587027)",,,,
237189515,2,14;16,Pražská,primary,50,,False,True,31.287,"LINESTRING (15.9077038 50.5583856, 15.9076597 50.5583792, 15.9075893 50.5583702, 15.9074991 50.5583605, 15.9073778 50.5583506, 15.9072661 50.5583448)",,,,
1042142284,1,14;16,Pražská,primary,50,roundabout,True,False,35.873,"LINESTRING (15.9077038 50.5583856, 15.9077205 50.5583514, 15.9077507 50.5583211, 15.9077923 50.5582968, 15.9078424 50.5582804, 15.9078975 50.5582728, 15.9079539 50.5582746, 15.9080075 50.5582857, 15.9080548 50.5583053, 15.9080923 50.5583321)",,6,,
1042142284,1,14;16,Pražská,primary,50,roundabout,True,False,24.491999999999997,"LINESTRING (15.908102 50.5584747, 15.908073 50.5585002, 15.9080355 50.5585208, 15.9079916 50.5585354, 15.9079436 50.5585432, 15.9078941 50.5585438, 15.9078457 50.5585371, 15.907801 50.5585236)",,6,,
1110393885,3,14;16,Pražská,primary,50,,False,False,24.628,"LINESTRING (15.908102 50.5584747, 15.9082023 50.5585092, 15.9082802 50.5585369, 15.9083543 50.5585651, 15.9084048 50.5585844)",,,,
1148817661,,,Příčka,residential,50,,False,False,51.133,"LINESTRING (15.9152176 50.5623043, 15.9154179 50.5627462)",,,,
24648403,2,,Vodní,residential,,,True,False,67.25399999999999,"LINESTRING (15.9152176 50.5623043, 15.9154274 50.5622712, 15.9156375 50.5622282, 15.9159815 50.5621596, 15.916132 50.562137)",,,,
37855512,,,Novodvorská,residential,,,False,False,32.986000000000004,"LINESTRING (15.9151153 50.5652196, 15.9149214 50.5650952, 15.9148146 50.5649943)",,,,
1192241670,,,Novodvorská,residential,,,True,False,24.181,"LINESTRING (15.9151153 50.5652196, 15.914983 50.5652041, 15.9149182 50.5652107, 15.9147823 50.5652373)",,,,
