osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,lanes,junction
27726606,Švermova,residential,False,False,109.555,"LINESTRING (15.8198338 49.9207714, 15.8198228 49.9207202, 15.819818 49.9206685, 15.8198354 49.9198186, 15.819836 49.9197868)",,,,,
213412022,Vítězství,secondary,False,True,181.186,"LINESTRING (15.8198338 49.9207714, 15.81738 49.9209482, 15.8173187 49.9209526)",358,,,,
"[27726577, 611508076, 27726574]",T. G. Masaryka,secondary,False,True,73.321,"LINESTRING (15.8124858 49.9212611, 15.8122424 49.9212383, 15.8115251 49.9211642, 15.8114741 49.9211587)",324,50,yes,,
692959127,T. G. Masaryka,secondary,True,False,43.064,"LINESTRING (15.8124858 49.9212611, 15.8126039 49.9212631, 15.8128795 49.9212609, 15.8129131 49.9212595, 15.8129375 49.9212575, 15.8129735 49.9212519, 15.8130021 49.9212453, 15.8130201 49.9212412, 15.8130294 49.9212381, 15.8130759 49.9212224)",324,50,,,
27726576,Palackého,residential,True,False,160.063,"LINESTRING (15.8153047 49.9171948, 15.8154017 49.9172181, 15.8154241 49.9172222, 15.8154656 49.9172276, 15.8174585 49.9172961, 15.8175291 49.9172986)",,,,,
237979956,T. G. Masaryka,secondary,False,True,136.749,"LINESTRING (15.8153047 49.9171948, 15.8152667 49.9172625, 15.8149309 49.9178779, 15.8148964 49.9179411, 15.814673 49.9183554)",324,50,,,
692959138,T. G. Masaryka,secondary,False,False,54.852,"LINESTRING (15.8136917 49.9203946, 15.8139028 49.9199204)",324,50,,,
27726603,Boženy Němcové,residential,False,False,129.823,"LINESTRING (15.8136917 49.9203946, 15.8137837 49.92041, 15.8138043 49.9204123, 15.813819 49.9204139, 15.8138496 49.9204159, 15.8138847 49.9204179, 15.8154211 49.9204503, 15.8155003 49.920452)",,,,,
"[924602156, 979859239]",T. G. Masaryka,secondary,False,False,55.758,"LINESTRING (15.8136917 49.9203946, 15.8136385 49.9205169, 15.8135558 49.9207071, 15.8134807 49.9208773)",324,50,,3,
"[27726677, 203166061, 27726679]","['Farská', 'Jiráskova']",residential,False,True,247.83100000000002,"LINESTRING (15.8101163 49.9209854, 15.810121 49.9209551, 15.8101224 49.9209382, 15.8101138 49.9207652, 15.810118 49.9206878, 15.8101554 49.9203951, 15.8102262 49.9198659, 15.810229 49.9198159, 15.8102197 49.9198, 15.8102062 49.9197855, 15.8101643 49.9197511, 15.810157 49.9197454, 15.8100981 49.9196997, 15.8100696 49.9196831, 15.810042 49.9196744, 15.8100102 49.9196724, 15.8099845 49.9196715, 15.8097277 49.9196794, 15.8095494 49.9196891, 15.808702 49.9197518)",,,,,
