osmid,oneway,name,highway,reversed,length,ref,maxspeed,geometry,junction,bridge
24882896,False,Krkonošská,secondary,False,85.896,286,50,"LINESTRING (15.5096536 50.6076596, 15.5097941 50.6069866, 15.5098059 50.6068933)",,
"[44618170, 198890614, 44618171, 65000718]",False,"['Krkonošská', '286-012B']",secondary,False,507.11099999999993,286,50,"LINESTRING (15.5096536 50.6076596, 15.5095128 50.6086099, 15.5094961 50.6087074, 15.5094086 50.6090841, 15.5093709 50.609188, 15.5093247 50.6092905, 15.5092692 50.609393, 15.5092051 50.6094935, 15.5087674 50.6099895, 15.508486 50.6102936, 15.508394 50.610403, 15.5083149 50.6105163, 15.5082656 50.6106011, 15.5082236 50.6106875, 15.5081889 50.6107752, 15.5081631 50.6108674, 15.5081476 50.6109606, 15.5081414 50.6111464, 15.5081772 50.611525, 15.5081987 50.6120292)",,yes
24882896,False,Krkonošská,secondary,True,85.896,286,50,"LINESTRING (15.5098059 50.6068933, 15.5097941 50.6069866, 15.5096536 50.6076596)",,
821895176,True,,secondary,False,28.373,286,50,"LINESTRING (15.5098059 50.6068933, 15.5097408 50.6068831, 15.5096848 50.6068598, 15.5096439 50.6068261, 15.5096229 50.6067857, 15.5096242 50.6067432, 15.5096474 50.6067033)",roundabout,
45779061,False,Nádražní,secondary,True,204.393,293,50,"LINESTRING (15.5099966 50.606706, 15.5101525 50.6066171, 15.510596 50.606366, 15.511001 50.606049, 15.5116709 50.60548, 15.5118661 50.605311)",,
910748706,True,,secondary,False,30.151000000000003,286,50,"LINESTRING (15.5099966 50.606706, 15.5100172 50.6067425, 15.5100196 50.6067812, 15.5100035 50.6068185, 15.5099703 50.6068511, 15.5099233 50.6068758, 15.5098667 50.6068903, 15.5098059 50.6068933)",roundabout,
778787584,False,V Jilmu,residential,True,183.35,,,"LINESTRING (15.5098343 50.60664, 15.5098487 50.6065942, 15.5099718 50.6064688, 15.5101984 50.6062379, 15.5111147 50.6053043, 15.5111865 50.6052355)",,
821895177,True,,secondary,False,14.155,286,50,"LINESTRING (15.5098343 50.60664, 15.5098836 50.6066461, 15.5099288 50.6066598, 15.5099673 50.6066802, 15.5099966 50.606706)",roundabout,
231885320,False,Roztocká,tertiary,True,84.806,28411,,"LINESTRING (15.5094897 50.6048834, 15.5091561 50.6056161)",,
"[50437219, 44618157, 44618158]",False,Jana Weisse,residential,False,126.10499999999999,,,"LINESTRING (15.5094897 50.6048834, 15.510115 50.6050085, 15.5106484 50.6051152, 15.5108627 50.6051495, 15.5111865 50.6052355)",,yes
231885320,False,Roztocká,tertiary,False,84.806,28411,,"LINESTRING (15.5091561 50.6056161, 15.5094897 50.6048834)",,
30968807,False,Jana Buchara,residential,False,57.212,,,"LINESTRING (15.5091561 50.6056161, 15.5088233 50.6056128, 15.5087498 50.6056121, 15.5083455 50.6056081)",,
695034883,False,Roztocká,tertiary,True,102.56400000000001,28411,,"LINESTRING (15.5091561 50.6056161, 15.5089916 50.606027, 15.5089864 50.6064415, 15.5089853 50.6065254)",,
30968792,False,Tyršovo náměstí,residential,False,82.32000000000001,,,"LINESTRING (15.502579 50.6085124, 15.5028409 50.6084951, 15.5033545 50.6084412, 15.503732 50.6084014)",,
"[30968801, 44705002]",False,"['Komenského', 'K Břízkám']",residential,True,118.559,,,"LINESTRING (15.502579 50.6085124, 15.5025873 50.6085844, 15.5027746 50.6089292, 15.5027914 50.6089601, 15.502948 50.6095484)",,
370293679,False,K Břízkám,residential,False,278.49600000000004,,,"LINESTRING (15.502579 50.6085124, 15.5024198 50.6083747, 15.5022339 50.6082485, 15.5022069 50.6082336, 15.5011682 50.6076626, 15.5010731 50.6075657, 15.5010019 50.6074127, 15.501029 50.6069669, 15.5011551 50.6065341, 15.501198 50.6064314)",,
41339883,False,Geologa Pošepného,residential,False,38.686,,,"LINESTRING (15.5085013 50.6075948, 15.5085669 50.6076687, 15.5087254 50.6079118)",,
41339884,False,Jungmannova,residential,True,115.18700000000001,,,"LINESTRING (15.5085013 50.6075948, 15.50798 50.6076806, 15.5070348 50.6078362, 15.5069209 50.6078539)",,
41339883,False,Geologa Pošepného,residential,True,38.686,,,"LINESTRING (15.5087254 50.6079118, 15.5085669 50.6076687, 15.5085013 50.6075948)",,
65137113,False,Dolení,residential,True,77.787,,50,"LINESTRING (15.5087254 50.6079118, 15.5086396 50.6080572, 15.5084239 50.608584)",,
"[44618161, 65137114, 48563311]",True,Dolení,residential,False,71.287,,50,"LINESTRING (15.5087254 50.6079118, 15.5091198 50.6077985, 15.509227 50.6077651, 15.5093721 50.6077305, 15.5096536 50.6076596)",,yes
65137113,False,Dolení,residential,False,77.787,,50,"LINESTRING (15.5084239 50.608584, 15.5086396 50.6080572, 15.5087254 50.6079118)",,
"[198890612, 44618166]",False,Dolení,residential,True,95.061,,,"LINESTRING (15.5084239 50.608584, 15.5084111 50.6086292, 15.5083225 50.6090047, 15.5082905 50.6090814, 15.5081686 50.6093737, 15.5081494 50.6094197)",,
"[198890612, 44618166]",False,Dolení,residential,False,95.061,,,"LINESTRING (15.5081494 50.6094197, 15.5081686 50.6093737, 15.5082905 50.6090814, 15.5083225 50.6090047, 15.5084111 50.6086292, 15.5084239 50.608584)",,
"[50437220, 289448733]",False,Husova,residential,True,96.848,,,"LINESTRING (15.5081494 50.6094197, 15.5072919 50.6093495, 15.5072177 50.6093434, 15.5069465 50.609336, 15.5068257 50.6092679)",,
"[30968869, 282476688, 282476689, 44618174, 44618175]",False,Do Žlábku,residential,False,76.962,,50,"LINESTRING (15.5081987 50.6120292, 15.5086868 50.6121421, 15.5088874 50.6121815, 15.5089211 50.6121882, 15.5089997 50.6121999, 15.5091168 50.6122195, 15.5092347 50.612244)",,yes
44618162,False,Dolení,residential,False,58.92,,50,"LINESTRING (15.5081987 50.6120292, 15.5079245 50.6118345, 15.5076687 50.6116203)",,
"[44618170, 44618171, 198890614, 65000718]",False,"['Krkonošská', '286-012B']",secondary,True,507.111,286,50,"LINESTRING (15.5081987 50.6120292, 15.5081772 50.611525, 15.5081414 50.6111464, 15.5081476 50.6109606, 15.5081631 50.6108674, 15.5081889 50.6107752, 15.5082236 50.6106875, 15.5082656 50.6106011, 15.5083149 50.6105163, 15.508394 50.610403, 15.508486 50.6102936, 15.5087674 50.6099895, 15.5092051 50.6094935, 15.5092692 50.609393, 15.5093247 50.6092905, 15.5093709 50.609188, 15.5094086 50.6090841, 15.5094961 50.6087074, 15.5095128 50.6086099, 15.5096536 50.6076596)",,yes
198890613,False,Krkonošská,secondary,False,176.434,286,50,"LINESTRING (15.5081987 50.6120292, 15.508241 50.612289, 15.508216 50.612693, 15.508105 50.612989, 15.5078517 50.6132577, 15.5075801 50.6134575, 15.5075419 50.6134893)",,
778181323,True,Dolení,residential,False,122.717,,50,"LINESTRING (15.5074445 50.6104286, 15.5074971 50.610355, 15.5081494 50.6094197)",,
30968795,True,V Domkách,residential,False,115.879,,,"LINESTRING (15.5058387 50.6102104, 15.5074445 50.6104286)",,
30968864,False,Valdštejnská,residential,False,92.792,,30,"LINESTRING (15.5058387 50.6102104, 15.5060457 50.60994, 15.5061512 50.6096701, 15.5061672 50.6094145)",,
30968864,False,Valdštejnská,residential,True,219.79500000000002,,30,"LINESTRING (15.5058387 50.6102104, 15.5057804 50.610508, 15.5058325 50.6113916, 15.5058792 50.6121836)",,
30968856,True,Kostelní,residential,False,53.458,,,"LINESTRING (15.5061672 50.6094145, 15.5056525 50.6094226, 15.5054106 50.6094352)",,
30968864,False,Valdštejnská,residential,False,15.922999999999998,,30,"LINESTRING (15.5061672 50.6094145, 15.5061775 50.6093821, 15.5062386 50.609279)",,
30968864,False,Valdštejnská,residential,True,92.792,,30,"LINESTRING (15.5061672 50.6094145, 15.5061512 50.6096701, 15.5060457 50.60994, 15.5058387 50.6102104)",,
370293682,False,Tyršovo náměstí,residential,True,45.892,,,"LINESTRING (15.5039998 50.6087775, 15.503732 50.6084014)",,
30968849,False,Zámecká,residential,False,177.14999999999998,,,"LINESTRING (15.5006079 50.6107235, 15.5008248 50.6107786, 15.5012873 50.6107087, 15.501461 50.6107428, 15.5015852 50.6108584, 15.5017711 50.6111306, 15.5018134 50.6111926, 15.5019046 50.6113261, 15.5020519 50.6115934, 15.5020954 50.6116843)",,
30968850,False,Komenského,residential,False,51.78,,,"LINESTRING (15.5006079 50.6107235, 15.5002435 50.6108326, 15.4999264 50.6108926)",,
30968860,False,Komenského,residential,True,212.277,,,"LINESTRING (15.5006079 50.6107235, 15.5008445 50.6105891, 15.5014141 50.6102724, 15.502395 50.6097269, 15.5026891 50.6095951, 15.502948 50.6095484)",,
"[30968801, 44705002]",False,"['K Břízkám', 'Komenského']",residential,False,118.55900000000001,,,"LINESTRING (15.502948 50.6095484, 15.5027914 50.6089601, 15.5027746 50.6089292, 15.5025873 50.6085844, 15.502579 50.6085124)",,
30968860,False,Komenského,residential,False,212.27700000000002,,,"LINESTRING (15.502948 50.6095484, 15.5026891 50.6095951, 15.502395 50.6097269, 15.5014141 50.6102724, 15.5008445 50.6105891, 15.5006079 50.6107235)",,
45779055,False,Kostelní,residential,False,83.845,,,"LINESTRING (15.502948 50.6095484, 15.5036449 50.6096073, 15.5040544 50.6095674, 15.5041249 50.609563)",,
370293680,False,Kostelní,residential,True,62.442,,,"LINESTRING (15.5054106 50.6094352, 15.5045373 50.6095258)",,
30968800,True,Haklova,residential,False,73.649,,,"LINESTRING (15.5054106 50.6094352, 15.505388 50.6091082, 15.5053648 50.6087735)",,
44704983,False,Sportovní,residential,True,20.147,,,"LINESTRING (15.504379 50.6050267, 15.5044803 50.6048573)",,
44704983,False,Sportovní,residential,False,64.915,,,"LINESTRING (15.504379 50.6050267, 15.5043695 50.6050574, 15.5041958 50.6055988)",,
161508773,False,Jana Buchara,residential,True,90.152,,,"LINESTRING (15.504379 50.6050267, 15.5047987 50.6050616, 15.5048032 50.6056037)",,
30968807,False,Jana Buchara,residential,True,21.827,,,"LINESTRING (15.5041958 50.6055988, 15.5045049 50.6056057)",,
30968807,False,Jana Buchara,residential,False,100.062,,,"LINESTRING (15.5041958 50.6055988, 15.5040801 50.6055962, 15.5029405 50.6055992, 15.502778 50.6056006)",,
44704983,False,Sportovní,residential,False,93.64699999999999,,,"LINESTRING (15.5041958 50.6055988, 15.504126 50.6058627, 15.5040787 50.6061199, 15.5040469 50.6064349)",,
44704983,False,Sportovní,residential,True,64.915,,,"LINESTRING (15.5041958 50.6055988, 15.5043695 50.6050574, 15.504379 50.6050267)",,
"[44704984, 44704983]",False,"['Sportovní', 'Ke Stadionu']",residential,False,263.101,,,"LINESTRING (15.5040469 50.6064349, 15.5040544 50.6071253, 15.5041038 50.6074038, 15.5044917 50.6073664, 15.5062788 50.6071989)",,
44704983,False,Sportovní,residential,True,93.64699999999999,,,"LINESTRING (15.5040469 50.6064349, 15.5040787 50.6061199, 15.504126 50.6058627, 15.5041958 50.6055988)",,
289928185,False,Žižkova,secondary,False,150.028,286,50,"LINESTRING (15.5040469 50.6064349, 15.5041637 50.6064409, 15.504451 50.6064558, 15.5047904 50.6064686, 15.5051712 50.6064732, 15.5055464 50.6064715, 15.5060595 50.6064618, 15.5061706 50.6064598)",,
"[289928185, 748786969]",False,Žižkova,secondary,True,108.419,286,50,"LINESTRING (15.5040469 50.6064349, 15.5035382 50.6064123, 15.5032863 50.6063976, 15.5030383 50.6063809, 15.5027965 50.6063623, 15.5025195 50.6063343)",,
30968803,False,Sokolská,residential,False,83.619,,,"LINESTRING (15.5025195 50.6063343, 15.5027612 50.6056711, 15.502778 50.6056006)",,
"[748786969, 289928185]",False,Žižkova,secondary,False,108.41900000000001,286,50,"LINESTRING (15.5025195 50.6063343, 15.5027965 50.6063623, 15.5030383 50.6063809, 15.5032863 50.6063976, 15.5035382 50.6064123, 15.5040469 50.6064349)",,
748786969,False,Žižkova,secondary,True,79.275,286,50,"LINESTRING (15.5025195 50.6063343, 15.5020354 50.6062873, 15.5017952 50.6062626, 15.5017254 50.6062555, 15.5016742 50.6062508, 15.5016214 50.6062507, 15.5015447 50.606259, 15.501411 50.6062787)",,
30968803,False,Sokolská,residential,True,83.619,,,"LINESTRING (15.502778 50.6056006, 15.5027612 50.6056711, 15.5025195 50.6063343)",,
30968807,False,Jana Buchara,residential,True,100.062,,,"LINESTRING (15.502778 50.6056006, 15.5029405 50.6055992, 15.5040801 50.6055962, 15.5041958 50.6055988)",,
44506242,False,Jana Buchara,residential,False,146.674,,,"LINESTRING (15.502778 50.6056006, 15.5026415 50.6056099, 15.5013497 50.6057899, 15.5012984 50.6057967, 15.5012581 50.6057912, 15.501218 50.6057735, 15.501009 50.6055666, 15.500924 50.6055502)",,
289928184,False,Tkalcovská,residential,True,82.538,,,"LINESTRING (15.5062788 50.6071989, 15.5061706 50.6064598)",,
44704984,False,Ke Stadionu,residential,False,147.373,,,"LINESTRING (15.5062788 50.6071989, 15.5068235 50.6071669, 15.5069066 50.607162, 15.5072556 50.6071249, 15.5073286 50.6070824, 15.5073118 50.6064447)",,
"[44704984, 44704983]",False,"['Sportovní', 'Ke Stadionu']",residential,True,263.101,,,"LINESTRING (15.5062788 50.6071989, 15.5044917 50.6073664, 15.5041038 50.6074038, 15.5040544 50.6071253, 15.5040469 50.6064349)",,
"[50437219, 44618157, 44618158]",False,Jana Weisse,residential,True,126.10500000000002,,,"LINESTRING (15.5111865 50.6052355, 15.5108627 50.6051495, 15.5106484 50.6051152, 15.510115 50.6050085, 15.5094897 50.6048834)",,yes
778787584,False,V Jilmu,residential,False,183.35,,,"LINESTRING (15.5111865 50.6052355, 15.5111147 50.6053043, 15.5101984 50.6062379, 15.5099718 50.6064688, 15.5098487 50.6065942, 15.5098343 50.60664)",,
50437218,False,Jaroslava Havlíčka,residential,True,95.376,,,"LINESTRING (15.5072802 50.6055872, 15.5073118 50.6064447)",,
30968807,False,Jana Buchara,residential,False,79.612,,,"LINESTRING (15.5072802 50.6055872, 15.5061912 50.6055974, 15.5061522 50.6055971)",,
30968807,False,Jana Buchara,residential,True,75.215,,,"LINESTRING (15.5072802 50.6055872, 15.5074761 50.605591, 15.5076746 50.6055949, 15.5083455 50.6056081)",,
30968864,False,Valdštejnská,residential,True,15.922999999999998,,30,"LINESTRING (15.5062386 50.609279, 15.5061775 50.6093821, 15.5061672 50.6094145)",,
299840499,False,Jungmannova,residential,False,81.004,,,"LINESTRING (15.5058108 50.6080393, 15.5069209 50.6078539)",,
"[750240829, 370293678]",False,"['Jungmannova', 'Tyršovo náměstí']",residential,True,152.28799999999998,,,"LINESTRING (15.5058108 50.6080393, 15.5049664 50.6081763, 15.5042286 50.6083024, 15.5041749 50.6083116, 15.503979 50.6083651, 15.503732 50.6084014)",,
299840499,False,Jungmannova,residential,True,81.004,,,"LINESTRING (15.5069209 50.6078539, 15.5058108 50.6080393)",,
"[44618163, 30968813]",True,"['Kavánova', 'Spořitelní']",residential,False,191.989,,50,"LINESTRING (15.5069209 50.6078539, 15.5069995 50.6086249, 15.5070044 50.6086735, 15.5070705 50.6086693, 15.5078832 50.6086204, 15.5084239 50.608584)",,
41339884,False,Jungmannova,residential,False,115.18700000000001,,,"LINESTRING (15.5069209 50.6078539, 15.5070348 50.6078362, 15.50798 50.6076806, 15.5085013 50.6075948)",,
282476688,False,Do Žlábku,residential,True,85.686,,,"LINESTRING (15.510398 50.6124651, 15.5092347 50.612244)",,
282476688,False,Do Žlábku,residential,False,162.531,,,"LINESTRING (15.510398 50.6124651, 15.5108136 50.6125615, 15.5113466 50.6127729, 15.5123504 50.6132266)",,
282476688,False,Do Žlábku,residential,True,162.531,,,"LINESTRING (15.5123504 50.6132266, 15.5113466 50.6127729, 15.5108136 50.6125615, 15.510398 50.6124651)",,
30968849,False,Zámecká,residential,False,152.524,,,"LINESTRING (15.5020954 50.6116843, 15.5014942 50.6120191, 15.5003968 50.6125307)",,
681691190,False,Zámecká,residential,False,212.61499999999998,,,"LINESTRING (15.5020954 50.6116843, 15.5022737 50.6123819, 15.5006305 50.6125488, 15.5003968 50.6125307)",,
30968849,False,Zámecká,residential,True,177.14999999999998,,,"LINESTRING (15.5020954 50.6116843, 15.5020519 50.6115934, 15.5019046 50.6113261, 15.5018134 50.6111926, 15.5017711 50.6111306, 15.5015852 50.6108584, 15.501461 50.6107428, 15.5012873 50.6107087, 15.5008248 50.6107786, 15.5006079 50.6107235)",,
48125457,False,Zámecká,residential,False,124.20500000000001,,,"LINESTRING (15.5020954 50.6116843, 15.5022991 50.6116287, 15.5026816 50.6114559, 15.5028881 50.611396, 15.503077 50.6113782, 15.5031525 50.6113786, 15.5037279 50.6113817)",,
30968864,False,Valdštejnská,residential,False,219.79500000000002,,30,"LINESTRING (15.5058792 50.6121836, 15.5058325 50.6113916, 15.5057804 50.610508, 15.5058387 50.6102104)",,
"[30968864, 272373212]",False,Valdštejnská,residential,"[False, True]",126.21,,30,"LINESTRING (15.5058792 50.6121836, 15.5058635 50.6128409, 15.5059178 50.6130924, 15.5060761 50.6132924)",,
44506242,False,Jana Buchara,residential,True,146.67399999999998,,,"LINESTRING (15.500924 50.6055502, 15.501009 50.6055666, 15.501218 50.6057735, 15.5012581 50.6057912, 15.5012984 50.6057967, 15.5013497 50.6057899, 15.5026415 50.6056099, 15.502778 50.6056006)",,
30968807,False,Jana Buchara,residential,False,16.712,,,"LINESTRING (15.5061522 50.6055971, 15.5059154 50.6055983)",,
30968807,False,Jana Buchara,residential,True,79.612,,,"LINESTRING (15.5061522 50.6055971, 15.5061912 50.6055974, 15.5072802 50.6055872)",,
44506761,False,Poštovní,residential,False,100.518,,,"LINESTRING (15.5083455 50.6056081, 15.5082904 50.6065114)",,
30968807,False,Jana Buchara,residential,False,75.215,,,"LINESTRING (15.5083455 50.6056081, 15.5076746 50.6055949, 15.5074761 50.605591, 15.5072802 50.6055872)",,
30968807,False,Jana Buchara,residential,True,57.212,,,"LINESTRING (15.5083455 50.6056081, 15.5087498 50.6056121, 15.5088233 50.6056128, 15.5091561 50.6056161)",,
44506761,False,Poštovní,residential,True,100.518,,,"LINESTRING (15.5082904 50.6065114, 15.5083455 50.6056081)",,
695034882,False,Žižkova,secondary,False,43.128,286,50,"LINESTRING (15.5082904 50.6065114, 15.5087902 50.6065559, 15.5088949 50.6065681)",,
695034882,False,Žižkova,secondary,True,69.496,286,50,"LINESTRING (15.5082904 50.6065114, 15.5078987 50.6064868, 15.5075693 50.6064551, 15.5073118 50.6064447)",,
370293680,False,Kostelní,residential,False,62.442,,,"LINESTRING (15.5045373 50.6095258, 15.5054106 50.6094352)",,
"[370293680, 45779055]",False,Kostelní,residential,True,29.455,,,"LINESTRING (15.5045373 50.6095258, 15.504442 50.6095387, 15.5042963 50.6095559, 15.5041249 50.609563)",,
502231013,False,Náměstí 3. Května,residential,False,65.892,,,"LINESTRING (15.5045373 50.6095258, 15.5044352 50.6093365, 15.5040894 50.6094007, 15.5041249 50.609563)",,
44514893,False,Nádražní,unclassified,False,9.587,,,"LINESTRING (15.5118661 50.605311, 15.511985 50.6053527)",,
45779061,False,Nádražní,secondary,False,204.393,293,50,"LINESTRING (15.5118661 50.605311, 15.5116709 50.60548, 15.511001 50.606049, 15.510596 50.606366, 15.5101525 50.6066171, 15.5099966 50.606706)",,
44514893,False,Nádražní,unclassified,True,9.587,,,"LINESTRING (15.511985 50.6053527, 15.5118661 50.605311)",,
44514892,False,Nádražní,unclassified,True,81.893,,,"LINESTRING (15.511985 50.6053527, 15.5125563 50.6056268, 15.5126257 50.6056477, 15.5126732 50.605674, 15.5126958 50.6056945, 15.5126995 50.6057202, 15.5126635 50.6057908, 15.5126143 50.6058514)",,
44514892,False,Nádražní,unclassified,True,23.429,,,"LINESTRING (15.5126143 50.6058514, 15.5124999 50.6060492)",,
44514892,False,Nádražní,unclassified,False,81.893,,,"LINESTRING (15.5126143 50.6058514, 15.5126635 50.6057908, 15.5126995 50.6057202, 15.5126958 50.6056945, 15.5126732 50.605674, 15.5126257 50.6056477, 15.5125563 50.6056268, 15.511985 50.6053527)",,
282476688,False,Do Žlábku,residential,False,85.686,,,"LINESTRING (15.5092347 50.612244, 15.510398 50.6124651)",,
"[30968869, 282476688, 282476689, 44618174, 44618175]",False,Do Žlábku,residential,True,76.96199999999999,,50,"LINESTRING (15.5092347 50.612244, 15.5091168 50.6122195, 15.5089997 50.6121999, 15.5089211 50.6121882, 15.5088874 50.6121815, 15.5086868 50.6121421, 15.5081987 50.6120292)",,yes
198890613,False,Krkonošská,secondary,True,176.434,286,50,"LINESTRING (15.5075419 50.6134893, 15.5075801 50.6134575, 15.5078517 50.6132577, 15.508105 50.612989, 15.508216 50.612693, 15.508241 50.612289, 15.5081987 50.6120292)",,
272373213,False,Valdštejnská,residential,True,96.884,,,"LINESTRING (15.5075419 50.6134893, 15.507296 50.6133952, 15.506375 50.61337, 15.5062115 50.6133612)",,
44514892,False,Nádražní,unclassified,False,23.429,,,"LINESTRING (15.5124999 50.6060492, 15.5126143 50.6058514)",,
30968794,False,Na Vrších,residential,False,19.07,,,"LINESTRING (15.5098864 50.6077467, 15.5096536 50.6076596)",,
30968794,False,Na Vrších,residential,True,249.80899999999997,,,"LINESTRING (15.5098864 50.6077467, 15.509883 50.6079045, 15.5098173 50.6082066, 15.5098039 50.6083717, 15.5098113 50.6085393, 15.509824 50.6085783, 15.5098312 50.6086044, 15.5099175 50.6087182, 15.5099748 50.6087562, 15.5100536 50.608775, 15.5101524 50.6087725, 15.5102373 50.6087519, 15.5102913 50.6087178, 15.5103291 50.6086902, 15.5103504 50.6086538, 15.5103611 50.608613, 15.5104094 50.6083602, 15.5108737 50.6078238)",,
"[282474552, 47297385]",False,Ke Trati,residential,False,128.905,,,"LINESTRING (15.5098864 50.6077467, 15.510039 50.6075169, 15.5101535 50.6074763, 15.5108215 50.6075848, 15.5113134 50.6077094, 15.5113889 50.6077319)",,
48125457,False,Zámecká,residential,True,124.20500000000001,,,"LINESTRING (15.5037279 50.6113817, 15.5031525 50.6113786, 15.503077 50.6113782, 15.5028881 50.611396, 15.5026816 50.6114559, 15.5022991 50.6116287, 15.5020954 50.6116843)",,
30968794,False,Na Vrších,residential,False,249.80900000000005,,,"LINESTRING (15.5108737 50.6078238, 15.5104094 50.6083602, 15.5103611 50.608613, 15.5103504 50.6086538, 15.5103291 50.6086902, 15.5102913 50.6087178, 15.5102373 50.6087519, 15.5101524 50.6087725, 15.5100536 50.608775, 15.5099748 50.6087562, 15.5099175 50.6087182, 15.5098312 50.6086044, 15.509824 50.6085783, 15.5098113 50.6085393, 15.5098039 50.6083717, 15.5098173 50.6082066, 15.509883 50.6079045, 15.5098864 50.6077467)",,
30968850,False,Komenského,residential,True,51.78,,,"LINESTRING (15.4999264 50.6108926, 15.5002435 50.6108326, 15.5006079 50.6107235)",,
44704983,False,Sportovní,residential,False,20.147,,,"LINESTRING (15.5044803 50.6048573, 15.504379 50.6050267)",,
30968807,False,Jana Buchara,residential,False,31.045,,,"LINESTRING (15.5052431 50.6056016, 15.5048032 50.6056037)",,
30968807,False,Jana Buchara,residential,True,47.446,,,"LINESTRING (15.5052431 50.6056016, 15.5059154 50.6055983)",,
161508754,False,Jana Buchara,residential,True,63.087,,,"LINESTRING (15.5052431 50.6056016, 15.5052225 50.6050344)",,
161508754,False,Jana Buchara,residential,False,63.087,,,"LINESTRING (15.5052225 50.6050344, 15.5052431 50.6056016)",,
30968807,False,Jana Buchara,residential,False,21.052,,,"LINESTRING (15.5048032 50.6056037, 15.5045049 50.6056057)",,
30968807,False,Jana Buchara,residential,True,31.045,,,"LINESTRING (15.5048032 50.6056037, 15.5052431 50.6056016)",,
161508773,False,Jana Buchara,residential,False,90.152,,,"LINESTRING (15.5048032 50.6056037, 15.5047987 50.6050616, 15.504379 50.6050267)",,
30968807,False,Jana Buchara,residential,False,21.827,,,"LINESTRING (15.5045049 50.6056057, 15.5041958 50.6055988)",,
30968807,False,Jana Buchara,residential,True,21.052,,,"LINESTRING (15.5045049 50.6056057, 15.5048032 50.6056037)",,
326400202,False,,residential,True,12.769,,,"LINESTRING (15.5045049 50.6056057, 15.5045137 50.605491)",,
326400206,False,,residential,True,8.387,,,"LINESTRING (15.5046324 50.6054872, 15.5045137 50.605491)",,
326400202,False,,residential,False,12.769,,,"LINESTRING (15.5045137 50.605491, 15.5045049 50.6056057)",,
326400206,False,,residential,False,8.387,,,"LINESTRING (15.5045137 50.605491, 15.5046324 50.6054872)",,
161508790,False,,residential,True,33.264,,,"LINESTRING (15.5045137 50.605491, 15.5044181 50.605494, 15.5044073 50.6052557)",,
161508790,False,,residential,False,33.264,,,"LINESTRING (15.5044073 50.6052557, 15.5044181 50.605494, 15.5045137 50.605491)",,
30968807,False,Jana Buchara,residential,False,47.446,,,"LINESTRING (15.5059154 50.6055983, 15.5052431 50.6056016)",,
30968807,False,Jana Buchara,residential,True,16.712,,,"LINESTRING (15.5059154 50.6055983, 15.5061522 50.6055971)",,
"[50437220, 289448733]",False,Husova,residential,False,96.84800000000001,,,"LINESTRING (15.5068257 50.6092679, 15.5069465 50.609336, 15.5072177 50.6093434, 15.5072919 50.6093495, 15.5081494 50.6094197)",,
272373209,True,Valdštejnská,residential,False,8.565999999999999,,50,"LINESTRING (15.5061034 50.6134355, 15.5060732 50.6134339, 15.5060447 50.6134273, 15.50602 50.6134161, 15.5060007 50.6134012)",roundabout,
