osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes,bridge,access
28888423,False,Krále Jiřího,residential,30,False,100.917,"LINESTRING (14.8607038 50.0743646, 14.8607407 50.0743964, 14.8607799 50.0744253, 14.8611301 50.0746349, 14.8612501 50.0747068, 14.8613511 50.0747632, 14.8617571 50.0749673)",,,,
"[29428057, 262459618]",True,nám. Arnošta z Pardubic,residential,30,False,155.733,"LINESTRING (14.8607038 50.0743646, 14.8606441 50.0742691, 14.8605924 50.0742204, 14.8602475 50.0740557, 14.8601668 50.0740145, 14.859662 50.0737607, 14.8590987 50.0734373)",,,,
24798764,True,Žitomířská,residential,,False,28.027,"LINESTRING (14.8576877 50.0727947, 14.8573979 50.0729648)",,,,
26247813,False,Havlíčkova,secondary,,False,109.369,"LINESTRING (14.8576877 50.0727947, 14.8586067 50.0720076)",113,,,
4052084,False,Suvorovova,residential,,False,106.482,"LINESTRING (14.8576877 50.0727947, 14.8577272 50.0728151, 14.8581346 50.0730248, 14.8589003 50.0733511)",,,,
28890076,False,Suvorovova,secondary,,True,95.84000000000002,"LINESTRING (14.8576877 50.0727947, 14.8574837 50.0726457, 14.8572526 50.0724359, 14.8569679 50.0722081, 14.8568325 50.0721334)",113,,,
10518275,False,Žižkova,secondary,50,False,179.491,"LINESTRING (14.8568325 50.0721334, 14.8567777 50.0721675, 14.8554454 50.0729956, 14.8550695 50.0731653, 14.8550176 50.0731848, 14.8549988 50.073192, 14.8549834 50.073197, 14.8549714 50.0732006, 14.8549602 50.0732033)",1131,,,
28890076,False,Suvorovova,secondary,,False,95.83999999999999,"LINESTRING (14.8568325 50.0721334, 14.8569679 50.0722081, 14.8572526 50.0724359, 14.8574837 50.0726457, 14.8576877 50.0727947)",113,,,
77889551,False,Palackého,secondary,,True,127.45500000000001,"LINESTRING (14.8568325 50.0721334, 14.8566423 50.072027, 14.8563763 50.0719046, 14.8553489 50.0714989)",113,,,
"[28927906, 25924722, 28927924]",False,Zborovská,secondary,40,False,126.91899999999997,"LINESTRING (14.8631365 50.0756223, 14.8631371 50.075653, 14.8631411 50.0756931, 14.8631465 50.0757372, 14.8631547 50.0757848, 14.8631704 50.0758386, 14.8633372 50.0764107, 14.8634181 50.0767019, 14.86343 50.0767471)",272,2,,
29399505,False,Krále Jiřího,residential,30,True,123.34,"LINESTRING (14.8631365 50.0756223, 14.863091 50.0756156, 14.8630416 50.0756051, 14.8629825 50.0755893, 14.8629182 50.0755703, 14.8628533 50.0755465, 14.8627415 50.0754912, 14.8620406 50.0751133, 14.8617571 50.0749673)",,,,
431428110,False,Jana Kouly,secondary,50,True,119.915,"LINESTRING (14.8631365 50.0756223, 14.8631371 50.0755973, 14.8631407 50.0755654, 14.8631451 50.075534, 14.863149 50.075511, 14.8631554 50.0754857, 14.8631658 50.0754594, 14.8631871 50.0754142, 14.8635779 50.0745845)",113,2,,
231258832,False,Zborovská,secondary,,False,87.708,"LINESTRING (14.8634909 50.0769721, 14.8635505 50.0771445, 14.8636014 50.0772384, 14.8636435 50.0773159, 14.8638996 50.077714)",272,,,
231258832,False,Zborovská,secondary,,True,25.394,"LINESTRING (14.8634909 50.0769721, 14.863451 50.0768247, 14.86343 50.0767471)",272,,,
231258832,False,Zborovská,secondary,,True,7.225,"LINESTRING (14.8639373 50.0777743, 14.8638996 50.077714)",272,,,
"[1237581855, 4794039]",True,"['Slovenská', 'Marie Majerové']",residential,,False,218.21300000000002,"LINESTRING (14.8639373 50.0777743, 14.8640515 50.077765, 14.8649042 50.0776957, 14.8663264 50.0777639, 14.8662853 50.0781848)",,,,
4794036,False,Slovenská,residential,,False,36.675,"LINESTRING (14.8662853 50.0781848, 14.8662536 50.078514)",,,,
28888423,False,Krále Jiřího,residential,30,True,100.91700000000002,"LINESTRING (14.8617571 50.0749673, 14.8613511 50.0747632, 14.8612501 50.0747068, 14.8611301 50.0746349, 14.8607799 50.0744253, 14.8607407 50.0743964, 14.8607038 50.0743646)",,,,
29399505,False,Krále Jiřího,residential,30,False,123.34,"LINESTRING (14.8617571 50.0749673, 14.8620406 50.0751133, 14.8627415 50.0754912, 14.8628533 50.0755465, 14.8629182 50.0755703, 14.8629825 50.0755893, 14.8630416 50.0756051, 14.863091 50.0756156, 14.8631365 50.0756223)",,,,
30153030,False,Šafaříkova,residential,,True,172.222,"LINESTRING (14.8617571 50.0749673, 14.8623733 50.0744507, 14.8626019 50.0742228, 14.8630621 50.0736695)",,,,
"[262459622, 30343775]",True,Kollárova,residential,30,False,115.143,"LINESTRING (14.8617571 50.0749673, 14.8615409 50.075194, 14.8612414 50.0754538, 14.8611856 50.075502, 14.8610652 50.0755672, 14.8609529 50.0755899, 14.8608509 50.0755993, 14.860627 50.0755993)",,,,
28888442,False,nám. Arnošta z Pardubic,residential,,False,73.07300000000001,"LINESTRING (14.8614677 50.0736295, 14.8616938 50.0733237, 14.8618604 50.0730235)",,,,
28888694,True,nám. Arnošta z Pardubic,residential,30,False,99.04599999999999,"LINESTRING (14.8614677 50.0736295, 14.8613375 50.0738349, 14.8610939 50.0740706, 14.8609788 50.0741573, 14.8607038 50.0743646)",,,,
28888442,False,nám. Arnošta z Pardubic,residential,,True,73.07300000000001,"LINESTRING (14.8618604 50.0730235, 14.8616938 50.0733237, 14.8614677 50.0736295)",,,,
"[30660610, 30660613, 8152806]",False,Prokopa Velikého,tertiary,,False,217.58900000000003,"LINESTRING (14.8619246 50.0728789, 14.8622446 50.0722872, 14.8622906 50.0722017, 14.8624703 50.0718946, 14.8627493 50.0715955, 14.8630644 50.0713441, 14.8633254 50.0711712)",1131,,yes,
28888688,False,Jana Kouly,secondary,,False,274.34,"LINESTRING (14.8619246 50.0728789, 14.8620708 50.0729109, 14.8623106 50.0729578, 14.8627188 50.0730323, 14.8629512 50.0730833, 14.8631151 50.0731256, 14.8633832 50.0732322, 14.8635173 50.0733029, 14.863655 50.0734149, 14.8637281 50.0735156, 14.8637711 50.073606, 14.8638113 50.0737471, 14.8638301 50.0738741, 14.863818 50.0739912, 14.8637185 50.0742779, 14.8635779 50.0745845)",113,2,,
"[1260531952, 24798765]",False,Jungmannova,secondary,30,True,192.777,"LINESTRING (14.8619246 50.0728789, 14.8618425 50.0728641, 14.8617608 50.0728494, 14.8614875 50.0728003, 14.8613657 50.0727808, 14.8612807 50.0727636, 14.861193 50.0727414, 14.85941 50.0722534)",113,,,
30660610,False,Prokopa Velikého,tertiary,,False,22.335,"LINESTRING (14.8633254 50.0711712, 14.863525 50.0710165)",1131,,,
8152953,False,Jatecká,residential,,False,170.27100000000002,"LINESTRING (14.8633254 50.0711712, 14.8634161 50.0711859, 14.8634784 50.0711868, 14.8635331 50.0711799, 14.8636043 50.0711584, 14.8641897 50.0709669, 14.8644232 50.0709005, 14.864727 50.0708156, 14.86553 50.0706334)",,,,
"[30660610, 30660613, 8152806]",False,Prokopa Velikého,tertiary,,True,217.589,"LINESTRING (14.8633254 50.0711712, 14.8630644 50.0713441, 14.8627493 50.0715955, 14.8624703 50.0718946, 14.8622906 50.0722017, 14.8622446 50.0722872, 14.8619246 50.0728789)",1131,,yes,
8152953,False,Jatecká,residential,,True,170.271,"LINESTRING (14.86553 50.0706334, 14.864727 50.0708156, 14.8644232 50.0709005, 14.8641897 50.0709669, 14.8636043 50.0711584, 14.8635331 50.0711799, 14.8634784 50.0711868, 14.8634161 50.0711859, 14.8633254 50.0711712)",,,,
503018252,False,Jateční,residential,,False,174.623,"LINESTRING (14.86553 50.0706334, 14.8656978 50.0713067, 14.8657372 50.0714191, 14.8658109 50.0715699, 14.8658973 50.0716818, 14.8659597 50.0717472, 14.8660472 50.0718103, 14.8661448 50.0718651, 14.8662308 50.0718847, 14.8665114 50.0719367)",,,,
24821327,False,Komenského,secondary,50,True,83.194,"LINESTRING (14.855703 50.0737796, 14.8556105 50.073704, 14.8553322 50.0734765, 14.8549602 50.0732033)",,,,
28888121,False,Žitomířská,secondary,50,False,77.822,"LINESTRING (14.855703 50.0737796, 14.8556907 50.0737949, 14.8556773 50.0738154, 14.85566 50.0738382, 14.8556376 50.0738582, 14.855597 50.0738856, 14.8548706 50.0742181)",245,,,
28888146,False,Komenského,residential,,False,65.12,"LINESTRING (14.855703 50.0737796, 14.8558223 50.0738651, 14.8563551 50.0741888)",,,,
30040890,False,Tuchorazská,tertiary,,False,78.06700000000001,"LINESTRING (14.8560443 50.0699569, 14.8560955 50.0701445, 14.8562395 50.0706477)",1132,,,
59213391,False,Tuchorazská,tertiary,,False,51.59,"LINESTRING (14.8562395 50.0706477, 14.8557541 50.0709915)",1132,,,
30040890,False,Tuchorazská,tertiary,,True,78.06700000000001,"LINESTRING (14.8562395 50.0706477, 14.8560955 50.0701445, 14.8560443 50.0699569)",1132,,,
30100821,True,Jungmannova,residential,,False,105.525,"LINESTRING (14.8562395 50.0706477, 14.8569456 50.0712526, 14.8571528 50.0713927)",,,,
59213391,False,Tuchorazská,tertiary,,True,64.113,"LINESTRING (14.8551579 50.0714228, 14.8557541 50.0709915)",1132,,,
77889551,False,Palackého,secondary,,False,16.044,"LINESTRING (14.8551579 50.0714228, 14.8553489 50.0714989)",113,,,
26247811,False,náměstí Husovo,residential,30,False,36.202,"LINESTRING (14.8583549 50.0740291, 14.8585112 50.0738471, 14.8586357 50.0737606)",,,,
4794043,False,Masarykova,residential,,True,92.072,"LINESTRING (14.8572691 50.0747383, 14.8563091 50.0752915)",,,,
28888146,False,Komenského,residential,,True,89.375,"LINESTRING (14.8572691 50.0747383, 14.8563551 50.0741888)",,,,
28888434,True,Tyršova,residential,30,False,110.59,"LINESTRING (14.8572691 50.0747383, 14.8578033 50.0743726, 14.8583549 50.0740291)",,,,
4794043,False,Masarykova,residential,,False,114.283,"LINESTRING (14.8551138 50.0759755, 14.8563091 50.0752915)",,,,
4794043,False,Masarykova,residential,,True,84.103,"LINESTRING (14.8551138 50.0759755, 14.8541934 50.0764479)",,,,
30134911,False,5. května,residential,,True,80.734,"LINESTRING (14.8551138 50.0759755, 14.8543924 50.0754162)",,,,
10518275,False,Žižkova,secondary,50,True,179.49099999999999,"LINESTRING (14.8549602 50.0732033, 14.8549714 50.0732006, 14.8549834 50.073197, 14.8549988 50.073192, 14.8550176 50.0731848, 14.8550695 50.0731653, 14.8554454 50.0729956, 14.8567777 50.0721675, 14.8568325 50.0721334)",1131,,,
24821327,False,Komenského,secondary,50,False,83.194,"LINESTRING (14.8549602 50.0732033, 14.8553322 50.0734765, 14.8556105 50.073704, 14.855703 50.0737796)",,,,
