osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,bridge,width,junction
284596720,2,394,Na Brněnce,secondary,50,False,True,42.896,"LINESTRING (16.3719934 49.1048454, 16.3720664 49.1052282)",,,,
549362063,2,394,Na Brněnce,secondary,50,False,False,6.862,"LINESTRING (16.3719934 49.1048454, 16.3719953 49.1047837)",,,,
277192480,2,393,Oslavanská,secondary,50,False,True,32.777,"LINESTRING (16.3718924 49.103628, 16.3714422 49.103624)",,,,
8025802,2,393,Oslavanská,secondary,50,False,False,103.952,"LINESTRING (16.3718924 49.103628, 16.3724586 49.1036284, 16.3733173 49.1035811)",,,,
274210257,2,394,Na Brněnce,secondary,50,False,True,128.76,"LINESTRING (16.3718924 49.103628, 16.3719169 49.1041326, 16.3719406 49.1043296, 16.3719953 49.1047837)",,,,
"[237284592, 160698545]",,,"['Horní Hlinky', 'Dolní Hlinky']",residential,,False,False,230.33300000000003,"LINESTRING (16.379094 49.1039423, 16.3789813 49.1040496, 16.3785431 49.1042084, 16.378268 49.1042864, 16.3779033 49.1042302, 16.3774558 49.1040094, 16.3771945 49.1038191, 16.3770613 49.1037544, 16.3768979 49.1036765, 16.3765498 49.1034692)",,,,
"[393190104, 1105183565, 393190109]",2,152,"['Dr. Novotného', 'Dolní Hlinky']",secondary,50,False,"[False, True]",270.5060000000001,"LINESTRING (16.379094 49.1039423, 16.3789805 49.1039479, 16.3783164 49.1039726, 16.3777719 49.1039141, 16.3775646 49.1038559, 16.3774536 49.1038236, 16.3773217 49.1037779, 16.3771961 49.1037282, 16.3770735 49.1036733, 16.3769592 49.1036159, 16.3768266 49.1035436, 16.376745 49.1034965, 16.3765717 49.1033965, 16.3764871 49.1033484, 16.3763693 49.1032823, 16.3763053 49.10325, 16.3762732 49.103236, 16.3762396 49.1032222, 16.3761727 49.1031978, 16.3761227 49.1031821, 16.3760711 49.1031683, 16.3760021 49.1031521, 16.3759235 49.1031382, 16.37589 49.1031339, 16.3758546 49.1031293, 16.3757943 49.1031238, 16.3757572 49.1031216)",,,,
44442179,2,152,Krumlovská,secondary,50,False,False,56.537,"LINESTRING (16.3756641 49.100457, 16.3756927 49.100316, 16.3757079 49.1001877, 16.3757095 49.1001387, 16.3757068 49.1000869, 16.3756911 49.0999506)",,,,
44442179,2,152,Krumlovská,secondary,50,False,True,133.939,"LINESTRING (16.3756641 49.100457, 16.3755928 49.1006346, 16.3751399 49.1016115)",,,,
27188271,,,Ve Sboru,residential,,True,False,45.179,"LINESTRING (16.3756911 49.0999506, 16.3758671 49.0999437, 16.3763013 49.1000052)",,,,
44442179,2,152,Krumlovská,secondary,50,False,False,23.845000000000002,"LINESTRING (16.3756911 49.0999506, 16.3756505 49.0997982, 16.3756286 49.0997402)",,,,
44442179,2,152,Krumlovská,secondary,50,False,True,56.537,"LINESTRING (16.3756911 49.0999506, 16.3757068 49.1000869, 16.3757095 49.1001387, 16.3757079 49.1001877, 16.3756927 49.100316, 16.3756641 49.100457)",,,,
38336318,2,152,Krumlovská,secondary,50,False,False,97.72600000000001,"LINESTRING (16.3745383 49.0985873, 16.3740224 49.0982936, 16.3739169 49.0982335, 16.3737206 49.0981293, 16.3735069 49.0980255)",,,,
44442179,2,152,Krumlovská,secondary,50,False,True,156.343,"LINESTRING (16.3745383 49.0985873, 16.3750126 49.0988486, 16.3751058 49.0989024, 16.3751743 49.0989462, 16.3752298 49.0989861, 16.3752717 49.0990212, 16.375307 49.0990599, 16.375331 49.0990944, 16.375354 49.0991365, 16.3754733 49.0993966, 16.3756286 49.0997402)",,,,
237284600,2,,Pod Rénou,unclassified,,False,True,453.133,"LINESTRING (16.3745383 49.0985873, 16.3747814 49.0984079, 16.3748923 49.0983581, 16.3751718 49.0983323, 16.3754448 49.098307, 16.3762135 49.0983413, 16.3780424 49.0985166, 16.3805654 49.0987411)",,,,
26277119,,,B. M. Kuldy,residential,,False,False,106.244,"LINESTRING (16.3735069 49.0980255, 16.3742295 49.0971954)",,,,
38336318,2,152,Krumlovská,secondary,50,False,True,97.726,"LINESTRING (16.3735069 49.0980255, 16.3737206 49.0981293, 16.3739169 49.0982335, 16.3740224 49.0982936, 16.3745383 49.0985873)",,,,
26277126,,,Drůbežní trh,residential,,False,True,61.916,"LINESTRING (16.3786317 49.1009126, 16.3785219 49.1007366, 16.3785389 49.1006653, 16.3785911 49.1005961, 16.3787333 49.1004907, 16.3787243 49.1004142)",,,,
26277128,,,Růžová,residential,,False,False,148.772,"LINESTRING (16.3786317 49.1009126, 16.3789723 49.1011508, 16.3794426 49.1017594, 16.3796586 49.1020571)",,,,
237284601,,,Drůbežní trh,residential,,False,False,66.598,"LINESTRING (16.3786317 49.1009126, 16.3785994 49.1010741, 16.3785884 49.1014361, 16.3785692 49.101509)",,,,
26277126,,,Drůbežní trh,residential,,False,False,61.916000000000004,"LINESTRING (16.3787243 49.1004142, 16.3787333 49.1004907, 16.3785911 49.1005961, 16.3785389 49.1006653, 16.3785219 49.1007366, 16.3786317 49.1009126)",,,,
27188274,,,Mlýnská,residential,,False,True,134.47400000000002,"LINESTRING (16.3787243 49.1004142, 16.3785062 49.1003472, 16.378098 49.100398, 16.3779947 49.100506, 16.3777834 49.1007269, 16.377623 49.1008349, 16.3775022 49.1008984, 16.3773807 49.1010129)",,,,
393190151,,,U nové brány,residential,,False,True,43.376999999999995,"LINESTRING (16.3787243 49.1004142, 16.3787352 49.100352, 16.3788778 49.1000381)",,,,
26277130,,,Josefa Vávry,residential,,False,False,19.087,"LINESTRING (16.3787566 49.1030409, 16.3787941 49.1029922, 16.3788579 49.1029491, 16.378942 49.102934)",,,,
242903953,,,Komenského náměstí,residential,,True,False,110.27999999999999,"LINESTRING (16.3787566 49.1030409, 16.3786976 49.1027676, 16.3786057 49.102166, 16.3786452 49.1020579)",,,,
1168266541,,,Josefa Vávry,residential,,False,True,152.947,"LINESTRING (16.3787566 49.1030409, 16.3786969 49.1031116, 16.3785955 49.1031561, 16.377255 49.1032819, 16.377184 49.1032887, 16.3771116 49.103304, 16.377051 49.1033264, 16.3768331 49.1034455)",destination,,,
26277132,,,Žerotínovo náměstí,residential,,False,True,39.911,"LINESTRING (16.3804537 49.1023663, 16.3799146 49.1023011)",,,,
165782887,,,Žerotínovo náměstí,residential,,False,True,34.191,"LINESTRING (16.3804537 49.1023663, 16.3803434 49.1024433, 16.3800783 49.1025465)",,,,
237284599,,,Kounická,residential,,False,False,98.72200000000001,"LINESTRING (16.3804537 49.1023663, 16.380843 49.1023578, 16.3811292 49.1023364, 16.3818001 49.1022702)",,,,
44439926,,,Jana Vrby,residential,,False,False,87.056,"LINESTRING (16.3839837 49.1020327, 16.383988 49.1022823, 16.3836177 49.1027573)",,,,
44442183,,,Kounická,residential,,False,True,161.24200000000002,"LINESTRING (16.3839837 49.1020327, 16.3833781 49.1021212, 16.3829555 49.1021597, 16.3818001 49.1022702)",,,,
