osmid,highway,oneway,reversed,length,geometry,ref,access
34690164,residential,False,True,82.069,"LINESTRING (12.8341208 49.418332, 12.834135 49.4182115, 12.8343158 49.4176056)",,
177797272,tertiary,False,False,89.112,"LINESTRING (12.8341208 49.418332, 12.8338437 49.4183196, 12.8335595 49.4183119, 12.8330918 49.41831, 12.8328898 49.4183109)",19526,
177797272,tertiary,False,True,89.672,"LINESTRING (12.8341208 49.418332, 12.8342907 49.4183419, 12.8344976 49.4183666, 12.8346901 49.4184034, 12.8348367 49.4184411, 12.8349644 49.4184817, 12.8352684 49.4186051)",19526,
34690163,residential,False,True,167.50900000000001,"LINESTRING (12.832255 49.4184192, 12.8322492 49.4183458, 12.8322851 49.4182613, 12.8326019 49.4177394, 12.8326923 49.4176443, 12.8328118 49.4175693, 12.8329365 49.4174664, 12.8330793 49.4172474, 12.8331631 49.4171287, 12.8331947 49.4171008, 12.8332308 49.4170819)",,
177797272,tertiary,False,False,19.374,"LINESTRING (12.832255 49.4184192, 12.832162 49.4184689, 12.8320554 49.4185352)",19526,
177797272,tertiary,False,True,48.214,"LINESTRING (12.832255 49.4184192, 12.8324056 49.418364, 12.8325569 49.418332, 12.8327159 49.4183192, 12.8328898 49.4183109)",19526,
60112504,tertiary,False,True,19.324,"LINESTRING (12.8300904 49.4176857, 12.830025 49.4178542)",19526,
28771375,tertiary,False,True,24.537,"LINESTRING (12.8300904 49.4176857, 12.8301416 49.417691, 12.8301805 49.4176875, 12.8302248 49.4176754, 12.830362 49.4175807)",19526 A,
60112506,tertiary,False,False,82.487,"LINESTRING (12.8300904 49.4176857, 12.8301126 49.4176211, 12.8302111 49.4172159, 12.8302145 49.4171137, 12.8302078 49.417034, 12.8301639 49.4169557)",19526,
23866270,tertiary,False,False,129.89,"LINESTRING (12.834743 49.4135536, 12.8345629 49.4138301, 12.8344186 49.4140308, 12.8339563 49.4146028)",19526 A,
34690166,residential,False,True,329.91200000000003,"LINESTRING (12.834743 49.4135536, 12.8349709 49.413581, 12.8350793 49.4137023, 12.8348646 49.4141587, 12.8348204 49.4142174, 12.8343339 49.4148778, 12.8337965 49.4155238, 12.8335658 49.4158763, 12.833446 49.4161486)",,
28771375,tertiary,False,False,17.635,"LINESTRING (12.8311611 49.4170409, 12.8309921 49.4171552)",19526 A,
133546186,residential,False,False,72.95700000000001,"LINESTRING (12.8311611 49.4170409, 12.8309897 49.4170172, 12.8306112 49.4169827, 12.8303094 49.4169518, 12.8301639 49.4169557)",,delivery
"[23866270, 133546190]",tertiary,False,True,267.41200000000003,"LINESTRING (12.8311611 49.4170409, 12.8312618 49.4170073, 12.8315046 49.4169643, 12.8316765 49.4169344, 12.8317999 49.4168928, 12.8319174 49.4168369, 12.8319895 49.4167891, 12.8320437 49.416727, 12.8320926 49.4166408, 12.8323832 49.4160901, 12.832545 49.415871, 12.8328348 49.4155385, 12.8329124 49.415461, 12.8330061 49.4153822, 12.8332505 49.4152068)",19526 A,
60112506,tertiary,False,False,104.436,"LINESTRING (12.8301639 49.4169557, 12.8301074 49.4169037, 12.8300128 49.4168614, 12.829398 49.4167374, 12.8290871 49.4166601, 12.8288494 49.4166009)",19526,
60112506,tertiary,False,True,82.48700000000001,"LINESTRING (12.8301639 49.4169557, 12.8302078 49.417034, 12.8302145 49.4171137, 12.8302111 49.4172159, 12.8301126 49.4176211, 12.8300904 49.4176857)",19526,
133546186,residential,False,True,72.957,"LINESTRING (12.8301639 49.4169557, 12.8303094 49.4169518, 12.8306112 49.4169827, 12.8309897 49.4170172, 12.8311611 49.4170409)",,delivery
34690162,residential,False,True,138.867,"LINESTRING (12.8328898 49.4183109, 12.8332308 49.4170819)",,
34690162,residential,False,False,209.124,"LINESTRING (12.8328898 49.4183109, 12.8327984 49.4187377, 12.8327009 49.4189786, 12.8325589 49.4192792, 12.8323195 49.4195419, 12.8319325 49.4200653)",,
177797272,tertiary,False,False,48.21399999999999,"LINESTRING (12.8328898 49.4183109, 12.8327159 49.4183192, 12.8325569 49.418332, 12.8324056 49.418364, 12.832255 49.4184192)",19526,
177797272,tertiary,False,True,89.11200000000001,"LINESTRING (12.8328898 49.4183109, 12.8330918 49.41831, 12.8335595 49.4183119, 12.8338437 49.4183196, 12.8341208 49.418332)",19526,
34690162,residential,False,False,138.867,"LINESTRING (12.8332308 49.4170819, 12.8328898 49.4183109)",,
34690162,residential,False,True,84.701,"LINESTRING (12.8332308 49.4170819, 12.8334183 49.41633)",,
34690163,residential,False,False,167.509,"LINESTRING (12.8332308 49.4170819, 12.8331947 49.4171008, 12.8331631 49.4171287, 12.8330793 49.4172474, 12.8329365 49.4174664, 12.8328118 49.4175693, 12.8326923 49.4176443, 12.8326019 49.4177394, 12.8322851 49.4182613, 12.8322492 49.4183458, 12.832255 49.4184192)",,
34690162,residential,False,False,89.775,"LINESTRING (12.8346334 49.4164942, 12.8334183 49.41633)",,
34690162,residential,False,True,88.954,"LINESTRING (12.8346334 49.4164942, 12.8358403 49.4166475)",,
34690164,residential,False,False,125.7,"LINESTRING (12.8346334 49.4164942, 12.8343158 49.4176056)",,
34690164,residential,False,True,125.7,"LINESTRING (12.8343158 49.4176056, 12.8346334 49.4164942)",,
34690165,residential,False,False,89.519,"LINESTRING (12.8343158 49.4176056, 12.8355336 49.4177488)",,
34690164,residential,False,False,82.069,"LINESTRING (12.8343158 49.4176056, 12.834135 49.4182115, 12.8341208 49.418332)",,
34690165,residential,False,True,18.565,"LINESTRING (12.8369587 49.4179776, 12.8367159 49.4179235)",,
34690165,residential,False,True,89.519,"LINESTRING (12.8355336 49.4177488, 12.8343158 49.4176056)",,
1025006471,residential,False,False,124.453,"LINESTRING (12.8355336 49.4177488, 12.8358403 49.4166475)",,
1025006471,residential,False,True,97.13,"LINESTRING (12.8355336 49.4177488, 12.8352684 49.4186051)",,
34690165,residential,False,False,87.702,"LINESTRING (12.8355336 49.4177488, 12.8359581 49.4178115, 12.8367159 49.4179235)",,
34690162,residential,False,False,88.954,"LINESTRING (12.8358403 49.4166475, 12.8346334 49.4164942)",,
1025006471,residential,False,True,124.453,"LINESTRING (12.8358403 49.4166475, 12.8355336 49.4177488)",,
1025006471,residential,False,False,223.862,"LINESTRING (12.8358403 49.4166475, 12.8360281 49.4159068, 12.8350273 49.4157851, 12.8343654 49.4156944, 12.8341439 49.4156246)",,
28771375,tertiary,False,True,65.697,"LINESTRING (12.830362 49.4175807, 12.8309921 49.4171552)",19526 A,
28771375,tertiary,False,False,24.537000000000003,"LINESTRING (12.830362 49.4175807, 12.8302248 49.4176754, 12.8301805 49.4176875, 12.8301416 49.417691, 12.8300904 49.4176857)",19526 A,
34923013,residential,False,False,107.03,"LINESTRING (12.830362 49.4175807, 12.8305279 49.4176623, 12.8317084 49.4179698)",,
34923013,residential,False,True,107.03,"LINESTRING (12.8317084 49.4179698, 12.8305279 49.4176623, 12.830362 49.4175807)",,
60112504,tertiary,False,False,16.376,"LINESTRING (12.829992 49.4179999, 12.830025 49.4178542)",19526,
60112515,living_street,False,False,9.079,"LINESTRING (12.829992 49.4179999, 12.8299284 49.4180025, 12.8298734 49.4180208)",,
177797272,tertiary,False,True,129.47699999999998,"LINESTRING (12.829992 49.4179999, 12.8299841 49.4181395, 12.830006 49.418374, 12.8300309 49.4184545, 12.8300492 49.4185139, 12.8300835 49.4185939, 12.8301429 49.4186546, 12.8302118 49.4186965, 12.8303101 49.4187311, 12.8306512 49.4188216, 12.8307417 49.4188424, 12.8308262 49.4188528)",19526,
"[133546190, 23866270]",tertiary,False,False,267.412,"LINESTRING (12.8332505 49.4152068, 12.8330061 49.4153822, 12.8329124 49.415461, 12.8328348 49.4155385, 12.832545 49.415871, 12.8323832 49.4160901, 12.8320926 49.4166408, 12.8320437 49.416727, 12.8319895 49.4167891, 12.8319174 49.4168369, 12.8317999 49.4168928, 12.8316765 49.4169344, 12.8315046 49.4169643, 12.8312618 49.4170073, 12.8311611 49.4170409)",19526 A,
23866270,tertiary,False,True,84.632,"LINESTRING (12.8332505 49.4152068, 12.833583 49.414969, 12.833805 49.414764, 12.8339563 49.4146028)",19526 A,
223173317,residential,False,False,125.577,"LINESTRING (12.8332505 49.4152068, 12.8332771 49.4152943, 12.8332174 49.415597, 12.8330646 49.4160095, 12.8330679 49.4160478, 12.8330899 49.4160709, 12.8331449 49.4160905, 12.8332721 49.4161145, 12.833446 49.4161486)",,
