osmid,name,highway,oneway,reversed,length,geometry,access,junction,ref,maxspeed,tunnel
292296827,Nákladní,residential,False,False,556.899,"LINESTRING (13.5412521 50.3312991, 13.5413764 50.3312043, 13.5421534 50.3306123, 13.5421746 50.3305974, 13.5422832 50.3305022, 13.5423833 50.3303908, 13.5429481 50.3297393, 13.5431637 50.3294519, 13.5431658 50.3294454, 13.5432198 50.3293511, 13.5432338 50.3292971, 13.5432359 50.3292441, 13.5432061 50.3291086, 13.5430546 50.3285775, 13.5429481 50.3282424, 13.5428377 50.3279069, 13.5426214 50.3271692, 13.5426005 50.3270595, 13.54259 50.3269658, 13.5426052 50.3268944, 13.5426457 50.3268266, 13.5427473 50.3267415)",,,,,
75984217,Hošťálkovo náměstí,residential,False,True,45.766999999999996,"LINESTRING (13.5430662 50.3310085, 13.5429836 50.3310059, 13.5429265 50.3310134, 13.5426661 50.3312887)",,,,,
83840968,Hošťálkovo náměstí,residential,False,True,83.997,"LINESTRING (13.5430662 50.3310085, 13.5433706 50.3310986, 13.5433628 50.3311222, 13.5433317 50.3312157, 13.5435463 50.3313303, 13.5433532 50.3315396)",no,,,,
434334926,Hošťálkovo náměstí,residential,False,False,93.048,"LINESTRING (13.5430662 50.3310085, 13.5432789 50.3308635, 13.5437662 50.3303063)",,,,,
434334926,Hošťálkovo náměstí,residential,False,True,93.048,"LINESTRING (13.5437662 50.3303063, 13.5432789 50.3308635, 13.5430662 50.3310085)",,,,,
"[267265138, 471040829]",náměstí Svobody,residential,True,False,112.93900000000001,"LINESTRING (13.5437662 50.3303063, 13.5438321 50.3301985, 13.5440934 50.3297853, 13.5443178 50.3293541)",,,,,
30969320,náměstí Svobody,residential,False,False,37.185,"LINESTRING (13.5443178 50.3293541, 13.5448187 50.329452)",,,,,
343405429,náměstí Svobody,residential,True,False,13.324,"LINESTRING (13.5443178 50.3293541, 13.5443798 50.329241)",,,,,
267265180,třída Obránců míru,residential,False,False,70.06099999999999,"LINESTRING (13.5449425 50.3284623, 13.5449636 50.3284171, 13.5451955 50.3278533)",,,,,
283776859,Poděbradova,residential,True,False,94.631,"LINESTRING (13.5449425 50.3284623, 13.5452775 50.3284814, 13.5453007 50.3284808, 13.5462047 50.3287115)",,,,,
1046575580,náměstí Svobody,residential,True,False,113.611,"LINESTRING (13.5449425 50.3284623, 13.5450692 50.3286575, 13.5448187 50.329452)",,,,,
267265180,třída Obránců míru,residential,False,False,115.3,"LINESTRING (13.5451955 50.3278533, 13.5457749 50.3268846)",,,,,
30969315,Dvořákova,residential,True,False,109.71000000000001,"LINESTRING (13.5451955 50.3278533, 13.5446218 50.327701, 13.5437489 50.3275072)",,,,,
51791226,Oblouková,residential,True,False,98.42,"LINESTRING (13.5451955 50.3278533, 13.5459242 50.3280458, 13.5462843 50.3281822, 13.5463932 50.328273)",,,,,
