osmid,lanes,highway,oneway,reversed,length,geometry,name,bridge,ref,maxspeed,junction,tunnel
138098919,2,trunk_link,False,True,54.87299999999999,"LINESTRING (12.8667283 50.2322677, 12.8664106 50.2322409, 12.8661747 50.2322197, 12.8659631 50.2322053)",,,,,,
607409092,2,trunk_link,False,False,192.01800000000003,"LINESTRING (12.8667283 50.2322677, 12.8669581 50.2322931, 12.8671725 50.2323235, 12.8673372 50.232356, 12.8674672 50.2323909, 12.867558 50.2324282, 12.8676449 50.2324728, 12.8676639 50.2324826, 12.8677356 50.2325198, 12.867811 50.2325669, 12.8681669 50.2327811, 12.8682202 50.2328214, 12.8682659 50.2328666, 12.8683046 50.2329251, 12.8683201 50.2329639, 12.8683326 50.2330043, 12.8683385 50.2330446, 12.8683375 50.2330891, 12.8683298 50.2331314, 12.8683166 50.2331772, 12.8683001 50.2332188, 12.8682708 50.2332599, 12.8682381 50.2333032, 12.8681761 50.2333728)",,,,,,
"[5012706, 64848965, 43537715, 344310196, 5003476, 64848983]",2,tertiary,False,False,178.28399999999996,"LINESTRING (12.8659631 50.2322053, 12.866018 50.2320136, 12.8663484 50.2310228, 12.8663616 50.2309864, 12.8663778 50.2309375, 12.8664546 50.2307099, 12.8664645 50.2306924, 12.8664908 50.2306384)",Chebský most,yes,,,,
"[24234689, 23820690, 23820693]",,tertiary,False,True,110.475,"LINESTRING (12.8659631 50.2322053, 12.8659001 50.2322028, 12.8657836 50.2322014, 12.8656743 50.2322102, 12.865565 50.2322233, 12.865461 50.232248, 12.8653712 50.2322877, 12.8653136 50.2323249, 12.8652627 50.2323696, 12.8652008 50.2324528, 12.8651316 50.2325955, 12.8650628 50.2327373, 12.8650393 50.2327858, 12.865013 50.2328305)",,yes,,,,
138098919,2,trunk_link,False,False,54.873,"LINESTRING (12.8659631 50.2322053, 12.8661747 50.2322197, 12.8664106 50.2322409, 12.8667283 50.2322677)",,,,,,
607405801,,tertiary,False,True,9.057,"LINESTRING (12.8666331 50.2303445, 12.866563 50.2304125)",náměstí Republiky,,,,,
"[607405803, 1095216862]",2,tertiary,True,False,192.459,"LINESTRING (12.8666331 50.2303445, 12.8668897 50.2305403, 12.8672762 50.2307796, 12.8676411 50.2309949, 12.8679686 50.231158, 12.8682961 50.2313102, 12.8686751 50.2314679)","['Horova', 'náměstí Republiky']",,,,,
5003480,1,trunk_link,True,False,169.01399999999998,"LINESTRING (12.8656944 50.2326381, 12.865975 50.2327008, 12.8662624 50.2327754, 12.8663618 50.2327981, 12.8664743 50.2328209, 12.8665887 50.2328353, 12.8667014 50.2328441, 12.8667759 50.232841, 12.8668504 50.2328314, 12.8669087 50.2328133, 12.866967 50.2327912, 12.8670128 50.2327662, 12.8670445 50.2327412, 12.867071 50.2327152, 12.8670894 50.2326886, 12.8671056 50.2326554, 12.8671177 50.2326209, 12.867117 50.2325844, 12.8671093 50.2325479, 12.8670993 50.2325208, 12.8670852 50.2324949, 12.8670541 50.2324511, 12.8670047 50.2324009, 12.8669349 50.2323514, 12.8667283 50.2322677)",,,,,,
677259261,2,trunk,True,False,306.223,"LINESTRING (12.8656944 50.2326381, 12.8658529 50.2326948, 12.8664496 50.2328927, 12.8667142 50.2329863, 12.8669677 50.2330835, 12.8671292 50.2331508, 12.8672908 50.2332265, 12.8674393 50.2333022, 12.8675878 50.233382, 12.8678155 50.2335363, 12.8680301 50.2336947, 12.8682836 50.2339045, 12.8685387 50.2341664, 12.8687939 50.2344565)",,,6;222,70,,
1095216861,2,residential,True,False,6.838,"LINESTRING (12.8653581 50.2297675, 12.865337 50.2298275)",Dr. Engla,,,,,
