osmid,highway,oneway,reversed,length,name,bridge,geometry,ref,maxspeed,width,lanes,access,tunnel
"[171439683, 1117231143, 171439692, 171439694, 67728376]",residential,False,False,138.73100000000002,Zlatá stezka,yes,"LINESTRING (13.7687305 49.0502228, 13.7683113 49.0502035, 13.7678245 49.0502006, 13.7677246 49.0502085, 13.7676818 49.0502641, 13.767673 49.050331, 13.7676872 49.0503943, 13.7676931 49.0505653, 13.7676814 49.0506346, 13.7677139 49.0506997, 13.767842 49.0507097)",,,,,,
"[1111176739, 166541467]",primary,False,True,451.715,Pasovská,,"LINESTRING (13.7687305 49.0502228, 13.7690696 49.0503126, 13.7693806 49.0503979, 13.7696978 49.050494, 13.7698628 49.0505489, 13.7699879 49.0505883, 13.7703991 49.0507198, 13.7708235 49.0508537, 13.771244 49.0509631, 13.7714489 49.0510016, 13.7716679 49.051032, 13.7723778 49.0510944, 13.772512 49.0510972, 13.7725895 49.0511, 13.7733144 49.0511177, 13.7739319 49.0511218, 13.7746648 49.0511088)",4,50,,,,
"[565173784, 1007716201]",residential,False,True,164.579,1. máje,,"LINESTRING (13.7780675 49.0548736, 13.777996 49.0548122, 13.777944 49.0547726, 13.7778975 49.0547297, 13.7778495 49.0546579, 13.777802 49.0545996, 13.7777296 49.0545056, 13.7776442 49.054364, 13.7775828 49.0542618, 13.7775015 49.0541168, 13.7774853 49.0540833, 13.7774593 49.0540436, 13.7774175 49.0539744, 13.7773979 49.0539367, 13.7773674 49.0539033, 13.7773022 49.0538575, 13.7772134 49.0537997, 13.7771052 49.0537375, 13.7769008 49.0536479)",,30,15,,,
"[1108310057, 1007716202]",residential,False,False,46.20399999999999,Hřbitovní,,"LINESTRING (13.7780675 49.0548736, 13.7780194 49.0549163, 13.7779574 49.0549777, 13.7778982 49.0550349, 13.7777143 49.0552186)",,50,9,,,
"[886175608, 1007716203]",residential,False,False,91.54,1. máje,,"LINESTRING (13.7780675 49.0548736, 13.7781953 49.0549414, 13.7782486 49.0549665, 13.7782942 49.0549866, 13.7784226 49.0550352, 13.7785612 49.0550868, 13.7786734 49.0551251, 13.7788902 49.0551848, 13.7791686 49.0552612)",,30,15,,,
35036476,tertiary,False,False,93.22,Sadová,,"LINESTRING (13.7769008 49.0536479, 13.7769659 49.0535837, 13.7770687 49.0534846, 13.7770812 49.0534678, 13.7770908 49.0534549, 13.7770951 49.0534492, 13.7772165 49.0532864, 13.7772769 49.0532054, 13.777291 49.0531866, 13.777383 49.0530632, 13.777437 49.0529908, 13.7774981 49.0529082)",,50,,,,
"[166541457, 35036483, 395018461]",residential,False,True,177.27800000000002,"['Pivovarská', '1. máje']",,"LINESTRING (13.7769008 49.0536479, 13.7768322 49.0536237, 13.776737 49.0535923, 13.7766335 49.0535582, 13.7764084 49.0534982, 13.7763103 49.0534723, 13.7761977 49.0534316, 13.7761289 49.0534181, 13.7760531 49.0534124, 13.775852 49.0534188, 13.7757098 49.0534255, 13.7755737 49.0534326, 13.7754298 49.0534346, 13.7752776 49.0534652, 13.7751328 49.0534968, 13.7749664 49.0535267, 13.7748982 49.0535355, 13.7748102 49.0535468, 13.7747347 49.0535411, 13.7745739 49.0535235)",,"['50', '30']",,,,
"[565173784, 1007716201]",residential,False,False,164.57899999999998,1. máje,,"LINESTRING (13.7769008 49.0536479, 13.7771052 49.0537375, 13.7772134 49.0537997, 13.7773022 49.0538575, 13.7773674 49.0539033, 13.7773979 49.0539367, 13.7774175 49.0539744, 13.7774593 49.0540436, 13.7774853 49.0540833, 13.7775015 49.0541168, 13.7775828 49.0542618, 13.7776442 49.054364, 13.7777296 49.0545056, 13.777802 49.0545996, 13.7778495 49.0546579, 13.7778975 49.0547297, 13.777944 49.0547726, 13.777996 49.0548122, 13.7780675 49.0548736)",,30,15,,,
35036476,tertiary,False,True,93.22,Sadová,,"LINESTRING (13.7774981 49.0529082, 13.777437 49.0529908, 13.777383 49.0530632, 13.777291 49.0531866, 13.7772769 49.0532054, 13.7772165 49.0532864, 13.7770951 49.0534492, 13.7770908 49.0534549, 13.7770812 49.0534678, 13.7770687 49.0534846, 13.7769659 49.0535837, 13.7769008 49.0536479)",,50,,,,
35036486,residential,False,False,11.461,Kaplířova,,"LINESTRING (13.7774981 49.0529082, 13.7773951 49.0528787, 13.777354 49.0528669)",,,,,,
