osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,bridge,geometry,tunnel
605352648,False,,34,Poděbradovo náměstí,primary,50,False,19.409,,"LINESTRING (15.9060257 49.7606102, 15.9061837 49.7607518)",
"[1234719062, 28752302]",False,,,Husova,residential,,True,100.996,,"LINESTRING (15.9060257 49.7606102, 15.9059818 49.7606427, 15.905976 49.7606468, 15.9058813 49.7607141, 15.9057196 49.7608172, 15.9054636 49.7609403, 15.9053951 49.7609732, 15.9053013 49.7610183, 15.9049888 49.761151, 15.9049326 49.7611749)",
303138046,False,,34,Poděbradovo náměstí,primary,50,True,68.408,,"LINESTRING (15.9060257 49.7606102, 15.9057123 49.7603149, 15.9055387 49.7601513, 15.9055092 49.7601256, 15.9054826 49.760105)",
43306302,False,,343,Karla Lidického,secondary,50,True,43.155,,"LINESTRING (15.9061533 49.763836, 15.9059486 49.7638075, 15.9057976 49.7637896, 15.9055637 49.7637615)",
240417719,False,,3437,Wilsonova,tertiary,50,True,84.575,,"LINESTRING (15.9061533 49.763836, 15.9058818 49.7640301, 15.9053702 49.764404)",
"[651604322, 499085598, 499066863]",False,,343,Wilsonova,secondary,50,False,35.17100000000001,yes,"LINESTRING (15.9061533 49.763836, 15.9063191 49.7637179, 15.9063995 49.7636603, 15.9064745 49.7636141, 15.9064878 49.7636052)",
240417725,False,,343,Wilsonova,secondary,50,True,9.708,,"LINESTRING (15.9092012 49.7621002, 15.9091006 49.7621585)",
240417725,False,,343,Wilsonova,secondary,50,False,65.001,,"LINESTRING (15.9092012 49.7621002, 15.909554 49.7619599, 15.9098445 49.7618352, 15.9099375 49.761766)",
241314271,False,,,,residential,,True,76.567,,"LINESTRING (15.9092012 49.7621002, 15.9091937 49.7620551, 15.9091342 49.7616975, 15.9091189 49.7616105, 15.9091046 49.7615863, 15.9090522 49.7615645, 15.9088782 49.7614995)",
28752393,False,,,Na Sadech,residential,,False,75.594,,"LINESTRING (15.91112 49.7626702, 15.9110328 49.7627159, 15.9106371 49.7629231, 15.9104602 49.7630157, 15.9103024 49.7630983)",
241314230,False,,34,Adámkova třída,primary,50,False,131.616,,"LINESTRING (15.91112 49.7626702, 15.9109661 49.7625525, 15.9101061 49.7618949, 15.9099375 49.761766)",
241314230,False,,34,Adámkova třída,primary,50,True,166.51,,"LINESTRING (15.91112 49.7626702, 15.9115778 49.7630303, 15.9118315 49.7632298, 15.912505 49.7637606, 15.9125904 49.7638279)",
395939908,False,,34,Havlíčkova,primary,50,True,82.651,,"LINESTRING (15.9045214 49.7589894, 15.9037765 49.7584229)",
1234719061,False,,,Křivá,residential,,False,8.413,,"LINESTRING (15.9045214 49.7589894, 15.9044323 49.7590385)",
"[303138046, 605000389, 722679566]",False,,34,"['Havlíčkova', 'Poděbradovo náměstí']",primary,50,False,143.95999999999998,,"LINESTRING (15.9045214 49.7589894, 15.9046739 49.7590994, 15.9048415 49.7592286, 15.9048992 49.7592754, 15.9049293 49.759306, 15.9049553 49.7593383, 15.9049731 49.7593666, 15.9049977 49.7594178, 15.905108 49.7596199, 15.9051874 49.759755, 15.9052399 49.759843, 15.9052665 49.7598848, 15.9052937 49.7599245, 15.9053327 49.7599765, 15.9053601 49.7600139, 15.9053895 49.7600404, 15.9054116 49.7600564, 15.9054552 49.7600846, 15.9054826 49.760105)",
"[28752337, 225201412]",False,,,Dvořákovo nábřeží,residential,,False,206.64600000000002,,"LINESTRING (15.9065044 49.7610034, 15.9065532 49.7609742, 15.9067577 49.7608685, 15.9073245 49.7607473, 15.9077587 49.7606545, 15.9079687 49.7606096, 15.9088314 49.7604513, 15.909135 49.7604196, 15.9092026 49.7604125)",
"[44014039, 651604330, 130445804, 44074564]",False,2,34,"['Adámkova třída', 'Poděbradovo náměstí']",primary,50,False,76.245,yes,"LINESTRING (15.9065044 49.7610034, 15.906555 49.7610337, 15.9067324 49.7611369, 15.906762 49.7611547, 15.9068533 49.7612051, 15.906892 49.7612215, 15.9069387 49.7612337, 15.9069911 49.7612409, 15.9070561 49.7612434, 15.907144 49.7612436, 15.9074338 49.7612372)",
130445804,False,,34,Poděbradovo náměstí,primary,50,True,36.278,,"LINESTRING (15.9065044 49.7610034, 15.9063996 49.7609317, 15.906332 49.7608769, 15.9061837 49.7607518)",
136451260,False,,343,Resslova,secondary,50,False,33.55,,"LINESTRING (15.9119805 49.7606785, 15.9124275 49.760591)",
28752326,False,,,Blatenská,residential,,True,205.79700000000003,,"LINESTRING (15.9119805 49.7606785, 15.9118086 49.7606684, 15.9116687 49.7606602, 15.9115522 49.7606727, 15.9112497 49.7607244, 15.9101955 49.7610465, 15.909453 49.7611767, 15.9093207 49.7611936, 15.9092711 49.7612)",
136451260,False,,343,Resslova,secondary,50,True,61.44499999999999,,"LINESTRING (15.9119805 49.7606785, 15.9116892 49.7607733, 15.9114098 49.7609039, 15.9112694 49.7609811)",
43306302,False,,343,Karla Lidického,secondary,50,False,39.409000000000006,,"LINESTRING (15.9036825 49.7635947, 15.9038613 49.7636318, 15.904118 49.7636611, 15.9042177 49.7636676)",
43306302,False,,343,Karla Lidického,secondary,50,True,62.361000000000004,,"LINESTRING (15.9036825 49.7635947, 15.9033884 49.7635141, 15.903326 49.763495, 15.902908 49.763343)",
240417725,False,,343,Wilsonova,secondary,50,False,83.95100000000001,,"LINESTRING (15.9081699 49.7629748, 15.9082117 49.7629471, 15.908856 49.7623641)",
240417725,False,,343,Wilsonova,secondary,50,True,29.868,,"LINESTRING (15.9081699 49.7629748, 15.9081144 49.762999, 15.9078045 49.7631025)",
28752300,False,,,Jungmannova,residential,,False,107.276,,"LINESTRING (15.9055637 49.7637615, 15.9055422 49.7637192, 15.9053612 49.7633636, 15.9050903 49.7628465)",
43306302,False,,343,Karla Lidického,secondary,50,False,43.155,,"LINESTRING (15.9055637 49.7637615, 15.9057976 49.7637896, 15.9059486 49.7638075, 15.9061533 49.763836)",
43306302,False,,343,Karla Lidického,secondary,50,True,79.89699999999999,,"LINESTRING (15.9055637 49.7637615, 15.9049404 49.7637144, 15.904458 49.7636831)",
24318074,False,,343,Faráře Toufara,secondary,50,False,152.485,,"LINESTRING (15.9010707 49.7626563, 15.9011276 49.7626784, 15.901879 49.762971, 15.9020153 49.7630203, 15.9021307 49.763062, 15.9021923 49.7630843, 15.902883 49.7633337, 15.902908 49.763343)",
130445806,False,,,Klicperova,residential,,True,67.319,,"LINESTRING (15.908856 49.7623641, 15.9088158 49.7623326, 15.9083455 49.7619458, 15.9082759 49.7618886)",
240417725,False,,343,Wilsonova,secondary,50,False,28.868,,"LINESTRING (15.908856 49.7623641, 15.9090413 49.7621996, 15.9091006 49.7621585)",
240417725,False,,343,Wilsonova,secondary,50,True,83.95100000000001,,"LINESTRING (15.908856 49.7623641, 15.9082117 49.7629471, 15.9081699 49.7629748)",
28752395,False,,,Kavánova,residential,,False,75.679,,"LINESTRING (15.9125904 49.7638279, 15.9125265 49.7638761, 15.9117967 49.7642744)",
44006442,False,,,Taussigova,residential,,True,79.85700000000001,,"LINESTRING (15.9125904 49.7638279, 15.9126725 49.7637803, 15.9134309 49.7633578)",
241314230,False,,34,Adámkova třída,primary,50,False,166.51,,"LINESTRING (15.9125904 49.7638279, 15.912505 49.7637606, 15.9118315 49.7632298, 15.9115778 49.7630303, 15.91112 49.7626702)",
241314230,False,,34,Adámkova třída,primary,50,True,154.26500000000001,,"LINESTRING (15.9125904 49.7638279, 15.912842 49.7640195, 15.9138383 49.764778, 15.9139799 49.7648858)",
286071648,False,,,Rokycanova,residential,,True,41.537,,"LINESTRING (15.9037765 49.7584229, 15.9033312 49.7586612)",
395939908,False,,34,Havlíčkova,primary,50,False,82.651,,"LINESTRING (15.9037765 49.7584229, 15.9045214 49.7589894)",
240417725,False,,343,Wilsonova,secondary,50,False,9.708,,"LINESTRING (15.9091006 49.7621585, 15.9092012 49.7621002)",
240417725,False,,343,Wilsonova,secondary,50,True,28.868,,"LINESTRING (15.9091006 49.7621585, 15.9090413 49.7621996, 15.908856 49.7623641)",
1167793008,True,,,Nerudova,residential,,False,135.543,,"LINESTRING (15.9091006 49.7621585, 15.909136 49.7621862, 15.9103024 49.7630983)",
136451260,False,,343,Resslova,secondary,50,True,41.741,,"LINESTRING (15.9112694 49.7609811, 15.9108195 49.7612187)",
136451260,False,,343,Resslova,secondary,50,False,61.44499999999999,,"LINESTRING (15.9112694 49.7609811, 15.9114098 49.7609039, 15.9116892 49.7607733, 15.9119805 49.7606785)",
241212703,False,,,Nádražní,residential,,True,23.77,,"LINESTRING (15.9022092 49.7664231, 15.9024939 49.7665321)",
240417719,False,,3437,Wilsonova,tertiary,50,False,141.277,,"LINESTRING (15.9022092 49.7664231, 15.9023196 49.7663609, 15.9032988 49.7658097, 15.9036997 49.7655941)",
241314242,False,,3437,Nádražní,tertiary,50,True,41.086,,"LINESTRING (15.9022092 49.7664231, 15.9021141 49.7663904, 15.9017346 49.7662176)",
28752407,True,,,Drahý růžek,residential,,False,89.783,,"LINESTRING (15.9053702 49.764404, 15.9052817 49.7643631, 15.9050388 49.7642504, 15.904355 49.7639329)",
28752408,False,,,Erbenova,residential,,False,116.882,,"LINESTRING (15.9053702 49.764404, 15.9062746 49.7648128, 15.9064421 49.7648868, 15.9066987 49.7650109)",
240417719,False,,3437,Wilsonova,tertiary,50,False,84.575,,"LINESTRING (15.9053702 49.764404, 15.9058818 49.7640301, 15.9061533 49.763836)",
240417719,False,,3437,Wilsonova,tertiary,50,True,63.428,,"LINESTRING (15.9053702 49.764404, 15.9052472 49.7644995, 15.9050446 49.7646739, 15.9048326 49.7648564)",
28752300,False,,,Jungmannova,residential,,False,47.872,,"LINESTRING (15.9050903 49.7628465, 15.9050336 49.7627683, 15.9049364 49.762633, 15.9047847 49.7624644)",
28752300,False,,,Jungmannova,residential,,True,107.27599999999998,,"LINESTRING (15.9050903 49.7628465, 15.9053612 49.7633636, 15.9055422 49.7637192, 15.9055637 49.7637615)",
229917398,False,,,Jablonského,living_street,,True,64.84100000000001,,"LINESTRING (15.9050903 49.7628465, 15.9047553 49.7629243, 15.9045168 49.7629611, 15.904228 49.7630171)",
28752300,False,,,Jungmannova,residential,,False,99.12299999999999,,"LINESTRING (15.9047847 49.7624644, 15.9045782 49.7624251, 15.9034186 49.7624957)",
28752300,False,,,Jungmannova,residential,,True,47.872,,"LINESTRING (15.9047847 49.7624644, 15.9049364 49.762633, 15.9050336 49.7627683, 15.9050903 49.7628465)",
"[651604324, 198773988]",False,,,Čelakovského,residential,,True,104.253,,"LINESTRING (15.9047847 49.7624644, 15.9048284 49.7624417, 15.90487 49.76242, 15.90498 49.76236, 15.9050385 49.7623354, 15.9051234 49.7622996, 15.90517 49.76228, 15.9052306 49.7622302, 15.90545 49.76205, 15.9059605 49.7619927)",
28752300,False,,,Jungmannova,residential,,False,19.689,,"LINESTRING (15.9034186 49.7624957, 15.9031498 49.7625304)",
28752300,False,,,Jungmannova,residential,,True,99.12299999999999,,"LINESTRING (15.9034186 49.7624957, 15.9045782 49.7624251, 15.9047847 49.7624644)",
"[44007368, 44007370, 499132323, 28752301]",False,,,Husova,residential,,False,99.66200000000002,yes,"LINESTRING (15.9034186 49.7624957, 15.9035526 49.7621259, 15.9035596 49.7621079, 15.9036432 49.7619388, 15.9036701 49.7618573, 15.9037815 49.7616866, 15.9038338 49.7616473)",
28752300,False,,,Jungmannova,residential,,True,16.812,,"LINESTRING (15.9025018 49.7628487, 15.9025516 49.7627902, 15.9025738 49.762707)",
651604327,False,,,Husova,residential,,True,10.371,,"LINESTRING (15.9049326 49.7611749, 15.904814 49.7612281)",
28752303,False,,,Rokycanova,residential,,False,175.017,,"LINESTRING (15.9049326 49.7611749, 15.9045189 49.7606475, 15.9039711 49.7597307)",
"[28752302, 1234719062]",False,,,Husova,residential,,False,100.996,,"LINESTRING (15.9049326 49.7611749, 15.9049888 49.761151, 15.9053013 49.7610183, 15.9053951 49.7609732, 15.9054636 49.7609403, 15.9057196 49.7608172, 15.9058813 49.7607141, 15.905976 49.7606468, 15.9059818 49.7606427, 15.9060257 49.7606102)",
28752303,False,,,Rokycanova,residential,,False,50.787,,"LINESTRING (15.9039711 49.7597307, 15.9037222 49.7593032)",
44074567,False,,,,residential,,True,80.51,,"LINESTRING (15.9039711 49.7597307, 15.9029225 49.7599864)",
28752303,False,,,Rokycanova,residential,,True,175.017,,"LINESTRING (15.9039711 49.7597307, 15.9045189 49.7606475, 15.9049326 49.7611749)",
281311953,False,,,Rokycanova,residential,,True,76.714,,"LINESTRING (15.9033312 49.7586612, 15.9037222 49.7593032)",
286071648,False,,,Rokycanova,residential,,False,41.537,,"LINESTRING (15.9033312 49.7586612, 15.9037765 49.7584229)",
682242702,False,,,Vinohradská,residential,,False,87.388,,"LINESTRING (15.9033312 49.7586612, 15.9022586 49.7588677, 15.9021653 49.7588856)",
28752303,False,,,Rokycanova,residential,,True,50.787,,"LINESTRING (15.9037222 49.7593032, 15.9039711 49.7597307)",
281311953,False,,,Rokycanova,residential,,False,76.714,,"LINESTRING (15.9037222 49.7593032, 15.9033312 49.7586612)",
44074566,False,,,Milíčova,residential,,False,133.945,,"LINESTRING (15.9021653 49.7588856, 15.902722 49.7596909, 15.9029225 49.7599864)",
682242702,False,,,Vinohradská,residential,,True,87.388,,"LINESTRING (15.9021653 49.7588856, 15.9022586 49.7588677, 15.9033312 49.7586612)",
605352648,False,,34,Poděbradovo náměstí,primary,50,True,19.409,,"LINESTRING (15.9061837 49.7607518, 15.9060257 49.7606102)",
"[44014041, 28752315]",False,,,"['Olšinky', 'U Tvrze']",residential,,"[False, True]",256.411,,"LINESTRING (15.9061837 49.7607518, 15.9063214 49.7606842, 15.9065148 49.7606076, 15.906611 49.7605792, 15.9067768 49.7604291, 15.9068657 49.7603696, 15.9070143 49.7603325, 15.9076045 49.7601892, 15.9078062 49.7601343, 15.908294 49.7600351, 15.9084 49.7600461, 15.9085007 49.7600802, 15.9091449 49.7603034, 15.9092026 49.7604125)",
130445804,False,,34,Poděbradovo náměstí,primary,50,False,36.278000000000006,,"LINESTRING (15.9061837 49.7607518, 15.906332 49.7608769, 15.9063996 49.7609317, 15.9065044 49.7610034)",
130445815,False,,,Za Radnicí,residential,,False,18.555,,"LINESTRING (15.9059143 49.7582275, 15.9060863 49.758103)",
28752311,False,,,Za Radnicí,residential,,True,205.46099999999998,,"LINESTRING (15.9059143 49.7582275, 15.905615 49.7583842, 15.9055607 49.7584517, 15.905547 49.7584951, 15.9056102 49.7591511, 15.9056418 49.7595057, 15.9057856 49.7599624)",
28752312,False,,,Dalimilova,residential,,False,123.84199999999998,,"LINESTRING (15.9059143 49.7582275, 15.906096 49.75897, 15.9061592 49.7593297)",
130445815,False,,,Za Radnicí,residential,,True,18.555,,"LINESTRING (15.9060863 49.758103, 15.9059143 49.7582275)",
"[28752312, 856243930]",False,,,"['Dalimilova', 'Poděbradovo náměstí']",residential,,False,83.488,,"LINESTRING (15.9061592 49.7593297, 15.9061577 49.759652, 15.9061473 49.759766, 15.9061293 49.7598174, 15.9060209 49.7599497, 15.90592 49.7600407)",
28752312,False,,,Dalimilova,residential,,True,123.84199999999998,,"LINESTRING (15.9061592 49.7593297, 15.906096 49.75897, 15.9059143 49.7582275)",
28752313,False,,,Nad Parkem,residential,,False,106.468,,"LINESTRING (15.9061592 49.7593297, 15.9065975 49.7592766, 15.9069866 49.7592144, 15.9072688 49.7591557, 15.9073961 49.759112, 15.9075454 49.7590312)",
28752313,False,,,Nad Parkem,residential,,True,106.468,,"LINESTRING (15.9075454 49.7590312, 15.9073961 49.759112, 15.9072688 49.7591557, 15.9069866 49.7592144, 15.9065975 49.7592766, 15.9061592 49.7593297)",
241314260,False,,,,residential,,True,30.867,,"LINESTRING (15.9082759 49.7618886, 15.908587 49.7616971)",
28752332,False,,,Klicperova,residential,,True,50.64,,"LINESTRING (15.9082759 49.7618886, 15.9081995 49.76192, 15.9075897 49.7619688)",
130445806,False,,,Klicperova,residential,,False,67.319,,"LINESTRING (15.9082759 49.7618886, 15.9083455 49.7619458, 15.9088158 49.7623326, 15.908856 49.7623641)",
241314260,False,,,,residential,,False,30.867,,"LINESTRING (15.908587 49.7616971, 15.9082759 49.7618886)",
28752330,False,,,,residential,,False,76.452,,"LINESTRING (15.908587 49.7616971, 15.9084357 49.7616727, 15.9080765 49.7616544, 15.9078042 49.7616773, 15.907533 49.7617002)",
241314260,False,,,,residential,,True,30.427999999999997,,"LINESTRING (15.908587 49.7616971, 15.9088315 49.7615434, 15.9088511 49.761525, 15.9088782 49.7614995)",
28752328,True,,,Komenského,residential,,False,51.975,,"LINESTRING (15.907533 49.7617002, 15.9074472 49.7613027, 15.9074338 49.7612372)",
28752330,False,,,,residential,,True,76.452,,"LINESTRING (15.907533 49.7617002, 15.9078042 49.7616773, 15.9080765 49.7616544, 15.9084357 49.7616727, 15.908587 49.7616971)",
130445809,True,,,Komenského,residential,,False,8.158,,"LINESTRING (15.9075897 49.7619688, 15.9075744 49.7618961)",
28752332,False,,,Klicperova,residential,,False,50.64,,"LINESTRING (15.9075897 49.7619688, 15.9081995 49.76192, 15.9082759 49.7618886)",
"[44014041, 28752315]",False,,,"['Olšinky', 'U Tvrze']",residential,,"[False, True]",256.411,,"LINESTRING (15.9092026 49.7604125, 15.9091449 49.7603034, 15.9085007 49.7600802, 15.9084 49.7600461, 15.908294 49.7600351, 15.9078062 49.7601343, 15.9076045 49.7601892, 15.9070143 49.7603325, 15.9068657 49.7603696, 15.9067768 49.7604291, 15.906611 49.7605792, 15.9065148 49.7606076, 15.9063214 49.7606842, 15.9061837 49.7607518)",
"[44014040, 44014041, 28752320]",False,,,Olšinky,residential,,True,87.71799999999999,yes,"LINESTRING (15.9092026 49.7604125, 15.909209 49.7604621, 15.9092161 49.7606462, 15.9092218 49.7607034, 15.9092246 49.7607321, 15.9092394 49.7608812, 15.9092491 49.7609792, 15.9092548 49.7610363, 15.909266 49.761148, 15.9092693 49.7611815, 15.9092711 49.7612)",
225201412,False,,,Dvořákovo nábřeží,residential,,False,256.56600000000003,,"LINESTRING (15.9092026 49.7604125, 15.9106194 49.760364, 15.9106859 49.7603572, 15.9108233 49.760314, 15.9115811 49.7598165, 15.912102 49.7593806)",
"[28752337, 225201412]",False,,,Dvořákovo nábřeží,residential,,True,206.64599999999996,,"LINESTRING (15.9092026 49.7604125, 15.909135 49.7604196, 15.9088314 49.7604513, 15.9079687 49.7606096, 15.9077587 49.7606545, 15.9073245 49.7607473, 15.9067577 49.7608685, 15.9065532 49.7609742, 15.9065044 49.7610034)",
136451260,False,,343,Resslova,secondary,50,True,33.55,,"LINESTRING (15.9124275 49.760591, 15.9119805 49.7606785)",
136451260,False,,343,Resslova,secondary,50,False,103.066,,"LINESTRING (15.9124275 49.760591, 15.9135333 49.7604018, 15.9138189 49.760366)",
28752373,True,,,Máchova,residential,,False,119.413,,"LINESTRING (15.9135796 49.7613652, 15.9125016 49.7606408, 15.9124275 49.760591)",
28752374,True,,,Karlova,residential,,False,48.871,,"LINESTRING (15.9120154 49.7621895, 15.9125415 49.7619108)",
28752375,False,,,Šafaříkova,residential,,False,164.965,,"LINESTRING (15.9120154 49.7621895, 15.9120317 49.762203, 15.912086 49.762248, 15.9134309 49.7633578)",
28752375,False,,,Šafaříkova,residential,,True,137.955,,"LINESTRING (15.9120154 49.7621895, 15.9114224 49.7617066, 15.9108671 49.7612574, 15.9108195 49.7612187)",
28752375,False,,,Šafaříkova,residential,,True,164.965,,"LINESTRING (15.9134309 49.7633578, 15.912086 49.762248, 15.9120317 49.762203, 15.9120154 49.7621895)",
44006442,False,,,Taussigova,residential,,False,79.85700000000001,,"LINESTRING (15.9134309 49.7633578, 15.9126725 49.7637803, 15.9125904 49.7638279)",
44006442,False,,,Taussigova,residential,,True,74.172,,"LINESTRING (15.9134309 49.7633578, 15.9141571 49.7629676, 15.9142259 49.7629321)",
28752374,True,,,Karlova,residential,,False,96.128,,"LINESTRING (15.9125415 49.7619108, 15.9135796 49.7613652)",
28752376,True,,,Rubešova,residential,,False,137.972,,"LINESTRING (15.9125415 49.7619108, 15.9113145 49.7610141, 15.9112694 49.7609811)",
28752376,True,,,Rubešova,residential,,False,165.93499999999997,,"LINESTRING (15.9142259 49.7629321, 15.9141659 49.7628957, 15.9138303 49.7626922, 15.9135832 49.7625424, 15.9126868 49.7619989, 15.9125415 49.7619108)",
44006442,False,,,Taussigova,residential,,False,74.172,,"LINESTRING (15.9142259 49.7629321, 15.9141571 49.7629676, 15.9134309 49.7633578)",
"[499066440, 28752395, 499066439]",False,,,Kavánova,residential,,False,141.639,yes,"LINESTRING (15.9095049 49.7652071, 15.9086765 49.7653543, 15.9084494 49.7653962, 15.9082916 49.7654253, 15.9080946 49.7654616, 15.9079674 49.7654829, 15.9077751 49.7655224, 15.9076016 49.7655346)",
28752395,False,,,Kavánova,residential,,True,71.447,,"LINESTRING (15.9095049 49.7652071, 15.9098997 49.7651513, 15.9101811 49.7650895, 15.9104416 49.7650023)",
303138044,False,,,Ležáků,residential,,False,100.251,,"LINESTRING (15.9095049 49.7652071, 15.9094738 49.7651436, 15.9093281 49.7649144, 15.9090724 49.7643509)",
303138044,False,,,Ležáků,residential,,True,103.145,,"LINESTRING (15.9095049 49.7652071, 15.9095384 49.7652528, 15.9097625 49.7655582, 15.9101729 49.7660276)",
303138045,False,,,Nade Mlýnkem,residential,,True,64.999,,"LINESTRING (15.9088311 49.7638437, 15.9095484 49.7634873)",
303138044,False,,,Ležáků,residential,,True,59.001999999999995,,"LINESTRING (15.9088311 49.7638437, 15.9088664 49.7639144, 15.9090724 49.7643509)",
1167793009,True,,,Ležáků,residential,,False,107.697,,"LINESTRING (15.9088311 49.7638437, 15.9082146 49.7630201, 15.9081699 49.7629748)",
28752390,False,,,Nerudova,residential,,False,169.181,,"LINESTRING (15.9103024 49.7630983, 15.9103564 49.7631408, 15.9117967 49.7642744)",
28752393,False,,,Na Sadech,residential,,True,75.594,,"LINESTRING (15.9103024 49.7630983, 15.9104602 49.7630157, 15.9106371 49.7629231, 15.9110328 49.7627159, 15.91112 49.7626702)",
303138045,False,,,Nade Mlýnkem,residential,,False,69.31,,"LINESTRING (15.9103024 49.7630983, 15.9102495 49.7631256, 15.9095484 49.7634873)",
303138045,False,,,Nade Mlýnkem,residential,,False,64.999,,"LINESTRING (15.9095484 49.7634873, 15.9088311 49.7638437)",
28752398,False,,,Purkyňova,residential,,True,171.651,,"LINESTRING (15.9095484 49.7634873, 15.9095989 49.7635286, 15.9110289 49.7646991)",
303138045,False,,,Nade Mlýnkem,residential,,True,69.31,,"LINESTRING (15.9095484 49.7634873, 15.9102495 49.7631256, 15.9103024 49.7630983)",
28752395,False,,,Kavánova,residential,,False,54.031,,"LINESTRING (15.9110289 49.7646991, 15.9106532 49.7649032, 15.9104416 49.7650023)",
28752395,False,,,Kavánova,residential,,True,72.604,,"LINESTRING (15.9110289 49.7646991, 15.9117451 49.7643029, 15.9117967 49.7642744)",
28752398,False,,,Purkyňova,residential,,False,171.651,,"LINESTRING (15.9110289 49.7646991, 15.9095989 49.7635286, 15.9095484 49.7634873)",
28752398,False,,,Purkyňova,residential,,True,246.13100000000003,,"LINESTRING (15.9110289 49.7646991, 15.9125821 49.7659316, 15.9126127 49.7659779, 15.9125811 49.7660174, 15.9119479 49.7663537)",
222270170,False,,,Smetanova,residential,,False,192.404,,"LINESTRING (15.9117967 49.7642744, 15.9134845 49.7656181)",
28752390,False,,,Nerudova,residential,,True,169.181,,"LINESTRING (15.9117967 49.7642744, 15.9103564 49.7631408, 15.9103024 49.7630983)",
28752395,False,,,Kavánova,residential,,False,72.604,,"LINESTRING (15.9117967 49.7642744, 15.9117451 49.7643029, 15.9110289 49.7646991)",
28752395,False,,,Kavánova,residential,,True,75.679,,"LINESTRING (15.9117967 49.7642744, 15.9125265 49.7638761, 15.9125904 49.7638279)",
28752395,False,,,Kavánova,residential,,False,71.447,,"LINESTRING (15.9104416 49.7650023, 15.9101811 49.7650895, 15.9098997 49.7651513, 15.9095049 49.7652071)",
28752395,False,,,Kavánova,residential,,True,54.031,,"LINESTRING (15.9104416 49.7650023, 15.9106532 49.7649032, 15.9110289 49.7646991)",
28752396,False,,,Raisova,residential,,False,185.325,,"LINESTRING (15.9104416 49.7650023, 15.911655 49.7661361, 15.9119479 49.7663537)",
28752408,False,,,Erbenova,residential,,True,88.52799999999999,,"LINESTRING (15.9076016 49.7655346, 15.907471 49.7655111, 15.9073904 49.7654804, 15.9073099 49.7654291, 15.9066987 49.7650109)",
"[499066440, 28752395, 499066439]",False,,,Kavánova,residential,,True,141.639,yes,"LINESTRING (15.9076016 49.7655346, 15.9077751 49.7655224, 15.9079674 49.7654829, 15.9080946 49.7654616, 15.9082916 49.7654253, 15.9084494 49.7653962, 15.9086765 49.7653543, 15.9095049 49.7652071)",
"[121803195, 499066508, 499066509]",False,,,O. Nejedlého,residential,,True,234.231,yes,"LINESTRING (15.9076016 49.7655346, 15.9075794 49.7655005, 15.90755 49.76542, 15.90735 49.76495, 15.9071864 49.7645844, 15.9071174 49.7644344, 15.9071039 49.7643215, 15.9071052 49.7643015, 15.9071129 49.7641865, 15.9070493 49.7640937, 15.9069762 49.7640304, 15.9067859 49.7638656, 15.9066741 49.7638048, 15.9065814 49.7637158, 15.9065536 49.7636891, 15.9065439 49.7636767, 15.9064878 49.7636052)",
