osmid,name,highway,oneway,reversed,length,geometry,access
131559943,Domain Road,residential,False,True,187.902,"LINESTRING (175.146588 -40.7600491, 175.1474699 -40.7584969)",
173256492,Waerenga Road,residential,False,True,192.862,"LINESTRING (175.146588 -40.7600491, 175.1452739 -40.7586287)",
173256492,Waerenga Road,residential,False,False,137.25300000000001,"LINESTRING (175.146588 -40.7600491, 175.1470895 -40.7606214, 175.147588 -40.7610178)",
131559942,Knights Grove,residential,False,False,130.005,"LINESTRING (175.1488914 -40.7589525, 175.1474699 -40.7584969)",
131559942,Knights Grove,residential,False,True,76.881,"LINESTRING (175.1488914 -40.7589525, 175.1497275 -40.7592299)",
149714624,Knights Grove,residential,False,True,38.066,"LINESTRING (175.1488914 -40.7589525, 175.1487257 -40.759271)",
131559943,Domain Road,residential,False,False,276.07099999999997,"LINESTRING (175.1486415 -40.7561782, 175.1476638 -40.7581249, 175.1474699 -40.7584969)",
456963557,Mill Road,secondary,False,False,328.327,"LINESTRING (175.1486415 -40.7561782, 175.1476223 -40.7557435, 175.1475889 -40.7557293, 175.1452414 -40.7547343)",
456963557,Mill Road,secondary,False,True,304.705,"LINESTRING (175.1486415 -40.7561782, 175.148756 -40.7562236, 175.1503332 -40.7568789, 175.1508541 -40.7570859, 175.1518087 -40.7575018)",
131559942,Knights Grove,residential,False,True,130.005,"LINESTRING (175.1474699 -40.7584969, 175.1488914 -40.7589525)",
131559943,Domain Road,residential,False,False,187.902,"LINESTRING (175.1474699 -40.7584969, 175.146588 -40.7600491)",
131559943,Domain Road,residential,False,True,276.07099999999997,"LINESTRING (175.1474699 -40.7584969, 175.1476638 -40.7581249, 175.1486415 -40.7561782)",
131559953,Lemon Street,residential,False,True,145.021,"LINESTRING (175.1434199 -40.7574939, 175.1428728 -40.7581547, 175.1427322 -40.7582587, 175.1423646 -40.7585104)",
173256492,Waerenga Road,residential,False,False,201.68699999999998,"LINESTRING (175.1434199 -40.7574939, 175.1440878 -40.7578084, 175.144278 -40.7579193, 175.1450912 -40.7584767, 175.1452739 -40.7586287)",
131559954,McLaren Place,residential,False,False,101.86099999999999,"LINESTRING (175.1414446 -40.7580453, 175.1418871 -40.7580561, 175.1423646 -40.7585104)",
131559953,Lemon Street,residential,False,False,145.02100000000002,"LINESTRING (175.1423646 -40.7585104, 175.1427322 -40.7582587, 175.1428728 -40.7581547, 175.1434199 -40.7574939)",
131559954,McLaren Place,residential,False,True,101.86099999999999,"LINESTRING (175.1423646 -40.7585104, 175.1418871 -40.7580561, 175.1414446 -40.7580453)",
173256492,Waerenga Road,residential,False,False,192.862,"LINESTRING (175.1452739 -40.7586287, 175.146588 -40.7600491)",
131559955,Atmore Avenue,residential,False,True,341.206,"LINESTRING (175.1452739 -40.7586287, 175.143451 -40.759425, 175.1419563 -40.7603698)",
173256492,Waerenga Road,residential,False,True,201.68699999999998,"LINESTRING (175.1452739 -40.7586287, 175.1450912 -40.7584767, 175.144278 -40.7579193, 175.1440878 -40.7578084, 175.1434199 -40.7574939)",
