osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry
55489957,Burgess Street,residential,False,True,197.753,,,"LINESTRING (171.1237366 -44.2601702, 171.1259347 -44.2593428)"
47971246,Pleasant Point Highway,primary,False,False,134.707,SH 8,50,"LINESTRING (171.1237366 -44.2601702, 171.1241834 -44.260253, 171.1246504 -44.2603033, 171.1254076 -44.260282)"
47971246,Pleasant Point Highway,primary,False,True,12.872,SH 8,50,"LINESTRING (171.1283748 -44.2602416, 171.1282134 -44.2602353)"
35262016,Tengawai Road,unclassified,False,False,119.166,,50,"LINESTRING (171.1283748 -44.2602416, 171.1283328 -44.2601142, 171.1276484 -44.2593112)"
47971246,Pleasant Point Highway,primary,False,False,74.39,SH 8,50,"LINESTRING (171.1283748 -44.2602416, 171.1289518 -44.2602823, 171.1292953 -44.2603446)"
47971246,Pleasant Point Highway,primary,False,False,154.425,SH 8,50,"LINESTRING (171.1307092 -44.2607544, 171.1324871 -44.2613089)"
47971247,Halstead Road,unclassified,False,False,125.351,,50,"LINESTRING (171.1307092 -44.2607544, 171.1309863 -44.2596447)"
47971246,Pleasant Point Highway,primary,False,True,121.611,SH 8,50,"LINESTRING (171.1307092 -44.2607544, 171.1295516 -44.2603971, 171.1293542 -44.2603567, 171.1292953 -44.2603446)"
47971247,Halstead Road,unclassified,False,True,393.534,,50,"LINESTRING (171.1318737 -44.2561631, 171.1309863 -44.2596447)"
55489958,Greig Street,residential,False,False,491.53999999999996,,,"LINESTRING (171.1318737 -44.2561631, 171.1304682 -44.2561326, 171.1281655 -44.2564624, 171.1275778 -44.2566304, 171.1259901 -44.2572143)"
47971246,Pleasant Point Highway,primary,False,True,65.013,SH 8,50,"LINESTRING (171.1332299 -44.2615515, 171.1324871 -44.2613089)"
55489945,Munro Street,residential,False,False,120.271,,,"LINESTRING (171.1332299 -44.2615515, 171.1338636 -44.2605697)"
55489945,Munro Street,residential,False,True,122.103,,,"LINESTRING (171.1345059 -44.2595726, 171.1338636 -44.2605697)"
"[55489947, 55489941]","['Acton Street', 'Horton Street']",residential,False,False,272.235,,,"LINESTRING (171.1345059 -44.2595726, 171.1330757 -44.259124, 171.1328643 -44.2590577, 171.1327196 -44.2590682, 171.1326058 -44.259098, 171.1320514 -44.2599872)"
47971247,Halstead Road,unclassified,False,False,393.534,,50,"LINESTRING (171.1309863 -44.2596447, 171.1318737 -44.2561631)"
47971247,Halstead Road,unclassified,False,True,125.351,,50,"LINESTRING (171.1309863 -44.2596447, 171.1307092 -44.2607544)"
55489946,Harris Street,residential,False,False,92.978,,,"LINESTRING (171.1309863 -44.2596447, 171.1320514 -44.2599872)"
55489946,Harris Street,residential,False,False,158.184,,,"LINESTRING (171.1320514 -44.2599872, 171.1338636 -44.2605697)"
55489946,Harris Street,residential,False,True,92.978,,,"LINESTRING (171.1320514 -44.2599872, 171.1309863 -44.2596447)"
"[55489947, 55489941]","['Acton Street', 'Horton Street']",residential,False,True,272.235,,,"LINESTRING (171.1320514 -44.2599872, 171.1326058 -44.259098, 171.1327196 -44.2590682, 171.1328643 -44.2590577, 171.1330757 -44.259124, 171.1345059 -44.2595726)"
47971246,Pleasant Point Highway,primary,False,False,121.611,SH 8,50,"LINESTRING (171.1292953 -44.2603446, 171.1293542 -44.2603567, 171.1295516 -44.2603971, 171.1307092 -44.2607544)"
47971246,Pleasant Point Highway,primary,False,True,74.39,SH 8,50,"LINESTRING (171.1292953 -44.2603446, 171.1289518 -44.2602823, 171.1283748 -44.2602416)"
55489948,Afghan Street,residential,False,False,154.042,,,"LINESTRING (171.1292953 -44.2603446, 171.1292463 -44.260519, 171.1292574 -44.2606185, 171.1293557 -44.2607045, 171.1305101 -44.2610969, 171.1306127 -44.2611318)"
55489948,Afghan Street,residential,False,False,144.16,,,"LINESTRING (171.1306127 -44.2611318, 171.1322653 -44.261661)"
55489950,Kyber Street,residential,False,False,70.05,,,"LINESTRING (171.1306127 -44.2611318, 171.1302651 -44.2617105)"
55489948,Afghan Street,residential,False,True,154.042,,,"LINESTRING (171.1306127 -44.2611318, 171.1305101 -44.2610969, 171.1293557 -44.2607045, 171.1292574 -44.2606185, 171.1292463 -44.260519, 171.1292953 -44.2603446)"
55489948,Afghan Street,residential,False,True,262.562,,,"LINESTRING (171.1352753 -44.2626248, 171.1322653 -44.261661)"
55489952,Shere Street,residential,False,False,78.393,,,"LINESTRING (171.1352753 -44.2626248, 171.1348679 -44.2632666)"
55489949,Kabul Street,residential,False,False,150.875,,,"LINESTRING (171.1285441 -44.2611431, 171.1302651 -44.2617105)"
55489950,Kyber Street,residential,False,True,154.639,,,"LINESTRING (171.1294477 -44.262972, 171.1302651 -44.2617105)"
47971246,Pleasant Point Highway,primary,False,False,65.013,SH 8,50,"LINESTRING (171.1324871 -44.2613089, 171.1332299 -44.2615515)"
47971246,Pleasant Point Highway,primary,False,True,154.425,SH 8,50,"LINESTRING (171.1324871 -44.2613089, 171.1307092 -44.2607544)"
55489951,Khan Street,residential,False,False,42.973,,,"LINESTRING (171.1324871 -44.2613089, 171.1323828 -44.2614868, 171.1323641 -44.2615187, 171.1322653 -44.261661)"
