osmid,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,junction,lanes
"[24812754, 376609107, 376609108, 334587851]",Lower Tarewa Road,secondary,50,False,False,319.879,yes,"LINESTRING (174.317384 -35.7301099, 174.3174696 -35.730013, 174.3174916 -35.7299927, 174.318117 -35.7293795, 174.3182696 -35.7292217, 174.318575 -35.7288787, 174.3186363 -35.72878, 174.3187138 -35.7285913, 174.318871 -35.7281588, 174.3189431 -35.7279045, 174.3190973 -35.7277028, 174.3191357 -35.7276614)",,
286573576,Tarewa Road,secondary,50,False,True,26.541,,"LINESTRING (174.317384 -35.7301099, 174.3173011 -35.7301973, 174.3172533 -35.7302377, 174.3171802 -35.7302791)",,
376609115,Porowini Avenue,secondary,50,False,False,196.158,,"LINESTRING (174.317384 -35.7301099, 174.3174624 -35.7301574, 174.3174825 -35.7301703, 174.3175078 -35.7301806, 174.3182201 -35.7304661, 174.3185397 -35.7305964, 174.3192293 -35.7308775, 174.3193116 -35.7309202)",,
819242263,Porowini Avenue,secondary,50,False,True,93.065,,"LINESTRING (174.317384 -35.7301099, 174.3172854 -35.7300407, 174.3172682 -35.7300269, 174.3166246 -35.7295439)",,
24812753,Walton Street,secondary,50,False,False,196.318,,"LINESTRING (174.3165576 -35.727477, 174.3166844 -35.727549, 174.3169394 -35.7276341, 174.3170155 -35.7276566, 174.3170615 -35.7276678, 174.3171102 -35.7276748, 174.3171581 -35.7276761, 174.3172243 -35.7276657, 174.317287 -35.7276537, 174.3176871 -35.7275611, 174.3177704 -35.7275434, 174.3178405 -35.7275331, 174.3179209 -35.7275237, 174.3180421 -35.7275169, 174.3185366 -35.7274868, 174.3186495 -35.7274732)",,
24812755,Central Avenue,secondary,50,False,True,120.17099999999999,,"LINESTRING (174.3165576 -35.727477, 174.3164408 -35.7274108, 174.3154899 -35.7268316)",,
"[714362138, 714362139, 25602383]",Water Street,secondary,50,False,False,338.329,yes,"LINESTRING (174.3165576 -35.727477, 174.316635 -35.7273957, 174.3175063 -35.7264404, 174.3176483 -35.7262948, 174.3177154 -35.7262333, 174.317785 -35.7261826, 174.3178835 -35.7261336, 174.3192207 -35.7256131, 174.3193248 -35.7256832)",,
30333562,Maunu Road,secondary,50,False,True,163.111,,"LINESTRING (174.3165576 -35.727477, 174.3164506 -35.7275915, 174.3156273 -35.7284687, 174.3154693 -35.7286479)",,
25602102,Second Avenue,residential,,False,True,225.796,,"LINESTRING (174.315908 -35.7245489, 174.3144699 -35.7261413, 174.3144212 -35.7261811)",,
286241779,First Avenue,residential,50,False,True,147.068,,"LINESTRING (174.3164691 -35.7257751, 174.3155367 -35.7267925, 174.3154899 -35.7268316)",,
