osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,junction,bridge
93543977,Upland Road,residential,False,True,222.34699999999998,"LINESTRING (175.1630517 -37.5622486, 175.1630792 -37.562304, 175.1637687 -37.5624465, 175.1640612 -37.5625099, 175.1641402 -37.5625335, 175.1641927 -37.5625595, 175.1642308 -37.5625977, 175.1642393 -37.5626371, 175.1642298 -37.5626878, 175.1641272 -37.5629585, 175.1640699 -37.5634195, 175.164068 -37.5634839, 175.1640944 -37.5635493)",,,,
93543989,Rayner Road,residential,False,False,146.49099999999999,"LINESTRING (175.1630517 -37.5622486, 175.1644652 -37.5620609, 175.164693 -37.5620443)",,,,
93543989,Rayner Road,residential,False,True,125.01400000000001,"LINESTRING (175.1630517 -37.5622486, 175.1629744 -37.5622501, 175.1629034 -37.5622441, 175.1628109 -37.5622277, 175.161918 -37.5620477, 175.161669 -37.5620102)",,,,
93544009,Main Street,tertiary,False,False,33.84,"LINESTRING (175.1588797 -37.5572646, 175.1589311 -37.5571767, 175.158983 -37.5571229, 175.1590252 -37.5570788, 175.1590971 -37.5570166)",50,,,
93544009,Main Street,tertiary,False,True,446.0439999999999,"LINESTRING (175.1588797 -37.5572646, 175.1588537 -37.5573121, 175.1587995 -37.5574456, 175.158751 -37.557579, 175.1587375 -37.5576265, 175.1587406 -37.5576766, 175.1587615 -37.5579551, 175.1587909 -37.5583263, 175.1587955 -37.5583749, 175.1588093 -37.5585345, 175.1588566 -37.5590393, 175.1588686 -37.5591138, 175.1588844 -37.5591769, 175.1589024 -37.5592782, 175.1589072 -37.5594309, 175.1589004 -37.5595076, 175.1588894 -37.5595689, 175.1588567 -37.5596695, 175.1588376 -37.5597325, 175.1585171 -37.5609349, 175.1584384 -37.5612129)",50,,,
93543977,Upland Road,residential,False,False,222.34700000000004,"LINESTRING (175.1640944 -37.5635493, 175.164068 -37.5634839, 175.1640699 -37.5634195, 175.1641272 -37.5629585, 175.1642298 -37.5626878, 175.1642393 -37.5626371, 175.1642308 -37.5625977, 175.1641927 -37.5625595, 175.1641402 -37.5625335, 175.1640612 -37.5625099, 175.1637687 -37.5624465, 175.1630792 -37.562304, 175.1630517 -37.5622486)",,,,
93544004,Gregson Drive,residential,False,True,147.91400000000002,"LINESTRING (175.1640944 -37.5635493, 175.1639885 -37.5635634, 175.1637551 -37.5635347, 175.1633137 -37.5634605, 175.163219 -37.5635141, 175.1630705 -37.5636706, 175.1629287 -37.5638823, 175.1628879 -37.5640517)",,,,
"[653068708, 93543998]",Great South Road,"['unclassified', 'secondary_link']",True,False,116.53600000000002,"LINESTRING (175.1594087 -37.5638068, 175.1593825 -37.5635809, 175.159369 -37.5634703, 175.1593374 -37.5633644, 175.1592838 -37.5632304, 175.1592632 -37.5631835, 175.159123 -37.5627878)",50,,,
"[224706866, 839062574]",Great South Road,secondary,False,False,670.911,"LINESTRING (175.1594087 -37.5638068, 175.1594851 -37.5636046, 175.1595332 -37.5634356, 175.1595853 -37.5632468, 175.1596176 -37.5630801, 175.1596413 -37.5629172, 175.1596629 -37.5627225, 175.1596743 -37.5625418, 175.1596582 -37.5623484, 175.1596425 -37.5621511, 175.1595589 -37.5614719, 175.1595008 -37.561012, 175.1594917 -37.5608146, 175.1594927 -37.5605869, 175.1594881 -37.5602639, 175.159492 -37.5600108, 175.1594978 -37.5597249, 175.1595338 -37.5593702, 175.1595426 -37.559148, 175.1595363 -37.5588807, 175.1595244 -37.5586586, 175.1594628 -37.5578042)",70,2,,
93543970,Dudley Avenue,residential,False,False,301.90199999999993,"LINESTRING (175.1653154 -37.5594651, 175.1653855 -37.5597616, 175.1654608 -37.5602804, 175.1654179 -37.5604348, 175.1649037 -37.561194, 175.1647838 -37.5614564, 175.1647011 -37.561992, 175.164693 -37.5620443)",,,,
93543989,Rayner Road,residential,False,False,125.01400000000001,"LINESTRING (175.161669 -37.5620102, 175.161918 -37.5620477, 175.1628109 -37.5622277, 175.1629034 -37.5622441, 175.1629744 -37.5622501, 175.1630517 -37.5622486)",,,,
93543989,Rayner Road,residential,False,True,74.892,"LINESTRING (175.161669 -37.5620102, 175.1610471 -37.5619469, 175.1609435 -37.5619319, 175.1608722 -37.561917, 175.1608349 -37.5618991)",,,,
