osmid,oneway,highway,reversed,length,geometry,lanes,name,width
352030505,False,tertiary,False,160.662,"LINESTRING (2.5446299 6.3908462, 2.5442171 6.3908572, 2.5434609 6.3907521, 2.5432876 6.3907037, 2.5431924 6.3906833)",,,
352030505,False,tertiary,True,129.474,"LINESTRING (2.5446299 6.3908462, 2.5451361 6.3907222, 2.5456189 6.3905836, 2.5457597 6.390539)",,,
624080165,False,residential,False,108.449,"LINESTRING (2.5446299 6.3908462, 2.5445138 6.3910534, 2.5443622 6.391256, 2.5441892 6.3914893, 2.5440699 6.3916452)",,,
352030505,False,tertiary,True,147.339,"LINESTRING (2.5419027 6.3903471, 2.5431924 6.3906833)",,,
446490747,False,unclassified,False,212.359,"LINESTRING (2.5419027 6.3903471, 2.5418785 6.3904897, 2.5418007 6.3908095, 2.5416197 6.3911761, 2.5414963 6.3913733, 2.5413783 6.3915626, 2.5410551 6.392037)",,,
620360281,False,tertiary,True,233.007,"LINESTRING (2.5419027 6.3903471, 2.5419214 6.3902245, 2.5419509 6.3900619, 2.5419992 6.389822, 2.5420555 6.3896167, 2.5420931 6.3894888, 2.542128 6.3894141, 2.5424123 6.388905, 2.5427073 6.3884385)",,,
624065650,False,unclassified,False,99.725,"LINESTRING (2.5419027 6.3903471, 2.5413768 6.3903219, 2.5410042 6.3902722)",,,
352030499,False,tertiary,True,74.726,"LINESTRING (2.5446147 6.3850897, 2.5446989 6.3844229)",2,,
352030499,False,tertiary,False,93.371,"LINESTRING (2.5446147 6.3850897, 2.5445875 6.3852132, 2.5445615 6.3853045, 2.5445089 6.3854361, 2.5444186 6.3856184, 2.54428 6.3858548)",2,,
624405957,False,residential,True,61.331,"LINESTRING (2.5375379 6.3917659, 2.5379602 6.391408)",,,
619449336,False,residential,False,214.45800000000003,"LINESTRING (2.5392514 6.3899845, 2.5388193 6.3903919, 2.5386424 6.3906164, 2.5385204 6.3907623, 2.5384305 6.3909268, 2.5383548 6.3910441, 2.5382696 6.3911341, 2.5381201 6.3912685, 2.5379602 6.391408)",,,
623843577,False,residential,False,39.638,"LINESTRING (2.5392514 6.3899845, 2.5391802 6.3898566, 2.5391024 6.389758, 2.5390689 6.3897127, 2.539061 6.389685)",,,
624405958,False,residential,True,109.65,"LINESTRING (2.5392514 6.3899845, 2.5395825 6.3900072, 2.5400277 6.3900094, 2.5402424 6.3899952)",,,
624065650,False,unclassified,False,8.606,"LINESTRING (2.5407212 6.3901905, 2.5406683 6.3901337)",,,
624065650,False,unclassified,True,32.566,"LINESTRING (2.5407212 6.3901905, 2.5410042 6.3902722)",,,
352030501,False,residential,True,137.426,"LINESTRING (2.5407212 6.3901905, 2.5404516 6.3904803, 2.5403309 6.3906176, 2.5401972 6.390706, 2.5401472 6.3907469, 2.5401217 6.3908002, 2.5400761 6.3911734)",,,
352030506,False,unclassified,False,137.609,"LINESTRING (2.5402424 6.3899952, 2.5395729 6.3897091, 2.539482 6.3896847, 2.5393912 6.389671, 2.539061 6.389685)",,,
624065650,False,unclassified,True,51.819,"LINESTRING (2.5402424 6.3899952, 2.5403616 6.3900071, 2.5404865 6.3900192, 2.5405669 6.3900379, 2.5406165 6.3900725, 2.5406683 6.3901337)",,,
624405958,False,residential,False,109.64999999999999,"LINESTRING (2.5402424 6.3899952, 2.5400277 6.3900094, 2.5395825 6.3900072, 2.5392514 6.3899845)",,,
622799251,False,residential,False,47.459,"LINESTRING (2.5405549 6.3875554, 2.5401269 6.3875907)",,Von Arrondissement,
622799251,False,residential,True,196.316,"LINESTRING (2.5405549 6.3875554, 2.541263 6.3875149, 2.5416277 6.3874909, 2.5418155 6.3874844, 2.5419684 6.387479, 2.5421494 6.3874936, 2.5423257 6.3875259)",,Von Arrondissement,
622799270,False,residential,False,123.40899999999999,"LINESTRING (2.5405549 6.3875554, 2.5405716 6.3875103, 2.5405844 6.3874629, 2.5405821 6.3873628, 2.5405278 6.3868691, 2.5405052 6.3867446, 2.5404793 6.3866531, 2.5404496 6.3865817, 2.5404097 6.3864715)",2,,5
622799271,False,residential,True,44.367000000000004,"LINESTRING (2.5405549 6.3875554, 2.5404834 6.3877542, 2.5404029 6.3879242)",2,,5
620360281,False,tertiary,False,73.185,"LINESTRING (2.5430209 6.3878588, 2.5427073 6.3884385)",,,
352030499,False,tertiary,True,182.183,"LINESTRING (2.5430209 6.3878588, 2.5431879 6.3875616, 2.5433645 6.3872844, 2.543461 6.3871484, 2.5436059 6.3869438, 2.5438825 6.3865134, 2.5438977 6.3864889, 2.543905 6.3864771)",2,,
353049252,False,residential,True,70.699,"LINESTRING (2.5430209 6.3878588, 2.5431781 6.3879521, 2.5433645 6.388064, 2.543567 6.38819)",,Von Arrondissement,
622799251,False,residential,False,85.333,"LINESTRING (2.5430209 6.3878588, 2.5429208 6.3878032, 2.5428583 6.3877716, 2.5426946 6.3876902, 2.5424985 6.3875977, 2.5423257 6.3875259)",,Von Arrondissement,
353049252,False,residential,False,121.832,"LINESTRING (2.5445555 6.3886652, 2.5443542 6.3886038, 2.5441597 6.3885212, 2.5438164 6.3883433, 2.543567 6.38819)",,Von Arrondissement,
622799256,False,residential,True,85.24199999999999,"LINESTRING (2.5445555 6.3886652, 2.5445594 6.3887224, 2.5445688 6.3887917, 2.5445889 6.3888197, 2.5446372 6.3888544, 2.5448115 6.388937, 2.5451049 6.3891374)",,,
