osmid,lanes,ref,highway,oneway,reversed,length,geometry,junction
378122188,1,RNIE 3;RN 7,trunk,False,True,16.729,"LINESTRING (1.3853449 10.2489752, 1.3854387 10.2488564)",
378122188,1,RNIE 3;RN 7,trunk,False,False,370.375,"LINESTRING (1.3853449 10.2489752, 1.3850377 10.2494081, 1.3846622 10.2499333, 1.3842293 10.2504818, 1.3833081 10.2516342)",
380332997,,,residential,False,True,80.361,"LINESTRING (1.3853449 10.2489752, 1.3853066 10.2488795, 1.3852892 10.2488182, 1.3852617 10.2486881, 1.3852309 10.248634, 1.3850391 10.2483259)",
378122188,1,RNIE 3;RN 7,trunk,False,True,370.375,"LINESTRING (1.3833081 10.2516342, 1.3842293 10.2504818, 1.3846622 10.2499333, 1.3850377 10.2494081, 1.3853449 10.2489752)",
617558170,1,RNIE 3;RN 7,trunk,True,False,109.11099999999999,"LINESTRING (1.3833081 10.2516342, 1.3832353 10.251771, 1.3827285 10.2524305)",
617558161,,,residential,True,False,13.834,"LINESTRING (1.3826771 10.2525046, 1.3825688 10.2524404)",
617558170,1,RNIE 3;RN 7,trunk,True,False,223.235,"LINESTRING (1.3826771 10.2525046, 1.3821195 10.2533348, 1.381801 10.2539234, 1.3816835 10.2542491)",
77383687,,RNIE 3;RN 7,trunk,True,False,35.428,"LINESTRING (1.3816835 10.2542491, 1.3817942 10.2543653, 1.3818434 10.2545171)",roundabout
77383687,,RNIE 3;RN 7,trunk,True,False,62.083999999999996,"LINESTRING (1.3818434 10.2545171, 1.3818108 10.2547004, 1.3816898 10.2548435, 1.3815126 10.2549085)",roundabout
380333028,,,residential,False,False,182.653,"LINESTRING (1.3818434 10.2545171, 1.3821785 10.2544968, 1.3824293 10.254473, 1.3827525 10.2544585, 1.3829 10.2544612, 1.3829872 10.2544546, 1.3830355 10.2544427, 1.3830999 10.254444, 1.3832286 10.2544757, 1.3834459 10.2545285, 1.3834982 10.2545258)",
77383687,,RNIE 3;RN 7,trunk,True,False,51.171,"LINESTRING (1.3811545 10.2547216, 1.3811136 10.2544951, 1.3812199 10.2542901)",roundabout
380350815,,,residential,False,False,21.385,"LINESTRING (1.3812199 10.2542901, 1.3810436 10.2542071)",
77383687,,RNIE 3;RN 7,trunk,True,False,40.066,"LINESTRING (1.3812199 10.2542901, 1.3813785 10.2542, 1.3815615 10.2541964)",roundabout
77383683,1,RNIE 3;RN 7,trunk,True,False,72.914,"LINESTRING (1.3815126 10.2549085, 1.3813482 10.2551206, 1.3812608 10.2552474, 1.3812282 10.2553276, 1.3811778 10.2554685)",
77383687,,RNIE 3;RN 7,trunk,True,False,46.313,"LINESTRING (1.3815126 10.2549085, 1.381305 10.254868, 1.3811545 10.2547216)",roundabout
77383687,,RNIE 3;RN 7,trunk,True,False,14.579,"LINESTRING (1.3815615 10.2541964, 1.3816835 10.2542491)",roundabout
617558169,1,RNIE 3;RN 7,trunk,True,False,224.392,"LINESTRING (1.3815615 10.2541964, 1.3817105 10.2538897, 1.3820348 10.2532979, 1.3825688 10.2524404)",
617558170,1,RNIE 3;RN 7,trunk,True,False,9.976,"LINESTRING (1.3827285 10.2524305, 1.3826771 10.2525046)",
207315099,,,residential,True,False,165.254,"LINESTRING (1.3813773 10.2515205, 1.3826204 10.2523645)",
207315315,,,residential,False,False,194.245,"LINESTRING (1.3813773 10.2515205, 1.3817078 10.2508676, 1.3819331 10.250514, 1.3821208 10.2502975, 1.3823529 10.2500798)",
207315101,,,residential,False,True,12.742,"LINESTRING (1.3807341 10.2512873, 1.3807068 10.2513987)",
207315099,,,residential,True,False,75.048,"LINESTRING (1.3807341 10.2512873, 1.3810118 10.2513757, 1.3813773 10.2515205)",
617558156,,,residential,False,True,126.932,"LINESTRING (1.3808629 10.2525765, 1.3809932 10.2537108)",
207315101,,,residential,False,False,54.25,"LINESTRING (1.3808629 10.2525765, 1.3807891 10.2524262, 1.3807382 10.2523312, 1.3807234 10.2522157, 1.3807288 10.2521187)",
617558167,,,residential,False,False,111.31,"LINESTRING (1.3808629 10.2525765, 1.381119 10.2520235, 1.3812165 10.2518453, 1.381302 10.2516739)",
378122188,1,RNIE 3;RN 7,trunk,False,False,49.266,"LINESTRING (1.3863842 10.2475643, 1.3861281 10.2479287)",
378122188,1,RNIE 3;RN 7,trunk,False,True,18.965,"LINESTRING (1.3863842 10.2475643, 1.3864942 10.2474325)",
622320490,,,unclassified,False,True,171.398,"LINESTRING (1.3863842 10.2475643, 1.3862541 10.2475789, 1.3861468 10.2476185, 1.3855299 10.2480303, 1.3850391 10.2483259)",
207808777,,,residential,False,False,14.185,"LINESTRING (1.3811778 10.2554685, 1.3813072 10.2554763)",
207315315,,,residential,False,True,185.774,"LINESTRING (1.3841124 10.2488855, 1.3836014 10.2492257, 1.3831186 10.2495136, 1.3827056 10.2498185)",
378598366,,,unclassified,False,False,58.248999999999995,"LINESTRING (1.3841124 10.2488855, 1.3841513 10.2486915, 1.3841566 10.2485595, 1.3841566 10.2483655)",
622320490,,,unclassified,False,False,58.286,"LINESTRING (1.3841124 10.2488855, 1.3843431 10.2487495, 1.3845686 10.2486149)",
380333013,,,residential,False,True,67.31,"LINESTRING (1.3865725 10.2474966, 1.3862394 10.2480055)",
380333029,,,residential,False,True,11.145,"LINESTRING (1.3865725 10.2474966, 1.3864942 10.2474325)",
380333029,,,residential,False,False,175.263,"LINESTRING (1.3865725 10.2474966, 1.3866546 10.247586, 1.3867517 10.2476538, 1.3869693 10.2477259, 1.3872224 10.2477558, 1.3874716 10.247746, 1.3880888 10.2476414)",
380333029,,,residential,False,True,175.26299999999998,"LINESTRING (1.3880888 10.2476414, 1.3874716 10.247746, 1.3872224 10.2477558, 1.3869693 10.2477259, 1.3867517 10.2476538, 1.3866546 10.247586, 1.3865725 10.2474966)",
378122188,1,RNIE 3;RN 7,trunk,False,True,49.266,"LINESTRING (1.3861281 10.2479287, 1.3863842 10.2475643)",
380333001,,,residential,False,False,14.874,"LINESTRING (1.3861281 10.2479287, 1.3862394 10.2480055)",
378122188,1,RNIE 3;RN 7,trunk,False,False,127.80000000000001,"LINESTRING (1.3861281 10.2479287, 1.3857311 10.2484711, 1.3854387 10.2488564)",
380333001,,,residential,False,True,14.874,"LINESTRING (1.3862394 10.2480055, 1.3861281 10.2479287)",
380333013,,,residential,False,False,67.31,"LINESTRING (1.3862394 10.2480055, 1.3865725 10.2474966)",
380333013,,,residential,False,True,119.461,"LINESTRING (1.3862394 10.2480055, 1.3856111 10.2488841)",
"[380333024, 380332972]",,,residential,False,True,334.893,"LINESTRING (1.3805155 10.248219, 1.3805692 10.2487508, 1.3806114 10.2493434, 1.3806181 10.2493625, 1.3806312 10.249378, 1.380881 10.2494859, 1.3814604 10.2496839, 1.3820483 10.2498842, 1.3821866 10.249959, 1.3823529 10.2500798)",
622362478,,,residential,False,True,126.665,"LINESTRING (1.3805155 10.248219, 1.3803077 10.2480778, 1.3800555 10.2479617, 1.3797779 10.2478323, 1.3796224 10.2478099, 1.3794601 10.2478112)",
622320490,,,unclassified,False,True,60.689,"LINESTRING (1.3850391 10.2483259, 1.3845686 10.2486149)",
380332997,,,residential,False,False,80.36099999999999,"LINESTRING (1.3850391 10.2483259, 1.3852309 10.248634, 1.3852617 10.2486881, 1.3852892 10.2488182, 1.3853066 10.2488795, 1.3853449 10.2489752)",
622320490,,,unclassified,False,False,171.398,"LINESTRING (1.3850391 10.2483259, 1.3855299 10.2480303, 1.3861468 10.2476185, 1.3862541 10.2475789, 1.3863842 10.2475643)",
378122188,1,RNIE 3;RN 7,trunk,False,False,16.729,"LINESTRING (1.3854387 10.2488564, 1.3853449 10.2489752)",
380332965,,,residential,False,False,19.114,"LINESTRING (1.3854387 10.2488564, 1.3856111 10.2488841)",
378122188,1,RNIE 3;RN 7,trunk,False,True,127.80000000000001,"LINESTRING (1.3854387 10.2488564, 1.3857311 10.2484711, 1.3861281 10.2479287)",
380332965,,,residential,False,False,15.999,"LINESTRING (1.3856111 10.2488841, 1.3856976 10.2490001)",
380332965,,,residential,False,True,19.114,"LINESTRING (1.3856111 10.2488841, 1.3854387 10.2488564)",
380333013,,,residential,False,False,119.461,"LINESTRING (1.3856111 10.2488841, 1.3862394 10.2480055)",
380332965,,,residential,False,True,15.999,"LINESTRING (1.3856976 10.2490001, 1.3856111 10.2488841)",
207315315,,,residential,False,False,48.307,"LINESTRING (1.3823529 10.2500798, 1.3827056 10.2498185)",
207315315,,,residential,False,True,194.245,"LINESTRING (1.3823529 10.2500798, 1.3821208 10.2502975, 1.3819331 10.250514, 1.3817078 10.2508676, 1.3813773 10.2515205)",
"[380333024, 380332972]",,,residential,False,False,334.893,"LINESTRING (1.3823529 10.2500798, 1.3821866 10.249959, 1.3820483 10.2498842, 1.3814604 10.2496839, 1.380881 10.2494859, 1.3806312 10.249378, 1.3806181 10.2493625, 1.3806114 10.2493434, 1.3805692 10.2487508, 1.3805155 10.248219)",
617558183,,,residential,False,True,128.752,"LINESTRING (1.3793672 10.2534287, 1.3794527 10.2534747, 1.3796183 10.2535453, 1.3796606 10.2535724, 1.3796864 10.2536116, 1.3797176 10.2538198, 1.3797256 10.2540811, 1.3797795 10.2543928)",
380332942,,,residential,False,False,45.824,"LINESTRING (1.3800701 10.2555253, 1.3799245 10.2551389)",
380333002,,,residential,False,False,52.698,"LINESTRING (1.3800701 10.2555253, 1.3805282 10.2556716)",
380333002,,,residential,False,True,58.744,"LINESTRING (1.3800701 10.2555253, 1.3795622 10.2553541)",
380350815,,,residential,False,False,53.161,"LINESTRING (1.3810436 10.2542071, 1.3805772 10.2540732)",
380350815,,,residential,False,True,21.385,"LINESTRING (1.3810436 10.2542071, 1.3812199 10.2542901)",
617558179,,,residential,False,False,55.461,"LINESTRING (1.3810436 10.2542071, 1.3809932 10.2537108)",
617558181,,,residential,False,True,84.466,"LINESTRING (1.3797795 10.2543928, 1.3799245 10.2551389)",
380350815,,,residential,False,True,100.919,"LINESTRING (1.3797795 10.2543928, 1.3799188 10.2542856, 1.3800868 10.2541254, 1.3801769 10.2540705, 1.3802822 10.2540448, 1.3804451 10.2540507, 1.3805772 10.2540732)",
617558183,,,residential,False,False,128.75199999999998,"LINESTRING (1.3797795 10.2543928, 1.3797256 10.2540811, 1.3797176 10.2538198, 1.3796864 10.2536116, 1.3796606 10.2535724, 1.3796183 10.2535453, 1.3794527 10.2534747, 1.3793672 10.2534287)",
380333002,,,residential,False,True,47.912,"LINESTRING (1.3809447 10.2558046, 1.3805282 10.2556716)",
229438290,2,RNIE 3;RN 7,trunk,True,False,125.144,"LINESTRING (1.3809447 10.2558046, 1.3811767 10.2551302, 1.3811968 10.2549494, 1.3811545 10.2547216)",
207315101,,,residential,False,False,21.831,"LINESTRING (1.380704 10.2517331, 1.3806979 10.2516265, 1.3807014 10.251537)",
207315101,,,residential,False,True,42.963,"LINESTRING (1.380704 10.2517331, 1.38071 10.2518403, 1.3807288 10.2521187)",
617558158,,,residential,False,True,38.724000000000004,"LINESTRING (1.380704 10.2517331, 1.3807378 10.2517142, 1.3807677 10.2517, 1.3808019 10.2516948, 1.3808616 10.2516987, 1.3809162 10.2517027, 1.3810486 10.2517103)",
617558167,,,residential,False,False,7.212,"LINESTRING (1.381302 10.2516739, 1.3813311 10.2516157)",
617558159,,,residential,False,True,28.056,"LINESTRING (1.381302 10.2516739, 1.381115 10.2516951, 1.3810486 10.2517103)",
617558167,,,residential,False,True,111.31,"LINESTRING (1.381302 10.2516739, 1.3812165 10.2518453, 1.381119 10.2520235, 1.3808629 10.2525765)",
617558157,,,residential,False,True,58.693999999999996,"LINESTRING (1.3810486 10.2517103, 1.3809869 10.251736, 1.3809393 10.2517809, 1.3808421 10.2519168, 1.3807858 10.2520072, 1.3807288 10.2521187)",
617558158,,,residential,False,False,38.724,"LINESTRING (1.3810486 10.2517103, 1.3809162 10.2517027, 1.3808616 10.2516987, 1.3808019 10.2516948, 1.3807677 10.2517, 1.3807378 10.2517142, 1.380704 10.2517331)",
617558159,,,residential,False,False,28.056,"LINESTRING (1.3810486 10.2517103, 1.381115 10.2516951, 1.381302 10.2516739)",
207315101,,,residential,False,False,42.963,"LINESTRING (1.3807288 10.2521187, 1.38071 10.2518403, 1.380704 10.2517331)",
207315101,,,residential,False,True,54.25,"LINESTRING (1.3807288 10.2521187, 1.3807234 10.2522157, 1.3807382 10.2523312, 1.3807891 10.2524262, 1.3808629 10.2525765)",
617558157,,,residential,False,False,58.694,"LINESTRING (1.3807288 10.2521187, 1.3807858 10.2520072, 1.3808421 10.2519168, 1.3809393 10.2517809, 1.3809869 10.251736, 1.3810486 10.2517103)",
617558160,,,residential,False,True,106.463,"LINESTRING (1.3807288 10.2521187, 1.3806222 10.2523754, 1.380535 10.2525357, 1.3804565 10.2527007, 1.3804062 10.2528399, 1.3803687 10.2530042)",
