osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,junction,access,tunnel
766653763,True,1,Strada Sottomontana,secondary,False,30.953,"LINESTRING (12.4513375 43.9360679, 12.4512227 43.9361639, 12.4511362 43.9363022)",,,,
818090445,False,2,Via Oddone Scarito,secondary,False,4.337,"LINESTRING (12.4486064 43.938773, 12.4486186 43.938735)",,,,
509434320,True,1,Via Ventotto Luglio,secondary,False,33.34,"LINESTRING (12.4486064 43.938773, 12.4485972 43.9388692, 12.4485879 43.9389654, 12.4485933 43.9390723)",,,,
"[26806801, 26806908]",False,2,"['Via Piana', 'Via Oddone Scarito']",tertiary,True,378.789,"LINESTRING (12.4421471 43.9390397, 12.4431575 43.9396432, 12.4432932 43.9397284, 12.4433922 43.9397713, 12.4434894 43.9397844, 12.4435804 43.9397897, 12.4437423 43.9397708, 12.4456903 43.9391, 12.4461623 43.9389375, 12.4462164 43.9389389, 12.4462406 43.9389536)",,,,
29879994,False,2,Via Montalbo,tertiary,True,156.036,"LINESTRING (12.4421471 43.9390397, 12.4420709 43.939058, 12.4419579 43.9390672, 12.441869 43.9390529, 12.4417937 43.9390288, 12.4417469 43.9389728, 12.4417445 43.9389066, 12.4417823 43.9388217, 12.4418655 43.9385782, 12.4418996 43.9384284, 12.4419776 43.938081, 12.4419954 43.9380019, 12.4420139 43.9379197)",,,,
767334020,False,2,Via Piana,tertiary,False,502.46400000000006,"LINESTRING (12.4421471 43.9390397, 12.4420526 43.9389642, 12.442021 43.9388534, 12.4420763 43.9386911, 12.4422963 43.9383733, 12.4428912 43.937502, 12.4429715 43.9373959, 12.4430409 43.9373271, 12.4432477 43.9371998, 12.4435371 43.9370217, 12.4440704 43.9366542, 12.4443067 43.9364399, 12.4445769 43.9361825, 12.4448304 43.9359104, 12.4448948 43.9358362, 12.4449272 43.9357989, 12.4451727 43.9355163, 12.44533 43.935334)",,,,
59316476,True,,Via Gino Giacomini,residential,False,21.868000000000002,"LINESTRING (12.44533 43.935334, 12.4454283 43.9352184, 12.4454731 43.9351665)",30,,,
766586136,False,2,Via Piana,tertiary,False,15.427,"LINESTRING (12.44533 43.935334, 12.4454237 43.9353437, 12.4455196 43.9353582)",,,,
767334020,False,2,Via Piana,tertiary,True,502.46399999999994,"LINESTRING (12.44533 43.935334, 12.4451727 43.9355163, 12.4449272 43.9357989, 12.4448948 43.9358362, 12.4448304 43.9359104, 12.4445769 43.9361825, 12.4443067 43.9364399, 12.4440704 43.9366542, 12.4435371 43.9370217, 12.4432477 43.9371998, 12.4430409 43.9373271, 12.4429715 43.9373959, 12.4428912 43.937502, 12.4422963 43.9383733, 12.4420763 43.9386911, 12.442021 43.9388534, 12.4420526 43.9389642, 12.4421471 43.9390397)",,,,
366954651,False,,Via Maestri Comancini,residential,False,106.536,"LINESTRING (12.4441308 43.9376823, 12.4441029 43.9377314, 12.4439541 43.937862, 12.4437942 43.938042, 12.4437891 43.9380478, 12.4436124 43.938247, 12.4434907 43.9385121)",,,,
