osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction,bridge,tunnel
34422623,شارع الجيش,primary,False,False,76.397,"LINESTRING (31.5071153 30.5844062, 31.5064713 30.5840004)",,,,,
34422623,شارع الجيش,primary,False,True,56.387,"LINESTRING (31.5071153 30.5844062, 31.5075392 30.5847583)",,,,,
228831949,شارع حسين عكاشه,residential,False,False,85.207,"LINESTRING (31.5071153 30.5844062, 31.5062258 30.5843778)",,,,,
34422623,شارع الجيش,primary,False,True,81.026,"LINESTRING (31.5052401 30.5833924, 31.5059818 30.5837435)",,,,,
228831917,شارع شرف,residential,False,True,3.492,"LINESTRING (31.5052401 30.5833924, 31.5052324 30.5834231)",,,,,
34422623,شارع الجيش,primary,False,False,81.024,"LINESTRING (31.5052401 30.5833924, 31.5045933 30.5831593, 31.5044559 30.5831188)",,,,,
584324938,شارع المحافظه,primary,False,False,42.641,"LINESTRING (31.4993083 30.5878186, 31.4991359 30.587465)",,,,,
584324938,شارع المحافظه,primary,False,True,40.92,"LINESTRING (31.4993083 30.5878186, 31.4994738 30.5881579)",,,,,
761672405,شارع الجلاء,trunk,True,False,146.328,"LINESTRING (31.5030222 30.5846892, 31.504018 30.5855926, 31.5040709 30.5856465)",2,,,,
776544250,شارع الغندور,residential,True,False,45.673,"LINESTRING (31.5030222 30.5846892, 31.5031428 30.5846344, 31.5032543 30.5846157, 31.5033678 30.584612, 31.5034806 30.5846234)",,,,,
94123326,شارع الجلاء,trunk,True,False,12.598,"LINESTRING (31.5024224 30.5844877, 31.5023311 30.5844061)",,,,,
140990096,,trunk_link,True,False,29.465999999999998,"LINESTRING (31.5024224 30.5844877, 31.5024393 30.584446, 31.5024688 30.5844099, 31.5025087 30.5843821, 31.5025559 30.5843648, 31.5026068 30.5843592, 31.5026575 30.5843659)",,,,,
761672405,شارع الجلاء,trunk,True,False,50.111,"LINESTRING (31.5026575 30.5843659, 31.5030222 30.5846892)",2,,,,
94123326,شارع الجلاء,trunk,True,False,48.779,"LINESTRING (31.5048369 30.5873827, 31.5046157 30.5869875)",,,,,
140990076,شارع عمرو بن العاص,residential,False,True,51.296,"LINESTRING (31.5048369 30.5873827, 31.5043519 30.5875789)",,,,,
140990086,شارع سلمى,residential,False,True,38.952,"LINESTRING (31.5046157 30.5869875, 31.5042465 30.5871348)",,,,,
94123326,شارع الجلاء,trunk,True,False,147.583,"LINESTRING (31.5046157 30.5869875, 31.5045799 30.5869279, 31.5043376 30.5864716, 31.5042569 30.5863321, 31.5041718 30.5862005, 31.5040771 30.5860737, 31.5039048 30.5858817, 31.5038593 30.5858381)",,,,,
140990066,شارع طلعت حرب,primary,True,False,94.66400000000002,"LINESTRING (31.5034942 30.5874448, 31.5033254 30.5872694, 31.5031779 30.5870835, 31.5030009 30.5868584, 31.502923 30.586751)",,,,,
140990086,شارع سلمى,residential,False,False,49.312,"LINESTRING (31.5034942 30.5874448, 31.503774 30.5873285, 31.5039067 30.5872737, 31.5039576 30.5872511)",,,,,
140990094,شارع مولد النبى,residential,False,False,11.935,"LINESTRING (31.5040709 30.5856465, 31.5041954 30.5856523)",,,,,
761672405,شارع الجلاء,trunk,True,False,37.657,"LINESTRING (31.5040709 30.5856465, 31.5041193 30.5856958, 31.5043038 30.5859192)",2,,,,
140990066,شارع طلعت حرب,primary,True,False,158.64499999999998,"LINESTRING (31.5017181 30.5857008, 31.501257 30.5853099, 31.5010187 30.5851313, 31.5004937 30.5847403)",,,,,
140990091,شارع خليل عفيفى,residential,False,False,41.914,"LINESTRING (31.5017181 30.5857008, 31.5017346 30.5856878, 31.5020413 30.5854465)",,,,,
758172830,شارع الفريق عبد المنعم رياض,primary,True,False,72.84,"LINESTRING (31.5049596 30.5889128, 31.5055761 30.5885288)",,,,,
140990066,شارع طلعت حرب,primary,True,False,121.947,"LINESTRING (31.5049596 30.5889128, 31.5047899 30.5887264, 31.5044211 30.5883258, 31.5041555 30.5880625)",,,,,
94123326,شارع الجلاء,trunk,True,False,77.828,"LINESTRING (31.5055761 30.5885288, 31.5054106 30.5882525, 31.5051802 30.5879178)",,,,,
140990094,شارع مولد النبى,residential,False,False,47.319,"LINESTRING (31.5063604 30.5858617, 31.5068483 30.5859301)",,,,,
140990094,شارع مولد النبى,residential,False,True,9.039,"LINESTRING (31.5063604 30.5858617, 31.5062673 30.5858481)",,,,,
756927178,حارة نعيم,residential,False,False,45.684,"LINESTRING (31.5063604 30.5858617, 31.5062904 30.5862681)",,,,,
94123326,شارع الجلاء,trunk,True,False,31.136,"LINESTRING (31.5028097 30.5848381, 31.5025864 30.5846345)",,,,,
140990091,شارع خليل عفيفى,residential,False,True,55.742999999999995,"LINESTRING (31.5028097 30.5848381, 31.5027932 30.5848511, 31.5023805 30.5851769)",,,,,
761672405,شارع الجلاء,trunk,True,False,49.748,"LINESTRING (31.5015714 30.5836555, 31.5019949 30.5839148)",2,,,,
433673014,شارع بيومى عبد الرحمن,primary,False,True,32.278000000000006,"LINESTRING (31.5015714 30.5836555, 31.5016297 30.5835193, 31.5017065 30.5833901)",,,,,
140990094,شارع مولد النبى,residential,False,False,57.769,"LINESTRING (31.5041954 30.5856523, 31.5047958 30.5857048)",,,,,
140990094,شارع مولد النبى,residential,False,True,11.935,"LINESTRING (31.5041954 30.5856523, 31.5040709 30.5856465)",,,,,
584326491,شارع احمد ماهر,primary,True,False,31.991,"LINESTRING (31.5009983 30.5860137, 31.5012218 30.5862276)",,,,,
737861103,شارع نادى المعلمين,residential,False,True,57.892,"LINESTRING (31.5009983 30.5860137, 31.5004888 30.5862942)",,,,,
1239870913,شارع الجيش 2,primary,True,False,8.251,"LINESTRING (31.5007487 30.5832177, 31.5008268 30.5831863)",,,,,
761672405,شارع الجلاء,trunk,True,False,75.132,"LINESTRING (31.5007487 30.5832177, 31.5008729 30.5832699, 31.500972 30.5833067, 31.5010683 30.5833486, 31.5012031 30.583422, 31.5014216 30.5835605)",2,,,,
140990066,شارع طلعت حرب,primary,True,False,50.641,"LINESTRING (31.5038498 30.587782, 31.5034942 30.5874448)",,,,,
140990076,شارع عمرو بن العاص,residential,False,False,53.104,"LINESTRING (31.5038498 30.587782, 31.5041119 30.587676, 31.5043519 30.5875789)",,,,,
140990094,شارع مولد النبى,residential,False,False,27.006,"LINESTRING (31.5047958 30.5857048, 31.5050773 30.5857209)",,,,,
140990094,شارع مولد النبى,residential,False,True,57.769,"LINESTRING (31.5047958 30.5857048, 31.5041954 30.5856523)",,,,,
228831917,شارع شرف,residential,False,False,38.414,"LINESTRING (31.5047958 30.5857048, 31.5048225 30.5853601)",,,,,
228831917,شارع شرف,residential,False,True,27.603,"LINESTRING (31.5047958 30.5857048, 31.5047832 30.5859528)",,,,,
228831923,شارع القاضي,residential,False,True,69.018,"LINESTRING (31.5038593 30.5858381, 31.5033821 30.5863034)",,,,,
94123326,شارع الجلاء,trunk,True,False,12.591999999999999,"LINESTRING (31.5038593 30.5858381, 31.5038009 30.5857824, 31.5037712 30.585754)",,,,,
140990066,شارع طلعت حرب,primary,True,False,42.768,"LINESTRING (31.5041555 30.5880625, 31.5038498 30.587782)",,,,,
228831925,شارع اسماعيل فخري,residential,False,False,39.528,"LINESTRING (31.5041555 30.5880625, 31.5045156 30.5878885)",,,,,
228831923,شارع القاضي,residential,False,False,66.396,"LINESTRING (31.502923 30.586751, 31.5033821 30.5863034)",,,,,
140990066,شارع طلعت حرب,primary,True,False,66.822,"LINESTRING (31.502923 30.586751, 31.5028218 30.5866501, 31.5026213 30.5864708, 31.5024504 30.5863089)",,,,,
228831917,شارع شرف,residential,False,False,18.926,"LINESTRING (31.5049238 30.5847767, 31.5049602 30.5846094)",,,,,
228831917,شارع شرف,residential,False,True,15.93,"LINESTRING (31.5049238 30.5847767, 31.5048931 30.5849175)",,,,,
228831938,شارع الغندور,residential,False,False,88.294,"LINESTRING (31.5049238 30.5847767, 31.505837 30.5848884)",,,,,
228831938,شارع الغندور,residential,False,True,96.584,"LINESTRING (31.5049238 30.5847767, 31.5039215 30.584677)",,,,,
228831958,حارة الحاج احمد محمد,residential,False,False,85.091,"LINESTRING (31.5031804 30.5858083, 31.5029788 30.5853143, 31.502969 30.5852801, 31.5029718 30.5852449, 31.5029868 30.5852121, 31.503109 30.5851261)",,,,,
