osmid,oneway,highway,junction,reversed,length,geometry,name,bridge,lanes,maxspeed,width
10873186,True,primary,roundabout,False,76.232,"LINESTRING (31.2360293 30.0446856, 31.2359384 30.0447421, 31.2358339 30.0447769, 31.2357226 30.0447875, 31.2356098 30.0447728, 31.2355053 30.0447334, 31.2354161 30.0446719, 31.2353483 30.0445925)",,,,,
10873191,True,primary,,False,43.11000000000001,"LINESTRING (31.2360293 30.0446856, 31.2359856 30.0448724, 31.2359452 30.0449833, 31.2359172 30.0450604)",شارع مريت باشا,,,,
10873186,True,primary,roundabout,False,3.323,"LINESTRING (31.2353483 30.0445925, 31.2353328 30.0445658)",,,,,
10873186,True,primary,roundabout,False,15.620000000000001,"LINESTRING (31.2361143 30.0442275, 31.2361465 30.044292, 31.2361643 30.0443605)",,,,,
24942999,True,secondary,,False,71.201,"LINESTRING (31.2384361 30.0476468, 31.2377428 30.0478701)",شارع محمد بسيوني,,,,
10873188,True,tertiary,,False,5.9990000000000006,"LINESTRING (31.2384361 30.0476468, 31.2384273 30.0476305, 31.2384248 30.0476127, 31.2384287 30.047595)",,,,,
10873188,True,tertiary,,False,8.03,"LINESTRING (31.2384661 30.0475614, 31.2384823 30.0475577, 31.238499 30.0475576, 31.2385151 30.0475611, 31.2385298 30.047568, 31.238542 30.0475778)",,,,,
922962433,True,tertiary,,False,5.327,"LINESTRING (31.2384661 30.0475614, 31.2384501 30.0475694, 31.2384373 30.0475809, 31.2384287 30.047595)",,,,,
10873188,True,tertiary,,False,5.922,"LINESTRING (31.238542 30.0475778, 31.2385526 30.047593, 31.2385572 30.0476103, 31.2385556 30.047628)",,,,,
24749268,True,tertiary,,False,30.268,"LINESTRING (31.2385556 30.047628, 31.2388452 30.0477341)",شارع قصر النيل,,,,
10873188,True,tertiary,,False,4.911,"LINESTRING (31.2385556 30.047628, 31.2385495 30.0476417, 31.2385396 30.0476537, 31.2385265 30.0476631)",,,,,
676737261,False,unclassified,,False,8.9,"LINESTRING (31.2345191 30.0467808, 31.2344281 30.0467666)",شارع وسيم حسن,,,,
29181613,True,primary,,False,45.968,"LINESTRING (31.2345191 30.0467808, 31.2345211 30.0466961, 31.2345318 30.0466264, 31.2345506 30.0465545, 31.2345855 30.0464546, 31.2346192 30.0463798)",شارع مريت باشا,,,,
305873956,True,primary_link,,False,48.55,"LINESTRING (31.2345191 30.0467808, 31.2345755 30.0467896, 31.2346056 30.046796, 31.2346311 30.046818, 31.2346405 30.046852, 31.2346411 30.0469143, 31.2346391 30.0469712, 31.2346452 30.047031, 31.2346673 30.0471442)",,,,,
10945555,True,primary,,False,59.683,"LINESTRING (31.2348209 30.0466247, 31.234731 30.0468824, 31.2346673 30.0471442)",شارع مريت باشا,,,,
29181613,True,primary,,False,94.399,"LINESTRING (31.234783 30.0460538, 31.2348351 30.04595, 31.234874 30.0458724, 31.2348849 30.0458508, 31.2349072 30.0458041, 31.2349965 30.0456724, 31.2351107 30.0454857, 31.2352108 30.045291)",شارع مريت باشا,,,,
10873186,True,primary,roundabout,False,39.79899999999999,"LINESTRING (31.2361643 30.0443605, 31.2361654 30.0444499, 31.2361422 30.0445371, 31.236096 30.0446172, 31.2360293 30.0446856)",,,,,
28718874,True,tertiary,,False,33.118,"LINESTRING (31.2361643 30.0443605, 31.2362804 30.044407, 31.2364777 30.0444834)",شارع التحرير,,,,
410375762,True,trunk,,False,185.454,"LINESTRING (31.2313655 30.04842, 31.2313803 30.0481983, 31.2313803 30.0478732, 31.2313843 30.0473032, 31.2314004 30.0471303, 31.2314674 30.0467576)",شارع كورنيش النيل,,,,
"[510735946, 10945557]",True,trunk_link,,False,224.567,"LINESTRING (31.2313689 30.0487566, 31.2314252 30.0486452, 31.2314614 30.0485715, 31.2314815 30.0484821, 31.2314942 30.048088, 31.2314969 30.0477084, 31.2314983 30.047323, 31.2315016 30.0470206, 31.2314969 30.0469143, 31.2314674 30.0467576)",,yes,,,
"[673647880, 10945559]",True,trunk_link,,False,253.377,"LINESTRING (31.2313689 30.0487566, 31.2314822 30.0486765, 31.2315801 30.0486185, 31.2317008 30.0485784, 31.2318329 30.0485657, 31.2320884 30.0485721, 31.2322949 30.0485767, 31.2325497 30.0485813, 31.2329722 30.0486127, 31.2334415 30.0486545, 31.2335898 30.0486597, 31.2337286 30.0486517, 31.2338492 30.0486318, 31.2339243 30.0486029)",,yes,,,
673647880,True,trunk_link,,False,82.458,"LINESTRING (31.2339243 30.0486029, 31.2340685 30.0485477, 31.2341402 30.0485152, 31.2342053 30.0484757, 31.2342656 30.0484142, 31.234326 30.0483457, 31.234379 30.0482749, 31.2344225 30.0482093, 31.234503 30.0480886)",,,,,
"[285477762, 10950988]",True,trunk,,False,375.249,"LINESTRING (31.2315561 30.0456294, 31.2315157 30.0453407, 31.231513 30.0449803, 31.2315063 30.0445705, 31.2315103 30.0443337, 31.2315332 30.04412, 31.2315519 30.0439598, 31.2315761 30.0438298, 31.2315935 30.0436522, 31.2315921 30.0434641, 31.2315224 30.042742, 31.2315126 30.0424726, 31.231505 30.0422637)",شارع كورنيش النيل,,4,80,
50211775,True,trunk_link,,False,185.01200000000003,"LINESTRING (31.2315561 30.0456294, 31.2315962 30.0453924, 31.2316217 30.0451927, 31.2316391 30.0449873, 31.2316552 30.0448178, 31.2316833 30.044531, 31.2317028 30.0444085, 31.231739 30.0442826, 31.2317826 30.0441537, 31.2317943 30.0441135, 31.2317918 30.044072, 31.2317754 30.044033, 31.2317485 30.0439918)",,,,,
671616075,True,primary,,False,31.727,"LINESTRING (31.2320733 30.0440404, 31.2317485 30.0439918)",,yes,2,,
53502855,True,tertiary,,False,26.026,"LINESTRING (31.2315854 30.0424865, 31.2315633 30.0424477, 31.231505 30.0422637)",شارع عبد القادر حمزه,,,,
24908307,True,secondary,,False,192.089,"LINESTRING (31.2358743 30.0423607, 31.2360075 30.042329, 31.2362223 30.0422779, 31.2368276 30.0421337, 31.2369223 30.0421112, 31.2373192 30.0420242, 31.2378041 30.0419213)",شارع الشيخ ريحان,,,,
690516091,True,trunk,,False,145.44400000000002,"LINESTRING (31.2358743 30.0423607, 31.2359776 30.0427653, 31.2361492 30.0435454, 31.236164 30.0436441)",شارع القصر العيني,,,,
24942994,True,tertiary,,False,240.114,"LINESTRING (31.2363823 30.0483085, 31.2355412 30.0473796, 31.2350401 30.046847, 31.2350008 30.0468061, 31.2349342 30.0467367, 31.2348209 30.0466247)",شارع شمبليون,,,,
24942999,True,secondary,,False,63.292,"LINESTRING (31.2363823 30.0483085, 31.2358214 30.0484894, 31.2357661 30.0485072)",شارع محمد بسيوني,,,,
24943102,True,tertiary,,False,11.157,"LINESTRING (31.2395092 30.0452219, 31.2393935 30.045228)",شارع عبد السلام عارف,,,,
10873193,True,tertiary,,False,28.046,"LINESTRING (31.2373148 30.0456887, 31.2374573 30.0459087)",شارع طلعت حرب,,,,
24943102,True,tertiary,,False,42.199,"LINESTRING (31.2373148 30.0456887, 31.236892 30.0457891)",شارع عبد السلام عارف,,,,
28718874,True,tertiary,,False,49.911,"LINESTRING (31.2371317 30.0445808, 31.2376429 30.044656)",شارع التحرير,,,,
671578072,False,residential,,True,49.799,"LINESTRING (31.2371317 30.0445808, 31.237192 30.044136)",شارع الامير قدادار,,,,
28718874,True,tertiary,,False,20.521,"LINESTRING (31.2394597 30.0448285, 31.2396124 30.0448402, 31.2396723 30.0448398)",شارع التحرير,,,,
55054793,True,tertiary_link,,False,48.367000000000004,"LINESTRING (31.2394597 30.0448285, 31.2395336 30.0449497, 31.2395729 30.0450203, 31.2395807 30.0450984, 31.2395557 30.0451738, 31.2395092 30.0452219)",,,,,
24943145,True,tertiary,,False,198.244,"LINESTRING (31.2403805 30.0447945, 31.239909 30.043059)",شارع منصور,,,,
690516091,True,trunk,,False,43.525,"LINESTRING (31.2352406 30.040069, 31.2353486 30.0404491)",شارع القصر العيني,,,,
676737261,False,unclassified,,True,8.9,"LINESTRING (31.2344281 30.0467666, 31.2345191 30.0467808)",شارع وسيم حسن,,,,
28675959,True,residential,,False,34.725,"LINESTRING (31.2380179 30.0467743, 31.2383425 30.046638)",شارع هدي شعراوي,,,,
10873193,True,tertiary,,False,97.72200000000001,"LINESTRING (31.2380179 30.0467743, 31.2382151 30.0470677, 31.2384661 30.0475614)",شارع طلعت حرب,,,,
24942999,True,secondary,,False,28.026,"LINESTRING (31.2370857 30.0480819, 31.2368128 30.0481698)",شارع محمد بسيوني,,,,
28678700,False,residential,,False,42.871,"LINESTRING (31.2370857 30.0480819, 31.2373372 30.0484001)",شارع حسين باشا المعماري,,,,
24942999,True,secondary,,False,48.065,"LINESTRING (31.2357661 30.0485072, 31.2352981 30.048658)",شارع محمد بسيوني,,,,
24942999,True,secondary,,False,46.319,"LINESTRING (31.2352981 30.048658, 31.2350317 30.0487438, 31.2348471 30.0488033)",شارع محمد بسيوني,,,,
28678700,False,residential,,True,42.871,"LINESTRING (31.2373372 30.0484001, 31.2370857 30.0480819)",شارع حسين باشا المعماري,,,,
28678711,False,residential,,False,69.54599999999999,"LINESTRING (31.2373372 30.0484001, 31.2371005 30.0485587, 31.2367658 30.0487829)",حارة مدرسه الناصريه,,,,
24942994,True,tertiary,,False,64.383,"LINESTRING (31.2367658 30.0487829, 31.2363823 30.0483085)",شارع شمبليون,,,,
28678711,False,residential,,True,69.54599999999999,"LINESTRING (31.2367658 30.0487829, 31.2371005 30.0485587, 31.2373372 30.0484001)",حارة مدرسه الناصريه,,,,
24942999,True,secondary,,False,67.489,"LINESTRING (31.2377428 30.0478701, 31.2377074 30.0478815, 31.2370857 30.0480819)",شارع محمد بسيوني,,,,
28678715,False,residential,,False,68.495,"LINESTRING (31.2377428 30.0478701, 31.2378444 30.0480996, 31.2379141 30.0482134, 31.2380146 30.0483306, 31.2380804 30.0484072)",شارع كريم الدوله,,,,
28678715,False,residential,,True,68.495,"LINESTRING (31.2380804 30.0484072, 31.2380146 30.0483306, 31.2379141 30.0482134, 31.2378444 30.0480996, 31.2377428 30.0478701)",شارع كريم الدوله,,,,
24749268,True,tertiary,,False,77.785,"LINESTRING (31.2396462 30.0480035, 31.2399843 30.048118, 31.2402507 30.0482066, 31.2403996 30.0482566)",شارع قصر النيل,,,,
28678719,True,residential,,False,90.616,"LINESTRING (31.2393396 30.048774, 31.2394136 30.0485932, 31.2396462 30.0480035)",ممر بهلر,,,,
28709642,True,tertiary,,False,117.53200000000001,"LINESTRING (31.2393396 30.048774, 31.2391183 30.0484393, 31.2387655 30.0479073, 31.2387319 30.0478572)",شارع طلعت حرب,,,,
24749268,True,tertiary,,False,34.433,"LINESTRING (31.2403996 30.0482566, 31.2407324 30.0483702)",شارع قصر النيل,,,,
28678721,True,residential,,False,68.053,"LINESTRING (31.2403996 30.0482566, 31.2401616 30.0488329)",شارع البورصه الجديده,,,,
28718354,True,residential,,False,51.823,"LINESTRING (31.2408736 30.0455913, 31.2406446 30.0451695)",شارع محمد مظلوم باشا,,,,
24943102,True,tertiary,,False,86.386,"LINESTRING (31.2406446 30.0451695, 31.2397483 30.0452093)",شارع عبد السلام عارف,,,,
28678893,True,secondary,,False,36.372,"LINESTRING (31.2395601 30.0471669, 31.2392176 30.0473051)",شارع محمد صبري ابو علم,,,,
28718385,True,residential,,False,91.987,"LINESTRING (31.2395601 30.0471669, 31.2395902 30.0476631, 31.2396145 30.0479928)",شارع ابراهيم القباني,,,,
24749268,True,tertiary,,False,3.275,"LINESTRING (31.2396145 30.0479928, 31.2396462 30.0480035)",شارع قصر النيل,,,,
28718389,True,residential,,False,104.72,"LINESTRING (31.2406268 30.0467363, 31.2401413 30.0458935)",شارع الفلكي,,,,
28678893,True,secondary,,False,85.824,"LINESTRING (31.2406268 30.0467363, 31.2401929 30.0469114, 31.2398173 30.0470599)",شارع محمد صبري ابو علم,,,,
28675959,True,residential,,False,78.086,"LINESTRING (31.2401413 30.0458935, 31.2408736 30.0455913)",شارع هدي شعراوي,,,,
28718389,True,residential,,False,84.965,"LINESTRING (31.2401413 30.0458935, 31.2397483 30.0452093)",شارع الفلكي,,,,
24943102,True,tertiary,,False,23.057,"LINESTRING (31.2397483 30.0452093, 31.2395092 30.0452219)",شارع عبد السلام عارف,,,,
24943102,True,tertiary,,False,44.932,"LINESTRING (31.2393935 30.045228, 31.2389326 30.0452921)",شارع عبد السلام عارف,,,,
28675959,True,residential,,False,38.526,"LINESTRING (31.23978 30.0460426, 31.2401413 30.0458935)",شارع هدي شعراوي,,,,
28718394,True,residential,,False,97.922,"LINESTRING (31.23978 30.0460426, 31.2393935 30.045228)",شارع محمد صدقي باشا,,,,
24943102,True,tertiary,,False,85.847,"LINESTRING (31.2389326 30.0452921, 31.2380663 30.0454757)",شارع عبد السلام عارف,,,,
28718397,True,residential,,False,110.546,"LINESTRING (31.2389326 30.0452921, 31.2393828 30.0462067)",شارع يوسف الجندي,,,,
28675959,True,residential,,False,42.363,"LINESTRING (31.2393828 30.0462067, 31.23978 30.0460426)",شارع هدي شعراوي,,,,
28718397,True,residential,,False,103.681,"LINESTRING (31.2393828 30.0462067, 31.2398173 30.0470599)",شارع يوسف الجندي,,,,
28678893,True,secondary,,False,27.467000000000002,"LINESTRING (31.2398173 30.0470599, 31.2396175 30.0471437, 31.2395601 30.0471669)",شارع محمد صبري ابو علم,,,,
28718874,True,tertiary,,False,97.873,"LINESTRING (31.2376429 30.044656, 31.2386482 30.0447881)",شارع التحرير,,,,
671578069,False,residential,,True,52.576,"LINESTRING (31.2376429 30.044656, 31.2377066 30.0441864)",شارع بستان بن قريش,,,,
28718536,False,residential,,False,46.315,"LINESTRING (31.2376429 30.044656, 31.237669 30.0447159, 31.2376928 30.0447783, 31.2378331 30.0450381)",شارع مصطفي ابو هيف,,,,
24943102,True,tertiary,,False,76.113,"LINESTRING (31.2380663 30.0454757, 31.2373148 30.0456887)",شارع عبد السلام عارف,,,,
28718536,False,residential,,False,37.267,"LINESTRING (31.2380663 30.0454757, 31.2382298 30.0457795)",شارع مصطفي ابو هيف,,,,
28718536,False,residential,,True,53.587,"LINESTRING (31.2380663 30.0454757, 31.2378331 30.0450381)",شارع مصطفي ابو هيف,,,,
28675959,True,residential,,False,63.107,"LINESTRING (31.2387909 30.0464508, 31.2393828 30.0462067)",شارع هدي شعراوي,,,,
28718535,False,residential,,False,103.493,"LINESTRING (31.2387909 30.0464508, 31.2389514 30.0467763, 31.238976 30.0468252, 31.2392176 30.0473051)",شارع البستان السعيدي,,,,
28678893,True,secondary,,False,71.75,"LINESTRING (31.2392176 30.0473051, 31.238542 30.0475778)",شارع محمد صبري ابو علم,,,,
28718535,False,residential,,True,103.493,"LINESTRING (31.2392176 30.0473051, 31.238976 30.0468252, 31.2389514 30.0467763, 31.2387909 30.0464508)",شارع البستان السعيدي,,,,
138136500,True,tertiary,,False,163.11899999999997,"LINESTRING (31.236164 30.0436441, 31.235472 30.0437706, 31.2353452 30.0437642, 31.2352453 30.0437323, 31.2351237 30.0436745, 31.2349288 30.0435628, 31.2346035 30.0433904)",,,,,
690516091,True,trunk,,False,65.277,"LINESTRING (31.236164 30.0436441, 31.2361707 30.0438519, 31.2361532 30.0440365, 31.2361143 30.0442275)",شارع القصر العيني,,,,
671578072,False,residential,,False,33.842,"LINESTRING (31.2370116 30.0435172, 31.2370976 30.0438123)",شارع الامير قدادار,,,,
28718647,True,tertiary,,False,39.358,"LINESTRING (31.2370116 30.0435172, 31.236742 30.0435536, 31.2366076 30.0435718)",شارع محمد محمود,,,,
