osmid,oneway,highway,reversed,length,geometry,name,bridge
754188769,True,primary,False,46.746,"LINESTRING (31.5499562 31.0321154, 31.550197 31.032091, 31.5504441 31.0320715)",,
754188770,False,primary,False,134.725,"LINESTRING (31.5543035 31.0314032, 31.5529168 31.03164)",,
754188770,False,primary,True,134.725,"LINESTRING (31.5529168 31.03164, 31.5543035 31.0314032)",,
754188770,False,primary,False,135.29500000000002,"LINESTRING (31.5529168 31.03164, 31.5522408 31.0317641, 31.5515327 31.0319112)",,
648879535,False,residential,True,228.35899999999998,"LINESTRING (31.5492701 31.0328817, 31.5507493 31.0327217, 31.5516111 31.0326102, 31.5516442 31.0326028)",شارع البحر,
685632267,False,residential,True,25.781,"LINESTRING (31.5492701 31.0328817, 31.5493065 31.0329546, 31.54934 31.0329816, 31.5494668 31.0330132)",,
648879535,False,residential,False,228.35899999999998,"LINESTRING (31.5516442 31.0326028, 31.5516111 31.0326102, 31.5507493 31.0327217, 31.5492701 31.0328817)",شارع البحر,
648879535,False,residential,True,139.315,"LINESTRING (31.5516442 31.0326028, 31.5526324 31.0324122, 31.5530725 31.032335)",شارع البحر,
648879536,False,residential,False,122.50399999999999,"LINESTRING (31.5516442 31.0326028, 31.5516867 31.032796, 31.5517355 31.0330816, 31.5518087 31.0334753, 31.5518412 31.0336913)",شارع الكوبري,
"[648879536, 685632272, 685632271]",False,residential,True,77.971,"LINESTRING (31.5516442 31.0326028, 31.551589 31.0323964, 31.5515329 31.0321273, 31.5515327 31.0319112)",شارع الكوبري,yes
648879536,False,residential,False,10.357,"LINESTRING (31.5518412 31.0336913, 31.5518534 31.0337468, 31.5518641 31.0337823)",شارع الكوبري,
648879536,False,residential,True,122.504,"LINESTRING (31.5518412 31.0336913, 31.5518087 31.0334753, 31.5517355 31.0330816, 31.5516867 31.032796, 31.5516442 31.0326028)",شارع الكوبري,
685643539,False,residential,False,112.602,"LINESTRING (31.5518412 31.0336913, 31.5524581 31.0336878, 31.5526673 31.0336878, 31.5530214 31.0337167)",,
648879536,False,residential,False,115.489,"LINESTRING (31.5519103 31.0340048, 31.5519378 31.0341497, 31.5519551 31.0343113, 31.5519484 31.0344163, 31.5519378 31.0345129, 31.5519156 31.0346561, 31.5518479 31.0349736, 31.5518317 31.0350321)",شارع الكوبري,
648879536,False,residential,True,25.132,"LINESTRING (31.5519103 31.0340048, 31.5518784 31.0338599, 31.5518641 31.0337823)",شارع الكوبري,
"[695598139, 694500887]",False,residential,True,297.169,"LINESTRING (31.5519103 31.0340048, 31.5501866 31.0340721, 31.5501576 31.034074, 31.550135 31.0340805, 31.5501248 31.0340852, 31.5501199 31.0340923, 31.5501172 31.0341066, 31.5501222 31.0341443, 31.5501202 31.0341575, 31.5501155 31.0341658, 31.5501031 31.0341704, 31.5500874 31.0341701, 31.5500434 31.0341704, 31.5491429 31.0342037, 31.5488886 31.0342373)",,
695594548,False,residential,False,36.666,"LINESTRING (31.5487063 31.0339469, 31.5488886 31.0342373)",,
695594548,False,residential,True,5.407,"LINESTRING (31.5487063 31.0339469, 31.5486781 31.0339047)",,
695594548,False,residential,False,44.364,"LINESTRING (31.5490504 31.034449, 31.5493022 31.0347846)",,
695594548,False,residential,True,28.139,"LINESTRING (31.5490504 31.034449, 31.5488886 31.0342373)",,
"[694500885, 694980399]",False,residential,False,122.99599999999998,"LINESTRING (31.5490504 31.034449, 31.5494165 31.0343864, 31.5497933 31.0343451, 31.5498973 31.0343319, 31.5499395 31.0343296, 31.5499744 31.0343566, 31.5499838 31.0343807, 31.5499911 31.0344215, 31.5500052 31.0345238, 31.550016 31.0346479)",,
685632268,False,residential,False,78.336,"LINESTRING (31.551927 31.0378637, 31.55267 31.0380935, 31.552695 31.038111)",,
695594547,False,residential,False,43.137,"LINESTRING (31.551927 31.0378637, 31.55186 31.0379188, 31.5515378 31.0380562)",,
695594548,False,residential,True,57.018,"LINESTRING (31.551927 31.0378637, 31.551978 31.037666, 31.5519693 31.0376229, 31.5519465 31.0375867, 31.5518995 31.0375344, 31.5518345 31.0374764, 31.5517849 31.0374098)",,
695594547,False,residential,True,22.033,"LINESTRING (31.5506691 31.0386152, 31.5507482 31.038429)",,
694498584,False,residential,True,170.08100000000002,"LINESTRING (31.5506691 31.0386152, 31.549102 31.0384646, 31.5488941 31.0384543)",,
695594547,False,residential,False,39.011,"LINESTRING (31.5506691 31.0386152, 31.550604 31.0387755, 31.5505095 31.0389375)",,
694493577,False,residential,False,117.816,"LINESTRING (31.5505095 31.0389375, 31.5492823 31.0388071)",,
695594547,False,residential,False,54.115,"LINESTRING (31.5505095 31.0389375, 31.5502475 31.0393693)",,
695594547,False,residential,True,39.011,"LINESTRING (31.5505095 31.0389375, 31.550604 31.0387755, 31.5506691 31.0386152)",,
