osmid,name,highway,oneway,reversed,length,maxspeed,geometry,junction
95188871,Səməd Vurğun,secondary,False,True,29.946,,"LINESTRING (49.6749032 40.5977788, 49.6747267 40.5980124)",
95096563,Azərbaycan Prospekti,tertiary,True,False,39.578,40,"LINESTRING (49.6747267 40.5980124, 49.6743155 40.5978415)",
95188871,Səməd Vurğun,secondary,False,False,29.946,,"LINESTRING (49.6747267 40.5980124, 49.6749032 40.5977788)",
95188871,Səməd Vurğun,secondary,False,True,318.96799999999996,,"LINESTRING (49.6747267 40.5980124, 49.6739318 40.599096, 49.6733526 40.5998976, 49.6731169 40.6002388, 49.6729585 40.6004422, 49.6728988 40.6005226)",
806556724,,residential,True,False,64.121,60,"LINESTRING (49.6694525 40.5990243, 49.6692834 40.5989512, 49.6687925 40.598739)",
806556725,Mehdi Hüseynzadə,residential,False,True,335.286,60,"LINESTRING (49.6694525 40.5990243, 49.6698824 40.5992097, 49.6715917 40.5999537, 49.6728988 40.6005226)",
1042207738,,residential,True,False,53.075,60,"LINESTRING (49.669744 40.5986014, 49.6694525 40.5990243)",
681441443,Nəriman Nərimanov,residential,False,True,261.469,60,"LINESTRING (49.669744 40.5986014, 49.6700271 40.5982161, 49.6705946 40.5973855, 49.6711088 40.5967055, 49.6711617 40.5966178, 49.6711703 40.5965785, 49.6711704 40.5965244)",
95096565,Nizami,residential,True,False,292.06,50,"LINESTRING (49.6688466 40.5953836, 49.6671831 40.5976865)",
896014922,Azərbaycan Prospekti,tertiary,False,True,9.112,,"LINESTRING (49.6688466 40.5953836, 49.6687519 40.5953443)",
896014922,Azərbaycan Prospekti,tertiary,False,False,207.267,,"LINESTRING (49.6688466 40.5953836, 49.6693976 40.5956159, 49.6703689 40.59603, 49.6708353 40.5962183, 49.6709964 40.5962833)",
95096565,Nizami,residential,True,False,119.968,50,"LINESTRING (49.6669887 40.5989959, 49.6672535 40.6000559)",
95099118,Mehdi Hüseynzadə,residential,False,False,9.704,50,"LINESTRING (49.6669887 40.5989959, 49.6668753 40.5990101)",
95099118,Mehdi Hüseynzadə,residential,False,True,154.952,50,"LINESTRING (49.6669887 40.5989959, 49.6678115 40.5988833, 49.6687925 40.598739)",
95099118,Mehdi Hüseynzadə,residential,False,True,9.704,50,"LINESTRING (49.6668753 40.5990101, 49.6669887 40.5989959)",
95096551,Nizami,residential,True,False,161.95100000000002,50,"LINESTRING (49.6668753 40.5990101, 49.6667016 40.5982753, 49.6666939 40.5982005, 49.6666977 40.5981586, 49.666715 40.5981245, 49.6670832 40.5976435)",
95099118,Mehdi Hüseynzadə,residential,False,False,251.176,50,"LINESTRING (49.6668753 40.5990101, 49.6649035 40.5992912, 49.6639498 40.5994204)",
299226498,Polad Hashimov,residential,True,False,34.198,60,"LINESTRING (49.6731876 40.593803, 49.6728358 40.5936506)",
681441444,Nəriman Nərimanov,tertiary,True,False,323.997,40,"LINESTRING (49.6731876 40.593803, 49.6725538 40.5946706, 49.6720128 40.5954288, 49.6714423 40.5962251, 49.671414 40.5962647, 49.6713539 40.5963623)",
1042207739,,residential,True,False,81.778,60,"LINESTRING (49.6687925 40.598739, 49.669744 40.5986014)",
95099118,Mehdi Hüseynzadə,residential,False,False,154.952,50,"LINESTRING (49.6687925 40.598739, 49.6678115 40.5988833, 49.6669887 40.5989959)",
299226498,Polad Hashimov,residential,True,False,11.527,60,"LINESTRING (49.6707693 40.5927674, 49.670649 40.5927184)",
95096565,Nizami,residential,True,False,283.61799999999994,50,"LINESTRING (49.6707693 40.5927674, 49.6707018 40.5928551, 49.6699044 40.5939446, 49.6691325 40.5949947)",
299226498,Polad Hashimov,residential,True,False,200.254,60,"LINESTRING (49.6728358 40.5936506, 49.672143 40.5933628, 49.6713994 40.5930281, 49.6707693 40.5927674)",
874024180,Heydər Əliyev pr.,secondary,False,False,237.849,,"LINESTRING (49.6651653 40.5938525, 49.6648225 40.5943207, 49.6644817 40.5947917, 49.6642033 40.595172, 49.6638065 40.5957262)",
896014922,Azərbaycan Prospekti,tertiary,False,False,345.288,,"LINESTRING (49.6651653 40.5938525, 49.6660016 40.5941972, 49.6673594 40.5947624, 49.6687519 40.5953443)",
95188871,Səməd Vurğun,secondary,False,False,318.96799999999996,,"LINESTRING (49.6728988 40.6005226, 49.6729585 40.6004422, 49.6731169 40.6002388, 49.6733526 40.5998976, 49.6739318 40.599096, 49.6747267 40.5980124)",
806556725,Mehdi Hüseynzadə,residential,False,False,335.286,60,"LINESTRING (49.6728988 40.6005226, 49.6715917 40.5999537, 49.6698824 40.5992097, 49.6694525 40.5990243)",
95096551,Nizami,residential,True,False,49.756,50,"LINESTRING (49.6687519 40.5953443, 49.6690339 40.5949514)",
896014922,Azərbaycan Prospekti,tertiary,False,False,9.112,,"LINESTRING (49.6687519 40.5953443, 49.6688466 40.5953836)",
896014922,Azərbaycan Prospekti,tertiary,False,True,345.288,,"LINESTRING (49.6687519 40.5953443, 49.6673594 40.5947624, 49.6660016 40.5941972, 49.6651653 40.5938525)",
95096553,Azərbaycan Prospekti,tertiary,True,False,40.437,40,"LINESTRING (49.6744825 40.597605, 49.6749032 40.5977788)",
136083501,,tertiary_link,True,False,29.839,,"LINESTRING (49.6743155 40.5978415, 49.6744825 40.597605)",
95096563,Azərbaycan Prospekti,tertiary,True,False,303.283,40,"LINESTRING (49.6743155 40.5978415, 49.6733814 40.5974541, 49.6723272 40.5970167, 49.6713973 40.5966307, 49.6711704 40.5965244)",
95099118,Mehdi Hüseynzadə,residential,False,True,251.176,50,"LINESTRING (49.6639498 40.5994204, 49.6649035 40.5992912, 49.6668753 40.5990101)",
277056320,Heydər Əliyev pr.,secondary,False,False,136.909,,"LINESTRING (49.6639498 40.5994204, 49.6641 40.599826, 49.6641953 40.6002217, 49.6642883 40.6006232)",
95096576,,tertiary,True,False,38.291,,"LINESTRING (49.6711704 40.5965244, 49.6711116 40.5965211, 49.6710567 40.5965049, 49.6710105 40.5964771, 49.670977 40.5964403, 49.6709592 40.5963977, 49.6709579 40.5963575, 49.6709706 40.5963184, 49.6709964 40.5962833)",roundabout
681441443,Nəriman Nərimanov,residential,False,False,261.469,60,"LINESTRING (49.6711704 40.5965244, 49.6711703 40.5965785, 49.6711617 40.5966178, 49.6711088 40.5967055, 49.6705946 40.5973855, 49.6700271 40.5982161, 49.669744 40.5986014)",
898171514,,residential,False,True,11.55,60,"LINESTRING (49.6672535 40.6000559, 49.6671191 40.6000753)",
360317295,,residential,False,False,9.696,60,"LINESTRING (49.6670832 40.5976435, 49.6671831 40.5976865)",
95096551,Nizami,residential,True,False,291.91200000000003,50,"LINESTRING (49.6670832 40.5976435, 49.6674343 40.5971661, 49.6677578 40.596719, 49.668066 40.5962932, 49.6683585 40.5958889, 49.6687519 40.5953443)",
874024180,Heydər Əliyev pr.,secondary,False,True,237.84900000000002,,"LINESTRING (49.6638065 40.5957262, 49.6642033 40.595172, 49.6644817 40.5947917, 49.6648225 40.5943207, 49.6651653 40.5938525)",
277056320,Heydər Əliyev pr.,secondary,False,True,136.909,,"LINESTRING (49.6642883 40.6006232, 49.6641953 40.6002217, 49.6641 40.599826, 49.6639498 40.5994204)",
360317295,,residential,False,True,9.696,60,"LINESTRING (49.6671831 40.5976865, 49.6670832 40.5976435)",
95096565,Nizami,residential,True,False,155.226,50,"LINESTRING (49.6671831 40.5976865, 49.6670127 40.5979239, 49.6668394 40.5981425, 49.6668145 40.5981849, 49.6668063 40.5982278, 49.6668418 40.5984211, 49.6669887 40.5989959)",
95096576,,tertiary,True,False,40.510000000000005,,"LINESTRING (49.6709964 40.5962833, 49.6710392 40.5962514, 49.6710926 40.5962306, 49.6711517 40.5962229, 49.6712111 40.5962289, 49.6712655 40.596248, 49.6713099 40.5962787, 49.6713403 40.5963179, 49.6713539 40.5963623)",roundabout
681441442,Nəriman Nərimanov,tertiary,True,False,331.707,40,"LINESTRING (49.6709964 40.5962833, 49.6711274 40.5960219, 49.6712141 40.5958827, 49.6715612 40.5953779, 49.6719487 40.5948549, 49.6723862 40.5942645, 49.6724068 40.594236, 49.6728358 40.5936506)",
896014922,Azərbaycan Prospekti,tertiary,False,True,207.267,,"LINESTRING (49.6709964 40.5962833, 49.6708353 40.5962183, 49.6703689 40.59603, 49.6693976 40.5956159, 49.6688466 40.5953836)",
95096553,Azərbaycan Prospekti,tertiary,True,False,298.447,40,"LINESTRING (49.6713539 40.5963623, 49.671571 40.5964143, 49.672431 40.5967514, 49.6735374 40.5972145, 49.6744825 40.597605)",
95096576,,tertiary,True,False,26.330000000000005,,"LINESTRING (49.6713539 40.5963623, 49.6713508 40.5964027, 49.6713337 40.5964409, 49.6713039 40.5964744, 49.6712635 40.5965007, 49.6712153 40.5965179, 49.6711704 40.5965244)",roundabout
95096565,Nizami,residential,True,False,49.525,50,"LINESTRING (49.6691325 40.5949947, 49.6688466 40.5953836)",
898171513,,residential,False,True,9.617,60,"LINESTRING (49.6691325 40.5949947, 49.6690339 40.5949514)",
898171513,,residential,False,False,9.617,60,"LINESTRING (49.6690339 40.5949514, 49.6691325 40.5949947)",
95096551,Nizami,residential,True,False,283.286,50,"LINESTRING (49.6690339 40.5949514, 49.6691623 40.5947721, 49.6693696 40.5944827, 49.6695146 40.5942841, 49.6697815 40.5939184, 49.6703558 40.5931315, 49.6705463 40.5928639, 49.670649 40.5927184)",
898171514,,residential,False,False,11.55,60,"LINESTRING (49.6671191 40.6000753, 49.6672535 40.6000559)",
