osmid,oneway,lanes,ref,name,highway,width,reversed,length,geometry
170563177,False,2,R5,Heydər Əliyev küç.,primary,12,False,166.758,"LINESTRING (48.6794219 41.6294114, 48.677935 41.6284045)"
323006188,False,,,Heydər Əliyev küç.,tertiary,,False,81.592,"LINESTRING (48.6794219 41.6294114, 48.6801697 41.6298868)"
666702543,False,2,R5,Mirzə Fətəli Axundov küç.,primary,12,True,134.274,"LINESTRING (48.6794219 41.6294114, 48.6804101 41.6284561)"
274840494,False,,,Xudu Məmmədov küç.,tertiary,,False,125.376,"LINESTRING (48.6842181 41.6290957, 48.6838391 41.6296238, 48.683505 41.6300893)"
274840494,False,,,Xudu Məmmədov küç.,tertiary,,True,7.13,"LINESTRING (48.6807454 41.6339462, 48.6807847 41.6338892)"
274840494,False,,,Xudu Məmmədov küç.,tertiary,,False,214.59300000000002,"LINESTRING (48.6807454 41.6339462, 48.6802373 41.6347153, 48.6801517 41.6349046, 48.6801249 41.6350549, 48.6800301 41.6357721)"
366326903,False,,,Şəhriyar küç.,residential,,True,74.39500000000001,"LINESTRING (48.6807454 41.6339462, 48.6804507 41.6337761, 48.680081 41.6334998)"
274840494,False,,,Xudu Məmmədov küç.,tertiary,,False,50.426,"LINESTRING (48.6800301 41.6357721, 48.6799412 41.6362207)"
274840494,False,,,Xudu Məmmədov küç.,tertiary,,True,214.59300000000002,"LINESTRING (48.6800301 41.6357721, 48.6801249 41.6350549, 48.6801517 41.6349046, 48.6802373 41.6347153, 48.6807454 41.6339462)"
322877438,False,,,Məktəbli küç.,residential,,True,179.561,"LINESTRING (48.6800301 41.6357721, 48.6798834 41.6357235, 48.6783504 41.6347633)"
274840494,False,,,Xudu Məmmədov küç.,tertiary,,False,144.901,"LINESTRING (48.6824613 41.6314582, 48.6816625 41.6326165)"
274840494,False,,,Xudu Məmmədov küç.,tertiary,,True,122.307,"LINESTRING (48.6824613 41.6314582, 48.6831808 41.6304987)"
323006188,False,,,Heydər Əliyev küç.,tertiary,,True,95.171,"LINESTRING (48.6824613 41.6314582, 48.6816125 41.6308837)"
666702543,False,2,R5,Mirzə Fətəli Axundov küç.,primary,12,False,134.274,"LINESTRING (48.6804101 41.6284561, 48.6794219 41.6294114)"
366326897,False,,,Əliağa Vahid küç.,residential,,False,256.87,"LINESTRING (48.6804101 41.6284561, 48.6805841 41.6286182, 48.6811208 41.6289797, 48.6816576 41.6292574, 48.6821455 41.6294418, 48.6822358 41.6294817, 48.6825299 41.6296437, 48.6828864 41.6298101)"
366326897,False,,,Əliağa Vahid küç.,residential,,False,60.06,"LINESTRING (48.6828864 41.6298101, 48.683505 41.6300893)"
366326897,False,,,Əliağa Vahid küç.,residential,,True,256.87,"LINESTRING (48.6828864 41.6298101, 48.6825299 41.6296437, 48.6822358 41.6294817, 48.6821455 41.6294418, 48.6816576 41.6292574, 48.6811208 41.6289797, 48.6805841 41.6286182, 48.6804101 41.6284561)"
806976157,False,,,,living_street,,True,34.928,"LINESTRING (48.6828864 41.6298101, 48.6829761 41.6296782, 48.6831236 41.6295539)"
274840494,False,,,Xudu Məmmədov küç.,tertiary,,False,52.9,"LINESTRING (48.683505 41.6300893, 48.6831808 41.6304987)"
366326897,False,,,Əliağa Vahid küç.,residential,,True,60.06,"LINESTRING (48.683505 41.6300893, 48.6828864 41.6298101)"
