osmid,oneway,highway,reversed,length,geometry,junction,maxspeed
175058241,True,unclassified,False,34.988,"LINESTRING (15.7338211 12.9995017, 15.7337815 12.9994733, 15.7336959 12.9994433, 15.7335189 12.9993988)",,
175058246,True,tertiary,False,18.43,"LINESTRING (15.7338211 12.9995017, 15.7337963 12.9994449, 15.7337952 12.9993929, 15.7338125 12.9993437)",roundabout,
199083634,False,unclassified,True,31.702,"LINESTRING (15.7335189 12.9993988, 15.7332263 12.9993988)",,
1206972145,True,unclassified,False,33.034,"LINESTRING (15.7335189 12.9993988, 15.7336154 12.9993962, 15.7337066 12.9993884, 15.7337603 12.9993753, 15.7338125 12.9993437)",,
175058251,False,residential,False,51.157,"LINESTRING (15.7379899 12.9956183, 15.7378032 12.9958394, 15.7376801 12.9959651)",,
274824146,False,residential,True,313.956,"LINESTRING (15.7379899 12.9956183, 15.7373361 12.9951443, 15.7367269 12.994687, 15.7362518 12.9944229, 15.7356192 12.9940007)",,
175058238,True,tertiary,False,19.445,"LINESTRING (15.7339748 12.9971105, 15.7339423 12.9970894, 15.7339114 12.9970459, 15.7338974 12.9969881, 15.7339008 12.9969638)",roundabout,
175058246,True,tertiary,False,1.799,"LINESTRING (15.7339763 12.9995629, 15.7339597 12.9995632)",roundabout,
175058238,True,tertiary,False,19.316,"LINESTRING (15.7339567 12.996863, 15.7340001 12.9968394, 15.7340536 12.9968302, 15.7341088 12.9968401, 15.7341244 12.9968491)",roundabout,
175058250,True,tertiary,False,557.4480000000001,"LINESTRING (15.7339567 12.996863, 15.733999 12.9967932, 15.7339963 12.9967331, 15.7339715 12.9966187, 15.733951 12.9965262, 15.733904 12.9963993, 15.7338385 12.9962154, 15.7336835 12.9959286, 15.7335077 12.9956423, 15.7331449 12.995099, 15.7324603 12.9942166, 15.7313156 12.992793, 15.7312449 12.9927069)",,50
175058246,True,tertiary,False,15.666999999999998,"LINESTRING (15.7338417 12.9993096, 15.7338702 12.9992863, 15.7339137 12.9992698, 15.7339744 12.9992712)",roundabout,
175058249,True,tertiary,False,58.93300000000001,"LINESTRING (15.7338417 12.9993096, 15.7338461 12.9992211, 15.7338112 12.9990878, 15.7338112 12.9989598, 15.7338185 12.9988288, 15.7338262 12.9987848)",,50
199083634,False,unclassified,False,134.24,"LINESTRING (15.7319873 12.9993988, 15.7332263 12.9993988)",,
199083635,False,unclassified,False,29.791,"LINESTRING (15.7319873 12.9993988, 15.7319903 12.9996667)",,
199083635,False,unclassified,True,26.616,"LINESTRING (15.7319873 12.9993988, 15.7319783 12.9991596)",,
175058243,True,tertiary,False,104.852,"LINESTRING (15.7325131 12.9941771, 15.7330967 12.9949293)",,50
231872126,False,residential,False,101.893,"LINESTRING (15.7325131 12.9941771, 15.7326377 12.9939812, 15.7327113 12.9938428, 15.732822 12.9933239)",,
175058246,True,tertiary,False,4.979,"LINESTRING (15.7338125 12.9993437, 15.7338294 12.9993197, 15.7338417 12.9993096)",roundabout,
175058246,True,tertiary,False,20.250999999999998,"LINESTRING (15.7340988 12.9994392, 15.7340882 12.999475, 15.7340483 12.9995285, 15.7340027 12.9995554, 15.7339763 12.9995629)",roundabout,
175058251,False,residential,False,123.53,"LINESTRING (15.7376801 12.9959651, 15.7368153 12.9964299, 15.7366886 12.9965126)",,
175058251,False,residential,True,51.157,"LINESTRING (15.7376801 12.9959651, 15.7378032 12.9958394, 15.7379899 12.9956183)",,
274824147,False,residential,False,53.853,"LINESTRING (15.7376801 12.9959651, 15.7376847 12.996103, 15.7376826 12.9961294, 15.7376676 12.9961614, 15.7375441 12.9964194)",,
175058246,True,tertiary,False,16.825000000000003,"LINESTRING (15.7339744 12.9992712, 15.7340399 12.9992967, 15.7340648 12.9993198, 15.7340865 12.9993641)",roundabout,
175097004,False,residential,True,80.515,"LINESTRING (15.7318962 12.9971042, 15.7311535 12.9971286)",,
199083635,False,unclassified,False,60.73,"LINESTRING (15.7318962 12.9971042, 15.7319192 12.9976499)",,
199083635,False,unclassified,True,103.482,"LINESTRING (15.7318962 12.9971042, 15.7318885 12.9961736)",,
"[175058236, 175058237]",False,residential,"[False, True]",220.53000000000003,"LINESTRING (15.7318962 12.9971042, 15.7327223 12.9970781, 15.7328564 12.9970781, 15.7330066 12.9970624, 15.7331353 12.9970206, 15.7332265 12.996984, 15.7333499 12.9969369, 15.7334089 12.9969265, 15.7335108 12.9969369, 15.733763 12.9969788, 15.7339008 12.9969638)",,
175058235,True,tertiary,False,184.064,"LINESTRING (15.7341546 12.9970986, 15.7341465 12.9972401, 15.7341277 12.9973446, 15.7341277 12.9974283, 15.7341143 12.9976217, 15.7340738 12.997853, 15.7339263 12.9985952, 15.7338909 12.9987302)",,50
175058238,True,tertiary,False,20.939,"LINESTRING (15.7341546 12.9970986, 15.7341078 12.9971252, 15.7340487 12.9971347, 15.7339956 12.9971239, 15.7339748 12.9971105)",roundabout,
"[175058236, 175058237]",False,residential,"[False, True]",220.53000000000003,"LINESTRING (15.7339008 12.9969638, 15.733763 12.9969788, 15.7335108 12.9969369, 15.7334089 12.9969265, 15.7333499 12.9969369, 15.7332265 12.996984, 15.7331353 12.9970206, 15.7330066 12.9970624, 15.7328564 12.9970781, 15.7327223 12.9970781, 15.7318962 12.9971042)",,
175058238,True,tertiary,False,13.105,"LINESTRING (15.7339008 12.9969638, 15.7339048 12.9969358, 15.7339206 12.9969024, 15.7339567 12.996863)",roundabout,
253636318,False,residential,False,52.707,"LINESTRING (15.7338909 12.9987302, 15.7343757 12.9987695)",,
175058235,True,tertiary,False,62.50500000000001,"LINESTRING (15.7338909 12.9987302, 15.7338703 12.9988724, 15.7338826 12.9990285, 15.7339033 12.9991349, 15.7339306 12.999204, 15.7339744 12.9992712)",,50
175058238,True,tertiary,False,13.374,"LINESTRING (15.7342093 12.9969934, 15.7341961 12.9970447, 15.7341546 12.9970986)",roundabout,
175058251,False,residential,True,119.19600000000001,"LINESTRING (15.7342093 12.9969934, 15.7345703 12.9970885, 15.7346696 12.9971042, 15.7351953 12.9971669, 15.7352912 12.9971638)",,
175058238,True,tertiary,False,19.61,"LINESTRING (15.7341244 12.9968491, 15.7341554 12.9968671, 15.7341928 12.9969135, 15.7342086 12.996964, 15.7342093 12.9969934)",roundabout,
175097011,False,residential,False,60.586999999999996,"LINESTRING (15.7306274 12.9977445, 15.7307748 12.9977211, 15.7311449 12.9976759, 15.7311817 12.9976739)",,
199083631,False,living_street,False,61.064,"LINESTRING (15.7306274 12.9977445, 15.7306773 12.9978081, 15.7307279 12.9982044, 15.7307818 12.9982503)",,
199083631,False,living_street,True,68.554,"LINESTRING (15.7306274 12.9977445, 15.7305677 12.997671, 15.7305471 12.9971486)",,
199083635,False,unclassified,True,60.73,"LINESTRING (15.7319192 12.9976499, 15.7318962 12.9971042)",,
175097011,False,residential,True,79.96000000000001,"LINESTRING (15.7319192 12.9976499, 15.7314346 12.9976602, 15.7311817 12.9976739)",,
199083635,False,unclassified,False,58.592000000000006,"LINESTRING (15.7319192 12.9976499, 15.7319391 12.9981235, 15.7319411 12.9981764)",,
199083631,False,living_street,False,105.622,"LINESTRING (15.7303566 12.9941333, 15.7304091 12.9950818)",,
199083635,False,unclassified,False,75.077,"LINESTRING (15.7303566 12.9941333, 15.7310451 12.9942095)",,
199083635,False,unclassified,True,75.077,"LINESTRING (15.7310451 12.9942095, 15.7303566 12.9941333)",,
