osmid,highway,oneway,reversed,length,geometry,name,lanes,junction
112432043,residential,False,True,77.966,"LINESTRING (15.0460903 12.1205491, 15.0468069 12.1205765)",,,
607395986,residential,False,False,53.218,"LINESTRING (15.0460903 12.1205491, 15.0461127 12.120071)",,,
607395986,residential,False,True,174.663,"LINESTRING (15.0460903 12.1205491, 15.0460644 12.1210574, 15.0460411 12.122119)",,,
112432043,residential,False,False,77.966,"LINESTRING (15.0468069 12.1205765, 15.0460903 12.1205491)",,,
607395985,residential,False,False,158.833,"LINESTRING (15.0468069 12.1205765, 15.0468002 12.1220049)",Rue Goz beida شارع قوز بيدا,,
607395985,residential,False,True,165.922,"LINESTRING (15.0468069 12.1205765, 15.0468298 12.1190845)",Rue Goz beida شارع قوز بيدا,,
112432043,residential,False,True,144.816,"LINESTRING (15.0468069 12.1205765, 15.0479637 12.120583, 15.0480388 12.1205714, 15.0481299 12.120533)",,,
112892837,residential,False,True,107.532,"LINESTRING (15.0501801 12.1234186, 15.0491912 12.1233982)",,,
151304318,primary,True,False,67.582,"LINESTRING (15.0501801 12.1234186, 15.0501903 12.1228109)",شارع النميري,2,
171733377,residential,False,False,65.482,"LINESTRING (15.0460411 12.122119, 15.046132 12.1221227, 15.0466431 12.122138)",,,
607395986,residential,False,False,174.663,"LINESTRING (15.0460411 12.122119, 15.0460644 12.1210574, 15.0460903 12.1205491)",,,
607395985,residential,False,True,158.833,"LINESTRING (15.0468002 12.1220049, 15.0468069 12.1205765)",Rue Goz beida شارع قوز بيدا,,
108398199,secondary,True,False,216.63,"LINESTRING (15.0468002 12.1220049, 15.0479543 12.1207954, 15.0481573 12.1205784)",شارع سان مارتان Avenue Saint Martin,2,
91748479,residential,False,True,52.052,"LINESTRING (15.0502796 12.1177739, 15.0498013 12.1177528)",,,
151304387,primary,True,False,125.97900000000001,"LINESTRING (15.0502796 12.1177739, 15.050283 12.1175751, 15.0502987 12.1166411)",Avenue Nimery شارع نيميري,2,
91748470,residential,False,False,80.998,"LINESTRING (15.0490496 12.1166276, 15.0497945 12.1166412)",Rue de Bokoro شارع بوكورو,,
91748470,residential,False,True,65.509,"LINESTRING (15.0490496 12.1166276, 15.0484474 12.1166073)",Rue de Bokoro شارع بوكورو,,
91748478,residential,False,False,118.384,"LINESTRING (15.0490496 12.1166276, 15.0490777 12.1155633)",Rue de Mongo شارع مونقو,,
91748478,residential,False,True,122.805,"LINESTRING (15.0490496 12.1166276, 15.0490189 12.1177316)",Rue de Mongo شارع مونقو,,
91748478,residential,False,True,118.384,"LINESTRING (15.0490777 12.1155633, 15.0490496 12.1166276)",Rue de Mongo شارع مونقو,,
198090278,residential,False,False,64.943,"LINESTRING (15.0490777 12.1155633, 15.0484805 12.1155764)",,,
198090278,residential,False,True,77.003,"LINESTRING (15.0490777 12.1155633, 15.0497819 12.1156375)",,,
91748461,residential,False,False,60.98,"LINESTRING (15.0479185 12.1185397, 15.0473578 12.1185249)",,,
91748461,residential,False,True,52.244,"LINESTRING (15.0479185 12.1185397, 15.048399 12.1185464)",,,
91748471,residential,False,False,83.979,"LINESTRING (15.0479185 12.1185397, 15.0479264 12.1177845)",,,
91748471,residential,False,True,63.15200000000001,"LINESTRING (15.0479185 12.1185397, 15.0479172 12.1186139, 15.0479177 12.1189958, 15.0479149 12.1191076)",,,
91748459,residential,False,False,111.615,"LINESTRING (15.0497819 12.1156375, 15.0497945 12.1166412)",,,
198090278,residential,False,False,77.003,"LINESTRING (15.0497819 12.1156375, 15.0490777 12.1155633)",,,
198090278,residential,False,True,57.406,"LINESTRING (15.0497819 12.1156375, 15.0503099 12.1156425)",,,
91748459,residential,False,False,91.316,"LINESTRING (15.0498013 12.1177528, 15.0497945 12.118574)",,,
91748459,residential,False,True,123.607,"LINESTRING (15.0498013 12.1177528, 15.0497945 12.1166412)",,,
91748479,residential,False,False,52.052,"LINESTRING (15.0498013 12.1177528, 15.0502796 12.1177739)",,,
91748479,residential,False,True,85.093,"LINESTRING (15.0498013 12.1177528, 15.0490189 12.1177316)",,,
91748478,residential,False,False,122.805,"LINESTRING (15.0490189 12.1177316, 15.0490496 12.1166276)",Rue de Mongo شارع مونقو,,
91748478,residential,False,True,91.681,"LINESTRING (15.0490189 12.1177316, 15.0490218 12.1185561)",Rue de Mongo شارع مونقو,,
91748479,residential,False,False,85.093,"LINESTRING (15.0490189 12.1177316, 15.0498013 12.1177528)",,,
91748479,residential,False,True,6.014,"LINESTRING (15.0490189 12.1177316, 15.0489637 12.1177351)",,,
91748467,residential,False,True,62.111,"LINESTRING (15.0463009 12.1176932, 15.0457296 12.1176947)",,,
91748465,residential,False,False,92.602,"LINESTRING (15.0463009 12.1176932, 15.0462969 12.1177791, 15.0462788 12.1184403, 15.0462756 12.1185256)",,,
91748465,residential,False,True,138.28199999999998,"LINESTRING (15.0463009 12.1176932, 15.0462994 12.1175807, 15.0463114 12.1166966, 15.0463139 12.1164497)",,,
91748467,residential,False,False,60.509,"LINESTRING (15.0463009 12.1176932, 15.046561 12.1176962, 15.0468574 12.1177019)",,,
91748461,residential,False,False,50.858,"LINESTRING (15.0502623 12.1185758, 15.0497945 12.118574)",,,
151304387,primary,True,False,89.188,"LINESTRING (15.0502623 12.1185758, 15.0502691 12.1183417, 15.0502796 12.1177739)",Avenue Nimery شارع نيميري,2,
91748471,residential,False,True,108.636,"LINESTRING (15.0479555 12.1155991, 15.0479425 12.116576)",,,
198090278,residential,False,True,57.133,"LINESTRING (15.0479555 12.1155991, 15.0484805 12.1155764)",,,
91748464,residential,False,True,109.579,"LINESTRING (15.0458003 12.1154539, 15.0457767 12.1164391)",,,
91748461,residential,False,True,59.437,"LINESTRING (15.045729 12.1185147, 15.0462756 12.1185256)",,,
91748464,residential,False,False,91.18,"LINESTRING (15.045729 12.1185147, 15.0457296 12.1176947)",,,
91748464,residential,False,False,109.579,"LINESTRING (15.0457767 12.1164391, 15.0458003 12.1154539)",,,
