osmid,ref,highway,oneway,reversed,length,geometry,lanes,maxspeed,name,junction
37489026,8534,secondary,False,True,35.609,"LINESTRING (35.2757104 32.9289884, 35.2755795 32.9292892)",,,,
37489026,8534,secondary,False,False,376.565,"LINESTRING (35.2757104 32.9289884, 35.2756896 32.9286182, 35.275597 32.9278439, 35.2755461 32.9272366, 35.2756804 32.9264879, 35.2759128 32.9258752, 35.2759977 32.9256578)",,,,
123897020,,residential,False,False,103.34,"LINESTRING (35.2757104 32.9289884, 35.2758734 32.9289894, 35.2759891 32.928957, 35.2760894 32.92881, 35.276187 32.9285366, 35.2762331 32.9283989, 35.2763037 32.9283281)",,,,
556447538,8534,secondary,False,True,123.877,"LINESTRING (35.2763482 32.9244371, 35.2763444 32.9247603, 35.2762004 32.9251874, 35.2760541 32.9255119)",,,,
807968652,8534,secondary,True,False,74.18299999999999,"LINESTRING (35.2763482 32.9244371, 35.2763119 32.924144, 35.2762855 32.9237722)",1,50,,
548641213,,residential,False,False,51.049,"LINESTRING (35.275074 32.9310829, 35.2746539 32.9307889)",,,,
37489026,8534,secondary,False,False,206.40800000000002,"LINESTRING (35.275074 32.9310829, 35.2751377 32.9308611, 35.2753823 32.9303521, 35.2754759 32.9299914, 35.2754874 32.9296696, 35.2755795 32.9292892)",,,,
40862184,,residential,False,True,162.597,"LINESTRING (35.275074 32.9310829, 35.2752038 32.9312517, 35.2753577 32.9314841, 35.2754171 32.9315741, 35.2754718 32.931649, 35.2755441 32.931698, 35.2756487 32.9317441, 35.2763775 32.9318844)",,,,
40862184,,residential,False,True,67.899,"LINESTRING (35.2763775 32.9318844, 35.2770623 32.9320906)",,,,
40862184,,residential,False,False,162.597,"LINESTRING (35.2763775 32.9318844, 35.2756487 32.9317441, 35.2755441 32.931698, 35.2754718 32.931649, 35.2754171 32.9315741, 35.2753577 32.9314841, 35.2752038 32.9312517, 35.275074 32.9310829)",,,,
123897010,,residential,False,False,204.65599999999998,"LINESTRING (35.2763775 32.9318844, 35.2764426 32.9313907, 35.2764208 32.9310128, 35.276286 32.9303362, 35.2762715 32.930057)",,,,
37489026,8534,secondary,False,False,35.609,"LINESTRING (35.2755795 32.9292892, 35.2757104 32.9289884)",,,,
37489026,8534,secondary,False,True,206.408,"LINESTRING (35.2755795 32.9292892, 35.2754874 32.9296696, 35.2754759 32.9299914, 35.2753823 32.9303521, 35.2751377 32.9308611, 35.275074 32.9310829)",,,,
122299946,,residential,False,True,162.782,"LINESTRING (35.2755795 32.9292892, 35.27516 32.9292733, 35.2749266 32.9293478, 35.2746536 32.9295946, 35.2740414 32.9298298)",,,شارع العريض,
122299946,,residential,False,False,170.914,"LINESTRING (35.2672286 32.9304692, 35.2675719 32.9303341, 35.2678723 32.9302261, 35.2683444 32.9303161, 35.2687736 32.9304242, 35.2689667 32.9304242)",,,شارع العريض,
122299958,,residential,False,False,88.51,"LINESTRING (35.27093 32.9281459, 35.2709193 32.9280198, 35.2707477 32.9278487, 35.2703818 32.9275254)",,,,
122299962,,residential,False,False,139.066,"LINESTRING (35.27093 32.9281459, 35.2713592 32.9281189, 35.2719707 32.9282179, 35.2724064 32.9282445)",,,,
122299962,,residential,False,True,247.171,"LINESTRING (35.27093 32.9281459, 35.2708764 32.928317, 35.2706726 32.9285151, 35.270297 32.9287312, 35.2693207 32.9291004, 35.269074 32.9292265, 35.2689893 32.9294774)",,,,
122299946,,residential,False,False,106.204,"LINESTRING (35.2689667 32.9304242, 35.2700932 32.9302891)",,,شارع العريض,
122300006,,residential,False,True,52.437,"LINESTRING (35.2689667 32.9304242, 35.2689069 32.9308931)",,,شارع الافراح,
122299946,,residential,False,True,170.914,"LINESTRING (35.2689667 32.9304242, 35.2687736 32.9304242, 35.2683444 32.9303161, 35.2678723 32.9302261, 35.2675719 32.9303341, 35.2672286 32.9304692)",,,شارع العريض,
567942226,,residential,True,False,48.032000000000004,"LINESTRING (35.2733762 32.9265069, 35.2736573 32.9264872, 35.2738012 32.9264647, 35.2738846 32.9264465)",,,,
1232214653,,residential,False,False,128.35,"LINESTRING (35.2733762 32.9265069, 35.2727325 32.9263988, 35.2720216 32.9263101)",,,,
551178781,,residential,False,False,39.32,"LINESTRING (35.2700932 32.9324323, 35.2696937 32.93232)",,,شارع الافراح,
556030194,,residential,False,True,83.908,"LINESTRING (35.2700932 32.9324323, 35.2701072 32.9320901, 35.2702792 32.931704)",,,شارع الشاغور,
122299975,,residential,False,False,233.077,"LINESTRING (35.2731509 32.9318019, 35.2731938 32.9314598, 35.2730865 32.9313067, 35.2726467 32.9309825, 35.271575 32.930379)",,,,
122299946,,residential,False,True,106.204,"LINESTRING (35.2700932 32.9302891, 35.2689667 32.9304242)",,,شارع العريض,
122299940,,residential,False,False,138.87099999999998,"LINESTRING (35.2700932 32.9302891, 35.2700503 32.930181, 35.2694709 32.9297938, 35.2689893 32.9294774)",,,,
122299946,,residential,False,False,124.37799999999999,"LINESTRING (35.2700932 32.9302891, 35.2706296 32.9302711, 35.2712305 32.9303071, 35.2713914 32.9303972)",,,شارع العريض,
122299946,,residential,False,False,162.782,"LINESTRING (35.2740414 32.9298298, 35.2746536 32.9295946, 35.2749266 32.9293478, 35.27516 32.9292733, 35.2755795 32.9292892)",,,شارع العريض,
122299946,,residential,False,True,130.01999999999998,"LINESTRING (35.2740414 32.9298298, 35.2736659 32.9299379, 35.2727104 32.9301743)",,,شارع العريض,
556447534,,residential,False,True,84.958,"LINESTRING (35.2740414 32.9298298, 35.2739878 32.9292625, 35.2739575 32.9290692)",,,,
122299950,,residential,False,False,93.445,"LINESTRING (35.2695246 32.9272994, 35.2697928 32.9275605, 35.2703818 32.9275254)",,,,
556447534,,residential,False,True,37.923,"LINESTRING (35.2726972 32.9280406, 35.2728982 32.9277442)",,,,
