osmid,oneway,lanes,name,highway,reversed,length,geometry,ref
169247512,True,2,10 Korriku,secondary,False,56.598,"LINESTRING (20.1842682 40.8662004, 20.1843309 40.8660296, 20.1844067 40.8658646, 20.1845049 40.8657262)",
754140924,False,,,residential,True,55.274,"LINESTRING (20.1842682 40.8662004, 20.184061 40.8661984, 20.1836109 40.866198)",
169247512,True,2,10 Korriku,secondary,False,32.227,"LINESTRING (20.1842864 40.8680062, 20.1842713 40.8677166)",
754140923,False,,Conikas,tertiary,True,65.946,"LINESTRING (20.1842864 40.8680062, 20.1850409 40.8678444)",
839008326,False,2,,secondary,True,24.339,"LINESTRING (20.1856888 40.8649839, 20.1859069 40.86484)",SH71
169247468,False,,Hamit Dollani,secondary,True,120.24699999999999,"LINESTRING (20.1856888 40.8649839, 20.1856361 40.865161, 20.1856172 40.8652244, 20.1854069 40.866044)",
169247464,False,,Conikas,residential,True,34.708,"LINESTRING (20.1853167 40.867789, 20.1857156 40.8677088)",
754140923,False,,Conikas,tertiary,False,23.996,"LINESTRING (20.1853167 40.867789, 20.1850409 40.8678444)",
169247468,False,,Hamit Dollani,secondary,False,130.755,"LINESTRING (20.1853167 40.867789, 20.18528 40.8674124, 20.1853295 40.866615)",
169319472,False,,,residential,True,387.82899999999995,"LINESTRING (20.188933 40.8610264, 20.1890873 40.8610078, 20.1892541 40.8609929, 20.1893809 40.8609941, 20.1894231 40.861002, 20.1894432 40.8610193, 20.1894616 40.8610467, 20.1894944 40.8611056, 20.1895378 40.8611592, 20.1895935 40.8612072, 20.1896718 40.8612454, 20.189777 40.8612936, 20.1899246 40.8613279, 20.1899936 40.8613585, 20.1900501 40.8614068, 20.1902148 40.8615581, 20.1903693 40.861728, 20.190448 40.8618392, 20.1904711 40.8619225, 20.1904821 40.8620146, 20.1904829 40.8620508, 20.190484 40.8621062, 20.1904739 40.8622228, 20.1904664 40.8623103, 20.1904364 40.8626044, 20.1904237 40.8627287, 20.1903817 40.8631892, 20.1903673 40.8633316, 20.1903389 40.8634563, 20.1903019 40.863585, 20.1902449 40.8637596)",
839008326,False,2,,secondary,False,113.604,"LINESTRING (20.188933 40.8610264, 20.1888143 40.8610913, 20.1887029 40.8611413, 20.1885983 40.8611745, 20.188483 40.8611866, 20.1883532 40.8611849, 20.1879675 40.8611515, 20.1878071 40.861139, 20.1876414 40.861137)",SH71
169248180,False,,,residential,False,52.64,"LINESTRING (20.1859069 40.86484, 20.1859064 40.8643666)",
839008326,False,2,,secondary,False,24.339,"LINESTRING (20.1859069 40.86484, 20.1856888 40.8649839)",SH71
754387412,False,,,residential,True,44.656,"LINESTRING (20.1859069 40.86484, 20.1859832 40.8648825, 20.1860341 40.8648927, 20.1864177 40.8648896)",
839008326,False,2,,secondary,True,453.33599999999996,"LINESTRING (20.1859069 40.86484, 20.1860382 40.8647345, 20.1861683 40.8646249, 20.1862815 40.8645087, 20.1863801 40.8643612, 20.1865421 40.8641042, 20.1866261 40.8639708, 20.1867865 40.8636929, 20.1868612 40.8635201, 20.1868764 40.8634849, 20.1869709 40.8632275, 20.1870829 40.862921, 20.1871998 40.8625842, 20.1872427 40.8623909, 20.1872934 40.8619463, 20.1873303 40.8613737, 20.1873479 40.8613003, 20.1873846 40.8612373, 20.1874384 40.861187, 20.1875285 40.8611508, 20.1876414 40.861137)",SH71
169247464,False,,Conikas,residential,False,25.35,"LINESTRING (20.1866869 40.8676304, 20.1863868 40.8676521)",
169247464,False,,Conikas,residential,True,148.57899999999998,"LINESTRING (20.1866869 40.8676304, 20.1868133 40.8676128, 20.1869287 40.8676097, 20.1870404 40.8676149, 20.1871067 40.8680535, 20.187137 40.8683108, 20.1871473 40.8683724, 20.1871845 40.8684518, 20.1872183 40.8685519, 20.1872671 40.8686636)",
"[169247505, 169247474, 169247481]",False,,"['Rruga e Vreshtit', 'Rruga E Dykatësheve']",residential,"[False, True]",215.16400000000002,"LINESTRING (20.1866869 40.8676304, 20.1867488 40.8680826, 20.1868334 40.8687575, 20.1868622 40.8690225, 20.186853 40.8690516, 20.1868247 40.8690636, 20.1866515 40.8690785, 20.1865992 40.8690741, 20.1865692 40.8690418, 20.1865311 40.8687723)",
169247464,False,,Conikas,residential,True,25.35,"LINESTRING (20.1863868 40.8676521, 20.1866869 40.8676304)",
169247464,False,,Conikas,residential,False,27.887,"LINESTRING (20.1863868 40.8676521, 20.1862245 40.8676646, 20.1860567 40.8676762)",
169247481,False,,Rruga e Vreshtit,residential,True,125.151,"LINESTRING (20.1863868 40.8676521, 20.186427 40.8679744, 20.1864439 40.8681088, 20.1864849 40.868427, 20.1865311 40.8687723)",
169247464,False,,Conikas,residential,False,28.961,"LINESTRING (20.1860567 40.8676762, 20.1859094 40.8676837, 20.1858477 40.8676888, 20.1857156 40.8677088)",
169247464,False,,Conikas,residential,True,27.887,"LINESTRING (20.1860567 40.8676762, 20.1862245 40.8676646, 20.1863868 40.8676521)",
169247482,False,,Xhile Lici,residential,True,125.131,"LINESTRING (20.1860567 40.8676762, 20.1860963 40.8680012, 20.1861567 40.8684535, 20.1861956 40.8687966)",
169247464,False,,Conikas,residential,False,34.708,"LINESTRING (20.1857156 40.8677088, 20.1853167 40.867789)",
169247464,False,,Conikas,residential,True,28.961,"LINESTRING (20.1857156 40.8677088, 20.1858477 40.8676888, 20.1859094 40.8676837, 20.1860567 40.8676762)",
169247472,False,,Kapo Lena,residential,True,124.47699999999999,"LINESTRING (20.1857156 40.8677088, 20.1857592 40.8680279, 20.1857993 40.8683696, 20.1858117 40.8684828, 20.1858445 40.8687595, 20.1858456 40.8687957, 20.1858411 40.8688235)",
335276450,False,,,residential,True,56.718999999999994,"LINESTRING (20.1876499 40.8682437, 20.1875758 40.8683286, 20.1875272 40.8683787, 20.1874956 40.8684113, 20.1873501 40.8685706, 20.1872671 40.8686636)",
169247462,False,,Bashkimi,residential,False,118.539,"LINESTRING (20.1831962 40.8684276, 20.1831482 40.8686728, 20.1831347 40.8688425, 20.1831427 40.8688852, 20.1831617 40.8689169, 20.1832056 40.8689373, 20.1833517 40.8689385, 20.1834062 40.8689176, 20.1835047 40.8688683, 20.1835681 40.8688519, 20.1837887 40.8688313, 20.1838764 40.8688264)",
169247483,False,,,residential,True,28.34,"LINESTRING (20.1865311 40.8687723, 20.1861956 40.8687966)",
169247481,False,,Rruga e Vreshtit,residential,False,125.151,"LINESTRING (20.1865311 40.8687723, 20.1864849 40.868427, 20.1864439 40.8681088, 20.186427 40.8679744, 20.1863868 40.8676521)",
"[169247481, 169247474, 169247505]",False,,"['Rruga e Vreshtit', 'Rruga E Dykatësheve']",residential,"[False, True]",215.164,"LINESTRING (20.1865311 40.8687723, 20.1865692 40.8690418, 20.1865992 40.8690741, 20.1866515 40.8690785, 20.1868247 40.8690636, 20.186853 40.8690516, 20.1868622 40.8690225, 20.1868334 40.8687575, 20.1867488 40.8680826, 20.1866869 40.8676304)",
169247483,False,,,residential,False,28.34,"LINESTRING (20.1861956 40.8687966, 20.1865311 40.8687723)",
169247482,False,,Xhile Lici,residential,False,125.131,"LINESTRING (20.1861956 40.8687966, 20.1861567 40.8684535, 20.1860963 40.8680012, 20.1860567 40.8676762)",
169247483,False,,,residential,True,29.959000000000003,"LINESTRING (20.1861956 40.8687966, 20.1859367 40.8688162, 20.1858411 40.8688235)",
169247471,False,,Kapo Lena,residential,True,51.839,"LINESTRING (20.1858411 40.8688235, 20.185836 40.8688497, 20.1858339 40.8688795, 20.1858553 40.8692422, 20.1858397 40.8692875)",
169247472,False,,Kapo Lena,residential,False,124.477,"LINESTRING (20.1858411 40.8688235, 20.1858456 40.8687957, 20.1858445 40.8687595, 20.1858117 40.8684828, 20.1857993 40.8683696, 20.1857592 40.8680279, 20.1857156 40.8677088)",
169247483,False,,,residential,False,29.959000000000003,"LINESTRING (20.1858411 40.8688235, 20.1859367 40.8688162, 20.1861956 40.8687966)",
"[169247507, 335276452]",False,,,residential,"[False, True]",150.39499999999998,"LINESTRING (20.185218 40.8691816, 20.1852429 40.8691533, 20.1852469 40.8691168, 20.1852312 40.8690212, 20.1851925 40.8687804, 20.1851656 40.8686132, 20.185115 40.8682984, 20.1850409 40.8678444)",
169247507,False,,,residential,True,75.645,"LINESTRING (20.185218 40.8691816, 20.1851785 40.8691959, 20.1850323 40.8692147, 20.1849036 40.8692546, 20.1847785 40.8693031, 20.1847301 40.8693319, 20.1846873 40.8693646, 20.184647 40.8693954, 20.1846122 40.8694066, 20.1844023 40.8694164)",
169247512,True,2,10 Korriku,secondary,False,68.013,"LINESTRING (20.1844023 40.8694164, 20.1843485 40.8688061)",
169247507,False,,,residential,False,75.645,"LINESTRING (20.1844023 40.8694164, 20.1846122 40.8694066, 20.184647 40.8693954, 20.1846873 40.8693646, 20.1847301 40.8693319, 20.1847785 40.8693031, 20.1849036 40.8692546, 20.1850323 40.8692147, 20.1851785 40.8691959, 20.185218 40.8691816)",
682142278,False,,,living_street,False,21.75,"LINESTRING (20.1844023 40.8694164, 20.1842902 40.8694228, 20.1841442 40.8694292)",
"[169247464, 36779223]",False,,Conikas,residential,False,770.6540000000001,"LINESTRING (20.1894153 40.8698631, 20.1893899 40.8698844, 20.1892706 40.8700348, 20.1891223 40.8701851, 20.188986 40.8703294, 20.1888727 40.8704624, 20.1887495 40.8706048, 20.188647 40.8707138, 20.1885721 40.8707587, 20.1884842 40.8707913, 20.1884112 40.8708113, 20.1883642 40.8708309, 20.1883271 40.8708661, 20.1882889 40.8709176, 20.1882105 40.8710341, 20.188082 40.8711735, 20.1879342 40.8713008, 20.1878399 40.8713775, 20.187785 40.8714222, 20.1876803 40.8715104, 20.1875827 40.8716081, 20.187483 40.8717298, 20.1874122 40.8718247, 20.1873326 40.8718826, 20.1872304 40.871947, 20.1871101 40.8720041, 20.1869546 40.8720434, 20.1868323 40.8720581, 20.1867685 40.8720637, 20.1867067 40.8720557, 20.1866716 40.8720291, 20.186649 40.8719779, 20.1866439 40.8718898, 20.1866636 40.8717673, 20.186712 40.8716194, 20.1867658 40.8715009, 20.1868515 40.8713892, 20.1869015 40.8713312, 20.186932 40.8712586, 20.1869444 40.8712008, 20.1869675 40.8710874, 20.1869959 40.8710137, 20.1870399 40.8709521, 20.1871221 40.8709036, 20.1871818 40.8708613, 20.1872189 40.8708322, 20.1872308 40.8708116, 20.1872501 40.8707782, 20.1872592 40.8707074, 20.18726 40.8706401, 20.1872411 40.8706012, 20.1871942 40.8705593, 20.1870835 40.8705223, 20.1870395 40.8704946, 20.1870016 40.8704611, 20.1869824 40.8704128, 20.1869839 40.8703461, 20.1870092 40.8702592, 20.1870718 40.8701231, 20.1871431 40.8699886, 20.1872247 40.8698709, 20.1873081 40.8697794, 20.1873753 40.8697248, 20.1875072 40.8696538, 20.1875711 40.8696064, 20.1875942 40.8695565, 20.1875891 40.8695202, 20.1874912 40.8693431, 20.1874146 40.8691725, 20.1873539 40.8689954, 20.1873087 40.8688568, 20.1872671 40.8686636)",
