osmid,lanes,highway,maxspeed,oneway,reversed,length,geometry,ref,name
167558157,1,unclassified,30,False,False,151.036,"LINESTRING (20.6016165 40.1487856, 20.6019026 40.1487727, 20.6021118 40.1487665, 20.6023582 40.1487585, 20.6025115 40.1487748, 20.6027126 40.1488198, 20.6029138 40.1488383, 20.6030853 40.148896, 20.603221 40.1489797, 20.6033088 40.1490247)",,
169203767,,residential,,False,True,34.201,"LINESTRING (20.6016165 40.1487856, 20.6014574 40.1488055, 20.6013192 40.1488098, 20.6012178 40.1487966)",,
"[547268425, 547268427]",,residential,,False,"[False, True]",191.784,"LINESTRING (20.6016165 40.1487856, 20.6016102 40.1488773, 20.6016102 40.1490126, 20.6016555 40.1491827, 20.601711 40.1494296, 20.601688 40.1495087, 20.601621 40.1496256, 20.601528 40.1498429, 20.6013628 40.1501666, 20.6013098 40.1503616, 20.6012723 40.1504465)",,
167558157,1,unclassified,30,False,True,151.036,"LINESTRING (20.6033088 40.1490247, 20.603221 40.1489797, 20.6030853 40.148896, 20.6029138 40.1488383, 20.6027126 40.1488198, 20.6025115 40.1487748, 20.6023582 40.1487585, 20.6021118 40.1487665, 20.6019026 40.1487727, 20.6016165 40.1487856)",,
584936807,2,primary,50,False,True,186.60999999999999,"LINESTRING (20.6033088 40.1490247, 20.6031901 40.1491503, 20.6031032 40.1492416, 20.6030512 40.1493301, 20.603008 40.1494418, 20.6029431 40.1495878, 20.6027804 40.1501012, 20.6027348 40.1502196, 20.6027166 40.1503281, 20.6027192 40.1504156, 20.602727 40.1506096)",SH65,Rruga e Tre Urave
169203791,,residential,,False,True,12.884,"LINESTRING (20.6006651 40.1496448, 20.6006962 40.1495314)",,
169203791,,residential,,False,False,107.9,"LINESTRING (20.6006651 40.1496448, 20.6007128 40.1498811, 20.6008293 40.1501354, 20.6011865 40.1503616, 20.6012723 40.1504465)",,
469656794,,residential,,False,True,78.288,"LINESTRING (20.6006651 40.1496448, 20.600311 40.1496803, 20.6001145 40.1497659, 20.5999858 40.149874, 20.5999202 40.1499742)",,
167558121,,residential,,False,False,36.653999999999996,"LINESTRING (20.5993107 40.1504975, 20.5991811 40.1505215, 20.5990623 40.1505507, 20.5989343 40.1506398)",,
167558121,,residential,,False,True,103.61200000000001,"LINESTRING (20.5993107 40.1504975, 20.5995571 40.150501, 20.6001398 40.150679, 20.6003759 40.1508277, 20.6004147 40.1508319)",,
