osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge,junction
126509981,True,2,Bulevardi Jakov Xoxa,secondary,False,67.942,"LINESTRING (19.561366 40.7279306, 19.5620715 40.7282264)",,
705790030,False,,Rruga Dhimitër Panda,residential,False,28.241,"LINESTRING (19.561366 40.7279306, 19.5615364 40.7277119)",,
126509981,True,2,Bulevardi Jakov Xoxa,secondary,False,6.817,"LINESTRING (19.5620715 40.7282264, 19.5621422 40.7282562)",,
176470176,False,,Rruga Adriatiku,residential,False,77.816,"LINESTRING (19.5620715 40.7282264, 19.5622093 40.7280462, 19.5622663 40.7279692, 19.562292 40.7279045, 19.5623068 40.7278437, 19.5623133 40.7277537, 19.5623153 40.7277171, 19.562326 40.7276739, 19.5623548 40.7275731)",,
176155629,False,,Rruga Naun Kaçaku,tertiary,False,55.252,"LINESTRING (19.5615945 40.724422, 19.5619676 40.7248306)",,
176155629,False,,Rruga Naun Kaçaku,tertiary,True,8.918,"LINESTRING (19.5615945 40.724422, 19.561534 40.7243562)",,
126509937,True,2,Bulevardi Jani Bakalli,secondary,False,139.26699999999997,"LINESTRING (19.5615945 40.724422, 19.5610351 40.7247743, 19.5608445 40.7248941, 19.5606707 40.7250033, 19.5605953 40.725041, 19.5605162 40.7250813, 19.5604517 40.7251062, 19.5603854 40.725129, 19.5603242 40.7251494, 19.5602723 40.7251613)",,
176304466,False,,Rruga Çamëria,residential,True,9.381,"LINESTRING (19.5597185 40.7252214, 19.5597353 40.725138)",,
"[126509952, 126509937, 126509955]",True,2,Bulevardi Jani Bakalli,secondary,False,112.315,"LINESTRING (19.5597185 40.7252214, 19.5594706 40.7252106, 19.559223 40.7251977, 19.5591995 40.7251965, 19.558778 40.7251779, 19.5584831 40.7251646, 19.5583881 40.7251682)",yes,
176160779,False,,Rruga Konstandin Kallogjeri,residential,False,99.905,"LINESTRING (19.5526496 40.7221115, 19.5537515 40.7217801)",,
183561540,False,,,residential,False,45.495,"LINESTRING (19.5526496 40.7221115, 19.5524459 40.7217326)",,
176466716,False,,Rruga Andon Profka,residential,True,135.463,"LINESTRING (19.5526496 40.7221115, 19.5528414 40.7224457, 19.5532906 40.7232287)",,
115709087,True,,Rruga Dervish Hekali,secondary,False,130.931,"LINESTRING (19.5612813 40.7285774, 19.5602922 40.7276693)",,
115708388,False,,Rruga Llambi Bego,residential,False,94.568,"LINESTRING (19.5549556 40.7239934, 19.5559918 40.7236669)",,
135171360,False,,Rruga Leon Rei,residential,True,132.905,"LINESTRING (19.5549556 40.7239934, 19.5543554 40.7228881)",,
115708388,False,,Rruga Llambi Bego,residential,True,97.59299999999999,"LINESTRING (19.5549556 40.7239934, 19.5539282 40.7243187, 19.553887 40.7243317)",,
135171360,False,,Rruga Leon Rei,residential,False,211.317,"LINESTRING (19.5549556 40.7239934, 19.554984 40.7240447, 19.5558865 40.7256773, 19.5559246 40.7257462)",,
135171358,False,,Rruga Xoxi Andoni,residential,False,134.70499999999998,"LINESTRING (19.5565402 40.7269465, 19.5564112 40.7267066, 19.5563179 40.7265292, 19.5562438 40.7263884, 19.5560903 40.7260966, 19.5559398 40.7258238)",,
135171358,False,,Rruga Xoxi Andoni,residential,True,196.427,"LINESTRING (19.5565402 40.7269465, 19.5567549 40.7273513, 19.5574094 40.7285856)",,
706668429,False,,Rruga Petro Sota,residential,True,96.723,"LINESTRING (19.5565402 40.7269465, 19.5561549 40.7270746, 19.5554891 40.727296)",,
33840711,False,,Rruga Lami Monka,residential,False,194.558,"LINESTRING (19.5544621 40.7276277, 19.5553125 40.7292544)",,
176469056,False,,,residential,True,68.484,"LINESTRING (19.5544621 40.7276277, 19.5541628 40.7270551)",,
706668429,False,,Rruga Petro Sota,residential,False,46.537,"LINESTRING (19.5544621 40.7276277, 19.5549702 40.7274637)",,
706668429,False,,Rruga Petro Sota,residential,True,44.128,"LINESTRING (19.5544621 40.7276277, 19.5539793 40.7277814)",,
115708388,False,,Rruga Llambi Bego,residential,True,48.736,"LINESTRING (19.553887 40.7243317, 19.5533524 40.7244989)",,
