osmid,highway,oneway,reversed,length,geometry,ref,bridge,name
170430505,residential,False,False,217.394,"LINESTRING (20.0301401 42.0669423, 20.0307996 42.0675394, 20.0307826 42.0676857, 20.0317854 42.0684063)",,,
581540679,residential,False,False,16.514,"LINESTRING (20.0305197 42.0679076, 20.0305346 42.0680557)",,,
170430512,residential,False,False,116.585,"LINESTRING (20.0305197 42.0679076, 20.0306882 42.0679479, 20.0315787 42.0685835)",,,
581540679,residential,False,True,197.48600000000002,"LINESTRING (20.0305197 42.0679076, 20.0305156 42.0678667, 20.0304969 42.0678219, 20.0304647 42.0677831, 20.029998 42.0673301, 20.0299108 42.0672604, 20.0294803 42.0669468, 20.029373 42.0668682, 20.0291182 42.0666402, 20.0290632 42.0666073, 20.0290029 42.0665854, 20.0289785 42.0665798)",,,
170430502,residential,False,False,105.654,"LINESTRING (20.0305346 42.0680557, 20.0314157 42.0687449)",,,
581540679,residential,False,False,12.009,"LINESTRING (20.0305346 42.0680557, 20.0305342 42.0681637)",,,
581540679,residential,False,True,16.514,"LINESTRING (20.0305346 42.0680557, 20.0305197 42.0679076)",,,
170430510,residential,False,True,26.064,"LINESTRING (20.0317854 42.0684063, 20.0315787 42.0685835)",,,
170430505,residential,False,False,66.131,"LINESTRING (20.0317854 42.0684063, 20.0320797 42.0686275, 20.0322939 42.0688626)",,,
170430505,residential,False,True,217.394,"LINESTRING (20.0317854 42.0684063, 20.0307826 42.0676857, 20.0307996 42.0675394, 20.0301401 42.0669423)",,,
170430512,residential,False,True,21.257,"LINESTRING (20.0317625 42.0687174, 20.0315787 42.0685835)",,,
170430502,residential,False,False,41.41,"LINESTRING (20.0314157 42.0687449, 20.0317326 42.0690336)",,,
170430502,residential,False,True,105.654,"LINESTRING (20.0314157 42.0687449, 20.0305346 42.0680557)",,,
170430510,residential,False,False,22.43,"LINESTRING (20.0314157 42.0687449, 20.0315787 42.0685835)",,,
170430507,residential,False,True,23.235,"LINESTRING (20.0322939 42.0688626, 20.0320605 42.0689794)",,,
170430505,residential,False,False,68.737,"LINESTRING (20.0322939 42.0688626, 20.032425 42.069031, 20.0326281 42.0693262, 20.0326903 42.069406)",,,
170430505,residential,False,True,66.131,"LINESTRING (20.0322939 42.0688626, 20.0320797 42.0686275, 20.0317854 42.0684063)",,,
170430507,residential,False,False,23.235,"LINESTRING (20.0320605 42.0689794, 20.0322939 42.0688626)",,,
170430514,residential,False,False,19.672,"LINESTRING (20.0320605 42.0689794, 20.0321724 42.0691356)",,,
170430514,residential,False,True,38.766,"LINESTRING (20.0320605 42.0689794, 20.0319621 42.0688828, 20.0317326 42.0690336)",,,
170430502,residential,False,False,25.993,"LINESTRING (20.0317326 42.0690336, 20.0318954 42.0692337)",,,
170430502,residential,False,True,41.41,"LINESTRING (20.0317326 42.0690336, 20.0314157 42.0687449)",,,
170430514,residential,False,False,38.766,"LINESTRING (20.0317326 42.0690336, 20.0319621 42.0688828, 20.0320605 42.0689794)",,,
170430509,residential,False,True,25.333,"LINESTRING (20.0321724 42.0691356, 20.0318954 42.0692337)",,,
170430514,residential,False,True,19.672,"LINESTRING (20.0321724 42.0691356, 20.0320605 42.0689794)",,,
170430514,residential,False,False,37.601,"LINESTRING (20.0321724 42.0691356, 20.0322723 42.0692969, 20.0323662 42.0694416)",,,
170430502,residential,False,False,29.946,"LINESTRING (20.0318954 42.0692337, 20.0320469 42.0694784)",,,
170430502,residential,False,True,25.993,"LINESTRING (20.0318954 42.0692337, 20.0317326 42.0690336)",,,
170430509,residential,False,False,25.333,"LINESTRING (20.0318954 42.0692337, 20.0321724 42.0691356)",,,
170430513,residential,False,True,27.044,"LINESTRING (20.0326903 42.069406, 20.0323662 42.0694416)",,,
170430505,residential,False,False,29.781,"LINESTRING (20.0326903 42.069406, 20.0327284 42.0694754, 20.0327947 42.0696619)",,,
